"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique Identifier","Start day","Start month","End day","End month","Penny Loaf Troy Weight - White","Penny Loaf Troy Weight - Wheaten","Penny Loaf Troy Weight - Household","Penny Loaf Common Weight - White","Penny Loaf Common Weight - Wheaten","Penny Loaf Common Weight - Household","Two Penny Loaf Common Weight - White","Two Penny Loaf Common Weight - Wheaten","Two Penny Loaf Common Weight - Household","Six Penny Loaf Common Weight - Wheaten","Six Penny Loaf Common Weight - Household","Twelve Penny Loaf Common Weight - Wheaten","Twelve Penny Loaf Common Weight - Household","Eighteen Penny Loaf Common Weight - Wheaten","Eighteen Penny Loaf Common Weight - Household","Quartern Loaf Common Weight - Wheaten","Quartern Loaf Common Weight - Household","Half Peck Loaf Common Weight - Wheaten","Half Peck Loaf Common Weight - Household","Peck Loaf Common Weight - Wheaten","Peck Loaf Common Weight - Household",Salt
712,19857,957,1,1701,14,Laxton-1700-14-verso,18,March,25,March,07;14,11;10,15;07,08;07,12;10,16;14,,,,,,,,,,,,,,,,"56 I. to the Bushel 5 s"
713,19858,977,1,1701,15,Laxton-1701-15-verso,25,March,1,April,07;14,11;10,15;07,08;07,12;10,16;14,,,,,,,,,,,,,,,,"56 l. to the Bushel 5 s"
