year,week_number,count_type,subtotal_sum,parish_sum,difference,absolute_difference,arithmetic_error,legible_only,legible
1657,41,plague,0,0,0,0,False,False,False
1657,42,buried,246,238,8,8,True,False,False
1657,42,plague,0,0,0,0,False,False,False
1657,43,buried,237,226,11,11,True,False,False
1657,43,plague,0,0,0,0,False,False,False
1657,44,buried,253,237,16,16,True,False,False
1657,44,plague,1,1,0,0,False,False,False
1657,45,buried,244,236,8,8,True,False,False
1657,45,plague,0,0,0,0,False,False,False
1657,46,buried,212,204,8,8,True,False,False
1657,46,plague,0,0,0,0,False,False,False
1657,47,buried,222,205,17,17,True,False,False
1657,47,plague,0,0,0,0,False,False,False
1657,48,buried,214,204,10,10,True,False,False
1657,48,plague,0,0,0,0,False,False,False
1657,49,buried,235,240,-5,5,True,False,False
1657,49,plague,0,0,0,0,False,False,False
1657,50,buried,235,219,16,16,True,False,False
1657,50,plague,0,0,0,0,False,False,False
1657,51,buried,204,186,18,18,True,False,False
1657,51,plague,0,0,0,0,False,False,False
1659,1,buried,346,346,0,0,False,False,True
1659,1,plague,1,1,0,0,False,False,True
1659,2,buried,327,327,0,0,False,False,True
1659,2,plague,0,0,0,0,False,False,True
1659,3,buried,351,351,0,0,False,False,True
1659,3,plague,1,1,0,0,False,False,True
1659,4,buried,341,341,0,0,False,False,True
1659,4,plague,1,1,0,0,False,False,True
1659,5,buried,286,286,0,0,False,False,True
1659,5,plague,0,0,0,0,False,False,True
1659,6,buried,278,278,0,0,False,False,True
1659,6,plague,0,0,0,0,False,False,True
1659,7,buried,296,297,-1,1,True,False,True
1659,7,plague,0,0,0,0,False,False,True
1659,8,buried,301,301,0,0,False,False,True
1659,8,plague,0,0,0,0,False,False,True
1659,9,buried,261,261,0,0,False,False,True
1659,9,plague,0,0,0,0,False,False,True
1659,10,buried,268,268,0,0,False,False,True
1659,10,plague,0,0,0,0,False,False,True
1659,11,buried,279,279,0,0,False,False,True
1659,11,plague,0,0,0,0,False,False,True
1659,13,buried,298,298,0,0,False,False,True
1659,13,plague,0,0,0,0,False,False,True
1659,14,buried,277,277,0,0,False,False,True
1659,14,plague,0,0,0,0,False,False,True
1659,15,buried,310,310,0,0,False,False,True
1659,15,plague,0,0,0,0,False,False,True
1659,16,buried,371,371,0,0,False,False,True
1659,16,plague,0,0,0,0,False,False,True
1659,17,buried,304,304,0,0,False,False,True
1659,17,plague,1,1,0,0,False,False,True
1659,21,buried,288,288,0,0,False,False,False
1659,21,plague,0,0,0,0,False,False,False
1659,22,buried,281,282,-1,1,True,False,True
1659,22,plague,1,1,0,0,False,False,True
1659,23,buried,293,293,0,0,False,False,True
1659,23,plague,3,3,0,0,False,False,True
1659,24,buried,271,271,0,0,False,False,True
1659,24,plague,1,1,0,0,False,False,True
1659,25,buried,282,282,0,0,False,False,True
1659,25,plague,0,0,0,0,False,False,True
1659,26,buried,273,273,0,0,False,False,True
1659,26,plague,0,0,0,0,False,False,True
1659,27,buried,292,292,0,0,False,False,True
1659,27,plague,1,1,0,0,False,False,True
1659,28,buried,308,302,6,6,True,False,True
1659,28,plague,0,0,0,0,False,False,True
1659,29,buried,346,346,0,0,False,False,True
1659,29,plague,3,3,0,0,False,False,True
1659,30,buried,319,319,0,0,False,False,True
1659,30,plague,0,0,0,0,False,False,True
1659,31,buried,322,322,0,0,False,False,True
1659,31,plague,2,2,0,0,False,False,True
1659,32,buried,322,322,0,0,False,False,True
1659,32,plague,0,0,0,0,False,False,True
1659,33,buried,323,324,-1,1,True,False,False
1659,33,plague,4,4,0,0,False,False,False
1659,34,buried,307,307,0,0,False,False,True
1659,34,plague,0,0,0,0,False,False,True
1659,35,buried,303,303,0,0,False,False,True
1659,35,plague,1,1,0,0,False,False,True
1659,36,buried,333,333,0,0,False,False,False
1659,36,plague,3,3,0,0,False,False,False
1659,38,buried,333,333,0,0,False,False,True
1659,38,plague,1,1,0,0,False,False,True
1659,39,buried,318,318,0,0,False,False,True
1659,39,plague,2,2,0,0,False,False,True
1659,40,buried,279,279,0,0,False,False,True
1659,40,plague,1,1,0,0,False,False,True
1659,41,buried,280,280,0,0,False,False,True
1659,41,plague,0,0,0,0,False,False,True
1659,42,buried,250,250,0,0,False,False,True
1659,42,plague,1,1,0,0,False,False,True
1659,43,buried,233,233,0,0,False,False,True
1659,43,plague,0,0,0,0,False,False,True
1659,44,buried,244,244,0,0,False,False,True
1659,44,plague,1,1,0,0,False,False,True
1659,45,buried,219,219,0,0,False,False,True
1659,45,plague,0,0,0,0,False,False,True
1659,46,buried,216,216,0,0,False,False,True
1659,46,plague,0,0,0,0,False,False,True
1659,47,buried,246,226,20,20,True,False,True
1659,47,plague,0,0,0,0,False,False,True
1659,48,buried,260,260,0,0,False,False,True
1659,48,plague,1,1,0,0,False,False,True
1659,51,buried,281,281,0,0,False,False,True
1659,51,plague,0,0,0,0,False,False,True
1659,52,buried,272,272,0,0,False,False,True
1659,52,plague,0,0,0,0,False,False,True
1660,1,buried,318,318,0,0,False,False,True
1660,1,plague,0,0,0,0,False,False,True
1660,2,buried,316,316,0,0,False,False,True
1660,2,plague,0,0,0,0,False,False,True
1660,4,buried,357,354,3,3,True,False,True
1660,4,plague,0,0,0,0,False,False,True
1660,5,buried,332,331,1,1,True,False,True
1660,5,plague,0,0,0,0,False,False,True
1660,6,buried,318,318,0,0,False,False,True
1660,6,plague,0,0,0,0,False,False,True
1660,7,buried,280,280,0,0,False,False,True
1660,7,plague,0,0,0,0,False,False,True
1660,8,buried,314,314,0,0,False,False,True
1660,8,plague,0,0,0,0,False,False,True
1660,9,buried,292,292,0,0,False,False,True
1660,9,plague,0,0,0,0,False,False,True
1660,10,buried,294,294,0,0,False,False,True
1660,10,plague,0,0,0,0,False,False,True
1660,11,buried,348,348,0,0,False,False,True
1660,11,plague,0,0,0,0,False,False,True
1660,15,buried,254,254,0,0,False,False,True
1660,15,plague,0,0,0,0,False,False,True
1660,16,buried,244,254,-10,10,True,False,True
1660,16,plague,0,0,0,0,False,False,True
1660,17,buried,245,245,0,0,False,False,True
1660,17,plague,0,0,0,0,False,False,True
1660,18,buried,268,278,-10,10,True,False,True
1660,18,plague,1,1,0,0,False,False,True
1660,19,buried,277,277,0,0,False,False,True
1660,19,plague,1,1,0,0,False,False,True
1660,20,buried,259,259,0,0,False,False,True
1660,20,plague,0,0,0,0,False,False,True
1660,21,buried,242,242,0,0,False,False,True
1660,21,plague,1,1,0,0,False,False,True
1660,22,buried,255,255,0,0,False,False,True
1660,22,plague,0,0,0,0,False,False,True
1660,23,buried,249,249,0,0,False,False,True
1660,23,plague,0,0,0,0,False,False,True
1660,24,buried,260,262,-2,2,True,False,True
1660,24,plague,1,1,0,0,False,False,True
1660,25,buried,281,281,0,0,False,False,True
1660,25,plague,0,0,0,0,False,False,True
1660,26,buried,241,241,0,0,False,False,True
1660,26,plague,0,0,0,0,False,False,True
1660,27,buried,282,282,0,0,False,False,True
1660,27,plague,0,0,0,0,False,False,True
1660,28,buried,242,242,0,0,False,False,True
1660,28,plague,1,1,0,0,False,False,True
1660,29,buried,204,204,0,0,False,False,True
1660,29,plague,0,0,0,0,False,False,True
1660,30,buried,210,210,0,0,False,False,True
1660,30,plague,1,1,0,0,False,False,True
1660,31,buried,225,225,0,0,False,False,True
1660,31,plague,1,1,0,0,False,False,True
1660,32,buried,244,242,2,2,True,False,True
1660,32,plague,0,0,0,0,False,False,True
1660,33,buried,232,232,0,0,False,False,True
1660,33,plague,0,0,0,0,False,False,True
1660,34,buried,309,309,0,0,False,False,False
1660,34,plague,0,0,0,0,False,False,False
1660,35,buried,334,334,0,0,False,False,True
1660,35,plague,0,0,0,0,False,False,True
1660,36,buried,359,359,0,0,False,False,True
1660,36,plague,0,0,0,0,False,False,True
1660,37,buried,338,338,0,0,False,False,True
1660,37,plague,0,0,0,0,False,False,True
1660,38,buried,344,344,0,0,False,False,True
1660,38,plague,2,2,0,0,False,False,True
1660,39,buried,364,364,0,0,False,False,True
1660,39,plague,0,0,0,0,False,False,True
1660,40,buried,359,359,0,0,False,False,True
1660,40,plague,1,1,0,0,False,False,True
1660,41,buried,333,333,0,0,False,False,True
1660,41,plague,0,0,0,0,False,False,True
1660,42,buried,293,293,0,0,False,False,True
1660,42,plague,0,0,0,0,False,False,True
1660,43,buried,303,303,0,0,False,False,True
1660,43,plague,1,1,0,0,False,False,True
1660,44,buried,311,311,0,0,False,False,True
1660,44,plague,0,0,0,0,False,False,True
1660,45,buried,326,326,0,0,False,False,True
1660,45,plague,0,0,0,0,False,False,True
1660,46,buried,296,296,0,0,False,False,True
1660,46,plague,0,0,0,0,False,False,True
1660,47,buried,306,316,-10,10,True,False,True
1660,47,plague,0,0,0,0,False,False,True
1660,48,buried,317,317,0,0,False,False,True
1660,48,plague,0,0,0,0,False,False,True
1660,49,buried,291,291,0,0,False,False,True
1660,49,plague,0,0,0,0,False,False,True
1660,50,buried,276,278,-2,2,True,False,True
1660,50,plague,0,0,0,0,False,False,True
1660,51,buried,371,371,0,0,False,False,False
1660,51,plague,0,0,0,0,False,False,False
1662,1,buried,307,307,0,0,False,False,True
1662,1,plague,0,0,0,0,False,False,True
1662,2,buried,313,313,0,0,False,False,True
1662,2,plague,0,0,0,0,False,False,True
1662,3,buried,314,314,0,0,False,False,True
1662,3,plague,0,0,0,0,False,False,True
1662,4,buried,255,255,0,0,False,False,False
1662,4,plague,1,1,0,0,False,False,False
1662,5,buried,283,283,0,0,False,False,False
1662,5,plague,0,0,0,0,False,False,False
1662,6,buried,302,302,0,0,False,False,False
1662,6,plague,0,0,0,0,False,False,False
1662,7,buried,281,281,0,0,False,False,False
1662,7,plague,0,0,0,0,False,False,False
1662,8,buried,328,328,0,0,False,False,True
1662,8,plague,0,0,0,0,False,False,True
1662,9,buried,308,308,0,0,False,False,True
1662,9,plague,0,0,0,0,False,False,True
1662,10,buried,290,290,0,0,False,False,True
1662,10,plague,0,0,0,0,False,False,True
1662,11,buried,278,274,4,4,True,False,False
1662,11,plague,0,0,0,0,False,False,False
1662,12,buried,316,316,0,0,False,False,False
1662,12,plague,0,0,0,0,False,False,False
1662,13,buried,361,360,1,1,True,False,True
1662,13,plague,0,0,0,0,False,False,True
1662,14,buried,325,325,0,0,False,False,True
1662,14,plague,0,0,0,0,False,False,True
1662,16,buried,361,361,0,0,False,False,False
1662,16,plague,0,0,0,0,False,False,False
1662,17,buried,340,340,0,0,False,False,True
1662,17,plague,1,1,0,0,False,False,True
1662,18,buried,339,339,0,0,False,False,True
1662,18,plague,0,0,0,0,False,False,True
1662,19,buried,329,329,0,0,False,False,True
1662,19,plague,0,0,0,0,False,False,True
1662,20,buried,362,348,14,14,True,False,True
1662,20,plague,1,1,0,0,False,False,True
1662,21,buried,307,314,-7,7,True,False,True
1662,21,plague,1,1,0,0,False,False,True
1662,22,buried,291,291,0,0,False,False,True
1662,22,plague,0,0,0,0,False,False,True
1662,23,buried,303,303,0,0,False,False,True
1662,23,plague,0,0,0,0,False,False,True
1662,24,buried,353,353,0,0,False,False,True
1662,24,plague,0,0,0,0,False,False,True
1662,25,buried,295,295,0,0,False,False,True
1662,25,plague,0,0,0,0,False,False,True
1662,28,buried,267,267,0,0,False,False,True
1662,28,plague,0,0,0,0,False,False,True
1662,33,buried,235,235,0,0,False,False,True
1662,33,plague,0,0,0,0,False,False,True
1662,43,buried,293,293,0,0,False,False,True
1662,43,plague,0,0,0,0,False,False,True
1662,44,buried,326,326,0,0,False,False,False
1662,44,plague,1,1,0,0,False,False,False
1662,45,buried,321,321,0,0,False,False,True
1662,45,plague,0,0,0,0,False,False,True
1662,46,buried,258,258,0,0,False,False,True
1662,46,plague,0,0,0,0,False,False,True
1662,47,buried,244,244,0,0,False,False,True
1662,47,plague,0,0,0,0,False,False,True
1662,48,buried,264,264,0,0,False,False,True
1662,48,plague,0,0,0,0,False,False,True
1663,1,buried,315,315,0,0,False,False,True
1663,1,plague,0,0,0,0,False,False,True
1663,2,buried,305,295,10,10,True,False,False
1663,2,plague,0,0,0,0,False,False,False
1663,3,buried,366,366,0,0,False,False,True
1663,3,plague,0,0,0,0,False,False,True
1663,4,buried,338,338,0,0,False,False,True
1663,4,plague,0,0,0,0,False,False,True
1663,5,buried,343,343,0,0,False,False,True
1663,5,plague,0,0,0,0,False,False,True
1663,6,buried,318,318,0,0,False,False,False
1663,6,plague,1,1,0,0,False,False,False
1663,7,buried,403,403,0,0,False,False,False
1663,7,plague,0,0,0,0,False,False,False
1663,8,buried,345,345,0,0,False,False,True
1663,8,plague,0,0,0,0,False,False,True
1663,9,buried,368,368,0,0,False,False,True
1663,9,plague,0,0,0,0,False,False,True
1663,10,buried,306,306,0,0,False,False,False
1663,10,plague,0,0,0,0,False,False,False
1663,11,buried,372,372,0,0,False,False,True
1663,11,plague,1,1,0,0,False,False,True
1663,12,buried,362,362,0,0,False,False,True
1663,12,plague,0,0,0,0,False,False,True
1663,13,buried,369,368,1,1,True,False,True
1663,13,plague,0,0,0,0,False,False,True
1663,14,buried,395,395,0,0,False,False,True
1663,14,plague,0,0,0,0,False,False,True
1663,15,buried,302,302,0,0,False,False,True
1663,15,plague,0,0,0,0,False,False,True
1663,16,buried,322,322,0,0,False,False,True
1663,16,plague,0,0,0,0,False,False,True
1663,17,buried,278,278,0,0,False,False,True
1663,17,plague,0,0,0,0,False,False,True
1663,18,buried,311,301,10,10,True,False,True
1663,18,plague,0,0,0,0,False,False,True
1663,19,buried,316,316,0,0,False,False,True
1663,19,plague,0,0,0,0,False,False,True
1663,20,buried,319,319,0,0,False,False,True
1663,20,plague,0,0,0,0,False,False,True
1663,21,buried,321,321,0,0,False,False,True
1663,21,plague,0,0,0,0,False,False,True
1663,22,buried,264,264,0,0,False,False,True
1663,22,plague,0,0,0,0,False,False,True
1663,23,buried,273,273,0,0,False,False,True
1663,23,plague,0,0,0,0,False,False,True
1663,24,buried,225,225,0,0,False,False,False
1663,24,plague,0,0,0,0,False,False,False
1663,25,buried,246,246,0,0,False,False,True
1663,25,plague,0,0,0,0,False,False,True
1663,26,buried,283,283,0,0,False,False,True
1663,26,plague,0,0,0,0,False,False,True
1663,27,buried,550,550,0,0,False,False,False
1663,27,plague,0,0,0,0,False,False,False
1663,28,buried,490,490,0,0,False,False,True
1663,28,plague,0,0,0,0,False,False,True
1663,29,buried,478,478,0,0,False,False,True
1663,29,plague,0,0,0,0,False,False,True
1663,30,buried,440,440,0,0,False,False,False
1663,30,plague,2,2,0,0,False,False,False
1663,31,buried,498,498,0,0,False,False,True
1663,31,plague,0,0,0,0,False,False,True
1663,32,buried,565,574,-9,9,True,False,True
1663,32,plague,2,2,0,0,False,False,True
1663,33,buried,538,538,0,0,False,False,True
1663,33,plague,0,0,0,0,False,False,True
1663,34,buried,608,608,0,0,False,False,False
1663,34,plague,2,2,0,0,False,False,False
1663,35,buried,580,580,0,0,False,False,True
1663,35,plague,2,2,0,0,False,False,True
1663,36,buried,686,686,0,0,False,False,True
1663,36,plague,2,2,0,0,False,False,True
1663,37,buried,636,636,0,0,False,False,True
1663,37,plague,0,0,0,0,False,False,True
1663,38,buried,678,677,1,1,True,False,True
1663,38,plague,0,0,0,0,False,False,True
1663,39,buried,692,692,0,0,False,False,True
1663,39,plague,0,0,0,0,False,False,True
1663,40,buried,646,644,2,2,True,False,False
1663,40,plague,0,0,0,0,False,False,False
1663,41,buried,294,294,0,0,False,False,True
1663,41,plague,0,0,0,0,False,False,True
1663,42,buried,316,318,-2,2,True,False,False
1663,42,plague,0,0,0,0,False,False,False
1663,43,buried,327,327,0,0,False,False,True
1663,43,plague,2,2,0,0,False,False,True
1663,44,buried,314,304,10,10,True,False,False
1663,44,plague,0,0,0,0,False,False,False
1663,45,buried,301,301,0,0,False,False,False
1663,45,plague,0,0,0,0,False,False,False
1663,46,buried,313,313,0,0,False,False,False
1663,46,plague,0,0,0,0,False,False,False
1663,47,buried,265,265,0,0,False,False,False
1663,47,plague,0,0,0,0,False,False,False
1663,48,buried,273,273,0,0,False,False,False
1663,48,plague,1,1,0,0,False,False,False
1663,49,buried,304,307,-3,3,True,False,False
1663,49,plague,0,0,0,0,False,False,False
1663,50,buried,259,259,0,0,False,False,False
1663,50,plague,0,0,0,0,False,False,False
1663,51,buried,282,283,-1,1,True,False,True
1663,51,plague,0,0,0,0,False,False,True
1663,52,buried,341,341,0,0,False,False,False
1663,52,plague,0,0,0,0,False,False,False
1664,1,buried,291,291,0,0,False,False,True
1664,1,plague,1,1,0,0,False,False,True
1664,2,buried,349,349,0,0,False,False,True
1664,2,plague,0,0,0,0,False,False,True
1664,3,buried,394,394,0,0,False,False,True
1664,3,plague,0,0,0,0,False,False,True
1664,4,buried,415,414,1,1,True,False,False
1664,4,plague,0,0,0,0,False,False,False
1664,5,buried,474,474,0,0,False,False,True
1664,5,plague,0,0,0,0,False,False,True
1664,6,buried,409,409,0,0,False,False,False
1664,6,plague,0,0,0,0,False,False,False
1664,7,buried,393,393,0,0,False,False,True
1664,7,plague,0,0,0,0,False,False,True
1664,8,buried,462,462,0,0,False,False,True
1664,8,plague,1,1,0,0,False,False,True
1664,9,buried,393,393,0,0,False,False,True
1664,9,plague,0,0,0,0,False,False,True
1664,10,buried,396,396,0,0,False,False,True
1664,10,plague,0,0,0,0,False,False,True
1664,11,buried,441,441,0,0,False,False,True
1664,11,plague,0,0,0,0,False,False,True
1664,12,buried,433,433,0,0,False,False,True
1664,12,plague,0,0,0,0,False,False,True
1664,13,buried,363,363,0,0,False,False,False
1664,13,plague,0,0,0,0,False,False,False
1664,15,buried,415,415,0,0,False,False,True
1664,15,plague,0,0,0,0,False,False,True
1664,16,buried,387,387,0,0,False,False,True
1664,16,plague,1,1,0,0,False,False,True
1664,17,buried,377,377,0,0,False,False,True
1664,17,plague,0,0,0,0,False,False,True
1664,18,buried,384,384,0,0,False,False,True
1664,18,plague,0,0,0,0,False,False,True
1664,19,buried,408,408,0,0,False,False,True
1664,19,plague,0,0,0,0,False,False,True
1664,20,buried,365,365,0,0,False,False,True
1664,20,plague,0,0,0,0,False,False,True
1664,21,buried,362,363,-1,1,True,False,True
1664,21,plague,0,0,0,0,False,False,True
1664,22,buried,370,371,-1,1,True,False,True
1664,22,plague,0,0,0,0,False,False,True
1664,23,buried,376,376,0,0,False,False,True
1664,23,plague,0,0,0,0,False,False,True
1664,24,buried,340,340,0,0,False,False,True
1664,24,plague,0,0,0,0,False,False,True
1664,25,buried,348,349,-1,1,True,False,False
1664,25,plague,0,0,0,0,False,False,False
1664,26,buried,330,330,0,0,False,False,True
1664,26,plague,0,0,0,0,False,False,True
1664,27,buried,324,324,0,0,False,False,True
1664,27,plague,0,0,0,0,False,False,True
1664,28,buried,345,351,-6,6,True,False,False
1664,28,plague,0,0,0,0,False,False,False
1664,29,buried,398,398,0,0,False,False,False
1664,29,plague,1,1,0,0,False,False,False
1664,30,buried,439,439,0,0,False,False,False
1664,30,plague,0,0,0,0,False,False,False
1664,31,buried,0,51,-51,51,True,False,False
1664,31,plague,0,0,0,0,False,False,False
1664,32,buried,367,369,-2,2,True,False,True
1664,32,plague,0,0,0,0,False,False,True
1664,33,buried,348,349,-1,1,True,False,True
1664,33,plague,0,0,0,0,False,False,True
1664,34,buried,290,290,0,0,False,False,True
1664,34,plague,0,0,0,0,False,False,True
1664,35,buried,322,323,-1,1,True,False,True
1664,35,plague,0,0,0,0,False,False,True
1664,36,buried,331,331,0,0,False,False,True
1664,36,plague,0,0,0,0,False,False,True
1664,37,buried,384,383,1,1,True,False,False
1664,37,plague,1,1,0,0,False,False,False
1664,38,buried,342,342,0,0,False,False,True
1664,38,plague,0,0,0,0,False,False,True
1664,39,buried,354,354,0,0,False,False,True
1664,39,plague,0,0,0,0,False,False,True
1664,40,buried,333,334,-1,1,True,False,False
1664,40,plague,0,0,0,0,False,False,False
1664,41,buried,319,319,0,0,False,False,True
1664,41,plague,0,0,0,0,False,False,True
1664,42,buried,306,306,0,0,False,False,False
1664,42,plague,0,0,0,0,False,False,False
1664,43,buried,315,315,0,0,False,False,False
1664,43,plague,0,0,0,0,False,False,False
1664,44,buried,254,254,0,0,False,False,False
1664,44,plague,0,0,0,0,False,False,False
1664,45,buried,285,283,2,2,True,False,True
1664,45,plague,0,0,0,0,False,False,True
1664,46,buried,290,290,0,0,False,False,True
1664,46,plague,0,0,0,0,False,False,True
1664,47,buried,292,292,0,0,False,False,True
1664,47,plague,0,0,0,0,False,False,True
1664,48,buried,299,299,0,0,False,False,True
1664,48,plague,1,1,0,0,False,False,True
1664,49,buried,307,307,0,0,False,False,True
1664,49,plague,0,0,0,0,False,False,True
1664,50,buried,305,303,2,2,True,False,True
1664,50,plague,0,0,0,0,False,False,True
1664,51,buried,325,325,0,0,False,False,True
1664,51,plague,0,0,0,0,False,False,True
1664,52,buried,338,337,1,1,True,False,True
1664,52,plague,0,0,0,0,False,False,True
1664,53,buried,315,315,0,0,False,False,True
1664,53,plague,0,0,0,0,False,False,True
1665,1,buried,660,660,0,0,False,False,False
1665,1,plague,304,304,0,0,False,False,False
1665,2,buried,506,506,0,0,False,False,False
1665,2,plague,140,140,0,0,False,False,False
1665,3,buried,530,530,0,0,False,False,False
1665,3,plague,178,178,0,0,False,False,False
1665,4,buried,1125,1142,-17,17,True,False,False
1665,4,plague,474,474,0,0,False,False,False
1665,5,buried,816,817,-1,1,True,False,False
1665,5,plague,237,237,0,0,False,False,False
1665,6,buried,681,681,0,0,False,False,False
1665,6,plague,168,168,0,0,False,False,False
1665,7,buried,693,693,0,0,False,False,False
1665,7,plague,156,156,0,0,False,False,False
1665,8,buried,747,747,0,0,False,False,False
1665,8,plague,177,177,0,0,False,False,False
1665,9,buried,756,756,0,0,False,False,True
1665,9,plague,207,207,0,0,False,False,True
1665,10,buried,711,709,2,2,True,False,False
1665,10,plague,126,126,0,0,False,False,False
1665,11,buried,714,714,0,0,False,False,True
1665,11,plague,84,84,0,0,False,False,True
1665,12,buried,621,621,0,0,False,False,True
1665,12,plague,87,87,0,0,False,False,True
1665,13,buried,699,699,0,0,False,False,True
1665,13,plague,99,99,0,0,False,False,True
1665,14,buried,353,353,0,0,False,False,True
1665,14,plague,0,0,0,0,False,False,True
1665,15,buried,688,678,10,10,True,False,True
1665,15,plague,0,0,0,0,False,False,True
1665,16,buried,764,753,11,11,True,False,True
1665,16,plague,0,0,0,0,False,False,True
1665,17,buried,344,344,0,0,False,False,True
1665,17,plague,0,0,0,0,False,False,True
1665,18,buried,398,398,0,0,False,False,True
1665,18,plague,2,2,0,0,False,False,True
1665,19,buried,388,388,0,0,False,False,True
1665,19,plague,0,0,0,0,False,False,True
1665,20,buried,347,347,0,0,False,False,False
1665,20,plague,9,9,0,0,False,False,False
1665,21,buried,353,353,0,0,False,False,True
1665,21,plague,3,3,0,0,False,False,True
1665,22,buried,385,383,2,2,True,False,True
1665,22,plague,14,13,1,1,True,False,True
1665,23,buried,399,398,1,1,True,False,True
1665,23,plague,17,17,0,0,False,False,True
1665,24,buried,405,405,0,0,False,False,True
1665,24,plague,43,43,0,0,False,False,True
1665,25,buried,558,558,0,0,False,False,True
1665,25,plague,112,112,0,0,False,False,True
1665,26,buried,611,611,0,0,False,False,True
1665,26,plague,168,168,0,0,False,False,True
1665,27,buried,684,681,3,3,True,False,True
1665,27,plague,267,267,0,0,False,False,True
1665,28,buried,1006,1006,0,0,False,False,True
1665,28,plague,470,470,0,0,False,False,True
1665,29,buried,1268,1268,0,0,False,False,True
1665,29,plague,725,725,0,0,False,False,True
1665,30,buried,1761,1761,0,0,False,False,False
1665,30,plague,1089,1089,0,0,False,False,False
1665,31,buried,2785,2785,0,0,False,False,True
1665,31,plague,1843,1843,0,0,False,False,True
1665,32,buried,1767,2172,-405,405,True,False,False
1665,32,plague,111,1433,-1322,1322,True,False,False
1665,33,buried,4030,4030,0,0,False,False,True
1665,33,plague,2817,2817,0,0,False,False,True
1665,34,buried,5319,5319,0,0,False,False,True
1665,34,plague,3880,3880,0,0,False,False,True
1665,35,buried,5568,5568,0,0,False,False,True
1665,35,plague,4237,4237,0,0,False,False,True
1665,36,buried,7496,7496,0,0,False,False,True
1665,36,plague,6102,6102,0,0,False,False,True
1665,37,buried,8252,8252,0,0,False,False,False
1665,37,plague,6978,6988,-10,10,True,False,False
1665,38,buried,7690,7690,0,0,False,False,True
1665,38,plague,6544,6544,0,0,False,False,True
1665,39,buried,8325,8297,28,28,True,False,True
1665,39,plague,7165,7165,0,0,False,False,True
1665,44,buried,1806,1806,0,0,False,False,True
1665,44,plague,1421,1421,0,0,False,False,True
1665,45,buried,1388,1388,0,0,False,False,True
1665,45,plague,1031,1031,0,0,False,False,True
1665,46,buried,1787,1786,1,1,True,False,True
1665,46,plague,1414,1414,0,0,False,False,True
1665,47,buried,1359,1359,0,0,False,False,True
1665,47,plague,1050,1050,0,0,False,False,True
1665,48,buried,905,895,10,10,True,False,False
1665,48,plague,652,652,0,0,False,False,False
1665,49,buried,544,543,1,1,True,False,True
1665,49,plague,333,333,0,0,False,False,True
1665,50,buried,428,428,0,0,False,False,True
1665,50,plague,210,210,0,0,False,False,True
1665,51,buried,442,442,0,0,False,False,False
1665,51,plague,243,243,0,0,False,False,False
1665,52,buried,1050,1050,0,0,False,False,False
1665,52,plague,562,562,0,0,False,False,False
1666,1,buried,254,254,0,0,False,False,True
1666,1,plague,4,4,0,0,False,False,True
1666,2,buried,295,285,10,10,True,False,True
1666,2,plague,2,2,0,0,False,False,True
1666,3,buried,324,324,0,0,False,False,True
1666,3,plague,4,4,0,0,False,False,True
1666,4,buried,373,363,10,10,True,False,True
1666,4,plague,1,1,0,0,False,False,True
1666,5,buried,319,319,0,0,False,False,True
1666,5,plague,5,5,0,0,False,False,True
1666,6,buried,359,359,0,0,False,False,True
1666,6,plague,3,3,0,0,False,False,True
1666,7,buried,297,297,0,0,False,False,True
1666,7,plague,1,1,0,0,False,False,True
1666,8,buried,287,287,0,0,False,False,True
1666,8,plague,1,1,0,0,False,False,True
1666,9,buried,250,250,0,0,False,False,True
1666,9,plague,1,1,0,0,False,False,True
1666,10,buried,266,266,0,0,False,False,True
1666,10,plague,0,0,0,0,False,False,True
1666,11,buried,242,242,0,0,False,False,True
1666,11,plague,0,0,0,0,False,False,True
1666,12,buried,303,303,0,0,False,False,True
1666,12,plague,0,0,0,0,False,False,True
1666,13,buried,279,279,0,0,False,False,True
1666,13,plague,0,0,0,0,False,False,True
1666,14,buried,448,448,0,0,False,False,True
1666,14,plague,34,34,0,0,False,False,True
1666,15,buried,422,422,0,0,False,False,True
1666,15,plague,52,52,0,0,False,False,True
1666,16,buried,390,390,0,0,False,False,True
1666,16,plague,56,56,0,0,False,False,True
1666,17,buried,430,429,1,1,True,False,False
1666,17,plague,80,80,0,0,False,False,False
1666,18,buried,430,430,0,0,False,False,False
1666,18,plague,48,48,0,0,False,False,False
1666,19,buried,426,426,0,0,False,False,True
1666,19,plague,80,80,0,0,False,False,True
1666,20,buried,468,468,0,0,False,False,False
1666,20,plague,106,106,0,0,False,False,False
1666,21,buried,472,472,0,0,False,False,True
1666,21,plague,116,116,0,0,False,False,True
1666,22,buried,406,405,1,1,True,False,False
1666,22,plague,62,62,0,0,False,False,False
1666,23,buried,402,402,0,0,False,False,True
1666,23,plague,40,40,0,0,False,False,True
1666,24,buried,382,382,0,0,False,False,True
1666,24,plague,54,54,0,0,False,False,True
1666,25,buried,394,394,0,0,False,False,True
1666,25,plague,62,62,0,0,False,False,True
1666,26,buried,358,358,0,0,False,False,True
1666,26,plague,46,46,0,0,False,False,True
1666,27,buried,446,443,3,3,True,False,True
1666,27,plague,66,66,0,0,False,False,True
1666,28,buried,444,444,0,0,False,False,True
1666,28,plague,70,70,0,0,False,False,True
