week,unique_identifier,start_day,start_month,end_day,end_month,parish_name,count_type,count,year
25,1669-25-recto,8,June,15,June,St Andrew Wardrobe,Plague,,1669
25,1669-25-recto,8,June,15,June,St Ann Aldersgate,Buried,,1669
25,1669-25-recto,8,June,15,June,St Ann Aldersgate,Plague,,1669
25,1669-25-recto,8,June,15,June,St Ann Blackfryers,Buried,,1669
25,1669-25-recto,8,June,15,June,St Ann Blackfryers,Plague,,1669
25,1669-25-recto,8,June,15,June,St Antholins Parish,Buried,,1669
25,1669-25-recto,8,June,15,June,St Antholins Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,St Austins Parish,Buried,1,1669
25,1669-25-recto,8,June,15,June,St Austins Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bartholomew Exchange,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bartholomew Exchange,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bennet Fynck,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bennet Fynck,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bennet Gracechurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bennet Gracechurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bennet Paulswharf,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bennet Paulswharf,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bennet Sherehog,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bennet Sherehog,Plague,,1669
25,1669-25-recto,8,June,15,June,St Botolph Billingsgate,Buried,,1669
25,1669-25-recto,8,June,15,June,St Botolph Billingsgate,Plague,,1669
25,1669-25-recto,8,June,15,June,Christ Church,Buried,,1669
25,1669-25-recto,8,June,15,June,Christ Church,Plague,,1669
25,1669-25-recto,8,June,15,June,St Christophers,Buried,,1669
25,1669-25-recto,8,June,15,June,St Christophers,Plague,,1669
25,1669-25-recto,8,June,15,June,St Clement Eastcheap,Buried,,1669
25,1669-25-recto,8,June,15,June,St Clement Eastcheap,Plague,,1669
25,1669-25-recto,8,June,15,June,St Dionis Backchurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Dionis Backchurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Dunstan East,Buried,3,1669
25,1669-25-recto,8,June,15,June,St Dunstan East,Plague,,1669
25,1669-25-recto,8,June,15,June,St Edmund Lumbardstr.,Buried,,1669
25,1669-25-recto,8,June,15,June,St Edmund Lumbardstr.,Plague,,1669
25,1669-25-recto,8,June,15,June,St Ethelborough,Buried,,1669
25,1669-25-recto,8,June,15,June,St Ethelborough,Plague,,1669
25,1669-25-recto,8,June,15,June,St Faith,Buried,,1669
25,1669-25-recto,8,June,15,June,St Faith,Plague,,1669
25,1669-25-recto,8,June,15,June,St Foster,Buried,,1669
25,1669-25-recto,8,June,15,June,St Foster,Plague,,1669
25,1669-25-recto,8,June,15,June,St Gabriel Fenchurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Gabriel Fenchurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St George Botolphlane,Buried,,1669
25,1669-25-recto,8,June,15,June,St George Botolphlane,Plague,,1669
25,1669-25-recto,8,June,15,June,St Gregory by St Pauls,Buried,,1669
25,1669-25-recto,8,June,15,June,St Gregory by St Pauls,Plague,,1669
25,1669-25-recto,8,June,15,June,St Hellen,Buried,1,1669
25,1669-25-recto,8,June,15,June,St Hellen,Plague,,1669
25,1669-25-recto,8,June,15,June,St James Dukes place,Buried,1,1669
25,1669-25-recto,8,June,15,June,St James Dukes place,Plague,,1669
25,1669-25-recto,8,June,15,June,St James Garlickhithe,Buried,,1669
25,1669-25-recto,8,June,15,June,St James Garlickhithe,Plague,,1669
25,1669-25-recto,8,June,15,June,St John Baptist,Buried,,1669
25,1669-25-recto,8,June,15,June,St John Baptist,Plague,,1669
25,1669-25-recto,8,June,15,June,St John Evangelist,Buried,,1669
25,1669-25-recto,8,June,15,June,St John Evangelist,Plague,,1669
25,1669-25-recto,8,June,15,June,St John Zachary,Buried,,1669
25,1669-25-recto,8,June,15,June,St John Zachary,Plague,,1669
25,1669-25-recto,8,June,15,June,St Katharine Coleman,Buried,2,1669
25,1669-25-recto,8,June,15,June,St Katharine Coleman,Plague,,1669
25,1669-25-recto,8,June,15,June,St Katharine Creechurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Katharine Creechurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Lawrence Jewry,Buried,,1669
25,1669-25-recto,8,June,15,June,St Lawrence Jewry,Plague,,1669
25,1669-25-recto,8,June,15,June,St Lawrence Pountney,Buried,,1669
25,1669-25-recto,8,June,15,June,St Lawrence Pountney,Plague,,1669
25,1669-25-recto,8,June,15,June,St Leonard Eastcheap,Buried,,1669
25,1669-25-recto,8,June,15,June,St Leonard Eastcheap,Plague,,1669
25,1669-25-recto,8,June,15,June,St Leonard Fosterlane,Buried,,1669
25,1669-25-recto,8,June,15,June,St Leonard Fosterlane,Plague,,1669
25,1669-25-recto,8,June,15,June,St Magnus Parish,Buried,,1669
25,1669-25-recto,8,June,15,June,St Magnus Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,St Margaret Lothbury,Buried,,1669
25,1669-25-recto,8,June,15,June,St Margaret Lothbury,Plague,,1669
25,1669-25-recto,8,June,15,June,St Margaret Moses,Buried,,1669
25,1669-25-recto,8,June,15,June,St Margaret Moses,Plague,,1669
25,1669-25-recto,8,June,15,June,St Margaret Newfishstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Margaret Newfishstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Margaret Pattons,Buried,,1669
25,1669-25-recto,8,June,15,June,St Margaret Pattons,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Abchurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Abchurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Aldermanbury,Buried,1,1669
25,1669-25-recto,8,June,15,June,St Mary Aldermanbury,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Aldermary,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Aldermary,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary le Bow,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary le Bow,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Bothaw,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Bothaw,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Colechurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Colechurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Hill,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Hill,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Mounthaw,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Mounthaw,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Sommerset,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Sommerset,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Stayning,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Stayning,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Woolchurch,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Woolchurch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Woolnoth,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mary Woolnoth,Plague,,1669
25,1669-25-recto,8,June,15,June,St Martin Iremongerlane,Buried,,1669
25,1669-25-recto,8,June,15,June,St Martin Iremongerlane,Plague,,1669
25,1669-25-recto,8,June,15,June,St Martin Ludgate,Buried,,1669
25,1669-25-recto,8,June,15,June,St Martin Ludgate,Plague,,1669
25,1669-25-recto,8,June,15,June,St Martin Orgars,Buried,,1669
25,1669-25-recto,8,June,15,June,St Martin Orgars,Plague,,1669
25,1669-25-recto,8,June,15,June,St Martin Outwich,Buried,,1669
25,1669-25-recto,8,June,15,June,St Martin Outwich,Plague,,1669
25,1669-25-recto,8,June,15,June,St Martin Vintrey,Buried,,1669
25,1669-25-recto,8,June,15,June,St Martin Vintrey,Plague,,1669
25,1669-25-recto,8,June,15,June,St Matthew Fridaystreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Matthew Fridaystreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Maudlin Milkstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Maudlin Milkstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Maudlin Oldfishstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Maudlin Oldfishstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Bassishaw,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Bassishaw,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Cornhil,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Cornhil,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Crookedlane,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Crookedlane,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Queenhithe,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Queenhithe,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Quern,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Quern,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Royal,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Royal,Plague,,1669
25,1669-25-recto,8,June,15,June,St Michael Woodstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Michael Woodstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mildred Breadstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Mildred Breadstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mildred Poultrey,Buried,1,1669
25,1669-25-recto,8,June,15,June,St Mildred Poultrey,Plague,,1669
25,1669-25-recto,8,June,15,June,St Nicholas Acons,Buried,1,1669
25,1669-25-recto,8,June,15,June,St Nicholas Acons,Plague,,1669
25,1669-25-recto,8,June,15,June,St Nicholas Coleabby,Buried,,1669
25,1669-25-recto,8,June,15,June,St Nicholas Coleabby,Plague,,1669
25,1669-25-recto,8,June,15,June,St Nicholas Olaves,Buried,,1669
25,1669-25-recto,8,June,15,June,St Nicholas Olaves,Plague,,1669
25,1669-25-recto,8,June,15,June,St Olave Hartstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Olave Hartstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Olave Jewry,Buried,,1669
25,1669-25-recto,8,June,15,June,St Olave Jewry,Plague,,1669
25,1669-25-recto,8,June,15,June,St Olave Silverstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Olave Silverstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Pancras Soperlane,Buried,,1669
25,1669-25-recto,8,June,15,June,St Pancras Soperlane,Plague,,1669
25,1669-25-recto,8,June,15,June,St Peter Cheap,Buried,,1669
25,1669-25-recto,8,June,15,June,St Peter Cheap,Plague,,1669
25,1669-25-recto,8,June,15,June,St Peter Cornhil,Buried,,1669
25,1669-25-recto,8,June,15,June,St Peter Cornhil,Plague,,1669
25,1669-25-recto,8,June,15,June,St Peter Paulswharf,Buried,,1669
25,1669-25-recto,8,June,15,June,St Peter Paulswharf,Plague,,1669
25,1669-25-recto,8,June,15,June,St Peter Poor,Buried,,1669
25,1669-25-recto,8,June,15,June,St Peter Poor,Plague,,1669
25,1669-25-recto,8,June,15,June,St Steven Colemanstreet,Buried,,1669
25,1669-25-recto,8,June,15,June,St Steven Colemanstreet,Plague,,1669
25,1669-25-recto,8,June,15,June,St Steven Walbrook,Buried,,1669
25,1669-25-recto,8,June,15,June,St Steven Walbrook,Plague,,1669
25,1669-25-recto,8,June,15,June,St Swithin,Buried,,1669
25,1669-25-recto,8,June,15,June,St Swithin,Plague,,1669
25,1669-25-recto,8,June,15,June,St Thomas Apostles,Buried,,1669
25,1669-25-recto,8,June,15,June,St Thomas Apostles,Plague,,1669
25,1669-25-recto,8,June,15,June,Trinity Parish,Buried,,1669
25,1669-25-recto,8,June,15,June,Trinity Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,Christened in the 97 Parishes within the Walls,,9,1669
25,1669-25-recto,8,June,15,June,Buried in the 97 Parishes within the Walls,,19,1669
25,1669-25-recto,8,June,15,June,Plague in the 97 Parishes within the Walls,,,1669
25,1669-25-recto,8,June,15,June,St Andrew Holborn,Buried,13,1669
25,1669-25-recto,8,June,15,June,St Andrew Holborn,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bartholomew Great,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bartholomew Great,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bartholomew Less,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bartholomew Less,Plague,,1669
25,1669-25-recto,8,June,15,June,St Bridget,Buried,,1669
25,1669-25-recto,8,June,15,June,St Bridget,Plague,,1669
25,1669-25-recto,8,June,15,June,Bridewel Precinct,Buried,,1669
25,1669-25-recto,8,June,15,June,Bridewel Precinct,Plague,,1669
25,1669-25-recto,8,June,15,June,St Botolph Aldersgate,Buried,3,1669
25,1669-25-recto,8,June,15,June,St Botolph Aldersgate,Plague,,1669
25,1669-25-recto,8,June,15,June,St Botolph Aldgate,Buried,9,1669
25,1669-25-recto,8,June,15,June,St Botolph Aldgate,Plague,,1669
25,1669-25-recto,8,June,15,June,St Botolph Bishopsgate,Buried,6,1669
25,1669-25-recto,8,June,15,June,St Botolph Bishopsgate,Plague,,1669
25,1669-25-recto,8,June,15,June,St Dunstan West,Buried,3,1669
25,1669-25-recto,8,June,15,June,St Dunstan West,Plague,,1669
25,1669-25-recto,8,June,15,June,St George Southwark,Buried,,1669
25,1669-25-recto,8,June,15,June,St George Southwark,Plague,,1669
25,1669-25-recto,8,June,15,June,St Giles Cripplegate,Buried,23,1669
25,1669-25-recto,8,June,15,June,St Giles Cripplegate,Plague,,1669
25,1669-25-recto,8,June,15,June,St Olave Southwark,Buried,10,1669
25,1669-25-recto,8,June,15,June,St Olave Southwark,Plague,,1669
25,1669-25-recto,8,June,15,June,Saviours Southwark,Buried,9,1669
25,1669-25-recto,8,June,15,June,Saviours Southwark,Plague,,1669
25,1669-25-recto,8,June,15,June,S Sepulchres Parish,Buried,4,1669
25,1669-25-recto,8,June,15,June,S Sepulchres Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,St Thomas Southwark,Buried,,1669
25,1669-25-recto,8,June,15,June,St Thomas Southwark,Plague,,1669
25,1669-25-recto,8,June,15,June,Trinity Minories,Buried,1,1669
25,1669-25-recto,8,June,15,June,Trinity Minories,Plague,,1669
25,1669-25-recto,8,June,15,June,At the Pesthouse,Buried,,1669
25,1669-25-recto,8,June,15,June,At the Pesthouse,Plague,,1669
25,1669-25-recto,8,June,15,June,Christened in the 16 Parishes without the Walls,,94,1669
25,1669-25-recto,8,June,15,June,Buried in the 16 Parishes without the Walls,,81,1669
25,1669-25-recto,8,June,15,June,Plague in the 16 Parishes without the Walls,,0,1669
25,1669-25-recto,8,June,15,June,St Giles in the Field,Buried,12,1669
25,1669-25-recto,8,June,15,June,St Giles in the Field,Plague,,1669
25,1669-25-recto,8,June,15,June,Hackney Parish,Buried,2,1669
25,1669-25-recto,8,June,15,June,Hackney Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,St James Clerkenwel,Buried,4,1669
25,1669-25-recto,8,June,15,June,St James Clerkenwel,Plague,,1669
25,1669-25-recto,8,June,15,June,St Katharine Tower,Buried,7,1669
25,1669-25-recto,8,June,15,June,St Katharine Tower,Plague,,1669
25,1669-25-recto,8,June,15,June,Lambeth Parish,Buried,2,1669
25,1669-25-recto,8,June,15,June,Lambeth Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,St Leonard Shoreditch,Buried,3,1669
25,1669-25-recto,8,June,15,June,St Leonard Shoreditch,Plague,,1669
25,1669-25-recto,8,June,15,June,St Magdalen Bermondsey,Buried,1,1669
25,1669-25-recto,8,June,15,June,St Magdalen Bermondsey,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Islington,Buried,2,1669
25,1669-25-recto,8,June,15,June,St Mary Islington,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Newington,Buried,2,1669
25,1669-25-recto,8,June,15,June,St Mary Newington,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Whitechappel,Buried,11,1669
25,1669-25-recto,8,June,15,June,St Mary Whitechappel,Plague,,1669
25,1669-25-recto,8,June,15,June,St Pauls Shadwel,Buried,,1669
25,1669-25-recto,8,June,15,June,St Pauls Shadwel,Plague,,1669
25,1669-25-recto,8,June,15,June,Rothorith Parish,Buried,,1669
25,1669-25-recto,8,June,15,June,Rothorith Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,Stepney Parish,Buried,22,1669
25,1669-25-recto,8,June,15,June,Stepney Parish,Plague,,1669
25,1669-25-recto,8,June,15,June,Christened in the 13 out,Parishes in Middlesex and Surrey,90,1669
25,1669-25-recto,8,June,15,June,Buried in the 13 out,Parishes in Middlesex and Surrey,68,1669
25,1669-25-recto,8,June,15,June,Plague in the 13 out,Parishes in Middlesex and Surrey,0,1669
25,1669-25-recto,8,June,15,June,St Clement Danes,Buried,9,1669
25,1669-25-recto,8,June,15,June,St Clement Danes,Plague,,1669
25,1669-25-recto,8,June,15,June,St Paul Covent Garden,Buried,3,1669
25,1669-25-recto,8,June,15,June,St Paul Covent Garden,Plague,,1669
25,1669-25-recto,8,June,15,June,St Martin in the fields,Buried,16,1669
25,1669-25-recto,8,June,15,June,St Martin in the fields,Plague,,1669
25,1669-25-recto,8,June,15,June,St Mary Savoy,Buried,3,1669
25,1669-25-recto,8,June,15,June,St Mary Savoy,Plague,,1669
25,1669-25-recto,8,June,15,June,St Margaret Westminster,Buried,11,1669
25,1669-25-recto,8,June,15,June,St Margaret Westminster,Plague,,1669
25,1669-25-recto,8,June,15,June,Whereof at the Pesthouse,Buried,,1669
25,1669-25-recto,8,June,15,June,Whereof at the Pesthouse,Plague,,1669
25,1669-25-recto,8,June,15,June,Christened in the 5 Parishes in the City and Liberties of Westminster,,58,1669
25,1669-25-recto,8,June,15,June,Buried in the 5 Parishes in the City and Liberties of Westminster,,42,1669
25,1669-25-recto,8,June,15,June,Plague in the 5 Parishes in the City and Liberties of Westminster,,0,1669
26,1669-26-recto,15,June,22,June,St Alban Woodstreet,Buried,,1669
26,1669-26-recto,15,June,22,June,St Alban Woodstreet,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Barking,Buried,,1669
26,1669-26-recto,15,June,22,June,Alhallows Barking,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Breadstreet,Buried,,1669
26,1669-26-recto,15,June,22,June,Alhallows Breadstreet,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Great,Buried,,1669
26,1669-26-recto,15,June,22,June,Alhallows Great,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Honylane,Buried,,1669
26,1669-26-recto,15,June,22,June,Alhallows Honylane,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Lesse,Buried,,1669
26,1669-26-recto,15,June,22,June,Alhallows Lesse,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Lumbardstreet,Buried,1,1669
26,1669-26-recto,15,June,22,June,Alhallows Lumbardstreet,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows Stayning,Buried,,1669
26,1669-26-recto,15,June,22,June,Alhallows Stayning,Plague,,1669
26,1669-26-recto,15,June,22,June,Alhallows the Wall,Buried,1,1669
26,1669-26-recto,15,June,22,June,Alhallows the Wall,Plague,,1669
26,1669-26-recto,15,June,22,June,St Alphage,Buried,,1669
26,1669-26-recto,15,June,22,June,St Alphage,Plague,,1669
26,1669-26-recto,15,June,22,June,St Andrew Hubbard,Buried,,1669
26,1669-26-recto,15,June,22,June,St Andrew Hubbard,Plague,,1669
26,1669-26-recto,15,June,22,June,St Andrew Undershaft,Buried,2,1669
26,1669-26-recto,15,June,22,June,St Andrew Undershaft,Plague,,1669
26,1669-26-recto,15,June,22,June,St Andrew Wardrobe,Buried,1,1669
26,1669-26-recto,15,June,22,June,St Andrew Wardrobe,Plague,,1669
26,1669-26-recto,15,June,22,June,St Ann Aldersgate,Buried,,1669
26,1669-26-recto,15,June,22,June,St Ann Aldersgate,Plague,,1669
26,1669-26-recto,15,June,22,June,St Ann Blackfryers,Buried,,1669
26,1669-26-recto,15,June,22,June,St Ann Blackfryers,Plague,,1669
26,1669-26-recto,15,June,22,June,St Antholins Parish,Buried,,1669
26,1669-26-recto,15,June,22,June,St Antholins Parish,Plague,,1669
26,1669-26-recto,15,June,22,June,St Austins Parish,Buried,,1669
26,1669-26-recto,15,June,22,June,St Austins Parish,Plague,,1669
26,1669-26-recto,15,June,22,June,St Bartholomew Exchange,Buried,,1669
26,1669-26-recto,15,June,22,June,St Bartholomew Exchange,Plague,,1669
26,1669-26-recto,15,June,22,June,St Bennet Fynck,Buried,1,1669
26,1669-26-recto,15,June,22,June,St Bennet Fynck,Plague,,1669
26,1669-26-recto,15,June,22,June,St Bennet Gracechurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Bennet Gracechurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St Bennet Paulswharf,Buried,,1669
26,1669-26-recto,15,June,22,June,St Bennet Paulswharf,Plague,,1669
26,1669-26-recto,15,June,22,June,St Bennet Sherehog,Buried,,1669
26,1669-26-recto,15,June,22,June,St Bennet Sherehog,Plague,,1669
26,1669-26-recto,15,June,22,June,St Botolph Billingsgate,Buried,,1669
26,1669-26-recto,15,June,22,June,St Botolph Billingsgate,Plague,,1669
26,1669-26-recto,15,June,22,June,Christ Church,Buried,,1669
26,1669-26-recto,15,June,22,June,Christ Church,Plague,,1669
26,1669-26-recto,15,June,22,June,St Christophers,Buried,,1669
26,1669-26-recto,15,June,22,June,St Christophers,Plague,,1669
26,1669-26-recto,15,June,22,June,St Clement Eastcheap,Buried,,1669
26,1669-26-recto,15,June,22,June,St Clement Eastcheap,Plague,,1669
26,1669-26-recto,15,June,22,June,St Dionis Backchurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Dionis Backchurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St Dunstan East,Buried,,1669
26,1669-26-recto,15,June,22,June,St Dunstan East,Plague,,1669
26,1669-26-recto,15,June,22,June,St Edmund Lumbardstr.,Buried,,1669
26,1669-26-recto,15,June,22,June,St Edmund Lumbardstr.,Plague,,1669
26,1669-26-recto,15,June,22,June,St Ethelborough,Buried,,1669
26,1669-26-recto,15,June,22,June,St Ethelborough,Plague,,1669
26,1669-26-recto,15,June,22,June,St Faith,Buried,,1669
26,1669-26-recto,15,June,22,June,St Faith,Plague,,1669
26,1669-26-recto,15,June,22,June,St Foster,Buried,,1669
26,1669-26-recto,15,June,22,June,St Foster,Plague,,1669
26,1669-26-recto,15,June,22,June,St Gabriel Fenchurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Gabriel Fenchurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St George Botolphlane,Buried,,1669
26,1669-26-recto,15,June,22,June,St George Botolphlane,Plague,,1669
26,1669-26-recto,15,June,22,June,St Gregory by St Pauls,Buried,,1669
26,1669-26-recto,15,June,22,June,St Gregory by St Pauls,Plague,,1669
26,1669-26-recto,15,June,22,June,St Hellen,Buried,,1669
26,1669-26-recto,15,June,22,June,St Hellen,Plague,,1669
26,1669-26-recto,15,June,22,June,St James Dukes place,Buried,1,1669
26,1669-26-recto,15,June,22,June,St James Dukes place,Plague,,1669
26,1669-26-recto,15,June,22,June,St James Garlickhithe,Buried,,1669
26,1669-26-recto,15,June,22,June,St James Garlickhithe,Plague,,1669
26,1669-26-recto,15,June,22,June,St John Baptist,Buried,,1669
26,1669-26-recto,15,June,22,June,St John Baptist,Plague,,1669
26,1669-26-recto,15,June,22,June,St John Evangelist,Buried,,1669
26,1669-26-recto,15,June,22,June,St John Evangelist,Plague,,1669
26,1669-26-recto,15,June,22,June,St John Zachary,Buried,,1669
26,1669-26-recto,15,June,22,June,St John Zachary,Plague,,1669
26,1669-26-recto,15,June,22,June,St Katharine Coleman,Buried,,1669
26,1669-26-recto,15,June,22,June,St Katharine Coleman,Plague,,1669
26,1669-26-recto,15,June,22,June,St Katharine Creechurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Katharine Creechurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St Lawrence Jewry,Buried,1,1669
26,1669-26-recto,15,June,22,June,St Lawrence Jewry,Plague,,1669
26,1669-26-recto,15,June,22,June,St Lawrence Pountney,Buried,,1669
26,1669-26-recto,15,June,22,June,St Lawrence Pountney,Plague,,1669
26,1669-26-recto,15,June,22,June,St Leonard Eastcheap,Buried,,1669
26,1669-26-recto,15,June,22,June,St Leonard Eastcheap,Plague,,1669
26,1669-26-recto,15,June,22,June,St Leonard Fosterlane,Buried,,1669
26,1669-26-recto,15,June,22,June,St Leonard Fosterlane,Plague,,1669
26,1669-26-recto,15,June,22,June,St Magnus Parish,Buried,,1669
26,1669-26-recto,15,June,22,June,St Magnus Parish,Plague,,1669
26,1669-26-recto,15,June,22,June,St Margaret Lothbury,Buried,,1669
26,1669-26-recto,15,June,22,June,St Margaret Lothbury,Plague,,1669
26,1669-26-recto,15,June,22,June,St Margaret Moses,Buried,,1669
26,1669-26-recto,15,June,22,June,St Margaret Moses,Plague,,1669
26,1669-26-recto,15,June,22,June,St Margaret Newfishstreet,Buried,,1669
26,1669-26-recto,15,June,22,June,St Margaret Newfishstreet,Plague,,1669
26,1669-26-recto,15,June,22,June,St Margaret Pattons,Buried,,1669
26,1669-26-recto,15,June,22,June,St Margaret Pattons,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Abchurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Abchurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Aldermanbury,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Aldermanbury,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Aldermary,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Aldermary,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary le Bow,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary le Bow,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Bothaw,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Bothaw,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Colechurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Colechurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Hill,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Hill,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Mounthaw,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Mounthaw,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Sommerset,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Sommerset,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Stayning,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Stayning,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Woolchurch,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Woolchurch,Plague,,1669
26,1669-26-recto,15,June,22,June,St Mary Woolnoth,Buried,,1669
26,1669-26-recto,15,June,22,June,St Mary Woolnoth,Plague,,1669
26,1669-26-recto,15,June,22,June,St Martin Iremongerlane,Buried,,1669
26,1669-26-recto,15,June,22,June,St Martin Iremongerlane,Plague,,1669
