count_type,count,bill_type,parish_id,id.x,week_id,year_range,year_id,split_year,id.y,id
Plague,,Weekly,30,1,1668-1669-21,1668-1669,1669,1668/1669,72,100
Plague,,Weekly,39,1,1668-1669-21,1668-1669,1669,1668/1669,72,101
Plague,,Weekly,9,1,1668-1669-21,1668-1669,1669,1668/1669,72,102
Plague,,Weekly,35,1,1668-1669-21,1668-1669,1669,1668/1669,72,103
Plague,,Weekly,36,1,1668-1669-21,1668-1669,1669,1668/1669,72,104
Plague,,Weekly,38,1,1668-1669-21,1668-1669,1669,1668/1669,72,105
Plague,,Weekly,45,1,1668-1669-21,1668-1669,1669,1668/1669,72,106
Plague,,Weekly,52,1,1668-1669-21,1668-1669,1669,1668/1669,72,107
Plague,,Weekly,53,1,1668-1669-21,1668-1669,1669,1668/1669,72,108
Plague,,Weekly,120,1,1668-1669-21,1668-1669,1669,1668/1669,72,109
Plague,,Weekly,17,1,1668-1669-21,1668-1669,1669,1668/1669,72,110
Plague,,Weekly,16,1,1668-1669-21,1668-1669,1669,1668/1669,72,111
Plague,,Weekly,132,1,1668-1669-21,1668-1669,1669,1668/1669,72,112
Plague,,Weekly,135,1,1668-1669-21,1668-1669,1669,1668/1669,72,113
Plague,,Weekly,14,1,1668-1669-21,1668-1669,1669,1668/1669,72,114
Plague,,Weekly,54,1,1668-1669-21,1668-1669,1669,1668/1669,72,115
Plague,,Weekly,11,1,1668-1669-21,1668-1669,1669,1668/1669,72,116
Plague,,Weekly,57,1,1668-1669-21,1668-1669,1669,1668/1669,72,117
Plague,,Weekly,66,1,1668-1669-21,1668-1669,1669,1668/1669,72,118
Plague,,Weekly,12,1,1668-1669-21,1668-1669,1669,1668/1669,72,119
Plague,,Weekly,71,1,1668-1669-21,1668-1669,1669,1668/1669,72,120
Plague,,Weekly,72,1,1668-1669-21,1668-1669,1669,1668/1669,72,121
Plague,,Weekly,91,1,1668-1669-21,1668-1669,1669,1668/1669,72,122
Plague,,Weekly,95,1,1668-1669-21,1668-1669,1669,1668/1669,72,123
Plague,,Weekly,99,1,1668-1669-21,1668-1669,1669,1668/1669,72,124
Plague,,Weekly,123,1,1668-1669-21,1668-1669,1669,1668/1669,72,125
Plague,,Weekly,15,1,1668-1669-21,1668-1669,1669,1668/1669,72,126
Plague,,Weekly,134,1,1668-1669-21,1668-1669,1669,1668/1669,72,127
Plague,,Weekly,41,1,1668-1669-21,1668-1669,1669,1668/1669,72,128
Plague,,Weekly,122,1,1668-1669-21,1668-1669,1669,1668/1669,72,129
Plague,,Weekly,79,1,1668-1669-21,1668-1669,1669,1668/1669,72,130
Plague,,Weekly,96,1,1668-1669-21,1668-1669,1669,1668/1669,72,131
Plague,,Weekly,78,1,1668-1669-21,1668-1669,1669,1668/1669,72,132
Plague,,Weekly,18,2,1668-1669-22,1668-1669,1669,1668/1669,72,133
Plague,,Weekly,1,2,1668-1669-22,1668-1669,1669,1668/1669,72,134
Plague,,Weekly,2,2,1668-1669-22,1668-1669,1669,1668/1669,72,135
Plague,,Weekly,3,2,1668-1669-22,1668-1669,1669,1668/1669,72,136
Plague,,Weekly,4,2,1668-1669-22,1668-1669,1669,1668/1669,72,137
Plague,,Weekly,5,2,1668-1669-22,1668-1669,1669,1668/1669,72,138
Plague,,Weekly,6,2,1668-1669-22,1668-1669,1669,1668/1669,72,139
Plague,,Weekly,7,2,1668-1669-22,1668-1669,1669,1668/1669,72,140
Plague,,Weekly,8,2,1668-1669-22,1668-1669,1669,1668/1669,72,141
Plague,,Weekly,19,2,1668-1669-22,1668-1669,1669,1668/1669,72,142
Plague,,Weekly,21,2,1668-1669-22,1668-1669,1669,1668/1669,72,143
Plague,,Weekly,22,2,1668-1669-22,1668-1669,1669,1668/1669,72,144
Plague,,Weekly,23,2,1668-1669-22,1668-1669,1669,1668/1669,72,145
Plague,,Weekly,24,2,1668-1669-22,1668-1669,1669,1668/1669,72,146
Plague,,Weekly,25,2,1668-1669-22,1668-1669,1669,1668/1669,72,147
Plague,,Weekly,26,2,1668-1669-22,1668-1669,1669,1668/1669,72,148
Plague,,Weekly,27,2,1668-1669-22,1668-1669,1669,1668/1669,72,149
Plague,,Weekly,28,2,1668-1669-22,1668-1669,1669,1668/1669,72,150
Plague,,Weekly,31,2,1668-1669-22,1668-1669,1669,1668/1669,72,151
Plague,,Weekly,32,2,1668-1669-22,1668-1669,1669,1668/1669,72,152
Plague,,Weekly,33,2,1668-1669-22,1668-1669,1669,1668/1669,72,153
Plague,,Weekly,34,2,1668-1669-22,1668-1669,1669,1668/1669,72,154
Plague,,Weekly,37,2,1668-1669-22,1668-1669,1669,1668/1669,72,155
Plague,,Weekly,10,2,1668-1669-22,1668-1669,1669,1668/1669,72,156
Plague,,Weekly,40,2,1668-1669-22,1668-1669,1669,1668/1669,72,157
Plague,,Weekly,42,2,1668-1669-22,1668-1669,1669,1668/1669,72,158
Plague,,Weekly,43,2,1668-1669-22,1668-1669,1669,1668/1669,72,159
Plague,,Weekly,44,2,1668-1669-22,1668-1669,1669,1668/1669,72,160
Plague,,Weekly,46,2,1668-1669-22,1668-1669,1669,1668/1669,72,161
Plague,,Weekly,47,2,1668-1669-22,1668-1669,1669,1668/1669,72,162
Plague,,Weekly,48,2,1668-1669-22,1668-1669,1669,1668/1669,72,163
Plague,,Weekly,49,2,1668-1669-22,1668-1669,1669,1668/1669,72,164
Plague,,Weekly,50,2,1668-1669-22,1668-1669,1669,1668/1669,72,165
Plague,,Weekly,51,2,1668-1669-22,1668-1669,1669,1668/1669,72,166
Plague,,Weekly,55,2,1668-1669-22,1668-1669,1669,1668/1669,72,167
Plague,,Weekly,56,2,1668-1669-22,1668-1669,1669,1668/1669,72,168
Plague,,Weekly,58,2,1668-1669-22,1668-1669,1669,1668/1669,72,169
Plague,,Weekly,59,2,1668-1669-22,1668-1669,1669,1668/1669,72,170
Plague,,Weekly,60,2,1668-1669-22,1668-1669,1669,1668/1669,72,171
Plague,,Weekly,61,2,1668-1669-22,1668-1669,1669,1668/1669,72,172
Plague,,Weekly,63,2,1668-1669-22,1668-1669,1669,1668/1669,72,173
Plague,,Weekly,64,2,1668-1669-22,1668-1669,1669,1668/1669,72,174
Plague,,Weekly,65,2,1668-1669-22,1668-1669,1669,1668/1669,72,175
Plague,,Weekly,67,2,1668-1669-22,1668-1669,1669,1668/1669,72,176
Plague,,Weekly,68,2,1668-1669-22,1668-1669,1669,1668/1669,72,177
Plague,,Weekly,69,2,1668-1669-22,1668-1669,1669,1668/1669,72,178
Plague,,Weekly,70,2,1668-1669-22,1668-1669,1669,1668/1669,72,179
Plague,,Weekly,73,2,1668-1669-22,1668-1669,1669,1668/1669,72,180
Plague,,Weekly,74,2,1668-1669-22,1668-1669,1669,1668/1669,72,181
Plague,,Weekly,75,2,1668-1669-22,1668-1669,1669,1668/1669,72,182
Plague,,Weekly,76,2,1668-1669-22,1668-1669,1669,1668/1669,72,183
Plague,,Weekly,77,2,1668-1669-22,1668-1669,1669,1668/1669,72,184
Plague,,Weekly,85,2,1668-1669-22,1668-1669,1669,1668/1669,72,185
Plague,,Weekly,86,2,1668-1669-22,1668-1669,1669,1668/1669,72,186
Plague,,Weekly,87,2,1668-1669-22,1668-1669,1669,1668/1669,72,187
Plague,,Weekly,92,2,1668-1669-22,1668-1669,1669,1668/1669,72,188
Plague,,Weekly,88,2,1668-1669-22,1668-1669,1669,1668/1669,72,189
Plague,,Weekly,89,2,1668-1669-22,1668-1669,1669,1668/1669,72,190
Plague,,Weekly,90,2,1668-1669-22,1668-1669,1669,1668/1669,72,191
Plague,,Weekly,94,2,1668-1669-22,1668-1669,1669,1668/1669,72,192
Plague,,Weekly,97,2,1668-1669-22,1668-1669,1669,1668/1669,72,193
Plague,,Weekly,98,2,1668-1669-22,1668-1669,1669,1668/1669,72,194
Plague,,Weekly,100,2,1668-1669-22,1668-1669,1669,1668/1669,72,195
Plague,,Weekly,101,2,1668-1669-22,1668-1669,1669,1668/1669,72,196
Plague,,Weekly,80,2,1668-1669-22,1668-1669,1669,1668/1669,72,197
Plague,,Weekly,81,2,1668-1669-22,1668-1669,1669,1668/1669,72,198
Plague,,Weekly,82,2,1668-1669-22,1668-1669,1669,1668/1669,72,199
Plague,,Weekly,83,2,1668-1669-22,1668-1669,1669,1668/1669,72,200
Plague,,Weekly,84,2,1668-1669-22,1668-1669,1669,1668/1669,72,201
Plague,,Weekly,102,2,1668-1669-22,1668-1669,1669,1668/1669,72,202
Plague,,Weekly,103,2,1668-1669-22,1668-1669,1669,1668/1669,72,203
Plague,,Weekly,104,2,1668-1669-22,1668-1669,1669,1668/1669,72,204
Plague,,Weekly,105,2,1668-1669-22,1668-1669,1669,1668/1669,72,205
Plague,,Weekly,106,2,1668-1669-22,1668-1669,1669,1668/1669,72,206
Plague,,Weekly,107,2,1668-1669-22,1668-1669,1669,1668/1669,72,207
Plague,,Weekly,108,2,1668-1669-22,1668-1669,1669,1668/1669,72,208
Plague,,Weekly,109,2,1668-1669-22,1668-1669,1669,1668/1669,72,209
Plague,,Weekly,110,2,1668-1669-22,1668-1669,1669,1668/1669,72,210
Plague,,Weekly,111,2,1668-1669-22,1668-1669,1669,1668/1669,72,211
Plague,,Weekly,112,2,1668-1669-22,1668-1669,1669,1668/1669,72,212
Plague,,Weekly,113,2,1668-1669-22,1668-1669,1669,1668/1669,72,213
Plague,,Weekly,114,2,1668-1669-22,1668-1669,1669,1668/1669,72,214
Plague,,Weekly,115,2,1668-1669-22,1668-1669,1669,1668/1669,72,215
Plague,,Weekly,116,2,1668-1669-22,1668-1669,1669,1668/1669,72,216
Plague,,Weekly,117,2,1668-1669-22,1668-1669,1669,1668/1669,72,217
Plague,,Weekly,118,2,1668-1669-22,1668-1669,1669,1668/1669,72,218
Plague,,Weekly,119,2,1668-1669-22,1668-1669,1669,1668/1669,72,219
Plague,,Weekly,121,2,1668-1669-22,1668-1669,1669,1668/1669,72,220
Plague,,Weekly,124,2,1668-1669-22,1668-1669,1669,1668/1669,72,221
Plague,,Weekly,125,2,1668-1669-22,1668-1669,1669,1668/1669,72,222
Plague,,Weekly,126,2,1668-1669-22,1668-1669,1669,1668/1669,72,223
Plague,,Weekly,127,2,1668-1669-22,1668-1669,1669,1668/1669,72,224
Plague,,Weekly,128,2,1668-1669-22,1668-1669,1669,1668/1669,72,225
Plague,,Weekly,129,2,1668-1669-22,1668-1669,1669,1668/1669,72,226
Plague,,Weekly,130,2,1668-1669-22,1668-1669,1669,1668/1669,72,227
Plague,,Weekly,131,2,1668-1669-22,1668-1669,1669,1668/1669,72,228
Plague,,Weekly,136,2,1668-1669-22,1668-1669,1669,1668/1669,72,229
Plague,,Weekly,20,2,1668-1669-22,1668-1669,1669,1668/1669,72,230
Plague,,Weekly,29,2,1668-1669-22,1668-1669,1669,1668/1669,72,231
Plague,,Weekly,30,2,1668-1669-22,1668-1669,1669,1668/1669,72,232
Plague,,Weekly,39,2,1668-1669-22,1668-1669,1669,1668/1669,72,233
Plague,,Weekly,9,2,1668-1669-22,1668-1669,1669,1668/1669,72,234
Plague,,Weekly,35,2,1668-1669-22,1668-1669,1669,1668/1669,72,235
Plague,,Weekly,36,2,1668-1669-22,1668-1669,1669,1668/1669,72,236
Plague,,Weekly,38,2,1668-1669-22,1668-1669,1669,1668/1669,72,237
Plague,,Weekly,45,2,1668-1669-22,1668-1669,1669,1668/1669,72,238
Plague,,Weekly,52,2,1668-1669-22,1668-1669,1669,1668/1669,72,239
Plague,,Weekly,53,2,1668-1669-22,1668-1669,1669,1668/1669,72,240
Plague,,Weekly,120,2,1668-1669-22,1668-1669,1669,1668/1669,72,241
Plague,,Weekly,17,2,1668-1669-22,1668-1669,1669,1668/1669,72,242
Plague,,Weekly,16,2,1668-1669-22,1668-1669,1669,1668/1669,72,243
Plague,,Weekly,132,2,1668-1669-22,1668-1669,1669,1668/1669,72,244
Plague,,Weekly,135,2,1668-1669-22,1668-1669,1669,1668/1669,72,245
Plague,,Weekly,14,2,1668-1669-22,1668-1669,1669,1668/1669,72,246
Plague,,Weekly,54,2,1668-1669-22,1668-1669,1669,1668/1669,72,247
Plague,,Weekly,11,2,1668-1669-22,1668-1669,1669,1668/1669,72,248
Plague,,Weekly,57,2,1668-1669-22,1668-1669,1669,1668/1669,72,249
Plague,,Weekly,66,2,1668-1669-22,1668-1669,1669,1668/1669,72,250
Plague,,Weekly,12,2,1668-1669-22,1668-1669,1669,1668/1669,72,251
Plague,,Weekly,71,2,1668-1669-22,1668-1669,1669,1668/1669,72,252
Plague,,Weekly,72,2,1668-1669-22,1668-1669,1669,1668/1669,72,253
Plague,,Weekly,91,2,1668-1669-22,1668-1669,1669,1668/1669,72,254
Plague,,Weekly,95,2,1668-1669-22,1668-1669,1669,1668/1669,72,255
Plague,,Weekly,99,2,1668-1669-22,1668-1669,1669,1668/1669,72,256
Plague,,Weekly,123,2,1668-1669-22,1668-1669,1669,1668/1669,72,257
Plague,,Weekly,15,2,1668-1669-22,1668-1669,1669,1668/1669,72,258
Plague,,Weekly,134,2,1668-1669-22,1668-1669,1669,1668/1669,72,259
Plague,,Weekly,41,2,1668-1669-22,1668-1669,1669,1668/1669,72,260
Plague,,Weekly,122,2,1668-1669-22,1668-1669,1669,1668/1669,72,261
Plague,,Weekly,79,2,1668-1669-22,1668-1669,1669,1668/1669,72,262
Plague,,Weekly,96,2,1668-1669-22,1668-1669,1669,1668/1669,72,263
Plague,,Weekly,78,2,1668-1669-22,1668-1669,1669,1668/1669,72,264
Plague,,Weekly,18,3,1668-1669-23,1668-1669,1669,1668/1669,72,265
Plague,,Weekly,1,3,1668-1669-23,1668-1669,1669,1668/1669,72,266
Plague,,Weekly,2,3,1668-1669-23,1668-1669,1669,1668/1669,72,267
Plague,,Weekly,3,3,1668-1669-23,1668-1669,1669,1668/1669,72,268
Plague,,Weekly,4,3,1668-1669-23,1668-1669,1669,1668/1669,72,269
Plague,,Weekly,5,3,1668-1669-23,1668-1669,1669,1668/1669,72,270
Plague,,Weekly,6,3,1668-1669-23,1668-1669,1669,1668/1669,72,271
Plague,,Weekly,7,3,1668-1669-23,1668-1669,1669,1668/1669,72,272
Plague,,Weekly,8,3,1668-1669-23,1668-1669,1669,1668/1669,72,273
Plague,,Weekly,19,3,1668-1669-23,1668-1669,1669,1668/1669,72,274
Plague,,Weekly,21,3,1668-1669-23,1668-1669,1669,1668/1669,72,275
Plague,,Weekly,22,3,1668-1669-23,1668-1669,1669,1668/1669,72,276
Plague,,Weekly,23,3,1668-1669-23,1668-1669,1669,1668/1669,72,277
Plague,,Weekly,24,3,1668-1669-23,1668-1669,1669,1668/1669,72,278
Plague,,Weekly,25,3,1668-1669-23,1668-1669,1669,1668/1669,72,279
Plague,,Weekly,26,3,1668-1669-23,1668-1669,1669,1668/1669,72,280
Plague,,Weekly,27,3,1668-1669-23,1668-1669,1669,1668/1669,72,281
Plague,,Weekly,28,3,1668-1669-23,1668-1669,1669,1668/1669,72,282
Plague,,Weekly,31,3,1668-1669-23,1668-1669,1669,1668/1669,72,283
Plague,,Weekly,32,3,1668-1669-23,1668-1669,1669,1668/1669,72,284
Plague,,Weekly,33,3,1668-1669-23,1668-1669,1669,1668/1669,72,285
Plague,,Weekly,34,3,1668-1669-23,1668-1669,1669,1668/1669,72,286
Plague,,Weekly,37,3,1668-1669-23,1668-1669,1669,1668/1669,72,287
Plague,,Weekly,10,3,1668-1669-23,1668-1669,1669,1668/1669,72,288
Plague,,Weekly,40,3,1668-1669-23,1668-1669,1669,1668/1669,72,289
Plague,,Weekly,42,3,1668-1669-23,1668-1669,1669,1668/1669,72,290
Plague,,Weekly,43,3,1668-1669-23,1668-1669,1669,1668/1669,72,291
Plague,,Weekly,44,3,1668-1669-23,1668-1669,1669,1668/1669,72,292
Plague,,Weekly,46,3,1668-1669-23,1668-1669,1669,1668/1669,72,293
Plague,,Weekly,47,3,1668-1669-23,1668-1669,1669,1668/1669,72,294
Plague,,Weekly,48,3,1668-1669-23,1668-1669,1669,1668/1669,72,295
Plague,,Weekly,49,3,1668-1669-23,1668-1669,1669,1668/1669,72,296
Plague,,Weekly,50,3,1668-1669-23,1668-1669,1669,1668/1669,72,297
Plague,,Weekly,51,3,1668-1669-23,1668-1669,1669,1668/1669,72,298
Plague,,Weekly,55,3,1668-1669-23,1668-1669,1669,1668/1669,72,299
Plague,,Weekly,56,3,1668-1669-23,1668-1669,1669,1668/1669,72,300
Plague,,Weekly,58,3,1668-1669-23,1668-1669,1669,1668/1669,72,301
Plague,,Weekly,59,3,1668-1669-23,1668-1669,1669,1668/1669,72,302
Plague,,Weekly,60,3,1668-1669-23,1668-1669,1669,1668/1669,72,303
Plague,,Weekly,61,3,1668-1669-23,1668-1669,1669,1668/1669,72,304
Plague,,Weekly,63,3,1668-1669-23,1668-1669,1669,1668/1669,72,305
Plague,,Weekly,64,3,1668-1669-23,1668-1669,1669,1668/1669,72,306
Plague,1,Weekly,65,3,1668-1669-23,1668-1669,1669,1668/1669,72,307
Plague,,Weekly,67,3,1668-1669-23,1668-1669,1669,1668/1669,72,308
Plague,,Weekly,68,3,1668-1669-23,1668-1669,1669,1668/1669,72,309
Plague,,Weekly,69,3,1668-1669-23,1668-1669,1669,1668/1669,72,310
Plague,,Weekly,70,3,1668-1669-23,1668-1669,1669,1668/1669,72,311
Plague,,Weekly,73,3,1668-1669-23,1668-1669,1669,1668/1669,72,312
Plague,,Weekly,74,3,1668-1669-23,1668-1669,1669,1668/1669,72,313
Plague,,Weekly,75,3,1668-1669-23,1668-1669,1669,1668/1669,72,314
Plague,,Weekly,76,3,1668-1669-23,1668-1669,1669,1668/1669,72,315
Plague,,Weekly,77,3,1668-1669-23,1668-1669,1669,1668/1669,72,316
Plague,,Weekly,85,3,1668-1669-23,1668-1669,1669,1668/1669,72,317
Plague,,Weekly,86,3,1668-1669-23,1668-1669,1669,1668/1669,72,318
Plague,,Weekly,87,3,1668-1669-23,1668-1669,1669,1668/1669,72,319
Plague,,Weekly,92,3,1668-1669-23,1668-1669,1669,1668/1669,72,320
Plague,,Weekly,88,3,1668-1669-23,1668-1669,1669,1668/1669,72,321
Plague,,Weekly,89,3,1668-1669-23,1668-1669,1669,1668/1669,72,322
Plague,,Weekly,90,3,1668-1669-23,1668-1669,1669,1668/1669,72,323
Plague,,Weekly,94,3,1668-1669-23,1668-1669,1669,1668/1669,72,324
Plague,,Weekly,97,3,1668-1669-23,1668-1669,1669,1668/1669,72,325
Plague,,Weekly,98,3,1668-1669-23,1668-1669,1669,1668/1669,72,326
Plague,,Weekly,100,3,1668-1669-23,1668-1669,1669,1668/1669,72,327
Plague,,Weekly,101,3,1668-1669-23,1668-1669,1669,1668/1669,72,328
Plague,,Weekly,80,3,1668-1669-23,1668-1669,1669,1668/1669,72,329
Plague,,Weekly,81,3,1668-1669-23,1668-1669,1669,1668/1669,72,330
Plague,,Weekly,82,3,1668-1669-23,1668-1669,1669,1668/1669,72,331
Plague,,Weekly,83,3,1668-1669-23,1668-1669,1669,1668/1669,72,332
Plague,,Weekly,84,3,1668-1669-23,1668-1669,1669,1668/1669,72,333
Plague,,Weekly,102,3,1668-1669-23,1668-1669,1669,1668/1669,72,334
Plague,,Weekly,103,3,1668-1669-23,1668-1669,1669,1668/1669,72,335
Plague,,Weekly,104,3,1668-1669-23,1668-1669,1669,1668/1669,72,336
Plague,,Weekly,105,3,1668-1669-23,1668-1669,1669,1668/1669,72,337
Plague,,Weekly,106,3,1668-1669-23,1668-1669,1669,1668/1669,72,338
