count_type,count,parish_id,id,week_id,year_range,year_id,split_year
General,32,58,15394,1710-1711-90,1710-1711,1711,1710/1711
General,29,59,15395,1710-1711-90,1710-1711,1711,1710/1711
General,5,60,15396,1710-1711-90,1710-1711,1711,1710/1711
General,25,61,15397,1710-1711-90,1710-1711,1711,1710/1711
General,41,62,15398,1710-1711-90,1710-1711,1711,1710/1711
General,49,63,15399,1710-1711-90,1710-1711,1711,1710/1711
General,41,65,15400,1710-1711-90,1710-1711,1711,1710/1711
General,15,66,15401,1710-1711-90,1710-1711,1711,1710/1711
General,7,67,15402,1710-1711-90,1710-1711,1711,1710/1711
General,29,68,15403,1710-1711-90,1710-1711,1711,1710/1711
General,33,71,15404,1710-1711-90,1710-1711,1711,1710/1711
General,31,72,15405,1710-1711-90,1710-1711,1711,1710/1711
General,2,73,15406,1710-1711-90,1710-1711,1711,1710/1711
General,0,74,15407,1710-1711-90,1710-1711,1711,1710/1711
General,13,75,15408,1710-1711-90,1710-1711,1711,1710/1711
General,26,83,15409,1710-1711-90,1710-1711,1711,1710/1711
General,25,84,15410,1710-1711-90,1710-1711,1711,1710/1711
General,28,85,15411,1710-1711-90,1710-1711,1711,1710/1711
General,24,90,15412,1710-1711-90,1710-1711,1711,1710/1711
General,2,86,15413,1710-1711-90,1710-1711,1711,1710/1711
General,2,87,15414,1710-1711-90,1710-1711,1711,1710/1711
General,48,88,15415,1710-1711-90,1710-1711,1711,1710/1711
General,11,91,15416,1710-1711-90,1710-1711,1711,1710/1711
General,52,94,15417,1710-1711-90,1710-1711,1711,1710/1711
General,20,95,15418,1710-1711-90,1710-1711,1711,1710/1711
General,0,97,15419,1710-1711-90,1710-1711,1711,1710/1711
General,27,98,15420,1710-1711-90,1710-1711,1711,1710/1711
General,8,78,15421,1710-1711-90,1710-1711,1711,1710/1711
General,26,79,15422,1710-1711-90,1710-1711,1711,1710/1711
General,11,80,15423,1710-1711-90,1710-1711,1711,1710/1711
General,10,81,15424,1710-1711-90,1710-1711,1711,1710/1711
General,32,82,15425,1710-1711-90,1710-1711,1711,1710/1711
General,9,99,15426,1710-1711-90,1710-1711,1711,1710/1711
General,0,100,15427,1710-1711-90,1710-1711,1711,1710/1711
General,22,101,15428,1710-1711-90,1710-1711,1711,1710/1711
General,27,102,15429,1710-1711-90,1710-1711,1711,1710/1711
General,33,103,15430,1710-1711-90,1710-1711,1711,1710/1711
General,19,104,15431,1710-1711-90,1710-1711,1711,1710/1711
General,46,105,15432,1710-1711-90,1710-1711,1711,1710/1711
General,11,106,15433,1710-1711-90,1710-1711,1711,1710/1711
General,15,107,15434,1710-1711-90,1710-1711,1711,1710/1711
General,8,108,15435,1710-1711-90,1710-1711,1711,1710/1711
General,11,109,15436,1710-1711-90,1710-1711,1711,1710/1711
General,18,110,15437,1710-1711-90,1710-1711,1711,1710/1711
General,5,111,15438,1710-1711-90,1710-1711,1711,1710/1711
General,20,112,15439,1710-1711-90,1710-1711,1711,1710/1711
General,9,113,15440,1710-1711-90,1710-1711,1711,1710/1711
General,31,114,15441,1710-1711-90,1710-1711,1711,1710/1711
General,11,115,15442,1710-1711-90,1710-1711,1711,1710/1711
General,31,116,15443,1710-1711-90,1710-1711,1711,1710/1711
General,4,121,15444,1710-1711-90,1710-1711,1711,1710/1711
General,28,122,15445,1710-1711-90,1710-1711,1711,1710/1711
General,15,123,15446,1710-1711-90,1710-1711,1711,1710/1711
General,29,124,15447,1710-1711-90,1710-1711,1711,1710/1711
General,110,125,15448,1710-1711-90,1710-1711,1711,1710/1711
General,16,126,15449,1710-1711-90,1710-1711,1711,1710/1711
General,23,127,15450,1710-1711-90,1710-1711,1711,1710/1711
General,10,128,15451,1710-1711-90,1710-1711,1711,1710/1711
General,19,132,15452,1710-1711-90,1710-1711,1711,1710/1711
General,975,19,15453,1710-1711-90,1710-1711,1711,1710/1711
General,64,28,15454,1710-1711-90,1710-1711,1711,1710/1711
General,26,29,15455,1710-1711-90,1710-1711,1711,1710/1711
General,193,34,15456,1710-1711-90,1710-1711,1711,1710/1711
General,550,35,15457,1710-1711-90,1710-1711,1711,1710/1711
General,493,37,15458,1710-1711-90,1710-1711,1711,1710/1711
General,30,10,15459,1710-1711-90,1710-1711,1711,1710/1711
General,325,38,15460,1710-1711-90,1710-1711,1711,1710/1711
General,189,44,15461,1710-1711-90,1710-1711,1711,1710/1711
General,442,51,15462,1710-1711-90,1710-1711,1711,1710/1711
General,1276,52,15463,1710-1711-90,1710-1711,1711,1710/1711
General,784,117,15464,1710-1711-90,1710-1711,1711,1710/1711
General,634,16,15465,1710-1711-90,1710-1711,1711,1710/1711
General,555,15,15466,1710-1711-90,1710-1711,1711,1710/1711
General,134,129,15467,1710-1711-90,1710-1711,1711,1710/1711
General,25,131,15468,1710-1711-90,1710-1711,1711,1710/1711
General,1303,53,15469,1710-1711-90,1710-1711,1711,1710/1711
General,118,12,15470,1710-1711-90,1710-1711,1711,1710/1711
General,371,56,15471,1710-1711-90,1710-1711,1711,1710/1711
General,164,64,15472,1710-1711-90,1710-1711,1711,1710/1711
General,304,13,15473,1710-1711-90,1710-1711,1711,1710/1711
General,531,69,15474,1710-1711-90,1710-1711,1711,1710/1711
General,,70,15475,1710-1711-90,1710-1711,1711,1710/1711
General,125,89,15476,1710-1711-90,1710-1711,1711,1710/1711
General,180,92,15477,1710-1711-90,1710-1711,1711,1710/1711
General,705,96,15478,1710-1711-90,1710-1711,1711,1710/1711
General,427,120,15479,1710-1711-90,1710-1711,1711,1710/1711
General,197,14,15480,1710-1711-90,1710-1711,1711,1710/1711
General,2153,130,15481,1710-1711-90,1710-1711,1711,1710/1711
General,526,40,15482,1710-1711-90,1710-1711,1711,1710/1711
General,222,119,15483,1710-1711-90,1710-1711,1711,1710/1711
General,1413,77,15484,1710-1711-90,1710-1711,1711,1710/1711
General,125,93,15485,1710-1711-90,1710-1711,1711,1710/1711
General,891,76,15486,1710-1711-90,1710-1711,1711,1710/1711
General,16,17,15487,1713-1714-90,1713-1714,1714,1713/1714
General,92,1,15488,1713-1714-90,1713-1714,1714,1713/1714
General,17,2,15489,1713-1714-90,1713-1714,1714,1713/1714
General,54,3,15490,1713-1714-90,1713-1714,1714,1713/1714
General,0,4,15491,1713-1714-90,1713-1714,1714,1713/1714
General,20,5,15492,1713-1714-90,1713-1714,1714,1713/1714
General,24,6,15493,1713-1714-90,1713-1714,1714,1713/1714
General,29,7,15494,1713-1714-90,1713-1714,1714,1713/1714
General,40,8,15495,1713-1714-90,1713-1714,1714,1713/1714
General,32,18,15496,1713-1714-90,1713-1714,1714,1713/1714
General,2,20,15497,1713-1714-90,1713-1714,1714,1713/1714
General,52,21,15498,1713-1714-90,1713-1714,1714,1713/1714
General,44,22,15499,1713-1714-90,1713-1714,1714,1713/1714
General,37,23,15500,1713-1714-90,1713-1714,1714,1713/1714
General,110,24,15501,1713-1714-90,1713-1714,1714,1713/1714
General,10,25,15502,1713-1714-90,1713-1714,1714,1713/1714
General,15,26,15503,1713-1714-90,1713-1714,1714,1713/1714
General,15,27,15504,1713-1714-90,1713-1714,1714,1713/1714
General,20,30,15505,1713-1714-90,1713-1714,1714,1713/1714
General,21,31,15506,1713-1714-90,1713-1714,1714,1713/1714
General,30,32,15507,1713-1714-90,1713-1714,1714,1713/1714
General,1,33,15508,1713-1714-90,1713-1714,1714,1713/1714
General,13,36,15509,1713-1714-90,1713-1714,1714,1713/1714
General,117,11,15510,1713-1714-90,1713-1714,1714,1713/1714
General,18,39,15511,1713-1714-90,1713-1714,1714,1713/1714
General,11,41,15512,1713-1714-90,1713-1714,1714,1713/1714
General,31,42,15513,1713-1714-90,1713-1714,1714,1713/1714
General,61,43,15514,1713-1714-90,1713-1714,1714,1713/1714
General,17,45,15515,1713-1714-90,1713-1714,1714,1713/1714
General,28,46,15516,1713-1714-90,1713-1714,1714,1713/1714
General,44,47,15517,1713-1714-90,1713-1714,1714,1713/1714
General,25,48,15518,1713-1714-90,1713-1714,1714,1713/1714
General,6,49,15519,1713-1714-90,1713-1714,1714,1713/1714
General,8,50,15520,1713-1714-90,1713-1714,1714,1713/1714
General,75,54,15521,1713-1714-90,1713-1714,1714,1713/1714
General,30,55,15522,1713-1714-90,1713-1714,1714,1713/1714
General,19,57,15523,1713-1714-90,1713-1714,1714,1713/1714
General,39,58,15524,1713-1714-90,1713-1714,1714,1713/1714
General,24,59,15525,1713-1714-90,1713-1714,1714,1713/1714
General,2,60,15526,1713-1714-90,1713-1714,1714,1713/1714
General,21,61,15527,1713-1714-90,1713-1714,1714,1713/1714
General,44,62,15528,1713-1714-90,1713-1714,1714,1713/1714
General,34,63,15529,1713-1714-90,1713-1714,1714,1713/1714
General,43,65,15530,1713-1714-90,1713-1714,1714,1713/1714
General,13,66,15531,1713-1714-90,1713-1714,1714,1713/1714
General,8,67,15532,1713-1714-90,1713-1714,1714,1713/1714
General,35,68,15533,1713-1714-90,1713-1714,1714,1713/1714
General,33,71,15534,1713-1714-90,1713-1714,1714,1713/1714
General,30,72,15535,1713-1714-90,1713-1714,1714,1713/1714
General,4,73,15536,1713-1714-90,1713-1714,1714,1713/1714
General,0,74,15537,1713-1714-90,1713-1714,1714,1713/1714
General,15,75,15538,1713-1714-90,1713-1714,1714,1713/1714
General,32,83,15539,1713-1714-90,1713-1714,1714,1713/1714
General,32,84,15540,1713-1714-90,1713-1714,1714,1713/1714
General,29,85,15541,1713-1714-90,1713-1714,1714,1713/1714
General,32,90,15542,1713-1714-90,1713-1714,1714,1713/1714
General,5,86,15543,1713-1714-90,1713-1714,1714,1713/1714
General,0,87,15544,1713-1714-90,1713-1714,1714,1713/1714
General,34,88,15545,1713-1714-90,1713-1714,1714,1713/1714
General,17,91,15546,1713-1714-90,1713-1714,1714,1713/1714
General,27,94,15547,1713-1714-90,1713-1714,1714,1713/1714
General,35,95,15548,1713-1714-90,1713-1714,1714,1713/1714
General,0,97,15549,1713-1714-90,1713-1714,1714,1713/1714
General,10,98,15550,1713-1714-90,1713-1714,1714,1713/1714
General,10,78,15551,1713-1714-90,1713-1714,1714,1713/1714
General,20,79,15552,1713-1714-90,1713-1714,1714,1713/1714
General,15,80,15553,1713-1714-90,1713-1714,1714,1713/1714
General,23,81,15554,1713-1714-90,1713-1714,1714,1713/1714
General,46,82,15555,1713-1714-90,1713-1714,1714,1713/1714
General,10,99,15556,1713-1714-90,1713-1714,1714,1713/1714
General,0,100,15557,1713-1714-90,1713-1714,1714,1713/1714
General,34,101,15558,1713-1714-90,1713-1714,1714,1713/1714
General,22,102,15559,1713-1714-90,1713-1714,1714,1713/1714
General,18,103,15560,1713-1714-90,1713-1714,1714,1713/1714
General,46,104,15561,1713-1714-90,1713-1714,1714,1713/1714
General,38,105,15562,1713-1714-90,1713-1714,1714,1713/1714
General,7,106,15563,1713-1714-90,1713-1714,1714,1713/1714
General,8,107,15564,1713-1714-90,1713-1714,1714,1713/1714
General,14,108,15565,1713-1714-90,1713-1714,1714,1713/1714
General,12,109,15566,1713-1714-90,1713-1714,1714,1713/1714
General,23,110,15567,1713-1714-90,1713-1714,1714,1713/1714
General,1,111,15568,1713-1714-90,1713-1714,1714,1713/1714
General,20,112,15569,1713-1714-90,1713-1714,1714,1713/1714
General,11,113,15570,1713-1714-90,1713-1714,1714,1713/1714
General,32,114,15571,1713-1714-90,1713-1714,1714,1713/1714
General,8,115,15572,1713-1714-90,1713-1714,1714,1713/1714
General,26,116,15573,1713-1714-90,1713-1714,1714,1713/1714
General,13,121,15574,1713-1714-90,1713-1714,1714,1713/1714
General,34,122,15575,1713-1714-90,1713-1714,1714,1713/1714
General,23,123,15576,1713-1714-90,1713-1714,1714,1713/1714
General,26,124,15577,1713-1714-90,1713-1714,1714,1713/1714
General,89,125,15578,1713-1714-90,1713-1714,1714,1713/1714
General,14,126,15579,1713-1714-90,1713-1714,1714,1713/1714
General,24,127,15580,1713-1714-90,1713-1714,1714,1713/1714
General,32,128,15581,1713-1714-90,1713-1714,1714,1713/1714
General,12,132,15582,1713-1714-90,1713-1714,1714,1713/1714
General,1077,19,15583,1713-1714-90,1713-1714,1714,1713/1714
General,61,28,15584,1713-1714-90,1713-1714,1714,1713/1714
General,30,29,15585,1713-1714-90,1713-1714,1714,1713/1714
General,227,34,15586,1713-1714-90,1713-1714,1714,1713/1714
General,674,35,15587,1713-1714-90,1713-1714,1714,1713/1714
General,573,37,15588,1713-1714-90,1713-1714,1714,1713/1714
General,18,10,15589,1713-1714-90,1713-1714,1714,1713/1714
General,326,38,15590,1713-1714-90,1713-1714,1714,1713/1714
General,193,44,15591,1713-1714-90,1713-1714,1714,1713/1714
General,503,51,15592,1713-1714-90,1713-1714,1714,1713/1714
General,1339,52,15593,1713-1714-90,1713-1714,1714,1713/1714
General,696,117,15594,1713-1714-90,1713-1714,1714,1713/1714
General,677,16,15595,1713-1714-90,1713-1714,1714,1713/1714
General,670,15,15596,1713-1714-90,1713-1714,1714,1713/1714
General,170,129,15597,1713-1714-90,1713-1714,1714,1713/1714
General,25,131,15598,1713-1714-90,1713-1714,1714,1713/1714
General,1452,53,15599,1713-1714-90,1713-1714,1714,1713/1714
General,136,12,15600,1713-1714-90,1713-1714,1714,1713/1714
General,419,56,15601,1713-1714-90,1713-1714,1714,1713/1714
General,168,64,15602,1713-1714-90,1713-1714,1714,1713/1714
General,284,13,15603,1713-1714-90,1713-1714,1714,1713/1714
General,575,69,15604,1713-1714-90,1713-1714,1714,1713/1714
General,415,70,15605,1713-1714-90,1713-1714,1714,1713/1714
General,160,89,15606,1713-1714-90,1713-1714,1714,1713/1714
General,279,92,15607,1713-1714-90,1713-1714,1714,1713/1714
General,794,96,15608,1713-1714-90,1713-1714,1714,1713/1714
General,358,120,15609,1713-1714-90,1713-1714,1714,1713/1714
General,214,14,15610,1713-1714-90,1713-1714,1714,1713/1714
General,2110,130,15611,1713-1714-90,1713-1714,1714,1713/1714
General,464,40,15612,1713-1714-90,1713-1714,1714,1713/1714
General,183,119,15613,1713-1714-90,1713-1714,1714,1713/1714
General,1415,77,15614,1713-1714-90,1713-1714,1714,1713/1714
General,113,93,15615,1713-1714-90,1713-1714,1714,1713/1714
General,941,76,15616,1713-1714-90,1713-1714,1714,1713/1714
General,27,17,15617,1714-1715-90,1714-1715,1715,1714/1715
General,115,1,15618,1714-1715-90,1714-1715,1715,1714/1715
General,15,2,15619,1714-1715-90,1714-1715,1715,1714/1715
General,76,3,15620,1714-1715-90,1714-1715,1715,1714/1715
General,0,4,15621,1714-1715-90,1714-1715,1715,1714/1715
General,8,5,15622,1714-1715-90,1714-1715,1715,1714/1715
General,9,6,15623,1714-1715-90,1714-1715,1715,1714/1715
General,19,7,15624,1714-1715-90,1714-1715,1715,1714/1715
General,65,8,15625,1714-1715-90,1714-1715,1715,1714/1715
General,40,18,15626,1714-1715-90,1714-1715,1715,1714/1715
General,5,20,15627,1714-1715-90,1714-1715,1715,1714/1715
General,54,21,15628,1714-1715-90,1714-1715,1715,1714/1715
General,83,22,15629,1714-1715-90,1714-1715,1715,1714/1715
General,50,23,15630,1714-1715-90,1714-1715,1715,1714/1715
General,169,24,15631,1714-1715-90,1714-1715,1715,1714/1715
General,11,25,15632,1714-1715-90,1714-1715,1715,1714/1715
General,16,26,15633,1714-1715-90,1714-1715,1715,1714/1715
General,20,27,15634,1714-1715-90,1714-1715,1715,1714/1715
General,18,30,15635,1714-1715-90,1714-1715,1715,1714/1715
General,14,31,15636,1714-1715-90,1714-1715,1715,1714/1715
General,50,32,15637,1714-1715-90,1714-1715,1715,1714/1715
General,0,33,15638,1714-1715-90,1714-1715,1715,1714/1715
General,10,36,15639,1714-1715-90,1714-1715,1715,1714/1715
General,124,11,15640,1714-1715-90,1714-1715,1715,1714/1715
General,27,39,15641,1714-1715-90,1714-1715,1715,1714/1715
General,14,41,15642,1714-1715-90,1714-1715,1715,1714/1715
General,31,42,15643,1714-1715-90,1714-1715,1715,1714/1715
General,57,43,15644,1714-1715-90,1714-1715,1715,1714/1715
General,25,45,15645,1714-1715-90,1714-1715,1715,1714/1715
General,28,46,15646,1714-1715-90,1714-1715,1715,1714/1715
General,28,47,15647,1714-1715-90,1714-1715,1715,1714/1715
General,24,48,15648,1714-1715-90,1714-1715,1715,1714/1715
General,4,49,15649,1714-1715-90,1714-1715,1715,1714/1715
General,14,50,15650,1714-1715-90,1714-1715,1715,1714/1715
General,66,54,15651,1714-1715-90,1714-1715,1715,1714/1715
General,25,55,15652,1714-1715-90,1714-1715,1715,1714/1715
General,21,57,15653,1714-1715-90,1714-1715,1715,1714/1715
General,28,58,15654,1714-1715-90,1714-1715,1715,1714/1715
General,19,59,15655,1714-1715-90,1714-1715,1715,1714/1715
General,4,60,15656,1714-1715-90,1714-1715,1715,1714/1715
General,26,61,15657,1714-1715-90,1714-1715,1715,1714/1715
General,49,62,15658,1714-1715-90,1714-1715,1715,1714/1715
General,59,63,15659,1714-1715-90,1714-1715,1715,1714/1715
General,45,65,15660,1714-1715-90,1714-1715,1715,1714/1715
General,14,66,15661,1714-1715-90,1714-1715,1715,1714/1715
General,9,67,15662,1714-1715-90,1714-1715,1715,1714/1715
General,35,68,15663,1714-1715-90,1714-1715,1715,1714/1715
General,34,71,15664,1714-1715-90,1714-1715,1715,1714/1715
General,23,72,15665,1714-1715-90,1714-1715,1715,1714/1715
General,17,73,15666,1714-1715-90,1714-1715,1715,1714/1715
General,0,74,15667,1714-1715-90,1714-1715,1715,1714/1715
General,15,75,15668,1714-1715-90,1714-1715,1715,1714/1715
General,20,83,15669,1714-1715-90,1714-1715,1715,1714/1715
General,19,84,15670,1714-1715-90,1714-1715,1715,1714/1715
General,33,85,15671,1714-1715-90,1714-1715,1715,1714/1715
General,29,90,15672,1714-1715-90,1714-1715,1715,1714/1715
General,6,86,15673,1714-1715-90,1714-1715,1715,1714/1715
General,0,87,15674,1714-1715-90,1714-1715,1715,1714/1715
General,41,88,15675,1714-1715-90,1714-1715,1715,1714/1715
General,11,91,15676,1714-1715-90,1714-1715,1715,1714/1715
General,40,94,15677,1714-1715-90,1714-1715,1715,1714/1715
General,23,95,15678,1714-1715-90,1714-1715,1715,1714/1715
General,0,97,15679,1714-1715-90,1714-1715,1715,1714/1715
General,11,98,15680,1714-1715-90,1714-1715,1715,1714/1715
General,7,78,15681,1714-1715-90,1714-1715,1715,1714/1715
General,46,79,15682,1714-1715-90,1714-1715,1715,1714/1715
General,6,80,15683,1714-1715-90,1714-1715,1715,1714/1715
General,24,81,15684,1714-1715-90,1714-1715,1715,1714/1715
General,38,82,15685,1714-1715-90,1714-1715,1715,1714/1715
General,13,99,15686,1714-1715-90,1714-1715,1715,1714/1715
General,0,100,15687,1714-1715-90,1714-1715,1715,1714/1715
General,43,101,15688,1714-1715-90,1714-1715,1715,1714/1715
General,25,102,15689,1714-1715-90,1714-1715,1715,1714/1715
General,25,103,15690,1714-1715-90,1714-1715,1715,1714/1715
General,24,104,15691,1714-1715-90,1714-1715,1715,1714/1715
General,35,105,15692,1714-1715-90,1714-1715,1715,1714/1715
General,17,106,15693,1714-1715-90,1714-1715,1715,1714/1715
General,15,107,15694,1714-1715-90,1714-1715,1715,1714/1715
General,19,108,15695,1714-1715-90,1714-1715,1715,1714/1715
General,18,109,15696,1714-1715-90,1714-1715,1715,1714/1715
General,26,110,15697,1714-1715-90,1714-1715,1715,1714/1715
General,0,111,15698,1714-1715-90,1714-1715,1715,1714/1715
General,22,112,15699,1714-1715-90,1714-1715,1715,1714/1715
General,7,113,15700,1714-1715-90,1714-1715,1715,1714/1715
General,41,114,15701,1714-1715-90,1714-1715,1715,1714/1715
General,7,115,15702,1714-1715-90,1714-1715,1715,1714/1715
General,34,116,15703,1714-1715-90,1714-1715,1715,1714/1715
General,7,121,15704,1714-1715-90,1714-1715,1715,1714/1715
General,33,122,15705,1714-1715-90,1714-1715,1715,1714/1715
General,28,123,15706,1714-1715-90,1714-1715,1715,1714/1715
General,26,124,15707,1714-1715-90,1714-1715,1715,1714/1715
General,90,125,15708,1714-1715-90,1714-1715,1715,1714/1715
General,13,126,15709,1714-1715-90,1714-1715,1715,1714/1715
General,19,127,15710,1714-1715-90,1714-1715,1715,1714/1715
General,23,128,15711,1714-1715-90,1714-1715,1715,1714/1715
General,20,132,15712,1714-1715-90,1714-1715,1715,1714/1715
General,1398,19,15713,1714-1715-90,1714-1715,1715,1714/1715
General,66,28,15714,1714-1715-90,1714-1715,1715,1714/1715
General,39,29,15715,1714-1715-90,1714-1715,1715,1714/1715
General,216,34,15716,1714-1715-90,1714-1715,1715,1714/1715
General,756,35,15717,1714-1715-90,1714-1715,1715,1714/1715
General,503,37,15718,1714-1715-90,1714-1715,1715,1714/1715
General,23,10,15719,1714-1715-90,1714-1715,1715,1714/1715
General,365,38,15720,1714-1715-90,1714-1715,1715,1714/1715
General,193,44,15721,1714-1715-90,1714-1715,1715,1714/1715
General,497,51,15722,1714-1715-90,1714-1715,1715,1714/1715
General,1343,52,15723,1714-1715-90,1714-1715,1715,1714/1715
General,762,117,15724,1714-1715-90,1714-1715,1715,1714/1715
General,793,16,15725,1714-1715-90,1714-1715,1715,1714/1715
General,723,15,15726,1714-1715-90,1714-1715,1715,1714/1715
General,169,129,15727,1714-1715-90,1714-1715,1715,1714/1715
General,14,131,15728,1714-1715-90,1714-1715,1715,1714/1715
General,1606,53,15729,1714-1715-90,1714-1715,1715,1714/1715
General,141,12,15730,1714-1715-90,1714-1715,1715,1714/1715
General,562,56,15731,1714-1715-90,1714-1715,1715,1714/1715
General,181,64,15732,1714-1715-90,1714-1715,1715,1714/1715
General,327,13,15733,1714-1715-90,1714-1715,1715,1714/1715
General,578,69,15734,1714-1715-90,1714-1715,1715,1714/1715
General,411,70,15735,1714-1715-90,1714-1715,1715,1714/1715
General,159,89,15736,1714-1715-90,1714-1715,1715,1714/1715
General,304,92,15737,1714-1715-90,1714-1715,1715,1714/1715
General,809,96,15738,1714-1715-90,1714-1715,1715,1714/1715
General,405,120,15739,1714-1715-90,1714-1715,1715,1714/1715
General,209,14,15740,1714-1715-90,1714-1715,1715,1714/1715
General,2259,130,15741,1714-1715-90,1714-1715,1715,1714/1715
General,501,40,15742,1714-1715-90,1714-1715,1715,1714/1715
General,241,119,15743,1714-1715-90,1714-1715,1715,1714/1715
General,1626,77,15744,1714-1715-90,1714-1715,1715,1714/1715
General,118,93,15745,1714-1715-90,1714-1715,1715,1714/1715
General,1126,76,15746,1714-1715-90,1714-1715,1715,1714/1715
General,27,17,15747,1715-1716-90,1715-1716,1716,1715/1716
General,110,1,15748,1715-1716-90,1715-1716,1716,1715/1716
General,19,2,15749,1715-1716-90,1715-1716,1716,1715/1716
General,56,3,15750,1715-1716-90,1715-1716,1716,1715/1716
General,0,4,15751,1715-1716-90,1715-1716,1716,1715/1716
General,28,5,15752,1715-1716-90,1715-1716,1716,1715/1716
General,16,6,15753,1715-1716-90,1715-1716,1716,1715/1716
General,31,7,15754,1715-1716-90,1715-1716,1716,1715/1716
General,57,8,15755,1715-1716-90,1715-1716,1716,1715/1716
General,33,18,15756,1715-1716-90,1715-1716,1716,1715/1716
General,3,20,15757,1715-1716-90,1715-1716,1716,1715/1716
General,57,21,15758,1715-1716-90,1715-1716,1716,1715/1716
General,48,22,15759,1715-1716-90,1715-1716,1716,1715/1716
General,45,23,15760,1715-1716-90,1715-1716,1716,1715/1716
General,131,24,15761,1715-1716-90,1715-1716,1716,1715/1716
General,13,25,15762,1715-1716-90,1715-1716,1716,1715/1716
General,14,26,15763,1715-1716-90,1715-1716,1716,1715/1716
General,17,27,15764,1715-1716-90,1715-1716,1716,1715/1716
General,23,30,15765,1715-1716-90,1715-1716,1716,1715/1716
General,9,31,15766,1715-1716-90,1715-1716,1716,1715/1716
General,41,32,15767,1715-1716-90,1715-1716,1716,1715/1716
General,0,33,15768,1715-1716-90,1715-1716,1716,1715/1716
General,15,36,15769,1715-1716-90,1715-1716,1716,1715/1716
General,123,11,15770,1715-1716-90,1715-1716,1716,1715/1716
General,25,39,15771,1715-1716-90,1715-1716,1716,1715/1716
General,15,41,15772,1715-1716-90,1715-1716,1716,1715/1716
General,34,42,15773,1715-1716-90,1715-1716,1716,1715/1716
General,57,43,15774,1715-1716-90,1715-1716,1716,1715/1716
General,15,45,15775,1715-1716-90,1715-1716,1716,1715/1716
General,22,46,15776,1715-1716-90,1715-1716,1716,1715/1716
General,30,47,15777,1715-1716-90,1715-1716,1716,1715/1716
General,28,48,15778,1715-1716-90,1715-1716,1716,1715/1716
General,10,49,15779,1715-1716-90,1715-1716,1716,1715/1716
General,11,50,15780,1715-1716-90,1715-1716,1716,1715/1716
General,53,54,15781,1715-1716-90,1715-1716,1716,1715/1716
General,41,55,15782,1715-1716-90,1715-1716,1716,1715/1716
General,26,57,15783,1715-1716-90,1715-1716,1716,1715/1716
General,40,58,15784,1715-1716-90,1715-1716,1716,1715/1716
General,22,59,15785,1715-1716-90,1715-1716,1716,1715/1716
General,2,60,15786,1715-1716-90,1715-1716,1716,1715/1716
General,21,61,15787,1715-1716-90,1715-1716,1716,1715/1716
General,52,62,15788,1715-1716-90,1715-1716,1716,1715/1716
General,31,63,15789,1715-1716-90,1715-1716,1716,1715/1716
General,53,65,15790,1715-1716-90,1715-1716,1716,1715/1716
General,17,66,15791,1715-1716-90,1715-1716,1716,1715/1716
General,7,67,15792,1715-1716-90,1715-1716,1716,1715/1716
General,20,68,15793,1715-1716-90,1715-1716,1716,1715/1716
General,35,71,15794,1715-1716-90,1715-1716,1716,1715/1716
General,28,72,15795,1715-1716-90,1715-1716,1716,1715/1716
General,6,73,15796,1715-1716-90,1715-1716,1716,1715/1716
General,3,74,15797,1715-1716-90,1715-1716,1716,1715/1716
General,16,75,15798,1715-1716-90,1715-1716,1716,1715/1716
General,28,83,15799,1715-1716-90,1715-1716,1716,1715/1716
General,33,84,15800,1715-1716-90,1715-1716,1716,1715/1716
General,22,85,15801,1715-1716-90,1715-1716,1716,1715/1716
General,37,90,15802,1715-1716-90,1715-1716,1716,1715/1716
General,6,86,15803,1715-1716-90,1715-1716,1716,1715/1716
General,0,87,15804,1715-1716-90,1715-1716,1716,1715/1716
General,36,88,15805,1715-1716-90,1715-1716,1716,1715/1716
General,11,91,15806,1715-1716-90,1715-1716,1716,1715/1716
General,44,94,15807,1715-1716-90,1715-1716,1716,1715/1716
General,27,95,15808,1715-1716-90,1715-1716,1716,1715/1716
General,0,97,15809,1715-1716-90,1715-1716,1716,1715/1716
General,12,98,15810,1715-1716-90,1715-1716,1716,1715/1716
General,15,78,15811,1715-1716-90,1715-1716,1716,1715/1716
General,50,79,15812,1715-1716-90,1715-1716,1716,1715/1716
General,14,80,15813,1715-1716-90,1715-1716,1716,1715/1716
General,15,81,15814,1715-1716-90,1715-1716,1716,1715/1716
General,41,82,15815,1715-1716-90,1715-1716,1716,1715/1716
General,15,99,15816,1715-1716-90,1715-1716,1716,1715/1716
General,0,100,15817,1715-1716-90,1715-1716,1716,1715/1716
General,22,101,15818,1715-1716-90,1715-1716,1716,1715/1716
General,22,102,15819,1715-1716-90,1715-1716,1716,1715/1716
General,13,103,15820,1715-1716-90,1715-1716,1716,1715/1716
General,18,104,15821,1715-1716-90,1715-1716,1716,1715/1716
General,25,105,15822,1715-1716-90,1715-1716,1716,1715/1716
General,5,106,15823,1715-1716-90,1715-1716,1716,1715/1716
General,13,107,15824,1715-1716-90,1715-1716,1716,1715/1716
General,9,108,15825,1715-1716-90,1715-1716,1716,1715/1716
General,16,109,15826,1715-1716-90,1715-1716,1716,1715/1716
General,36,110,15827,1715-1716-90,1715-1716,1716,1715/1716
General,1,111,15828,1715-1716-90,1715-1716,1716,1715/1716
General,24,112,15829,1715-1716-90,1715-1716,1716,1715/1716
