count_type,count,bill_type,parish_id,id,week_id,year_range,year_id,split_year
Plague,,Weekly,101,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,102,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,102,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,1,Weekly,103,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,103,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,104,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,104,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,105,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,105,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,106,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,106,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,1,Weekly,107,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,107,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,108,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,108,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,109,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,109,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,110,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,110,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,111,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,111,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,112,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,112,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,113,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,113,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,114,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,114,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,115,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,115,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,116,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,116,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,118,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,118,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,1,Weekly,121,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,121,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,122,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,122,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,123,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,123,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,124,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,124,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,125,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,125,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,126,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,126,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,127,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,127,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,128,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,128,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,132,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,132,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,18,Weekly,19,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,19,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,3,Weekly,28,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,28,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,29,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,29,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,1,Weekly,38,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,38,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,10,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,10,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,5,Weekly,34,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,34,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,14,Weekly,35,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,35,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,8,Weekly,37,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,37,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,4,Weekly,44,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,44,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,7,Weekly,51,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,51,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,22,Weekly,52,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,52,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,21,Weekly,117,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,117,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,21,Weekly,16,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,16,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,14,Weekly,15,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,15,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,129,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,129,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,1,Weekly,131,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,131,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,9,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,9,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,28,Weekly,53,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,53,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,3,Weekly,12,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,12,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,2,Weekly,56,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,56,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,6,Weekly,64,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,64,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,7,Weekly,13,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,13,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,5,Weekly,69,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,69,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,2,Weekly,70,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,70,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,3,Weekly,89,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,89,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,8,Weekly,92,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,92,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,16,Weekly,96,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,96,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,120,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,120,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,2,Weekly,14,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,14,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,36,Weekly,130,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,130,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,11,Weekly,40,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,40,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,3,Weekly,119,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,119,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,38,Weekly,77,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,77,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,93,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,93,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,24,Weekly,76,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,76,46,1670-1671-15,1670-1671,1670,1669/1670
Buried,,Weekly,133,46,1670-1671-15,1670-1671,1670,1669/1670
Plague,,Weekly,133,46,1670-1671-15,1670-1671,1670,1669/1670
General,31,General,17,47,1679-1680-90,1679-1680,1680,1679/1680
General,110,General,1,47,1679-1680-90,1679-1680,1680,1679/1680
General,29,General,2,47,1679-1680-90,1679-1680,1680,1679/1680
General,96,General,3,47,1679-1680-90,1679-1680,1680,1679/1680
General,0,General,4,47,1679-1680-90,1679-1680,1680,1679/1680
General,26,General,5,47,1679-1680-90,1679-1680,1680,1679/1680
General,27,General,6,47,1679-1680-90,1679-1680,1680,1679/1680
General,41,General,7,47,1679-1680-90,1679-1680,1680,1679/1680
General,104,General,8,47,1679-1680-90,1679-1680,1680,1679/1680
General,56,General,18,47,1679-1680-90,1679-1680,1680,1679/1680
General,20,General,20,47,1679-1680-90,1679-1680,1680,1679/1680
General,77,General,21,47,1679-1680-90,1679-1680,1680,1679/1680
General,82,General,22,47,1679-1680-90,1679-1680,1680,1679/1680
General,50,General,23,47,1679-1680-90,1679-1680,1680,1679/1680
General,134,General,24,47,1679-1680-90,1679-1680,1680,1679/1680
General,23,General,25,47,1679-1680-90,1679-1680,1680,1679/1680
General,21,General,26,47,1679-1680-90,1679-1680,1680,1679/1680
General,34,General,27,47,1679-1680-90,1679-1680,1680,1679/1680
General,20,General,30,47,1679-1680-90,1679-1680,1680,1679/1680
General,22,General,31,47,1679-1680-90,1679-1680,1680,1679/1680
General,56,General,32,47,1679-1680-90,1679-1680,1680,1679/1680
General,5,General,33,47,1679-1680-90,1679-1680,1680,1679/1680
General,16,General,36,47,1679-1680-90,1679-1680,1680,1679/1680
General,131,General,11,47,1679-1680-90,1679-1680,1680,1679/1680
General,20,General,39,47,1679-1680-90,1679-1680,1680,1679/1680
General,19,General,41,47,1679-1680-90,1679-1680,1680,1679/1680
General,43,General,42,47,1679-1680-90,1679-1680,1680,1679/1680
General,96,General,43,47,1679-1680-90,1679-1680,1680,1679/1680
General,30,General,45,47,1679-1680-90,1679-1680,1680,1679/1680
General,31,General,46,47,1679-1680-90,1679-1680,1680,1679/1680
General,42,General,47,47,1679-1680-90,1679-1680,1680,1679/1680
General,42,General,48,47,1679-1680-90,1679-1680,1680,1679/1680
General,24,General,49,47,1679-1680-90,1679-1680,1680,1679/1680
General,9,General,50,47,1679-1680-90,1679-1680,1680,1679/1680
General,94,General,54,47,1679-1680-90,1679-1680,1680,1679/1680
General,50,General,55,47,1679-1680-90,1679-1680,1680,1679/1680
General,53,General,57,47,1679-1680-90,1679-1680,1680,1679/1680
General,55,General,58,47,1679-1680-90,1679-1680,1680,1679/1680
General,24,General,59,47,1679-1680-90,1679-1680,1680,1679/1680
General,16,General,60,47,1679-1680-90,1679-1680,1680,1679/1680
General,25,General,61,47,1679-1680-90,1679-1680,1680,1679/1680
General,62,General,62,47,1679-1680-90,1679-1680,1680,1679/1680
General,80,General,63,47,1679-1680-90,1679-1680,1680,1679/1680
General,78,General,65,47,1679-1680-90,1679-1680,1680,1679/1680
General,22,General,66,47,1679-1680-90,1679-1680,1680,1679/1680
General,18,General,67,47,1679-1680-90,1679-1680,1680,1679/1680
General,47,General,68,47,1679-1680-90,1679-1680,1680,1679/1680
General,41,General,71,47,1679-1680-90,1679-1680,1680,1679/1680
General,48,General,72,47,1679-1680-90,1679-1680,1680,1679/1680
General,5,General,73,47,1679-1680-90,1679-1680,1680,1679/1680
General,0,General,74,47,1679-1680-90,1679-1680,1680,1679/1680
General,17,General,75,47,1679-1680-90,1679-1680,1680,1679/1680
General,30,General,83,47,1679-1680-90,1679-1680,1680,1679/1680
General,46,General,84,47,1679-1680-90,1679-1680,1680,1679/1680
General,37,General,85,47,1679-1680-90,1679-1680,1680,1679/1680
General,37,General,90,47,1679-1680-90,1679-1680,1680,1679/1680
General,3,General,86,47,1679-1680-90,1679-1680,1680,1679/1680
General,2,General,87,47,1679-1680-90,1679-1680,1680,1679/1680
General,32,General,88,47,1679-1680-90,1679-1680,1680,1679/1680
General,11,General,91,47,1679-1680-90,1679-1680,1680,1679/1680
General,49,General,94,47,1679-1680-90,1679-1680,1680,1679/1680
General,17,General,95,47,1679-1680-90,1679-1680,1680,1679/1680
General,1,General,97,47,1679-1680-90,1679-1680,1680,1679/1680
General,54,General,98,47,1679-1680-90,1679-1680,1680,1679/1680
General,7,General,78,47,1679-1680-90,1679-1680,1680,1679/1680
General,49,General,79,47,1679-1680-90,1679-1680,1680,1679/1680
General,39,General,80,47,1679-1680-90,1679-1680,1680,1679/1680
General,16,General,81,47,1679-1680-90,1679-1680,1680,1679/1680
General,37,General,82,47,1679-1680-90,1679-1680,1680,1679/1680
General,31,General,99,47,1679-1680-90,1679-1680,1680,1679/1680
General,1,General,100,47,1679-1680-90,1679-1680,1680,1679/1680
General,54,General,101,47,1679-1680-90,1679-1680,1680,1679/1680
General,33,General,102,47,1679-1680-90,1679-1680,1680,1679/1680
General,35,General,103,47,1679-1680-90,1679-1680,1680,1679/1680
General,28,General,104,47,1679-1680-90,1679-1680,1680,1679/1680
General,58,General,105,47,1679-1680-90,1679-1680,1680,1679/1680
General,22,General,106,47,1679-1680-90,1679-1680,1680,1679/1680
General,19,General,107,47,1679-1680-90,1679-1680,1680,1679/1680
General,23,General,108,47,1679-1680-90,1679-1680,1680,1679/1680
General,17,General,109,47,1679-1680-90,1679-1680,1680,1679/1680
General,33,General,110,47,1679-1680-90,1679-1680,1680,1679/1680
General,3,General,111,47,1679-1680-90,1679-1680,1680,1679/1680
General,21,General,112,47,1679-1680-90,1679-1680,1680,1679/1680
General,17,General,113,47,1679-1680-90,1679-1680,1680,1679/1680
General,64,General,114,47,1679-1680-90,1679-1680,1680,1679/1680
General,21,General,115,47,1679-1680-90,1679-1680,1680,1679/1680
General,36,General,116,47,1679-1680-90,1679-1680,1680,1679/1680
General,12,General,121,47,1679-1680-90,1679-1680,1680,1679/1680
General,40,General,122,47,1679-1680-90,1679-1680,1680,1679/1680
General,16,General,123,47,1679-1680-90,1679-1680,1680,1679/1680
General,30,General,124,47,1679-1680-90,1679-1680,1680,1679/1680
General,167,General,125,47,1679-1680-90,1679-1680,1680,1679/1680
General,29,General,126,47,1679-1680-90,1679-1680,1680,1679/1680
General,41,General,127,47,1679-1680-90,1679-1680,1680,1679/1680
General,29,General,128,47,1679-1680-90,1679-1680,1680,1679/1680
General,0,General,132,47,1679-1680-90,1679-1680,1680,1679/1680
General,952,General,19,47,1679-1680-90,1679-1680,1680,1679/1680
General,109,General,28,47,1679-1680-90,1679-1680,1680,1679/1680
General,39,General,29,47,1679-1680-90,1679-1680,1680,1679/1680
General,214,General,34,47,1679-1680-90,1679-1680,1680,1679/1680
General,793,General,35,47,1679-1680-90,1679-1680,1680,1679/1680
General,618,General,37,47,1679-1680-90,1679-1680,1680,1679/1680
General,30,General,10,47,1679-1680-90,1679-1680,1680,1679/1680
General,467,General,38,47,1679-1680-90,1679-1680,1680,1679/1680
General,334,General,44,47,1679-1680-90,1679-1680,1680,1679/1680
General,369,General,51,47,1679-1680-90,1679-1680,1680,1679/1680
General,1700,General,52,47,1679-1680-90,1679-1680,1680,1679/1680
General,936,General,117,47,1679-1680-90,1679-1680,1680,1679/1680
General,627,General,16,47,1679-1680-90,1679-1680,1680,1679/1680
General,830,General,15,47,1679-1680-90,1679-1680,1680,1679/1680
General,88,General,129,47,1679-1680-90,1679-1680,1680,1679/1680
General,30,General,131,47,1679-1680-90,1679-1680,1680,1679/1680
General,1249,General,53,47,1679-1680-90,1679-1680,1680,1679/1680
General,117,General,12,47,1679-1680-90,1679-1680,1680,1679/1680
General,394,General,56,47,1679-1680-90,1679-1680,1680,1679/1680
General,198,General,64,47,1679-1680-90,1679-1680,1680,1679/1680
General,304,General,13,47,1679-1680-90,1679-1680,1680,1679/1680
General,611,General,69,47,1679-1680-90,1679-1680,1680,1679/1680
General,570,General,70,47,1679-1680-90,1679-1680,1680,1679/1680
General,141,General,89,47,1679-1680-90,1679-1680,1680,1679/1680
General,273,General,92,47,1679-1680-90,1679-1680,1680,1679/1680
General,1098,General,96,47,1679-1680-90,1679-1680,1680,1679/1680
General,541,General,120,47,1679-1680-90,1679-1680,1680,1679/1680
General,174,General,14,47,1679-1680-90,1679-1680,1680,1679/1680
General,2112,General,130,47,1679-1680-90,1679-1680,1680,1679/1680
General,594,General,40,47,1679-1680-90,1679-1680,1680,1679/1680
General,218,General,119,47,1679-1680-90,1679-1680,1680,1679/1680
General,2387,General,77,47,1679-1680-90,1679-1680,1680,1679/1680
General,147,General,93,47,1679-1680-90,1679-1680,1680,1679/1680
General,880,General,76,47,1679-1680-90,1679-1680,1680,1679/1680
General,33,General,17,48,1680-1681-90,1680-1681,1681,1680/1681
General,111,General,1,48,1680-1681-90,1680-1681,1681,1680/1681
General,18,General,2,48,1680-1681-90,1680-1681,1681,1680/1681
General,60,General,3,48,1680-1681-90,1680-1681,1681,1680/1681
General,0,General,4,48,1680-1681-90,1680-1681,1681,1680/1681
General,22,General,5,48,1680-1681-90,1680-1681,1681,1680/1681
General,29,General,6,48,1680-1681-90,1680-1681,1681,1680/1681
General,22,General,7,48,1680-1681-90,1680-1681,1681,1680/1681
General,60,General,8,48,1680-1681-90,1680-1681,1681,1680/1681
General,44,General,18,48,1680-1681-90,1680-1681,1681,1680/1681
General,14,General,20,48,1680-1681-90,1680-1681,1681,1680/1681
General,42,General,21,48,1680-1681-90,1680-1681,1681,1680/1681
General,54,General,22,48,1680-1681-90,1680-1681,1681,1680/1681
General,40,General,23,48,1680-1681-90,1680-1681,1681,1680/1681
General,139,General,24,48,1680-1681-90,1680-1681,1681,1680/1681
General,19,General,25,48,1680-1681-90,1680-1681,1681,1680/1681
General,14,General,26,48,1680-1681-90,1680-1681,1681,1680/1681
General,18,General,27,48,1680-1681-90,1680-1681,1681,1680/1681
General,29,General,30,48,1680-1681-90,1680-1681,1681,1680/1681
General,5,General,31,48,1680-1681-90,1680-1681,1681,1680/1681
General,56,General,32,48,1680-1681-90,1680-1681,1681,1680/1681
General,1,General,33,48,1680-1681-90,1680-1681,1681,1680/1681
General,9,General,36,48,1680-1681-90,1680-1681,1681,1680/1681
General,88,General,11,48,1680-1681-90,1680-1681,1681,1680/1681
General,16,General,39,48,1680-1681-90,1680-1681,1681,1680/1681
General,8,General,41,48,1680-1681-90,1680-1681,1681,1680/1681
General,36,General,42,48,1680-1681-90,1680-1681,1681,1680/1681
General,70,General,43,48,1680-1681-90,1680-1681,1681,1680/1681
General,26,General,45,48,1680-1681-90,1680-1681,1681,1680/1681
General,28,General,46,48,1680-1681-90,1680-1681,1681,1680/1681
General,44,General,47,48,1680-1681-90,1680-1681,1681,1680/1681
General,31,General,48,48,1680-1681-90,1680-1681,1681,1680/1681
General,18,General,49,48,1680-1681-90,1680-1681,1681,1680/1681
General,11,General,50,48,1680-1681-90,1680-1681,1681,1680/1681
General,76,General,54,48,1680-1681-90,1680-1681,1681,1680/1681
General,38,General,55,48,1680-1681-90,1680-1681,1681,1680/1681
General,45,General,57,48,1680-1681-90,1680-1681,1681,1680/1681
General,47,General,58,48,1680-1681-90,1680-1681,1681,1680/1681
General,17,General,59,48,1680-1681-90,1680-1681,1681,1680/1681
General,9,General,60,48,1680-1681-90,1680-1681,1681,1680/1681
General,24,General,61,48,1680-1681-90,1680-1681,1681,1680/1681
General,51,General,62,48,1680-1681-90,1680-1681,1681,1680/1681
General,72,General,63,48,1680-1681-90,1680-1681,1681,1680/1681
General,60,General,65,48,1680-1681-90,1680-1681,1681,1680/1681
General,22,General,66,48,1680-1681-90,1680-1681,1681,1680/1681
General,7,General,67,48,1680-1681-90,1680-1681,1681,1680/1681
General,42,General,68,48,1680-1681-90,1680-1681,1681,1680/1681
General,39,General,71,48,1680-1681-90,1680-1681,1681,1680/1681
General,44,General,72,48,1680-1681-90,1680-1681,1681,1680/1681
General,2,General,73,48,1680-1681-90,1680-1681,1681,1680/1681
General,0,General,74,48,1680-1681-90,1680-1681,1681,1680/1681
General,10,General,75,48,1680-1681-90,1680-1681,1681,1680/1681
General,25,General,83,48,1680-1681-90,1680-1681,1681,1680/1681
General,25,General,84,48,1680-1681-90,1680-1681,1681,1680/1681
General,31,General,85,48,1680-1681-90,1680-1681,1681,1680/1681
General,34,General,90,48,1680-1681-90,1680-1681,1681,1680/1681
General,10,General,86,48,1680-1681-90,1680-1681,1681,1680/1681
General,5,General,87,48,1680-1681-90,1680-1681,1681,1680/1681
General,34,General,88,48,1680-1681-90,1680-1681,1681,1680/1681
General,9,General,91,48,1680-1681-90,1680-1681,1681,1680/1681
General,43,General,94,48,1680-1681-90,1680-1681,1681,1680/1681
General,20,General,95,48,1680-1681-90,1680-1681,1681,1680/1681
General,1,General,97,48,1680-1681-90,1680-1681,1681,1680/1681
General,27,General,98,48,1680-1681-90,1680-1681,1681,1680/1681
General,3,General,78,48,1680-1681-90,1680-1681,1681,1680/1681
General,45,General,79,48,1680-1681-90,1680-1681,1681,1680/1681
General,22,General,80,48,1680-1681-90,1680-1681,1681,1680/1681
General,14,General,81,48,1680-1681-90,1680-1681,1681,1680/1681
General,41,General,82,48,1680-1681-90,1680-1681,1681,1680/1681
General,22,General,99,48,1680-1681-90,1680-1681,1681,1680/1681
General,0,General,100,48,1680-1681-90,1680-1681,1681,1680/1681
General,44,General,101,48,1680-1681-90,1680-1681,1681,1680/1681
General,26,General,102,48,1680-1681-90,1680-1681,1681,1680/1681
General,32,General,103,48,1680-1681-90,1680-1681,1681,1680/1681
General,26,General,104,48,1680-1681-90,1680-1681,1681,1680/1681
General,69,General,105,48,1680-1681-90,1680-1681,1681,1680/1681
General,10,General,106,48,1680-1681-90,1680-1681,1681,1680/1681
General,11,General,107,48,1680-1681-90,1680-1681,1681,1680/1681
General,19,General,108,48,1680-1681-90,1680-1681,1681,1680/1681
General,10,General,109,48,1680-1681-90,1680-1681,1681,1680/1681
General,30,General,110,48,1680-1681-90,1680-1681,1681,1680/1681
General,5,General,111,48,1680-1681-90,1680-1681,1681,1680/1681
General,24,General,112,48,1680-1681-90,1680-1681,1681,1680/1681
General,18,General,113,48,1680-1681-90,1680-1681,1681,1680/1681
General,42,General,114,48,1680-1681-90,1680-1681,1681,1680/1681
General,21,General,115,48,1680-1681-90,1680-1681,1681,1680/1681
General,37,General,116,48,1680-1681-90,1680-1681,1681,1680/1681
General,9,General,121,48,1680-1681-90,1680-1681,1681,1680/1681
General,41,General,122,48,1680-1681-90,1680-1681,1681,1680/1681
General,10,General,123,48,1680-1681-90,1680-1681,1681,1680/1681
General,32,General,124,48,1680-1681-90,1680-1681,1681,1680/1681
General,30,General,125,48,1680-1681-90,1680-1681,1681,1680/1681
General,24,General,126,48,1680-1681-90,1680-1681,1681,1680/1681
General,27,General,127,48,1680-1681-90,1680-1681,1681,1680/1681
General,23,General,128,48,1680-1681-90,1680-1681,1681,1680/1681
General,0,General,132,48,1680-1681-90,1680-1681,1681,1680/1681
General,841,General,19,48,1680-1681-90,1680-1681,1681,1680/1681
General,74,General,28,48,1680-1681-90,1680-1681,1681,1680/1681
General,31,General,29,48,1680-1681-90,1680-1681,1681,1680/1681
General,209,General,34,48,1680-1681-90,1680-1681,1681,1680/1681
General,840,General,35,48,1680-1681-90,1680-1681,1681,1680/1681
General,535,General,37,48,1680-1681-90,1680-1681,1681,1680/1681
General,25,General,10,48,1680-1681-90,1680-1681,1681,1680/1681
General,381,General,38,48,1680-1681-90,1680-1681,1681,1680/1681
General,269,General,44,48,1680-1681-90,1680-1681,1681,1680/1681
General,329,General,51,48,1680-1681-90,1680-1681,1681,1680/1681
General,1315,General,52,48,1680-1681-90,1680-1681,1681,1680/1681
General,804,General,117,48,1680-1681-90,1680-1681,1681,1680/1681
General,594,General,16,48,1680-1681-90,1680-1681,1681,1680/1681
General,649,General,15,48,1680-1681-90,1680-1681,1681,1680/1681
General,75,General,129,48,1680-1681-90,1680-1681,1681,1680/1681
General,38,General,131,48,1680-1681-90,1680-1681,1681,1680/1681
General,1120,General,53,48,1680-1681-90,1680-1681,1681,1680/1681
General,108,General,12,48,1680-1681-90,1680-1681,1681,1680/1681
General,312,General,56,48,1680-1681-90,1680-1681,1681,1680/1681
General,224,General,64,48,1680-1681-90,1680-1681,1681,1680/1681
General,297,General,13,48,1680-1681-90,1680-1681,1681,1680/1681
General,452,General,69,48,1680-1681-90,1680-1681,1681,1680/1681
General,504,General,70,48,1680-1681-90,1680-1681,1681,1680/1681
General,123,General,89,48,1680-1681-90,1680-1681,1681,1680/1681
General,202,General,92,48,1680-1681-90,1680-1681,1681,1680/1681
General,1030,General,96,48,1680-1681-90,1680-1681,1681,1680/1681
General,593,General,120,48,1680-1681-90,1680-1681,1681,1680/1681
General,153,General,14,48,1680-1681-90,1680-1681,1681,1680/1681
General,1823,General,130,48,1680-1681-90,1680-1681,1681,1680/1681
General,522,General,40,48,1680-1681-90,1680-1681,1681,1680/1681
General,152,General,119,48,1680-1681-90,1680-1681,1681,1680/1681
General,2059,General,77,48,1680-1681-90,1680-1681,1681,1680/1681
General,111,General,93,48,1680-1681-90,1680-1681,1681,1680/1681
General,779,General,76,48,1680-1681-90,1680-1681,1681,1680/1681
General,26,General,17,49,1681-1682-90,1681-1682,1682,1681/1682
General,104,General,1,49,1681-1682-90,1681-1682,1682,1681/1682
General,14,General,2,49,1681-1682-90,1681-1682,1682,1681/1682
General,47,General,3,49,1681-1682-90,1681-1682,1682,1681/1682
General,0,General,4,49,1681-1682-90,1681-1682,1682,1681/1682
General,22,General,5,49,1681-1682-90,1681-1682,1682,1681/1682
General,24,General,6,49,1681-1682-90,1681-1682,1682,1681/1682
General,28,General,7,49,1681-1682-90,1681-1682,1682,1681/1682
General,71,General,8,49,1681-1682-90,1681-1682,1682,1681/1682
General,27,General,18,49,1681-1682-90,1681-1682,1682,1681/1682
General,16,General,20,49,1681-1682-90,1681-1682,1682,1681/1682
General,39,General,21,49,1681-1682-90,1681-1682,1682,1681/1682
General,47,General,22,49,1681-1682-90,1681-1682,1682,1681/1682
General,58,General,23,49,1681-1682-90,1681-1682,1682,1681/1682
General,102,General,24,49,1681-1682-90,1681-1682,1682,1681/1682
General,29,General,25,49,1681-1682-90,1681-1682,1682,1681/1682
General,13,General,26,49,1681-1682-90,1681-1682,1682,1681/1682
General,17,General,27,49,1681-1682-90,1681-1682,1682,1681/1682
General,24,General,30,49,1681-1682-90,1681-1682,1682,1681/1682
General,15,General,31,49,1681-1682-90,1681-1682,1682,1681/1682
General,46,General,32,49,1681-1682-90,1681-1682,1682,1681/1682
General,2,General,33,49,1681-1682-90,1681-1682,1682,1681/1682
General,9,General,36,49,1681-1682-90,1681-1682,1682,1681/1682
General,85,General,11,49,1681-1682-90,1681-1682,1682,1681/1682
