count_type,count,bill_type,parish_id,id,week_id,year_range,year_id,split_year
Plague,,Weekly,4,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,5,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,5,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,6,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,6,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,2,Weekly,7,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,7,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,5,Weekly,8,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,8,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,18,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,18,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,20,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,20,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,4,Weekly,21,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,21,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,22,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,22,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,23,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,23,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,24,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,24,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,25,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,25,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,26,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,26,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,27,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,27,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,30,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,30,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,31,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,31,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,32,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,32,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,33,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,33,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,36,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,36,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,11,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,11,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,39,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,39,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,41,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,41,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,42,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,42,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,43,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,43,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,45,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,45,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,5,Weekly,46,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,46,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,47,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,47,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,48,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,48,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,49,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,49,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,50,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,50,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,2,Weekly,54,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,54,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,55,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,55,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,57,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,57,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,58,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,58,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,59,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,59,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,60,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,60,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,61,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,61,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,2,Weekly,62,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,62,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,5,Weekly,63,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,63,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,65,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,65,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,66,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,66,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,67,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,67,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,68,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,68,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,2,Weekly,71,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,71,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,72,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,72,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,73,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,73,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,74,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,74,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,75,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,75,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,83,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,83,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,84,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,84,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,85,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,85,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,90,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,90,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,86,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,86,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,87,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,87,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,88,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,88,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,91,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,91,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,94,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,94,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,95,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,95,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,97,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,97,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,98,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,98,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,78,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,78,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,79,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,79,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,80,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,80,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,81,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,81,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,82,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,82,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,99,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,99,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,100,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,100,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,101,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,101,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,102,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,102,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,103,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,103,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,104,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,104,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,2,Weekly,105,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,105,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,106,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,106,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,107,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,107,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,108,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,108,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,109,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,109,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,110,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,110,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,111,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,111,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,112,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,112,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,113,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,113,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,114,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,114,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,115,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,115,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,116,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,116,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,118,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,118,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,121,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,121,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,122,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,122,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,123,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,123,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,124,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,124,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,11,Weekly,125,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,125,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,126,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,126,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,127,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,127,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,128,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,128,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,132,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,132,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,15,Weekly,19,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,19,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,7,Weekly,28,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,28,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,29,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,29,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,4,Weekly,38,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,38,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,10,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,10,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,5,Weekly,34,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,34,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,24,Weekly,35,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,35,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,9,Weekly,37,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,37,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,4,Weekly,44,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,44,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,51,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,51,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,11,Weekly,52,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,52,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,59,Weekly,117,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,39,Weekly,117,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,16,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,16,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,19,Weekly,15,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,15,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,4,Weekly,129,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,129,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,1,Weekly,131,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,131,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,9,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,9,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,46,Weekly,53,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,53,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,8,Weekly,12,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,12,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,16,Weekly,56,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,56,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,8,Weekly,64,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,64,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,13,Weekly,13,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,13,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,15,Weekly,69,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,69,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,16,Weekly,70,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,70,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,6,Weekly,89,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,89,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,17,Weekly,92,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,92,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,35,Weekly,96,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,96,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,120,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,120,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,6,Weekly,14,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,14,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,81,Weekly,130,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,130,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,11,Weekly,40,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,40,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,2,Weekly,119,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,119,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,63,Weekly,77,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,77,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,5,Weekly,93,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,93,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,35,Weekly,76,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,76,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,133,16,1668-1669-37,1668-1669,1669,1668/1669
Plague,,Weekly,133,16,1668-1669-37,1668-1669,1669,1668/1669
Buried,,Weekly,17,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,17,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,2,Weekly,1,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,1,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,2,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,2,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,3,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,3,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,4,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,4,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,5,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,5,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,6,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,6,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,7,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,7,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,5,Weekly,8,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,8,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,18,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,18,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,20,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,20,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,3,Weekly,21,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,21,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,2,Weekly,22,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,22,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,2,Weekly,23,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,23,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,24,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,24,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,25,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,25,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,26,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,26,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,27,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,27,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,30,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,30,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,31,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,31,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,32,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,32,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,33,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,33,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,36,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,36,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,3,Weekly,11,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,11,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,39,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,39,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,41,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,41,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,42,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,42,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,2,Weekly,43,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,43,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,45,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,45,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,46,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,46,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,47,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,47,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,48,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,48,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,49,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,49,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,50,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,50,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,54,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,54,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,55,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,55,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,2,Weekly,57,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,57,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,58,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,58,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,59,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,59,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,60,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,60,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,61,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,61,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,62,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,62,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,2,Weekly,63,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,63,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,65,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,65,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,66,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,66,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,67,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,67,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,68,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,68,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,71,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,71,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,72,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,72,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,73,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,73,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,74,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,74,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,75,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,75,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,83,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,83,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,84,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,84,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,85,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,85,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,90,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,90,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,86,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,86,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,,Weekly,87,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,87,17,1668-1669-38,1668-1669,1669,1668/1669
Buried,1,Weekly,88,17,1668-1669-38,1668-1669,1669,1668/1669
Plague,,Weekly,88,17,1668-1669-38,1668-1669,1669,1668/1669
