count,count_type,bill_type,parish_id,year,week_id,year_range,split_year
57,Total,General,49,1723,1722-1723-90,1722-1723,1722/1723
24,Total,General,51,1723,1722-1723-90,1722-1723,1722/1723
24,Total,General,52,1723,1722-1723-90,1722-1723,1722/1723
35,Total,General,53,1723,1722-1723-90,1722-1723,1722/1723
20,Total,General,54,1723,1722-1723-90,1722-1723,1722/1723
8,Total,General,55,1723,1722-1723-90,1722-1723,1722/1723
18,Total,General,56,1723,1722-1723-90,1722-1723,1722/1723
50,Total,General,62,1723,1722-1723-90,1722-1723,1722/1723
37,Total,General,63,1723,1722-1723-90,1722-1723,1722/1723
37,Total,General,65,1723,1722-1723-90,1722-1723,1722/1723
39,Total,General,66,1723,1722-1723-90,1722-1723,1722/1723
24,Total,General,69,1723,1722-1723-90,1722-1723,1722/1723
2,Total,General,70,1723,1722-1723-90,1722-1723,1722/1723
25,Total,General,72,1723,1722-1723-90,1722-1723,1722/1723
57,Total,General,73,1723,1722-1723-90,1722-1723,1722/1723
53,Total,General,74,1723,1722-1723-90,1722-1723,1722/1723
55,Total,General,76,1723,1722-1723-90,1722-1723,1722/1723
14,Total,General,77,1723,1722-1723-90,1722-1723,1722/1723
5,Total,General,78,1723,1722-1723-90,1722-1723,1722/1723
20,Total,General,79,1723,1722-1723-90,1722-1723,1722/1723
35,Total,General,82,1723,1722-1723-90,1722-1723,1722/1723
39,Total,General,83,1723,1722-1723-90,1722-1723,1722/1723
6,Total,General,84,1723,1722-1723-90,1722-1723,1722/1723
0,Total,General,85,1723,1722-1723-90,1722-1723,1722/1723
16,Total,General,86,1723,1722-1723-90,1722-1723,1722/1723
29,Total,General,94,1723,1722-1723-90,1722-1723,1722/1723
19,Total,General,95,1723,1722-1723-90,1722-1723,1722/1723
31,Total,General,96,1723,1722-1723-90,1722-1723,1722/1723
25,Total,General,101,1723,1722-1723-90,1722-1723,1722/1723
4,Total,General,97,1723,1722-1723-90,1722-1723,1722/1723
0,Total,General,98,1723,1722-1723-90,1722-1723,1722/1723
32,Total,General,99,1723,1722-1723-90,1722-1723,1722/1723
5,Total,General,103,1723,1722-1723-90,1722-1723,1722/1723
50,Total,General,106,1723,1722-1723-90,1722-1723,1722/1723
15,Total,General,107,1723,1722-1723-90,1722-1723,1722/1723
0,Total,General,109,1723,1722-1723-90,1722-1723,1722/1723
15,Total,General,110,1723,1722-1723-90,1722-1723,1722/1723
12,Total,General,89,1723,1722-1723-90,1722-1723,1722/1723
35,Total,General,90,1723,1722-1723-90,1722-1723,1722/1723
9,Total,General,91,1723,1722-1723-90,1722-1723,1722/1723
15,Total,General,92,1723,1722-1723-90,1722-1723,1722/1723
42,Total,General,93,1723,1722-1723-90,1722-1723,1722/1723
17,Total,General,112,1723,1722-1723-90,1722-1723,1722/1723
0,Total,General,113,1723,1722-1723-90,1722-1723,1722/1723
21,Total,General,114,1723,1722-1723-90,1722-1723,1722/1723
32,Total,General,115,1723,1722-1723-90,1722-1723,1722/1723
20,Total,General,116,1723,1722-1723-90,1722-1723,1722/1723
34,Total,General,117,1723,1722-1723-90,1722-1723,1722/1723
32,Total,General,118,1723,1722-1723-90,1722-1723,1722/1723
21,Total,General,119,1723,1722-1723-90,1722-1723,1722/1723
15,Total,General,120,1723,1722-1723-90,1722-1723,1722/1723
19,Total,General,121,1723,1722-1723-90,1722-1723,1722/1723
14,Total,General,122,1723,1722-1723-90,1722-1723,1722/1723
34,Total,General,123,1723,1722-1723-90,1722-1723,1722/1723
5,Total,General,124,1723,1722-1723-90,1722-1723,1722/1723
9,Total,General,125,1723,1722-1723-90,1722-1723,1722/1723
7,Total,General,126,1723,1722-1723-90,1722-1723,1722/1723
63,Total,General,127,1723,1722-1723-90,1722-1723,1722/1723
9,Total,General,128,1723,1722-1723-90,1722-1723,1722/1723
35,Total,General,129,1723,1722-1723-90,1722-1723,1722/1723
7,Total,General,135,1723,1722-1723-90,1722-1723,1722/1723
33,Total,General,136,1723,1722-1723-90,1722-1723,1722/1723
19,Total,General,137,1723,1722-1723-90,1722-1723,1722/1723
34,Total,General,138,1723,1722-1723-90,1722-1723,1722/1723
91,Total,General,139,1723,1722-1723-90,1722-1723,1722/1723
19,Total,General,140,1723,1722-1723-90,1722-1723,1722/1723
26,Total,General,141,1723,1722-1723-90,1722-1723,1722/1723
7,Total,General,142,1723,1722-1723-90,1722-1723,1722/1723
14,Total,General,154,1723,1722-1723-90,1722-1723,1722/1723
1090,Total,General,24,1723,1722-1723-90,1722-1723,1722/1723
62,Total,General,34,1723,1722-1723-90,1722-1723,1722/1723
33,Total,General,35,1723,1722-1723-90,1722-1723,1722/1723
198,Total,General,40,1723,1722-1723-90,1722-1723,1722/1723
874,Total,General,41,1723,1722-1723-90,1722-1723,1722/1723
593,Total,General,43,1723,1722-1723-90,1722-1723,1722/1723
35,Total,General,9,1723,1722-1723-90,1722-1723,1722/1723
352,Total,General,44,1723,1722-1723-90,1722-1723,1722/1723
,Total,General,71,1723,1722-1723-90,1722-1723,1722/1723
223,Total,General,50,1723,1722-1723-90,1722-1723,1722/1723
516,Total,General,59,1723,1722-1723-90,1722-1723,1722/1723
1609,Total,General,60,1723,1722-1723-90,1722-1723,1722/1723
907,Total,General,130,1723,1722-1723-90,1722-1723,1722/1723
804,Total,General,21,1723,1722-1723-90,1722-1723,1722/1723
731,Total,General,20,1723,1722-1723-90,1722-1723,1722/1723
250,Total,General,143,1723,1722-1723-90,1722-1723,1722/1723
26,Total,General,153,1723,1722-1723-90,1722-1723,1722/1723
,Total,General,18,1723,1722-1723-90,1722-1723,1722/1723
,Total,General,11,1723,1722-1723-90,1722-1723,1722/1723
234,Total,General,12,1723,1722-1723-90,1722-1723,1722/1723
1505,Total,General,61,1723,1722-1723-90,1722-1723,1722/1723
174,Total,General,13,1723,1722-1723-90,1722-1723,1722/1723
314,Total,General,68,1723,1722-1723-90,1722-1723,1722/1723
444,Total,General,64,1723,1722-1723-90,1722-1723,1722/1723
200,Total,General,75,1723,1722-1723-90,1722-1723,1722/1723
370,Total,General,14,1723,1722-1723-90,1722-1723,1722/1723
765,Total,General,80,1723,1722-1723-90,1722-1723,1722/1723
524,Total,General,81,1723,1722-1723-90,1722-1723,1722/1723
,Total,General,111,1723,1722-1723-90,1722-1723,1722/1723
218,Total,General,100,1723,1722-1723-90,1722-1723,1722/1723
319,Total,General,104,1723,1722-1723-90,1722-1723,1722/1723
935,Total,General,108,1723,1722-1723-90,1722-1723,1722/1723
492,Total,General,134,1723,1722-1723-90,1722-1723,1722/1723
249,Total,General,19,1723,1722-1723-90,1722-1723,1722/1723
2585,Total,General,149,1723,1722-1723-90,1722-1723,1722/1723
364,Total,General,30,1723,1722-1723-90,1722-1723,1722/1723
523,Total,General,46,1723,1722-1723-90,1722-1723,1722/1723
1244,Total,General,67,1723,1722-1723-90,1722-1723,1722/1723
259,Total,General,133,1723,1722-1723-90,1722-1723,1722/1723
1962,Total,General,88,1723,1722-1723-90,1722-1723,1722/1723
161,Total,General,105,1723,1722-1723-90,1722-1723,1722/1723
,Total,General,102,1723,1722-1723-90,1722-1723,1722/1723
1190,Total,General,87,1723,1722-1723-90,1722-1723,1722/1723
,Total,General,17,1723,1722-1723-90,1722-1723,1722/1723
38,Total,General,22,1724,1723-1724-90,1723-1724,1723/1724
95,Total,General,1,1724,1723-1724-90,1723-1724,1723/1724
11,Total,General,2,1724,1723-1724-90,1723-1724,1723/1724
55,Total,General,3,1724,1723-1724-90,1723-1724,1723/1724
0,Total,General,4,1724,1723-1724-90,1723-1724,1723/1724
24,Total,General,5,1724,1723-1724-90,1723-1724,1723/1724
21,Total,General,6,1724,1723-1724-90,1723-1724,1723/1724
26,Total,General,7,1724,1723-1724-90,1723-1724,1723/1724
50,Total,General,8,1724,1723-1724-90,1723-1724,1723/1724
48,Total,General,23,1724,1723-1724-90,1723-1724,1723/1724
11,Total,General,25,1724,1723-1724-90,1723-1724,1723/1724
41,Total,General,26,1724,1723-1724-90,1723-1724,1723/1724
54,Total,General,27,1724,1723-1724-90,1723-1724,1723/1724
45,Total,General,28,1724,1723-1724-90,1723-1724,1723/1724
145,Total,General,29,1724,1723-1724-90,1723-1724,1723/1724
15,Total,General,31,1724,1723-1724-90,1723-1724,1723/1724
15,Total,General,32,1724,1723-1724-90,1723-1724,1723/1724
17,Total,General,33,1724,1723-1724-90,1723-1724,1723/1724
28,Total,General,36,1724,1723-1724-90,1723-1724,1723/1724
10,Total,General,37,1724,1723-1724-90,1723-1724,1723/1724
39,Total,General,38,1724,1723-1724-90,1723-1724,1723/1724
4,Total,General,39,1724,1723-1724-90,1723-1724,1723/1724
11,Total,General,42,1724,1723-1724-90,1723-1724,1723/1724
170,Total,General,10,1724,1723-1724-90,1723-1724,1723/1724
9,Total,General,45,1724,1723-1724-90,1723-1724,1723/1724
12,Total,General,47,1724,1723-1724-90,1723-1724,1723/1724
28,Total,General,48,1724,1723-1724-90,1723-1724,1723/1724
87,Total,General,49,1724,1723-1724-90,1723-1724,1723/1724
17,Total,General,51,1724,1723-1724-90,1723-1724,1723/1724
27,Total,General,52,1724,1723-1724-90,1723-1724,1723/1724
30,Total,General,53,1724,1723-1724-90,1723-1724,1723/1724
22,Total,General,54,1724,1723-1724-90,1723-1724,1723/1724
1,Total,General,55,1724,1723-1724-90,1723-1724,1723/1724
17,Total,General,56,1724,1723-1724-90,1723-1724,1723/1724
59,Total,General,62,1724,1723-1724-90,1723-1724,1723/1724
35,Total,General,63,1724,1723-1724-90,1723-1724,1723/1724
28,Total,General,65,1724,1723-1724-90,1723-1724,1723/1724
42,Total,General,66,1724,1723-1724-90,1723-1724,1723/1724
23,Total,General,69,1724,1723-1724-90,1723-1724,1723/1724
4,Total,General,70,1724,1723-1724-90,1723-1724,1723/1724
18,Total,General,72,1724,1723-1724-90,1723-1724,1723/1724
48,Total,General,73,1724,1723-1724-90,1723-1724,1723/1724
76,Total,General,74,1724,1723-1724-90,1723-1724,1723/1724
44,Total,General,76,1724,1723-1724-90,1723-1724,1723/1724
12,Total,General,77,1724,1723-1724-90,1723-1724,1723/1724
5,Total,General,78,1724,1723-1724-90,1723-1724,1723/1724
39,Total,General,79,1724,1723-1724-90,1723-1724,1723/1724
34,Total,General,82,1724,1723-1724-90,1723-1724,1723/1724
18,Total,General,83,1724,1723-1724-90,1723-1724,1723/1724
2,Total,General,84,1724,1723-1724-90,1723-1724,1723/1724
0,Total,General,85,1724,1723-1724-90,1723-1724,1723/1724
14,Total,General,86,1724,1723-1724-90,1723-1724,1723/1724
21,Total,General,94,1724,1723-1724-90,1723-1724,1723/1724
18,Total,General,95,1724,1723-1724-90,1723-1724,1723/1724
22,Total,General,96,1724,1723-1724-90,1723-1724,1723/1724
30,Total,General,101,1724,1723-1724-90,1723-1724,1723/1724
4,Total,General,97,1724,1723-1724-90,1723-1724,1723/1724
0,Total,General,98,1724,1723-1724-90,1723-1724,1723/1724
25,Total,General,99,1724,1723-1724-90,1723-1724,1723/1724
16,Total,General,103,1724,1723-1724-90,1723-1724,1723/1724
44,Total,General,106,1724,1723-1724-90,1723-1724,1723/1724
9,Total,General,107,1724,1723-1724-90,1723-1724,1723/1724
0,Total,General,109,1724,1723-1724-90,1723-1724,1723/1724
16,Total,General,110,1724,1723-1724-90,1723-1724,1723/1724
15,Total,General,89,1724,1723-1724-90,1723-1724,1723/1724
28,Total,General,90,1724,1723-1724-90,1723-1724,1723/1724
10,Total,General,91,1724,1723-1724-90,1723-1724,1723/1724
6,Total,General,92,1724,1723-1724-90,1723-1724,1723/1724
47,Total,General,93,1724,1723-1724-90,1723-1724,1723/1724
10,Total,General,112,1724,1723-1724-90,1723-1724,1723/1724
0,Total,General,113,1724,1723-1724-90,1723-1724,1723/1724
31,Total,General,114,1724,1723-1724-90,1723-1724,1723/1724
23,Total,General,115,1724,1723-1724-90,1723-1724,1723/1724
18,Total,General,116,1724,1723-1724-90,1723-1724,1723/1724
38,Total,General,117,1724,1723-1724-90,1723-1724,1723/1724
23,Total,General,118,1724,1723-1724-90,1723-1724,1723/1724
7,Total,General,119,1724,1723-1724-90,1723-1724,1723/1724
9,Total,General,120,1724,1723-1724-90,1723-1724,1723/1724
25,Total,General,121,1724,1723-1724-90,1723-1724,1723/1724
9,Total,General,122,1724,1723-1724-90,1723-1724,1723/1724
27,Total,General,123,1724,1723-1724-90,1723-1724,1723/1724
7,Total,General,124,1724,1723-1724-90,1723-1724,1723/1724
14,Total,General,125,1724,1723-1724-90,1723-1724,1723/1724
8,Total,General,126,1724,1723-1724-90,1723-1724,1723/1724
39,Total,General,127,1724,1723-1724-90,1723-1724,1723/1724
4,Total,General,128,1724,1723-1724-90,1723-1724,1723/1724
34,Total,General,129,1724,1723-1724-90,1723-1724,1723/1724
7,Total,General,135,1724,1723-1724-90,1723-1724,1723/1724
39,Total,General,136,1724,1723-1724-90,1723-1724,1723/1724
19,Total,General,137,1724,1723-1724-90,1723-1724,1723/1724
23,Total,General,138,1724,1723-1724-90,1723-1724,1723/1724
74,Total,General,139,1724,1723-1724-90,1723-1724,1723/1724
21,Total,General,140,1724,1723-1724-90,1723-1724,1723/1724
27,Total,General,141,1724,1723-1724-90,1723-1724,1723/1724
17,Total,General,142,1724,1723-1724-90,1723-1724,1723/1724
17,Total,General,154,1724,1723-1724-90,1723-1724,1723/1724
1166,Total,General,24,1724,1723-1724-90,1723-1724,1723/1724
48,Total,General,34,1724,1723-1724-90,1723-1724,1723/1724
30,Total,General,35,1724,1723-1724-90,1723-1724,1723/1724
236,Total,General,40,1724,1723-1724-90,1723-1724,1723/1724
843,Total,General,41,1724,1723-1724-90,1723-1724,1723/1724
504,Total,General,43,1724,1723-1724-90,1723-1724,1723/1724
36,Total,General,9,1724,1723-1724-90,1723-1724,1723/1724
350,Total,General,44,1724,1723-1724-90,1723-1724,1723/1724
,Total,General,71,1724,1723-1724-90,1723-1724,1723/1724
230,Total,General,50,1724,1723-1724-90,1723-1724,1723/1724
492,Total,General,59,1724,1723-1724-90,1723-1724,1723/1724
1631,Total,General,60,1724,1723-1724-90,1723-1724,1723/1724
848,Total,General,130,1724,1723-1724-90,1723-1724,1723/1724
681,Total,General,21,1724,1723-1724-90,1723-1724,1723/1724
740,Total,General,20,1724,1723-1724-90,1723-1724,1723/1724
268,Total,General,143,1724,1723-1724-90,1723-1724,1723/1724
20,Total,General,153,1724,1723-1724-90,1723-1724,1723/1724
,Total,General,18,1724,1723-1724-90,1723-1724,1723/1724
,Total,General,11,1724,1723-1724-90,1723-1724,1723/1724
257,Total,General,12,1724,1723-1724-90,1723-1724,1723/1724
1554,Total,General,61,1724,1723-1724-90,1723-1724,1723/1724
171,Total,General,13,1724,1723-1724-90,1723-1724,1723/1724
357,Total,General,68,1724,1723-1724-90,1723-1724,1723/1724
477,Total,General,64,1724,1723-1724-90,1723-1724,1723/1724
209,Total,General,75,1724,1723-1724-90,1723-1724,1723/1724
384,Total,General,14,1724,1723-1724-90,1723-1724,1723/1724
761,Total,General,80,1724,1723-1724-90,1723-1724,1723/1724
473,Total,General,81,1724,1723-1724-90,1723-1724,1723/1724
,Total,General,111,1724,1723-1724-90,1723-1724,1723/1724
140,Total,General,100,1724,1723-1724-90,1723-1724,1723/1724
274,Total,General,104,1724,1723-1724-90,1723-1724,1723/1724
905,Total,General,108,1724,1723-1724-90,1723-1724,1723/1724
445,Total,General,134,1724,1723-1724-90,1723-1724,1723/1724
244,Total,General,19,1724,1723-1724-90,1723-1724,1723/1724
2511,Total,General,149,1724,1723-1724-90,1723-1724,1723/1724
414,Total,General,30,1724,1723-1724-90,1723-1724,1723/1724
577,Total,General,46,1724,1723-1724-90,1723-1724,1723/1724
1390,Total,General,67,1724,1723-1724-90,1723-1724,1723/1724
257,Total,General,133,1724,1723-1724-90,1723-1724,1723/1724
1643,Total,General,88,1724,1723-1724-90,1723-1724,1723/1724
130,Total,General,105,1724,1723-1724-90,1723-1724,1723/1724
,Total,General,102,1724,1723-1724-90,1723-1724,1723/1724
1220,Total,General,87,1724,1723-1724-90,1723-1724,1723/1724
,Total,General,17,1724,1723-1724-90,1723-1724,1723/1724
32,Total,General,22,1725,1724-1725-90,1724-1725,1724/1725
111,Total,General,1,1725,1724-1725-90,1724-1725,1724/1725
10,Total,General,2,1725,1724-1725-90,1724-1725,1724/1725
51,Total,General,3,1725,1724-1725-90,1724-1725,1724/1725
0,Total,General,4,1725,1724-1725-90,1724-1725,1724/1725
25,Total,General,5,1725,1724-1725-90,1724-1725,1724/1725
11,Total,General,6,1725,1724-1725-90,1724-1725,1724/1725
31,Total,General,7,1725,1724-1725-90,1724-1725,1724/1725
60,Total,General,8,1725,1724-1725-90,1724-1725,1724/1725
38,Total,General,23,1725,1724-1725-90,1724-1725,1724/1725
21,Total,General,25,1725,1724-1725-90,1724-1725,1724/1725
64,Total,General,26,1725,1724-1725-90,1724-1725,1724/1725
71,Total,General,27,1725,1724-1725-90,1724-1725,1724/1725
36,Total,General,28,1725,1724-1725-90,1724-1725,1724/1725
175,Total,General,29,1725,1724-1725-90,1724-1725,1724/1725
13,Total,General,31,1725,1724-1725-90,1724-1725,1724/1725
19,Total,General,32,1725,1724-1725-90,1724-1725,1724/1725
21,Total,General,33,1725,1724-1725-90,1724-1725,1724/1725
19,Total,General,36,1725,1724-1725-90,1724-1725,1724/1725
15,Total,General,37,1725,1724-1725-90,1724-1725,1724/1725
56,Total,General,38,1725,1724-1725-90,1724-1725,1724/1725
3,Total,General,39,1725,1724-1725-90,1724-1725,1724/1725
6,Total,General,42,1725,1724-1725-90,1724-1725,1724/1725
198,Total,General,10,1725,1724-1725-90,1724-1725,1724/1725
22,Total,General,45,1725,1724-1725-90,1724-1725,1724/1725
19,Total,General,47,1725,1724-1725-90,1724-1725,1724/1725
36,Total,General,48,1725,1724-1725-90,1724-1725,1724/1725
84,Total,General,49,1725,1724-1725-90,1724-1725,1724/1725
30,Total,General,51,1725,1724-1725-90,1724-1725,1724/1725
24,Total,General,52,1725,1724-1725-90,1724-1725,1724/1725
46,Total,General,53,1725,1724-1725-90,1724-1725,1724/1725
29,Total,General,54,1725,1724-1725-90,1724-1725,1724/1725
8,Total,General,55,1725,1724-1725-90,1724-1725,1724/1725
17,Total,General,56,1725,1724-1725-90,1724-1725,1724/1725
54,Total,General,62,1725,1724-1725-90,1724-1725,1724/1725
42,Total,General,63,1725,1724-1725-90,1724-1725,1724/1725
32,Total,General,65,1725,1724-1725-90,1724-1725,1724/1725
44,Total,General,66,1725,1724-1725-90,1724-1725,1724/1725
20,Total,General,69,1725,1724-1725-90,1724-1725,1724/1725
4,Total,General,70,1725,1724-1725-90,1724-1725,1724/1725
18,Total,General,72,1725,1724-1725-90,1724-1725,1724/1725
57,Total,General,73,1725,1724-1725-90,1724-1725,1724/1725
79,Total,General,74,1725,1724-1725-90,1724-1725,1724/1725
63,Total,General,76,1725,1724-1725-90,1724-1725,1724/1725
18,Total,General,77,1725,1724-1725-90,1724-1725,1724/1725
11,Total,General,78,1725,1724-1725-90,1724-1725,1724/1725
38,Total,General,79,1725,1724-1725-90,1724-1725,1724/1725
28,Total,General,82,1725,1724-1725-90,1724-1725,1724/1725
26,Total,General,83,1725,1724-1725-90,1724-1725,1724/1725
13,Total,General,84,1725,1724-1725-90,1724-1725,1724/1725
0,Total,General,85,1725,1724-1725-90,1724-1725,1724/1725
15,Total,General,86,1725,1724-1725-90,1724-1725,1724/1725
31,Total,General,94,1725,1724-1725-90,1724-1725,1724/1725
32,Total,General,95,1725,1724-1725-90,1724-1725,1724/1725
30,Total,General,96,1725,1724-1725-90,1724-1725,1724/1725
30,Total,General,101,1725,1724-1725-90,1724-1725,1724/1725
5,Total,General,97,1725,1724-1725-90,1724-1725,1724/1725
0,Total,General,98,1725,1724-1725-90,1724-1725,1724/1725
49,Total,General,99,1725,1724-1725-90,1724-1725,1724/1725
10,Total,General,103,1725,1724-1725-90,1724-1725,1724/1725
56,Total,General,106,1725,1724-1725-90,1724-1725,1724/1725
2,Total,General,107,1725,1724-1725-90,1724-1725,1724/1725
0,Total,General,109,1725,1724-1725-90,1724-1725,1724/1725
18,Total,General,110,1725,1724-1725-90,1724-1725,1724/1725
18,Total,General,89,1725,1724-1725-90,1724-1725,1724/1725
16,Total,General,90,1725,1724-1725-90,1724-1725,1724/1725
21,Total,General,91,1725,1724-1725-90,1724-1725,1724/1725
6,Total,General,92,1725,1724-1725-90,1724-1725,1724/1725
38,Total,General,93,1725,1724-1725-90,1724-1725,1724/1725
7,Total,General,112,1725,1724-1725-90,1724-1725,1724/1725
0,Total,General,113,1725,1724-1725-90,1724-1725,1724/1725
48,Total,General,114,1725,1724-1725-90,1724-1725,1724/1725
38,Total,General,115,1725,1724-1725-90,1724-1725,1724/1725
39,Total,General,116,1725,1724-1725-90,1724-1725,1724/1725
42,Total,General,117,1725,1724-1725-90,1724-1725,1724/1725
46,Total,General,118,1725,1724-1725-90,1724-1725,1724/1725
6,Total,General,119,1725,1724-1725-90,1724-1725,1724/1725
14,Total,General,120,1725,1724-1725-90,1724-1725,1724/1725
45,Total,General,121,1725,1724-1725-90,1724-1725,1724/1725
16,Total,General,122,1725,1724-1725-90,1724-1725,1724/1725
35,Total,General,123,1725,1724-1725-90,1724-1725,1724/1725
6,Total,General,124,1725,1724-1725-90,1724-1725,1724/1725
20,Total,General,125,1725,1724-1725-90,1724-1725,1724/1725
12,Total,General,126,1725,1724-1725-90,1724-1725,1724/1725
37,Total,General,127,1725,1724-1725-90,1724-1725,1724/1725
5,Total,General,128,1725,1724-1725-90,1724-1725,1724/1725
40,Total,General,129,1725,1724-1725-90,1724-1725,1724/1725
11,Total,General,135,1725,1724-1725-90,1724-1725,1724/1725
36,Total,General,136,1725,1724-1725-90,1724-1725,1724/1725
24,Total,General,137,1725,1724-1725-90,1724-1725,1724/1725
22,Total,General,138,1725,1724-1725-90,1724-1725,1724/1725
82,Total,General,139,1725,1724-1725-90,1724-1725,1724/1725
26,Total,General,140,1725,1724-1725-90,1724-1725,1724/1725
15,Total,General,141,1725,1724-1725-90,1724-1725,1724/1725
26,Total,General,142,1725,1724-1725-90,1724-1725,1724/1725
19,Total,General,154,1725,1724-1725-90,1724-1725,1724/1725
1271,Total,General,24,1725,1724-1725-90,1724-1725,1724/1725
73,Total,General,34,1725,1724-1725-90,1724-1725,1724/1725
55,Total,General,35,1725,1724-1725-90,1724-1725,1724/1725
280,Total,General,40,1725,1724-1725-90,1724-1725,1724/1725
965,Total,General,41,1725,1724-1725-90,1724-1725,1724/1725
659,Total,General,43,1725,1724-1725-90,1724-1725,1724/1725
39,Total,General,9,1725,1724-1725-90,1724-1725,1724/1725
352,Total,General,44,1725,1724-1725-90,1724-1725,1724/1725
,Total,General,71,1725,1724-1725-90,1724-1725,1724/1725
272,Total,General,50,1725,1724-1725-90,1724-1725,1724/1725
615,Total,General,59,1725,1724-1725-90,1724-1725,1724/1725
1779,Total,General,60,1725,1724-1725-90,1724-1725,1724/1725
1070,Total,General,130,1725,1724-1725-90,1724-1725,1724/1725
983,Total,General,21,1725,1724-1725-90,1724-1725,1724/1725
850,Total,General,20,1725,1724-1725-90,1724-1725,1724/1725
248,Total,General,143,1725,1724-1725-90,1724-1725,1724/1725
25,Total,General,153,1725,1724-1725-90,1724-1725,1724/1725
,Total,General,18,1725,1724-1725-90,1724-1725,1724/1725
,Total,General,11,1725,1724-1725-90,1724-1725,1724/1725
275,Total,General,12,1725,1724-1725-90,1724-1725,1724/1725
1669,Total,General,61,1725,1724-1725-90,1724-1725,1724/1725
229,Total,General,13,1725,1724-1725-90,1724-1725,1724/1725
343,Total,General,68,1725,1724-1725-90,1724-1725,1724/1725
643,Total,General,64,1725,1724-1725-90,1724-1725,1724/1725
221,Total,General,75,1725,1724-1725-90,1724-1725,1724/1725
484,Total,General,14,1725,1724-1725-90,1724-1725,1724/1725
884,Total,General,80,1725,1724-1725-90,1724-1725,1724/1725
483,Total,General,81,1725,1724-1725-90,1724-1725,1724/1725
,Total,General,111,1725,1724-1725-90,1724-1725,1724/1725
228,Total,General,100,1725,1724-1725-90,1724-1725,1724/1725
354,Total,General,104,1725,1724-1725-90,1724-1725,1724/1725
1209,Total,General,108,1725,1724-1725-90,1724-1725,1724/1725
573,Total,General,134,1725,1724-1725-90,1724-1725,1724/1725
273,Total,General,19,1725,1724-1725-90,1724-1725,1724/1725
2978,Total,General,149,1725,1724-1725-90,1724-1725,1724/1725
558,Total,General,30,1725,1724-1725-90,1724-1725,1724/1725
661,Total,General,46,1725,1724-1725-90,1724-1725,1724/1725
1498,Total,General,67,1725,1724-1725-90,1724-1725,1724/1725
296,Total,General,133,1725,1724-1725-90,1724-1725,1724/1725
1822,Total,General,88,1725,1724-1725-90,1724-1725,1724/1725
102,Total,General,105,1725,1724-1725-90,1724-1725,1724/1725
,Total,General,102,1725,1724-1725-90,1724-1725,1724/1725
1223,Total,General,87,1725,1724-1725-90,1724-1725,1724/1725
,Total,General,17,1725,1724-1725-90,1724-1725,1724/1725
31,Total,General,22,1726,1725-1726-90,1725-1726,1725/1726
97,Total,General,1,1726,1725-1726-90,1725-1726,1725/1726
9,Total,General,2,1726,1725-1726-90,1725-1726,1725/1726
62,Total,General,3,1726,1725-1726-90,1725-1726,1725/1726
0,Total,General,4,1726,1725-1726-90,1725-1726,1725/1726
30,Total,General,5,1726,1725-1726-90,1725-1726,1725/1726
30,Total,General,6,1726,1725-1726-90,1725-1726,1725/1726
28,Total,General,7,1726,1725-1726-90,1725-1726,1725/1726
46,Total,General,8,1726,1725-1726-90,1725-1726,1725/1726
39,Total,General,23,1726,1725-1726-90,1725-1726,1725/1726
15,Total,General,25,1726,1725-1726-90,1725-1726,1725/1726
54,Total,General,26,1726,1725-1726-90,1725-1726,1725/1726
66,Total,General,27,1726,1725-1726-90,1725-1726,1725/1726
54,Total,General,28,1726,1725-1726-90,1725-1726,1725/1726
149,Total,General,29,1726,1725-1726-90,1725-1726,1725/1726
9,Total,General,31,1726,1725-1726-90,1725-1726,1725/1726
19,Total,General,32,1726,1725-1726-90,1725-1726,1725/1726
23,Total,General,33,1726,1725-1726-90,1725-1726,1725/1726
17,Total,General,36,1726,1725-1726-90,1725-1726,1725/1726
8,Total,General,37,1726,1725-1726-90,1725-1726,1725/1726
47,Total,General,38,1726,1725-1726-90,1725-1726,1725/1726
3,Total,General,39,1726,1725-1726-90,1725-1726,1725/1726
4,Total,General,42,1726,1725-1726-90,1725-1726,1725/1726
203,Total,General,10,1726,1725-1726-90,1725-1726,1725/1726
15,Total,General,45,1726,1725-1726-90,1725-1726,1725/1726
19,Total,General,47,1726,1725-1726-90,1725-1726,1725/1726
23,Total,General,48,1726,1725-1726-90,1725-1726,1725/1726
79,Total,General,49,1726,1725-1726-90,1725-1726,1725/1726
21,Total,General,51,1726,1725-1726-90,1725-1726,1725/1726
26,Total,General,52,1726,1725-1726-90,1725-1726,1725/1726
42,Total,General,53,1726,1725-1726-90,1725-1726,1725/1726
36,Total,General,54,1726,1725-1726-90,1725-1726,1725/1726
8,Total,General,55,1726,1725-1726-90,1725-1726,1725/1726
21,Total,General,56,1726,1725-1726-90,1725-1726,1725/1726
52,Total,General,62,1726,1725-1726-90,1725-1726,1725/1726
37,Total,General,63,1726,1725-1726-90,1725-1726,1725/1726
29,Total,General,65,1726,1725-1726-90,1725-1726,1725/1726
43,Total,General,66,1726,1725-1726-90,1725-1726,1725/1726
32,Total,General,69,1726,1725-1726-90,1725-1726,1725/1726
3,Total,General,70,1726,1725-1726-90,1725-1726,1725/1726
23,Total,General,72,1726,1725-1726-90,1725-1726,1725/1726
49,Total,General,73,1726,1725-1726-90,1725-1726,1725/1726
70,Total,General,74,1726,1725-1726-90,1725-1726,1725/1726
