count,count_type,bill_type,parish_id,year,week_id,year_range,split_year
52,Total,General,38,1688,1687-1688-90,1687-1688,1687/1688
3,Total,General,39,1688,1687-1688-90,1687-1688,1687/1688
14,Total,General,42,1688,1687-1688-90,1687-1688,1687/1688
133,Total,General,10,1688,1687-1688-90,1687-1688,1687/1688
11,Total,General,45,1688,1687-1688-90,1687-1688,1687/1688
19,Total,General,47,1688,1687-1688-90,1687-1688,1687/1688
31,Total,General,48,1688,1687-1688-90,1687-1688,1687/1688
110,Total,General,49,1688,1687-1688-90,1687-1688,1687/1688
32,Total,General,51,1688,1687-1688-90,1687-1688,1687/1688
22,Total,General,52,1688,1687-1688-90,1687-1688,1687/1688
44,Total,General,53,1688,1687-1688-90,1687-1688,1687/1688
33,Total,General,54,1688,1687-1688-90,1687-1688,1687/1688
9,Total,General,55,1688,1687-1688-90,1687-1688,1687/1688
14,Total,General,56,1688,1687-1688-90,1687-1688,1687/1688
70,Total,General,62,1688,1687-1688-90,1687-1688,1687/1688
46,Total,General,63,1688,1687-1688-90,1687-1688,1687/1688
52,Total,General,65,1688,1687-1688-90,1687-1688,1687/1688
58,Total,General,66,1688,1687-1688-90,1687-1688,1687/1688
20,Total,General,69,1688,1687-1688-90,1687-1688,1687/1688
10,Total,General,70,1688,1687-1688-90,1687-1688,1687/1688
17,Total,General,72,1688,1687-1688-90,1687-1688,1687/1688
45,Total,General,73,1688,1687-1688-90,1687-1688,1687/1688
77,Total,General,74,1688,1687-1688-90,1687-1688,1687/1688
67,Total,General,76,1688,1687-1688-90,1687-1688,1687/1688
18,Total,General,77,1688,1687-1688-90,1687-1688,1687/1688
9,Total,General,78,1688,1687-1688-90,1687-1688,1687/1688
30,Total,General,79,1688,1687-1688-90,1687-1688,1687/1688
45,Total,General,82,1688,1687-1688-90,1687-1688,1687/1688
30,Total,General,83,1688,1687-1688-90,1687-1688,1687/1688
3,Total,General,84,1688,1687-1688-90,1687-1688,1687/1688
0,Total,General,85,1688,1687-1688-90,1687-1688,1687/1688
15,Total,General,86,1688,1687-1688-90,1687-1688,1687/1688
31,Total,General,94,1688,1687-1688-90,1687-1688,1687/1688
34,Total,General,95,1688,1687-1688-90,1687-1688,1687/1688
34,Total,General,96,1688,1687-1688-90,1687-1688,1687/1688
23,Total,General,101,1688,1687-1688-90,1687-1688,1687/1688
5,Total,General,97,1688,1687-1688-90,1687-1688,1687/1688
3,Total,General,98,1688,1687-1688-90,1687-1688,1687/1688
36,Total,General,99,1688,1687-1688-90,1687-1688,1687/1688
10,Total,General,103,1688,1687-1688-90,1687-1688,1687/1688
38,Total,General,106,1688,1687-1688-90,1687-1688,1687/1688
10,Total,General,107,1688,1687-1688-90,1687-1688,1687/1688
1,Total,General,109,1688,1687-1688-90,1687-1688,1687/1688
26,Total,General,110,1688,1687-1688-90,1687-1688,1687/1688
5,Total,General,89,1688,1687-1688-90,1687-1688,1687/1688
44,Total,General,90,1688,1687-1688-90,1687-1688,1687/1688
18,Total,General,91,1688,1687-1688-90,1687-1688,1687/1688
6,Total,General,92,1688,1687-1688-90,1687-1688,1687/1688
52,Total,General,93,1688,1687-1688-90,1687-1688,1687/1688
26,Total,General,112,1688,1687-1688-90,1687-1688,1687/1688
0,Total,General,113,1688,1687-1688-90,1687-1688,1687/1688
41,Total,General,114,1688,1687-1688-90,1687-1688,1687/1688
21,Total,General,115,1688,1687-1688-90,1687-1688,1687/1688
35,Total,General,116,1688,1687-1688-90,1687-1688,1687/1688
27,Total,General,117,1688,1687-1688-90,1687-1688,1687/1688
36,Total,General,118,1688,1687-1688-90,1687-1688,1687/1688
11,Total,General,119,1688,1687-1688-90,1687-1688,1687/1688
10,Total,General,120,1688,1687-1688-90,1687-1688,1687/1688
13,Total,General,121,1688,1687-1688-90,1687-1688,1687/1688
23,Total,General,122,1688,1687-1688-90,1687-1688,1687/1688
28,Total,General,123,1688,1687-1688-90,1687-1688,1687/1688
2,Total,General,124,1688,1687-1688-90,1687-1688,1687/1688
17,Total,General,125,1688,1687-1688-90,1687-1688,1687/1688
6,Total,General,126,1688,1687-1688-90,1687-1688,1687/1688
61,Total,General,127,1688,1687-1688-90,1687-1688,1687/1688
19,Total,General,128,1688,1687-1688-90,1687-1688,1687/1688
32,Total,General,129,1688,1687-1688-90,1687-1688,1687/1688
10,Total,General,135,1688,1687-1688-90,1687-1688,1687/1688
27,Total,General,136,1688,1687-1688-90,1687-1688,1687/1688
17,Total,General,137,1688,1687-1688-90,1687-1688,1687/1688
29,Total,General,138,1688,1687-1688-90,1687-1688,1687/1688
137,Total,General,139,1688,1687-1688-90,1687-1688,1687/1688
15,Total,General,140,1688,1687-1688-90,1687-1688,1687/1688
31,Total,General,141,1688,1687-1688-90,1687-1688,1687/1688
20,Total,General,142,1688,1687-1688-90,1687-1688,1687/1688
15,Total,General,154,1688,1687-1688-90,1687-1688,1687/1688
961,Total,General,24,1688,1687-1688-90,1687-1688,1687/1688
83,Total,General,34,1688,1687-1688-90,1687-1688,1687/1688
47,Total,General,35,1688,1687-1688-90,1687-1688,1687/1688
227,Total,General,40,1688,1687-1688-90,1687-1688,1687/1688
771,Total,General,41,1688,1687-1688-90,1687-1688,1687/1688
603,Total,General,43,1688,1687-1688-90,1687-1688,1687/1688
15,Total,General,9,1688,1687-1688-90,1687-1688,1687/1688
358,Total,General,44,1688,1687-1688-90,1687-1688,1687/1688
,Total,General,71,1688,1687-1688-90,1687-1688,1687/1688
279,Total,General,50,1688,1687-1688-90,1687-1688,1687/1688
327,Total,General,59,1688,1687-1688-90,1687-1688,1687/1688
1530,Total,General,60,1688,1687-1688-90,1687-1688,1687/1688
757,Total,General,130,1688,1687-1688-90,1687-1688,1687/1688
655,Total,General,21,1688,1687-1688-90,1687-1688,1687/1688
747,Total,General,20,1688,1687-1688-90,1687-1688,1687/1688
81,Total,General,143,1688,1687-1688-90,1687-1688,1687/1688
36,Total,General,153,1688,1687-1688-90,1687-1688,1687/1688
0,Total,General,18,1688,1687-1688-90,1687-1688,1687/1688
,Total,General,11,1688,1687-1688-90,1687-1688,1687/1688
171,Total,General,12,1688,1687-1688-90,1687-1688,1687/1688
1515,Total,General,61,1688,1687-1688-90,1687-1688,1687/1688
130,Total,General,13,1688,1687-1688-90,1687-1688,1687/1688
,Total,General,68,1688,1687-1688-90,1687-1688,1687/1688
454,Total,General,64,1688,1687-1688-90,1687-1688,1687/1688
242,Total,General,75,1688,1687-1688-90,1687-1688,1687/1688
299,Total,General,14,1688,1687-1688-90,1687-1688,1687/1688
556,Total,General,80,1688,1687-1688-90,1687-1688,1687/1688
454,Total,General,81,1688,1687-1688-90,1687-1688,1687/1688
,Total,General,111,1688,1687-1688-90,1687-1688,1687/1688
111,Total,General,100,1688,1687-1688-90,1687-1688,1687/1688
272,Total,General,104,1688,1687-1688-90,1687-1688,1687/1688
1128,Total,General,108,1688,1687-1688-90,1687-1688,1687/1688
454,Total,General,134,1688,1687-1688-90,1687-1688,1687/1688
159,Total,General,19,1688,1687-1688-90,1687-1688,1687/1688
2187,Total,General,149,1688,1687-1688-90,1687-1688,1687/1688
455,Total,General,30,1688,1687-1688-90,1687-1688,1687/1688
556,Total,General,46,1688,1687-1688-90,1687-1688,1687/1688
1015,Total,General,67,1688,1687-1688-90,1687-1688,1687/1688
210,Total,General,133,1688,1687-1688-90,1687-1688,1687/1688
1454,Total,General,88,1688,1687-1688-90,1687-1688,1687/1688
124,Total,General,105,1688,1687-1688-90,1687-1688,1687/1688
,Total,General,102,1688,1687-1688-90,1687-1688,1687/1688
1044,Total,General,87,1688,1687-1688-90,1687-1688,1687/1688
,Total,General,17,1688,1687-1688-90,1687-1688,1687/1688
25,Total,General,22,1689,1688-1689-90,1688-1689,1688/1689
123,Total,General,1,1689,1688-1689-90,1688-1689,1688/1689
13,Total,General,2,1689,1688-1689-90,1688-1689,1688/1689
75,Total,General,3,1689,1688-1689-90,1688-1689,1688/1689
0,Total,General,4,1689,1688-1689-90,1688-1689,1688/1689
25,Total,General,5,1689,1688-1689-90,1688-1689,1688/1689
28,Total,General,6,1689,1688-1689-90,1688-1689,1688/1689
20,Total,General,7,1689,1688-1689-90,1688-1689,1688/1689
77,Total,General,8,1689,1688-1689-90,1688-1689,1688/1689
31,Total,General,23,1689,1688-1689-90,1688-1689,1688/1689
19,Total,General,25,1689,1688-1689-90,1688-1689,1688/1689
41,Total,General,26,1689,1688-1689-90,1688-1689,1688/1689
51,Total,General,27,1689,1688-1689-90,1688-1689,1688/1689
31,Total,General,28,1689,1688-1689-90,1688-1689,1688/1689
149,Total,General,29,1689,1688-1689-90,1688-1689,1688/1689
19,Total,General,31,1689,1688-1689-90,1688-1689,1688/1689
20,Total,General,32,1689,1688-1689-90,1688-1689,1688/1689
20,Total,General,33,1689,1688-1689-90,1688-1689,1688/1689
20,Total,General,36,1689,1688-1689-90,1688-1689,1688/1689
13,Total,General,37,1689,1688-1689-90,1688-1689,1688/1689
35,Total,General,38,1689,1688-1689-90,1688-1689,1688/1689
1,Total,General,39,1689,1688-1689-90,1688-1689,1688/1689
10,Total,General,42,1689,1688-1689-90,1688-1689,1688/1689
93,Total,General,10,1689,1688-1689-90,1688-1689,1688/1689
24,Total,General,45,1689,1688-1689-90,1688-1689,1688/1689
13,Total,General,47,1689,1688-1689-90,1688-1689,1688/1689
40,Total,General,48,1689,1688-1689-90,1688-1689,1688/1689
107,Total,General,49,1689,1688-1689-90,1688-1689,1688/1689
26,Total,General,51,1689,1688-1689-90,1688-1689,1688/1689
30,Total,General,52,1689,1688-1689-90,1688-1689,1688/1689
38,Total,General,53,1689,1688-1689-90,1688-1689,1688/1689
38,Total,General,54,1689,1688-1689-90,1688-1689,1688/1689
11,Total,General,55,1689,1688-1689-90,1688-1689,1688/1689
14,Total,General,56,1689,1688-1689-90,1688-1689,1688/1689
67,Total,General,62,1689,1688-1689-90,1688-1689,1688/1689
39,Total,General,63,1689,1688-1689-90,1688-1689,1688/1689
28,Total,General,65,1689,1688-1689-90,1688-1689,1688/1689
45,Total,General,66,1689,1688-1689-90,1688-1689,1688/1689
21,Total,General,69,1689,1688-1689-90,1688-1689,1688/1689
8,Total,General,70,1689,1688-1689-90,1688-1689,1688/1689
19,Total,General,72,1689,1688-1689-90,1688-1689,1688/1689
45,Total,General,73,1689,1688-1689-90,1688-1689,1688/1689
69,Total,General,74,1689,1688-1689-90,1688-1689,1688/1689
45,Total,General,76,1689,1688-1689-90,1688-1689,1688/1689
16,Total,General,77,1689,1688-1689-90,1688-1689,1688/1689
4,Total,General,78,1689,1688-1689-90,1688-1689,1688/1689
57,Total,General,79,1689,1688-1689-90,1688-1689,1688/1689
40,Total,General,82,1689,1688-1689-90,1688-1689,1688/1689
34,Total,General,83,1689,1688-1689-90,1688-1689,1688/1689
7,Total,General,84,1689,1688-1689-90,1688-1689,1688/1689
0,Total,General,85,1689,1688-1689-90,1688-1689,1688/1689
14,Total,General,86,1689,1688-1689-90,1688-1689,1688/1689
24,Total,General,94,1689,1688-1689-90,1688-1689,1688/1689
32,Total,General,95,1689,1688-1689-90,1688-1689,1688/1689
24,Total,General,96,1689,1688-1689-90,1688-1689,1688/1689
22,Total,General,101,1689,1688-1689-90,1688-1689,1688/1689
9,Total,General,97,1689,1688-1689-90,1688-1689,1688/1689
4,Total,General,98,1689,1688-1689-90,1688-1689,1688/1689
23,Total,General,99,1689,1688-1689-90,1688-1689,1688/1689
14,Total,General,103,1689,1688-1689-90,1688-1689,1688/1689
24,Total,General,106,1689,1688-1689-90,1688-1689,1688/1689
16,Total,General,107,1689,1688-1689-90,1688-1689,1688/1689
0,Total,General,109,1689,1688-1689-90,1688-1689,1688/1689
34,Total,General,110,1689,1688-1689-90,1688-1689,1688/1689
4,Total,General,89,1689,1688-1689-90,1688-1689,1688/1689
49,Total,General,90,1689,1688-1689-90,1688-1689,1688/1689
14,Total,General,91,1689,1688-1689-90,1688-1689,1688/1689
18,Total,General,92,1689,1688-1689-90,1688-1689,1688/1689
44,Total,General,93,1689,1688-1689-90,1688-1689,1688/1689
9,Total,General,112,1689,1688-1689-90,1688-1689,1688/1689
0,Total,General,113,1689,1688-1689-90,1688-1689,1688/1689
40,Total,General,114,1689,1688-1689-90,1688-1689,1688/1689
27,Total,General,115,1689,1688-1689-90,1688-1689,1688/1689
23,Total,General,116,1689,1688-1689-90,1688-1689,1688/1689
41,Total,General,117,1689,1688-1689-90,1688-1689,1688/1689
33,Total,General,118,1689,1688-1689-90,1688-1689,1688/1689
11,Total,General,119,1689,1688-1689-90,1688-1689,1688/1689
17,Total,General,120,1689,1688-1689-90,1688-1689,1688/1689
13,Total,General,121,1689,1688-1689-90,1688-1689,1688/1689
13,Total,General,122,1689,1688-1689-90,1688-1689,1688/1689
30,Total,General,123,1689,1688-1689-90,1688-1689,1688/1689
4,Total,General,124,1689,1688-1689-90,1688-1689,1688/1689
17,Total,General,125,1689,1688-1689-90,1688-1689,1688/1689
12,Total,General,126,1689,1688-1689-90,1688-1689,1688/1689
48,Total,General,127,1689,1688-1689-90,1688-1689,1688/1689
13,Total,General,128,1689,1688-1689-90,1688-1689,1688/1689
23,Total,General,129,1689,1688-1689-90,1688-1689,1688/1689
9,Total,General,135,1689,1688-1689-90,1688-1689,1688/1689
43,Total,General,136,1689,1688-1689-90,1688-1689,1688/1689
15,Total,General,137,1689,1688-1689-90,1688-1689,1688/1689
26,Total,General,138,1689,1688-1689-90,1688-1689,1688/1689
146,Total,General,139,1689,1688-1689-90,1688-1689,1688/1689
18,Total,General,140,1689,1688-1689-90,1688-1689,1688/1689
31,Total,General,141,1689,1688-1689-90,1688-1689,1688/1689
22,Total,General,142,1689,1688-1689-90,1688-1689,1688/1689
17,Total,General,154,1689,1688-1689-90,1688-1689,1688/1689
915,Total,General,24,1689,1688-1689-90,1688-1689,1688/1689
70,Total,General,34,1689,1688-1689-90,1688-1689,1688/1689
33,Total,General,35,1689,1688-1689-90,1688-1689,1688/1689
170,Total,General,40,1689,1688-1689-90,1688-1689,1688/1689
667,Total,General,41,1689,1688-1689-90,1688-1689,1688/1689
542,Total,General,43,1689,1688-1689-90,1688-1689,1688/1689
29,Total,General,9,1689,1688-1689-90,1688-1689,1688/1689
357,Total,General,44,1689,1688-1689-90,1688-1689,1688/1689
,Total,General,71,1689,1688-1689-90,1688-1689,1688/1689
277,Total,General,50,1689,1688-1689-90,1688-1689,1688/1689
400,Total,General,59,1689,1688-1689-90,1688-1689,1688/1689
1325,Total,General,60,1689,1688-1689-90,1688-1689,1688/1689
739,Total,General,130,1689,1688-1689-90,1688-1689,1688/1689
582,Total,General,21,1689,1688-1689-90,1688-1689,1688/1689
653,Total,General,20,1689,1688-1689-90,1688-1689,1688/1689
91,Total,General,143,1689,1688-1689-90,1688-1689,1688/1689
19,Total,General,153,1689,1688-1689-90,1688-1689,1688/1689
0,Total,General,18,1689,1688-1689-90,1688-1689,1688/1689
,Total,General,11,1689,1688-1689-90,1688-1689,1688/1689
139,Total,General,12,1689,1688-1689-90,1688-1689,1688/1689
1274,Total,General,61,1689,1688-1689-90,1688-1689,1688/1689
100,Total,General,13,1689,1688-1689-90,1688-1689,1688/1689
,Total,General,68,1689,1688-1689-90,1688-1689,1688/1689
383,Total,General,64,1689,1688-1689-90,1688-1689,1688/1689
200,Total,General,75,1689,1688-1689-90,1688-1689,1688/1689
290,Total,General,14,1689,1688-1689-90,1688-1689,1688/1689
513,Total,General,80,1689,1688-1689-90,1688-1689,1688/1689
450,Total,General,81,1689,1688-1689-90,1688-1689,1688/1689
,Total,General,111,1689,1688-1689-90,1688-1689,1688/1689
94,Total,General,100,1689,1688-1689-90,1688-1689,1688/1689
298,Total,General,104,1689,1688-1689-90,1688-1689,1688/1689
1019,Total,General,108,1689,1688-1689-90,1688-1689,1688/1689
445,Total,General,134,1689,1688-1689-90,1688-1689,1688/1689
167,Total,General,19,1689,1688-1689-90,1688-1689,1688/1689
1872,Total,General,149,1689,1688-1689-90,1688-1689,1688/1689
410,Total,General,30,1689,1688-1689-90,1688-1689,1688/1689
537,Total,General,46,1689,1688-1689-90,1688-1689,1688/1689
908,Total,General,67,1689,1688-1689-90,1688-1689,1688/1689
197,Total,General,133,1689,1688-1689-90,1688-1689,1688/1689
1358,Total,General,88,1689,1688-1689-90,1688-1689,1688/1689
100,Total,General,105,1689,1688-1689-90,1688-1689,1688/1689
,Total,General,102,1689,1688-1689-90,1688-1689,1688/1689
931,Total,General,87,1689,1688-1689-90,1688-1689,1688/1689
,Total,General,17,1689,1688-1689-90,1688-1689,1688/1689
23,Total,General,22,1690,1689-1690-90,1689-1690,1689/1690
90,Total,General,1,1690,1689-1690-90,1689-1690,1689/1690
30,Total,General,2,1690,1689-1690-90,1689-1690,1689/1690
71,Total,General,3,1690,1689-1690-90,1689-1690,1689/1690
0,Total,General,4,1690,1689-1690-90,1689-1690,1689/1690
20,Total,General,5,1690,1689-1690-90,1689-1690,1689/1690
31,Total,General,6,1690,1689-1690-90,1689-1690,1689/1690
38,Total,General,7,1690,1689-1690-90,1689-1690,1689/1690
48,Total,General,8,1690,1689-1690-90,1689-1690,1689/1690
25,Total,General,23,1690,1689-1690-90,1689-1690,1689/1690
21,Total,General,25,1690,1689-1690-90,1689-1690,1689/1690
48,Total,General,26,1690,1689-1690-90,1689-1690,1689/1690
65,Total,General,27,1690,1689-1690-90,1689-1690,1689/1690
26,Total,General,28,1690,1689-1690-90,1689-1690,1689/1690
150,Total,General,29,1690,1689-1690-90,1689-1690,1689/1690
14,Total,General,31,1690,1689-1690-90,1689-1690,1689/1690
24,Total,General,32,1690,1689-1690-90,1689-1690,1689/1690
10,Total,General,33,1690,1689-1690-90,1689-1690,1689/1690
16,Total,General,36,1690,1689-1690-90,1689-1690,1689/1690
8,Total,General,37,1690,1689-1690-90,1689-1690,1689/1690
46,Total,General,38,1690,1689-1690-90,1689-1690,1689/1690
3,Total,General,39,1690,1689-1690-90,1689-1690,1689/1690
14,Total,General,42,1690,1689-1690-90,1689-1690,1689/1690
99,Total,General,10,1690,1689-1690-90,1689-1690,1689/1690
14,Total,General,45,1690,1689-1690-90,1689-1690,1689/1690
17,Total,General,47,1690,1689-1690-90,1689-1690,1689/1690
24,Total,General,48,1690,1689-1690-90,1689-1690,1689/1690
90,Total,General,49,1690,1689-1690-90,1689-1690,1689/1690
44,Total,General,51,1690,1689-1690-90,1689-1690,1689/1690
24,Total,General,52,1690,1689-1690-90,1689-1690,1689/1690
37,Total,General,53,1690,1689-1690-90,1689-1690,1689/1690
33,Total,General,54,1690,1689-1690-90,1689-1690,1689/1690
18,Total,General,55,1690,1689-1690-90,1689-1690,1689/1690
13,Total,General,56,1690,1689-1690-90,1689-1690,1689/1690
74,Total,General,62,1690,1689-1690-90,1689-1690,1689/1690
29,Total,General,63,1690,1689-1690-90,1689-1690,1689/1690
38,Total,General,65,1690,1689-1690-90,1689-1690,1689/1690
38,Total,General,66,1690,1689-1690-90,1689-1690,1689/1690
16,Total,General,69,1690,1689-1690-90,1689-1690,1689/1690
8,Total,General,70,1690,1689-1690-90,1689-1690,1689/1690
10,Total,General,72,1690,1689-1690-90,1689-1690,1689/1690
46,Total,General,73,1690,1689-1690-90,1689-1690,1689/1690
92,Total,General,74,1690,1689-1690-90,1689-1690,1689/1690
60,Total,General,76,1690,1689-1690-90,1689-1690,1689/1690
20,Total,General,77,1690,1689-1690-90,1689-1690,1689/1690
9,Total,General,78,1690,1689-1690-90,1689-1690,1689/1690
37,Total,General,79,1690,1689-1690-90,1689-1690,1689/1690
39,Total,General,82,1690,1689-1690-90,1689-1690,1689/1690
33,Total,General,83,1690,1689-1690-90,1689-1690,1689/1690
6,Total,General,84,1690,1689-1690-90,1689-1690,1689/1690
0,Total,General,85,1690,1689-1690-90,1689-1690,1689/1690
19,Total,General,86,1690,1689-1690-90,1689-1690,1689/1690
36,Total,General,94,1690,1689-1690-90,1689-1690,1689/1690
36,Total,General,95,1690,1689-1690-90,1689-1690,1689/1690
34,Total,General,96,1690,1689-1690-90,1689-1690,1689/1690
21,Total,General,101,1690,1689-1690-90,1689-1690,1689/1690
8,Total,General,97,1690,1689-1690-90,1689-1690,1689/1690
1,Total,General,98,1690,1689-1690-90,1689-1690,1689/1690
29,Total,General,99,1690,1689-1690-90,1689-1690,1689/1690
16,Total,General,103,1690,1689-1690-90,1689-1690,1689/1690
34,Total,General,106,1690,1689-1690-90,1689-1690,1689/1690
16,Total,General,107,1690,1689-1690-90,1689-1690,1689/1690
0,Total,General,109,1690,1689-1690-90,1689-1690,1689/1690
33,Total,General,110,1690,1689-1690-90,1689-1690,1689/1690
7,Total,General,89,1690,1689-1690-90,1689-1690,1689/1690
47,Total,General,90,1690,1689-1690-90,1689-1690,1689/1690
16,Total,General,91,1690,1689-1690-90,1689-1690,1689/1690
14,Total,General,92,1690,1689-1690-90,1689-1690,1689/1690
53,Total,General,93,1690,1689-1690-90,1689-1690,1689/1690
16,Total,General,112,1690,1689-1690-90,1689-1690,1689/1690
0,Total,General,113,1690,1689-1690-90,1689-1690,1689/1690
33,Total,General,114,1690,1689-1690-90,1689-1690,1689/1690
36,Total,General,115,1690,1689-1690-90,1689-1690,1689/1690
24,Total,General,116,1690,1689-1690-90,1689-1690,1689/1690
31,Total,General,117,1690,1689-1690-90,1689-1690,1689/1690
37,Total,General,118,1690,1689-1690-90,1689-1690,1689/1690
15,Total,General,119,1690,1689-1690-90,1689-1690,1689/1690
26,Total,General,120,1690,1689-1690-90,1689-1690,1689/1690
23,Total,General,121,1690,1689-1690-90,1689-1690,1689/1690
17,Total,General,122,1690,1689-1690-90,1689-1690,1689/1690
23,Total,General,123,1690,1689-1690-90,1689-1690,1689/1690
0,Total,General,124,1690,1689-1690-90,1689-1690,1689/1690
17,Total,General,125,1690,1689-1690-90,1689-1690,1689/1690
9,Total,General,126,1690,1689-1690-90,1689-1690,1689/1690
50,Total,General,127,1690,1689-1690-90,1689-1690,1689/1690
22,Total,General,128,1690,1689-1690-90,1689-1690,1689/1690
26,Total,General,129,1690,1689-1690-90,1689-1690,1689/1690
17,Total,General,135,1690,1689-1690-90,1689-1690,1689/1690
35,Total,General,136,1690,1689-1690-90,1689-1690,1689/1690
15,Total,General,137,1690,1689-1690-90,1689-1690,1689/1690
15,Total,General,138,1690,1689-1690-90,1689-1690,1689/1690
136,Total,General,139,1690,1689-1690-90,1689-1690,1689/1690
19,Total,General,140,1690,1689-1690-90,1689-1690,1689/1690
24,Total,General,141,1690,1689-1690-90,1689-1690,1689/1690
17,Total,General,142,1690,1689-1690-90,1689-1690,1689/1690
22,Total,General,154,1690,1689-1690-90,1689-1690,1689/1690
1005,Total,General,24,1690,1689-1690-90,1689-1690,1689/1690
84,Total,General,34,1690,1689-1690-90,1689-1690,1689/1690
41,Total,General,35,1690,1689-1690-90,1689-1690,1689/1690
196,Total,General,40,1690,1689-1690-90,1689-1690,1689/1690
726,Total,General,41,1690,1689-1690-90,1689-1690,1689/1690
517,Total,General,43,1690,1689-1690-90,1689-1690,1689/1690
28,Total,General,9,1690,1689-1690-90,1689-1690,1689/1690
360,Total,General,44,1690,1689-1690-90,1689-1690,1689/1690
,Total,General,71,1690,1689-1690-90,1689-1690,1689/1690
295,Total,General,50,1690,1689-1690-90,1689-1690,1689/1690
360,Total,General,59,1690,1689-1690-90,1689-1690,1689/1690
1448,Total,General,60,1690,1689-1690-90,1689-1690,1689/1690
793,Total,General,130,1690,1689-1690-90,1689-1690,1689/1690
555,Total,General,21,1690,1689-1690-90,1689-1690,1689/1690
755,Total,General,20,1690,1689-1690-90,1689-1690,1689/1690
93,Total,General,143,1690,1689-1690-90,1689-1690,1689/1690
22,Total,General,153,1690,1689-1690-90,1689-1690,1689/1690
0,Total,General,18,1690,1689-1690-90,1689-1690,1689/1690
,Total,General,11,1690,1689-1690-90,1689-1690,1689/1690
167,Total,General,12,1690,1689-1690-90,1689-1690,1689/1690
1436,Total,General,61,1690,1689-1690-90,1689-1690,1689/1690
101,Total,General,13,1690,1689-1690-90,1689-1690,1689/1690
,Total,General,68,1690,1689-1690-90,1689-1690,1689/1690
423,Total,General,64,1690,1689-1690-90,1689-1690,1689/1690
170,Total,General,75,1690,1689-1690-90,1689-1690,1689/1690
268,Total,General,14,1690,1689-1690-90,1689-1690,1689/1690
528,Total,General,80,1690,1689-1690-90,1689-1690,1689/1690
410,Total,General,81,1690,1689-1690-90,1689-1690,1689/1690
,Total,General,111,1690,1689-1690-90,1689-1690,1689/1690
114,Total,General,100,1690,1689-1690-90,1689-1690,1689/1690
279,Total,General,104,1690,1689-1690-90,1689-1690,1689/1690
1062,Total,General,108,1690,1689-1690-90,1689-1690,1689/1690
453,Total,General,134,1690,1689-1690-90,1689-1690,1689/1690
136,Total,General,19,1690,1689-1690-90,1689-1690,1689/1690
2064,Total,General,149,1690,1689-1690-90,1689-1690,1689/1690
508,Total,General,30,1690,1689-1690-90,1689-1690,1689/1690
508,Total,General,46,1690,1689-1690-90,1689-1690,1689/1690
1029,Total,General,67,1690,1689-1690-90,1689-1690,1689/1690
188,Total,General,133,1690,1689-1690-90,1689-1690,1689/1690
1491,Total,General,88,1690,1689-1690-90,1689-1690,1689/1690
145,Total,General,105,1690,1689-1690-90,1689-1690,1689/1690
,Total,General,102,1690,1689-1690-90,1689-1690,1689/1690
1012,Total,General,87,1690,1689-1690-90,1689-1690,1689/1690
,Total,General,17,1690,1689-1690-90,1689-1690,1689/1690
17,Total,General,22,1691,1690-1691-90,1690-1691,1690/1691
80,Total,General,1,1691,1690-1691-90,1690-1691,1690/1691
15,Total,General,2,1691,1690-1691-90,1690-1691,1690/1691
56,Total,General,3,1691,1690-1691-90,1690-1691,1690/1691
0,Total,General,4,1691,1690-1691-90,1690-1691,1690/1691
15,Total,General,5,1691,1690-1691-90,1690-1691,1690/1691
28,Total,General,6,1691,1690-1691-90,1690-1691,1690/1691
26,Total,General,7,1691,1690-1691-90,1690-1691,1690/1691
63,Total,General,8,1691,1690-1691-90,1690-1691,1690/1691
36,Total,General,23,1691,1690-1691-90,1690-1691,1690/1691
13,Total,General,25,1691,1690-1691-90,1690-1691,1690/1691
44,Total,General,26,1691,1690-1691-90,1690-1691,1690/1691
56,Total,General,27,1691,1690-1691-90,1690-1691,1690/1691
29,Total,General,28,1691,1690-1691-90,1690-1691,1690/1691
131,Total,General,29,1691,1690-1691-90,1690-1691,1690/1691
14,Total,General,31,1691,1690-1691-90,1690-1691,1690/1691
11,Total,General,32,1691,1690-1691-90,1690-1691,1690/1691
19,Total,General,33,1691,1690-1691-90,1690-1691,1690/1691
20,Total,General,36,1691,1690-1691-90,1690-1691,1690/1691
9,Total,General,37,1691,1690-1691-90,1690-1691,1690/1691
51,Total,General,38,1691,1690-1691-90,1690-1691,1690/1691
4,Total,General,39,1691,1690-1691-90,1690-1691,1690/1691
11,Total,General,42,1691,1690-1691-90,1690-1691,1690/1691
93,Total,General,10,1691,1690-1691-90,1690-1691,1690/1691
13,Total,General,45,1691,1690-1691-90,1690-1691,1690/1691
10,Total,General,47,1691,1690-1691-90,1690-1691,1690/1691
29,Total,General,48,1691,1690-1691-90,1690-1691,1690/1691
77,Total,General,49,1691,1690-1691-90,1690-1691,1690/1691
35,Total,General,51,1691,1690-1691-90,1690-1691,1690/1691
28,Total,General,52,1691,1690-1691-90,1690-1691,1690/1691
52,Total,General,53,1691,1690-1691-90,1690-1691,1690/1691
31,Total,General,54,1691,1690-1691-90,1690-1691,1690/1691
13,Total,General,55,1691,1690-1691-90,1690-1691,1690/1691
10,Total,General,56,1691,1690-1691-90,1690-1691,1690/1691
69,Total,General,62,1691,1690-1691-90,1690-1691,1690/1691
39,Total,General,63,1691,1690-1691-90,1690-1691,1690/1691
