year,week_number,unique_identifier,start_day,start_month,end_day,end_month,christening,count
1702,52,Laxton-1702-52-verso,8,December,15,December,Christened (In All),315
1702,1,Laxton-1702-01-verso,15,December,22,December,Christened (Male),163
1702,1,Laxton-1702-01-verso,15,December,22,December,Christened (Female),140
1702,1,Laxton-1702-01-verso,15,December,22,December,Christened (In All),303
1702,2,Laxton-1702-02-verso,22,December,29,December,Christened (Male),131
1702,2,Laxton-1702-02-verso,22,December,29,December,Christened (Female),146
1702,2,Laxton-1702-02-verso,22,December,29,December,Christened (In All),277
1702,3,Laxton-1702-03-verso,29,December,5,January,Christened (Male),155
1702,3,Laxton-1702-03-verso,29,December,5,January,Christened (Female),168
1702,3,Laxton-1702-03-verso,29,December,5,January,Christened (In All),323
1702,4,Laxton-1702-04-verso,5,January,12,January,Christened (Male),153
1702,4,Laxton-1702-04-verso,5,January,12,January,Christened (Female),162
1702,4,Laxton-1702-04-verso,5,January,12,January,Christened (In All),315
1702,06,Laxton-1702-06-verso,19,January,26,January,Christened (Male),164
1702,06,Laxton-1702-06-verso,19,January,26,January,Christened (Female),149
1702,06,Laxton-1702-06-verso,19,January,26,January,Christened (In All),313
1702,07,Laxton-1702-07-verso,26,January,2,February,Christened (Male),163
1702,07,Laxton-1702-07-verso,26,January,2,February,Christened (Female),149
1702,07,Laxton-1702-07-verso,26,January,2,February,Christened (In All),312
1702,8,Laxton-1702-08-verso,2,February,9,February,Christened (Male),176
1702,8,Laxton-1702-08-verso,2,February,9,February,Christened (Female),141
1702,8,Laxton-1702-08-verso,2,February,9,February,Christened (In All),317
1702,9,Laxton-1702-09-verso,9,February,16,February,Christened (Male),178
1702,9,Laxton-1702-09-verso,9,February,16,February,Christened (Female),174
1702,9,Laxton-1702-09-verso,9,February,16,February,Christened (In All),352
1702,10,Laxton-1702-10-verso,16,February,23,February,Christened (Male),165
1702,10,Laxton-1702-10-verso,16,February,23,February,Christened (Female),156
1702,10,Laxton-1702-10-verso,16,February,23,February,Christened (In All),321
1702,11,Laxton-1702-11-verso,23,February,2,March,Christened (Male),164
1702,11,Laxton-1702-11-verso,23,February,2,March,Christened (Female),146
1702,11,Laxton-1702-11-verso,23,February,2,March,Christened (In All),310
1702,12,Laxton-1702-12-verso,2,March,9,March,Christened (Male),161
1702,12,Laxton-1702-12-verso,2,March,9,March,Christened (Female),166
1702,12,Laxton-1702-12-verso,2,March,9,March,Christened (In All),327
1702,13,Laxton-1702-13-verso,9,March,16,March,Christened (Male),153
1702,13,Laxton-1702-13-verso,9,March,16,March,Christened (Female),148
1702,13,Laxton-1702-13-verso,9,March,16,March,Christened (In All),301
1702,14,Laxton-1702-14-verso,16,March,23,March,Christened (Male),158
1702,14,Laxton-1702-14-verso,16,March,23,March,Christened (Female),160
1702,14,Laxton-1702-14-verso,16,March,23,March,Christened (In All),318
1703,15,Laxton-1703-15-verso,23,March,30,March,Christened (Male),138
1703,15,Laxton-1703-15-verso,23,March,30,March,Christened (Female),134
1703,15,Laxton-1703-15-verso,23,March,30,March,Christened (In All),272
1703,16,Laxton-1703-16-verso,30,March,6,April,Christened (Male),157
1703,16,Laxton-1703-16-verso,30,March,6,April,Christened (Female),154
1703,16,Laxton-1703-16-verso,30,March,6,April,Christened (In All),311
1703,17,Laxton-1703-17-verso,6,April,13,April,Christened (Male),128
1703,17,Laxton-1703-17-verso,6,April,13,April,Christened (Female),124
1703,17,Laxton-1703-17-verso,6,April,13,April,Christened (In All),252
1703,18,Laxton-1703-18-verso,13,April,20,April,Christened (Male),133
1703,18,Laxton-1703-18-verso,13,April,20,April,Christened (Female),126
1703,18,Laxton-1703-18-verso,13,April,20,April,Christened (In All),259
1703,19,Laxton-1703-19-verso,20,April,27,April,Christened (Male),139
1703,19,Laxton-1703-19-verso,20,April,27,April,Christened (Female),145
1703,19,Laxton-1703-19-verso,20,April,27,April,Christened (In All),284
1703,20,Laxton-1703-20-verso,27,April,4,May,Christened (Male),133
1703,20,Laxton-1703-20-verso,27,April,4,May,Christened (Female),126
1703,20,Laxton-1703-20-verso,27,April,4,May,Christened (In All),259
1703,21,Laxton-1703-21-verso,4,May,11,May,Christened (Male),134
1703,21,Laxton-1703-21-verso,4,May,11,May,Christened (Female),141
1703,21,Laxton-1703-21-verso,4,May,11,May,Christened (In All),275
1703,22,Laxton-1703-22-verso,11,May,18,May,Christened (Male),119
1703,22,Laxton-1703-22-verso,11,May,18,May,Christened (Female),127
1703,22,Laxton-1703-22-verso,11,May,18,May,Christened (In All),246
1703,23,Laxton-1703-23-verso,18,May,25,May,Christened (Male),136
1703,23,Laxton-1703-23-verso,18,May,25,May,Christened (Female),139
1703,23,Laxton-1703-23-verso,18,May,25,May,Christened (In All),275
1703,24,Laxton-1703-24-verso,25,May,1,June,Christened (Male),121
1703,24,Laxton-1703-24-verso,25,May,1,June,Christened (Female),128
1703,24,Laxton-1703-24-verso,25,May,1,June,Christened (In All),249
1703,25,Laxton-1703-25-verso,1,June,8,June,Christened (Male),130
1703,25,Laxton-1703-25-verso,1,June,8,June,Christened (Female),135
1703,25,Laxton-1703-25-verso,1,June,8,June,Christened (In All),265
1703,26,Laxton-1703-26-verso,8,June,15,June,Christened (Male),129
1703,26,Laxton-1703-26-verso,8,June,15,June,Christened (Female),136
1703,26,Laxton-1703-26-verso,8,June,15,June,Christened (In All),265
1703,27,Laxton-1703-27-verso,15,June,22,June,Christened (Male),125
1703,27,Laxton-1703-27-verso,15,June,22,June,Christened (Female),119
1703,27,Laxton-1703-27-verso,15,June,22,June,Christened (In All),244
1703,28,Laxton-1703-28-verso,22,June,29,June,Christened (Male),130
1703,28,Laxton-1703-28-verso,22,June,29,June,Christened (Female),125
1703,28,Laxton-1703-28-verso,22,June,29,June,Christened (In All),255
1703,29,Laxton-1703-29-verso,29,June,6,July,Christened (Male),141
1703,29,Laxton-1703-29-verso,29,June,6,July,Christened (Female),146
1703,29,Laxton-1703-29-verso,29,June,6,July,Christened (In All),287
1703,30,Laxton-1703-30-verso,6,July,13,July,Christened (Male),143
1703,30,Laxton-1703-30-verso,6,July,13,July,Christened (Female),152
1703,30,Laxton-1703-30-verso,6,July,13,July,Christened (In All),295
1703,31,Laxton-1703-31-verso,13,July,20,July,Christened (Male),143
1703,31,Laxton-1703-31-verso,13,July,20,July,Christened (Female),137
1703,31,Laxton-1703-31-verso,13,July,20,July,Christened (In All),280
1703,32,Laxton-1703-32-verso,20,July,27,July,Christened (Male),129
1703,32,Laxton-1703-32-verso,20,July,27,July,Christened (Female),120
1703,32,Laxton-1703-32-verso,20,July,27,July,Christened (In All),249
1703,33,Laxton-1703-33-verso,27,July,3,August,Christened (Male),132
1703,33,Laxton-1703-33-verso,27,July,3,August,Christened (Female),141
1703,33,Laxton-1703-33-verso,27,July,3,August,Christened (In All),273
1703,34,Laxton-1703-34-verso,3,August,10,August,Christened (Male),152
1703,34,Laxton-1703-34-verso,3,August,10,August,Christened (Female),147
1703,34,Laxton-1703-34-verso,3,August,10,August,Christened (In All),299
1703,35,Laxton-1703-35-verso,10,August,17,August,Christened (Male),128
1703,35,Laxton-1703-35-verso,10,August,17,August,Christened (Female),134
1703,35,Laxton-1703-35-verso,10,August,17,August,Christened (In All),262
1703,36,Laxton-1703-36,17,August,24,August,Christened (Male),157
1703,36,Laxton-1703-36,17,August,24,August,Christened (Female),162
1703,36,Laxton-1703-36,17,August,24,August,Christened (In All),319
1703,37,Laxton-1703-37-verso,24,August,31,August,Christened (Male),145
1703,37,Laxton-1703-37-verso,24,August,31,August,Christened (Female),138
1703,37,Laxton-1703-37-verso,24,August,31,August,Christened (In All),283
1703,38,"Laxton-1703-38-verso""",31,August,7,September,Christened (Male),152
1703,38,"Laxton-1703-38-verso""",31,August,7,September,Christened (Female),156
1703,38,"Laxton-1703-38-verso""",31,August,7,September,Christened (In All),308
1703,39,Laxton-1703-39-verso,7,September,14,September,Christened (Male),171
1703,39,Laxton-1703-39-verso,7,September,14,September,Christened (Female),183
1703,39,Laxton-1703-39-verso,7,September,14,September,Christened (In All),354
1703,40,Laxton-1703-40-recto,14,September,21,September,Christened (Male),123
1703,40,Laxton-1703-40-recto,14,September,21,September,Christened (Female),126
1703,40,Laxton-1703-40-recto,14,September,21,September,Christened (In All),249
1703,41,Laxton-1703-41-verso,21,September,28,September,Christened (Male),154
1703,41,Laxton-1703-41-verso,21,September,28,September,Christened (Female),143
1703,41,Laxton-1703-41-verso,21,September,28,September,Christened (In All),297
1703,42,Laxton-1703-42-verso,28,September,5,October,Christened (Male),172
1703,42,Laxton-1703-42-verso,28,September,5,October,Christened (Female),179
1703,42,Laxton-1703-42-verso,28,September,5,October,Christened (In All),351
1703,43,Laxton-1703-43-verso,5,October,12,October,Christened (Male),177
1703,43,Laxton-1703-43-verso,5,October,12,October,Christened (Female),159
1703,43,Laxton-1703-43-verso,5,October,12,October,Christened (In All),336
1703,45,Laxton-1703-45-verso,19,October,26,October,Christened (Male),169
1703,45,Laxton-1703-45-verso,19,October,26,October,Christened (Female),152
1703,45,Laxton-1703-45-verso,19,October,26,October,Christened (In All),321
1703,46,Laxton-1703-46-verso,26,October,2,November,Christened (Male),170
1703,46,Laxton-1703-46-verso,26,October,2,November,Christened (Female),183
1703,46,Laxton-1703-46-verso,26,October,2,November,Christened (In All),353
1703,47,Laxton-1703-47-verso,2,November,9,November,Christened (Male),172
1703,47,Laxton-1703-47-verso,2,November,9,November,Christened (Female),166
1703,47,Laxton-1703-47-verso,2,November,9,November,Christened (In All),338
1703,48,Laxton-1703-48-verso,9,November,16,November,Christened (Male),157
1703,48,Laxton-1703-48-verso,9,November,16,November,Christened (Female),148
1703,48,Laxton-1703-48-verso,9,November,16,November,Christened (In All),305
1703,51,Laxton-1703-51-verso,30,November,7,December,Christened (Male),164
1703,51,Laxton-1703-51-verso,30,November,7,December,Christened (Female),158
1703,51,Laxton-1703-51-verso,30,November,7,December,Christened (In All),322
1703,52,Laxton-1703-52-verso,7,December,14,December,Christened (Male),167
1703,52,Laxton-1703-52-verso,7,December,14,December,Christened (Female),179
1703,52,Laxton-1703-52-verso,7,December,14,December,Christened (In All),346
1703,1,Laxton-1703-01-verso,14,December,21,December,Christened (Male),166
1703,1,Laxton-1703-01-verso,14,December,21,December,Christened (Female),152
1703,1,Laxton-1703-01-verso,14,December,21,December,Christened (In All),318
1703,2,Laxton-1703-02-verso,21,December,28,December,Christened (Male),168
1703,2,Laxton-1703-02-verso,21,December,28,December,Christened (Female),155
1703,2,Laxton-1703-02-verso,21,December,28,December,Christened (In All),323
1703,3,Laxton-1703-03-verso,28,December,4,January,Christened (Male),168
1703,3,Laxton-1703-03-verso,28,December,4,January,Christened (Female),179
1703,3,Laxton-1703-03-verso,28,December,4,January,Christened (In All),347
1703,4,Laxton-1703-04-verso,4,January,11,January,Christened (Male),170
1703,4,Laxton-1703-04-verso,4,January,11,January,Christened (Female),162
1703,4,Laxton-1703-04-verso,4,January,11,January,Christened (In All),332
1703,5,Laxton-1703-05-verso,11,January,18,January,Christened (Male),167
1703,5,Laxton-1703-05-verso,11,January,18,January,Christened (Female),154
1703,5,Laxton-1703-05-verso,11,January,18,January,Christened (In All),321
1703,6,Laxton-1703-06-verso,18,January,25,January,Christened (Male),176
1703,6,Laxton-1703-06-verso,18,January,25,January,Christened (Female),162
1703,6,Laxton-1703-06-verso,18,January,25,January,Christened (In All),338
1703,7,Laxton-1703-07-verso,25,January,1,February,Christened (Male),172
1703,7,Laxton-1703-07-verso,25,January,1,February,Christened (Female),176
1703,7,Laxton-1703-07-verso,25,January,1,February,Christened (In All),348
1703,8,Laxton-1703-08-verso,1,February,8,February,Christened (Male),170
1703,8,Laxton-1703-08-verso,1,February,8,February,Christened (Female),158
1703,8,Laxton-1703-08-verso,1,February,8,February,Christened (In All),328
1703,9,Laxton-1703-09-verso,8,February,15,February,Christened (Male),144
1703,9,Laxton-1703-09-verso,8,February,15,February,Christened (Female),127
1703,9,Laxton-1703-09-verso,8,February,15,February,Christened (In All),271
1703,10,Laxton-1703-10-verso,15,February,22,February,Christened (Male),171
1703,10,Laxton-1703-10-verso,15,February,22,February,Christened (Female),164
1703,10,Laxton-1703-10-verso,15,February,22,February,Christened (In All),335
1703,11,Laxton-1703-11-verso,22,February,29,February,Christened (Male),158
1703,11,Laxton-1703-11-verso,22,February,29,February,Christened (Female),167
1703,11,Laxton-1703-11-verso,22,February,29,February,Christened (In All),325
1703,12,Laxton-1703-12-verso,29,February,7,March,Christened (Male),193
1703,12,Laxton-1703-12-verso,29,February,7,March,Christened (Female),153
1703,12,Laxton-1703-12-verso,29,February,7,March,Christened (In All),346
1703,13,Laxton-1703-13-verso,7,March,14,March,Christened (Male),147
1703,13,Laxton-1703-13-verso,7,March,14,March,Christened (Female),133
1703,13,Laxton-1703-13-verso,7,March,14,March,Christened (In All),280
1703,14,Laxton-1703-14-verso,14,March,21,March,Christened (Male),170
1703,14,Laxton-1703-14-verso,14,March,21,March,Christened (Female),158
1703,14,Laxton-1703-14-verso,14,March,21,March,Christened (In All),328
1704,15,Laxton-1704-15-verso,21,March,28,March,Christened (Male),153
1704,15,Laxton-1704-15-verso,21,March,28,March,Christened (Female),139
1704,15,Laxton-1704-15-verso,21,March,28,March,Christened (In All),292
1704,16,Laxton-1704-16-verso,28,March,4,April,Christened (Male),135
1704,16,Laxton-1704-16-verso,28,March,4,April,Christened (Female),175
1704,16,Laxton-1704-16-verso,28,March,4,April,Christened (In All),310
1704,17,Laxton-1704-17-verso,4,April,11,April,Christened (Male),158
1704,17,Laxton-1704-17-verso,4,April,11,April,Christened (Female),139
1704,17,Laxton-1704-17-verso,4,April,11,April,Christened (In All),297
1704,18,Laxton-1704-18-verso,11,April,18,April,Christened (Male),153
1704,18,Laxton-1704-18-verso,11,April,18,April,Christened (Female),154
1704,18,Laxton-1704-18-verso,11,April,18,April,Christened (In All),307
1704,19,Laxton-1704-19-verso,18,April,25,April,Christened (Male),173
1704,19,Laxton-1704-19-verso,18,April,25,April,Christened (Female),141
1704,19,Laxton-1704-19-verso,18,April,25,April,Christened (In All),314
1704,20,Laxton-1704-20-verso,25,April,2,May,Christened (Male),158
1704,20,Laxton-1704-20-verso,25,April,2,May,Christened (Female),125
1704,20,Laxton-1704-20-verso,25,April,2,May,Christened (In All),283
1704,21,Laxton-1704-21-verso,2,May,9,May,Christened (Male),162
1704,21,Laxton-1704-21-verso,2,May,9,May,Christened (Female),144
1704,21,Laxton-1704-21-verso,2,May,9,May,Christened (In All),306
1704,22,Laxton-1704-22-verso,9,May,16,May,Christened (Male),123
1704,22,Laxton-1704-22-verso,9,May,16,May,Christened (Female),137
1704,22,Laxton-1704-22-verso,9,May,16,May,Christened (In All),260
1704,23,Laxton-1704-23-verso,16,May,23,May,Christened (Male),134
1704,23,Laxton-1704-23-verso,16,May,23,May,Christened (Female),126
1704,23,Laxton-1704-23-verso,16,May,23,May,Christened (In All),260
1704,24,Laxton-1704-24-verso,23,May,30,May,Christened (Male),137
1704,24,Laxton-1704-24-verso,23,May,30,May,Christened (Female),126
1704,24,Laxton-1704-24-verso,23,May,30,May,Christened (In All),263
1704,25,Laxton-1704-25-verso,30,May,6,June,Christened (Male),129
1704,25,Laxton-1704-25-verso,30,May,6,June,Christened (Female),139
1704,25,Laxton-1704-25-verso,30,May,6,June,Christened (In All),268
1704,26,Laxton-1704-26-verso,6,June,13,June,Christened (Male),130
1704,26,Laxton-1704-26-verso,6,June,13,June,Christened (Female),129
1704,26,Laxton-1704-26-verso,6,June,13,June,Christened (In All),259
1704,27,Laxton-1704-27-verso,13,June,20,June,Christened (Male),110
1704,27,Laxton-1704-27-verso,13,June,20,June,Christened (Female),120
1704,27,Laxton-1704-27-verso,13,June,20,June,Christened (In All),230
1704,28,Laxton-1704-28-verso,20,June,27,June,Christened (Male),151
1704,28,Laxton-1704-28-verso,20,June,27,June,Christened (Female),135
1704,28,Laxton-1704-28-verso,20,June,27,June,Christened (In All),286
1704,29,Laxton-1704-29-verso,27,June,4,July,Christened (Male),122
1704,29,Laxton-1704-29-verso,27,June,4,July,Christened (Female),109
1704,29,Laxton-1704-29-verso,27,June,4,July,Christened (In All),231
1704,30,Laxton-1704-30-verso,4,July,11,July,Christened (Male),130
1704,30,Laxton-1704-30-verso,4,July,11,July,Christened (Female),141
1704,30,Laxton-1704-30-verso,4,July,11,July,Christened (In All),271
1704,31,Laxton-1704-31-verso,11,July,18,July,Christened (Male),158
1704,31,Laxton-1704-31-verso,11,July,18,July,Christened (Female),124
1704,31,Laxton-1704-31-verso,11,July,18,July,Christened (In All),282
1704,32,Laxton-1704-32-verso,18,July,25,July,Christened (Male),138
1704,32,Laxton-1704-32-verso,18,July,25,July,Christened (Female),132
1704,32,Laxton-1704-32-verso,18,July,25,July,Christened (In All),270
1704,33,Laxton-1704-33-verso,25,July,1,August,Christened (Male),163
1704,33,Laxton-1704-33-verso,25,July,1,August,Christened (Female),151
1704,33,Laxton-1704-33-verso,25,July,1,August,Christened (In All),314
1704,34,Laxton-1704-34-verso,1,August,8,August,Christened (Male),144
1704,34,Laxton-1704-34-verso,1,August,8,August,Christened (Female),124
1704,34,Laxton-1704-34-verso,1,August,8,August,Christened (In All),268
1704,35,Laxton-1704-35-verso,8,August,15,August,Christened (Male),136
1704,35,Laxton-1704-35-verso,8,August,15,August,Christened (Female),117
1704,35,Laxton-1704-35-verso,8,August,15,August,Christened (In All),253
1704,36,Laxton-1704-36-verso,15,August,22,August,Christened (Male),150
1704,36,Laxton-1704-36-verso,15,August,22,August,Christened (Female),134
1704,36,Laxton-1704-36-verso,15,August,22,August,Christened (In All),284
1705,33,Laxton-1705-33-verso,31,July,7,August,Christened (Male),197
1705,33,Laxton-1705-33-verso,31,July,7,August,Christened (Female),154
1705,33,Laxton-1705-33-verso,31,July,7,August,Christened (In All),351
1705,34,Laxton-1705-34-verso,7,August,14,August,Christened (Male),190
1705,34,Laxton-1705-34-verso,7,August,14,August,Christened (Female),173
1705,34,Laxton-1705-34-verso,7,August,14,August,Christened (In All),363
1705,35,Laxton-1705-35-verso,14,August,21,August,Christened (Male),160
1705,35,Laxton-1705-35-verso,14,August,21,August,Christened (Female),164
1705,35,Laxton-1705-35-verso,14,August,21,August,Christened (In All),324
1705,36,Laxton-1705-36-verso,21,August,28,August,Christened (Male),172
1705,36,Laxton-1705-36-verso,21,August,28,August,Christened (Female),159
1705,36,Laxton-1705-36-verso,21,August,28,August,Christened (In All),331
1705,37,Laxton-1705-37-verso,28,August,4,September,Christened (Male),175
1705,37,Laxton-1705-37-verso,28,August,4,September,Christened (Female),147
1705,37,Laxton-1705-37-verso,28,August,4,September,Christened (In All),322
1705,38,Laxton-1705-38-verso,4,September,11,September,Christened (Male),163
1705,38,Laxton-1705-38-verso,4,September,11,September,Christened (Female),144
1705,38,Laxton-1705-38-verso,4,September,11,September,Christened (In All),307
1705,39,Laxton-1705-39-verso,11,September,18,September,Christened (Male),156
1705,39,Laxton-1705-39-verso,11,September,18,September,Christened (Female),174
1705,39,Laxton-1705-39-verso,11,September,18,September,Christened (In All),330
1705,40,Laxton-1705-40-verso,18,September,25,September,Christened (Male),174
1705,40,Laxton-1705-40-verso,18,September,25,September,Christened (Female),187
1705,40,Laxton-1705-40-verso,18,September,25,September,Christened (In All),361
1705,41,Laxton-1705-41-verso,25,September,2,October,Christened (Male),181
1705,41,Laxton-1705-41-verso,25,September,2,October,Christened (Female),187
1705,41,Laxton-1705-41-verso,25,September,2,October,Christened (In All),368
1705,42,Laxton-1705-42-verso,2,October,9,October,Christened (Male),177
1705,42,Laxton-1705-42-verso,2,October,9,October,Christened (Female),154
1705,42,Laxton-1705-42-verso,2,October,9,October,Christened (In All),331
1705,43,Laxton-1705-43-verso,9,October,16,October,Christened (Male),178
1705,43,Laxton-1705-43-verso,9,October,16,October,Christened (Female),172
1705,43,Laxton-1705-43-verso,9,October,16,October,Christened (In All),350
1705,44,Laxton-1705-44-verso,16,October,23,October,Christened (Male),190
1705,44,Laxton-1705-44-verso,16,October,23,October,Christened (Female),166
1705,44,Laxton-1705-44-verso,16,October,23,October,Christened (In All),356
1705,45,Laxton-1705-45-verso,23,October,30,October,Christened (Male),161
1705,45,Laxton-1705-45-verso,23,October,30,October,Christened (Female),165
1705,45,Laxton-1705-45-verso,23,October,30,October,Christened (In All),326
1705,46,Laxton-1705-46-verso,30,October,6,November,Christened (Male),171
1705,46,Laxton-1705-46-verso,30,October,6,November,Christened (Female),142
1705,46,Laxton-1705-46-verso,30,October,6,November,Christened (In All),313
1705,47,Laxton-1705-47-verso,6,November,13,November,Christened (Male),167
1705,47,Laxton-1705-47-verso,6,November,13,November,Christened (Female),177
1705,47,Laxton-1705-47-verso,6,November,13,November,Christened (In All),344
1705,48,Laxton-1705-48-verso,13,November,20,November,Christened (Male),158
1705,48,Laxton-1705-48-verso,13,November,20,November,Christened (Female),151
1705,48,Laxton-1705-48-verso,13,November,20,November,Christened (In All),309
1705,49,Laxton-1705-49-verso,20,November,27,November,Christened (Male),172
1705,49,Laxton-1705-49-verso,20,November,27,November,Christened (Female),162
1705,49,Laxton-1705-49-verso,20,November,27,November,Christened (In All),334
1705,50,Laxton-1705-50-verso,27,November,4,December,Christened (Male),151
1705,50,Laxton-1705-50-verso,27,November,4,December,Christened (Female),136
1705,50,Laxton-1705-50-verso,27,November,4,December,Christened (In All),287
1705,51,Laxton-1705-51-verso,4,December,11,December,Christened (Male),167
1705,51,Laxton-1705-51-verso,4,December,11,December,Christened (Female),147
1705,51,Laxton-1705-51-verso,4,December,11,December,Christened (In All),314
1705,52,Laxton-1705-52-verso,11,December,18,December,Christened (Male),166
1705,52,Laxton-1705-52-verso,11,December,18,December,Christened (Female),155
1705,52,Laxton-1705-52-verso,11,December,18,December,Christened (In All),321
1705,1,Laxton-1705-01-verso,,,25,December,Christened (Male),127
1705,1,Laxton-1705-01-verso,,,25,December,Christened (Female),127
1705,1,Laxton-1705-01-verso,,,25,December,Christened (In All),254
1705,2,Laxton-1705-02-verso,,,1,January,Christened (Male),154
1705,2,Laxton-1705-02-verso,,,1,January,Christened (Female),168
1705,2,Laxton-1705-02-verso,,,1,January,Christened (In All),322
1705,3,Laxton-1705-03-verso,,,8,January,Christened (Male),163
1705,3,Laxton-1705-03-verso,,,8,January,Christened (Female),159
1705,3,Laxton-1705-03-verso,,,8,January,Christened (In All),322
1705,4,Laxton-1705-04-verso,,,15,January,Christened (Male),182
1705,4,Laxton-1705-04-verso,,,15,January,Christened (Female),157
1705,4,Laxton-1705-04-verso,,,15,January,Christened (In All),339
1705,5,Laxton-1705-05-verso,,,22,January,Christened (Male),154
1705,5,Laxton-1705-05-verso,,,22,January,Christened (Female),153
1705,5,Laxton-1705-05-verso,,,22,January,Christened (In All),307
1705,6,Laxton-1705-06-verso,,,29,January,Christened (Male),170
1705,6,Laxton-1705-06-verso,,,29,January,Christened (Female),135
1705,6,Laxton-1705-06-verso,,,29,January,Christened (In All),305
1705,7,Laxton-1705-07-verso,,,5,February,Christened (Male),166
1705,7,Laxton-1705-07-verso,,,5,February,Christened (Female),153
1705,7,Laxton-1705-07-verso,,,5,February,Christened (In All),319
1705,8,Laxton-1705-08-verso,,,12,February,Christened (Male),180
1705,8,Laxton-1705-08-verso,,,12,February,Christened (Female),180
1705,8,Laxton-1705-08-verso,,,12,February,Christened (In All),360
1705,9,Laxton-1705-09-verso,,,19,February,Christened (Male),158
1705,9,Laxton-1705-09-verso,,,19,February,Christened (Female),137
1705,9,Laxton-1705-09-verso,,,19,February,Christened (In All),295
1705,10,Laxton-1705-10-verso,,,26,February,Christened (Male),168
1705,10,Laxton-1705-10-verso,,,26,February,Christened (Female),166
1705,10,Laxton-1705-10-verso,,,26,February,Christened (In All),334
1705,11,Laxton-1705-11-verso,,,5,March,Christened (Male),169
1705,11,Laxton-1705-11-verso,,,5,March,Christened (Female),141
1705,11,Laxton-1705-11-verso,,,5,March,Christened (In All),310
1705,12,Laxton-1705-12-verso,,,12,March,Christened (Male),154
1705,12,Laxton-1705-12-verso,,,12,March,Christened (Female),169
1705,12,Laxton-1705-12-verso,,,12,March,Christened (In All),323
1705,13,Laxton-1705-13-verso,,,19,March,Christened (Male),165
1705,13,Laxton-1705-13-verso,,,19,March,Christened (Female),144
1705,13,Laxton-1705-13-verso,,,19,March,Christened (In All),309
1710,33,Laxton-1710-33-verso,,,1,August,Christened (Male),150
1710,33,Laxton-1710-33-verso,,,1,August,Christened (Female),128
1710,33,Laxton-1710-33-verso,,,1,August,Christened (In All),278
1752,38,Laxton-1752-38-verso,,,1,September,Christened (Male),159
1752,38,Laxton-1752-38-verso,,,1,September,Christened (Female),121
1752,38,Laxton-1752-38-verso,,,1,September,Christened (In All),280
1722,44,Laxton-1722-44-verso,,,16,October,Christened (Male),199
1722,44,Laxton-1722-44-verso,,,16,October,Christened (Female),162
1722,44,Laxton-1722-44-verso,,,16,October,Christened (In All),351
1732,37,Laxton-1732-37-verso,,,29,August,Christened (Male),190
1732,37,Laxton-1732-37-verso,,,29,August,Christened (Female),155
1732,37,Laxton-1732-37-verso,,,29,August,Christened (In All),345
1740,,Laxton-1740-53-verso,,,16,December,Christened (Male),159
1740,,Laxton-1740-53-verso,,,16,December,Christened (Female),122
1740,,Laxton-1740-53-verso,,,16,December,Christened (In All),281
1700,1,Laxton-1700-01-verso,17,December,24,December,Christened (Male),136
1700,1,Laxton-1700-01-verso,17,December,24,December,Christened (Female),106
1700,1,Laxton-1700-01-verso,17,December,24,December,Christened (In All),242
1700,2,Laxton-1700-02-verso,24,December,31,December,Christened (Male),175
1700,2,Laxton-1700-02-verso,24,December,31,December,Christened (Female),139
1700,2,Laxton-1700-02-verso,24,December,31,December,Christened (In All),314
1700,3,Laxton-1700-03-verso,31,December,7,January,Christened (Male),169
1700,3,Laxton-1700-03-verso,31,December,7,January,Christened (Female),158
1700,3,Laxton-1700-03-verso,31,December,7,January,Christened (In All),327
1700,4,Laxton-1700-4-verso,7,January,14,January,Christened (Male),152
1700,4,Laxton-1700-4-verso,7,January,14,January,Christened (Female),120
1700,4,Laxton-1700-4-verso,7,January,14,January,Christened (In All),272
1700,5,Laxton-1700-05-verso,14,January,21,January,Christened (Male),163
1700,5,Laxton-1700-05-verso,14,January,21,January,Christened (Female),153
1700,5,Laxton-1700-05-verso,14,January,21,January,Christened (In All),316
1700,6,Laxton-1700-06-verso,21,January,28,January,Christened (Male),166
1700,6,Laxton-1700-06-verso,21,January,28,January,Christened (Female),160
1700,6,Laxton-1700-06-verso,21,January,28,January,Christened (In All),326
1700,7,Laxton-1700-07-verso,28,January,4,February,Christened (Male),193
1700,7,Laxton-1700-07-verso,28,January,4,February,Christened (Female),151
1700,7,Laxton-1700-07-verso,28,January,4,February,Christened (In All),344
1700,8,Laxton-1700-08-verso,4,February,11,February,Christened (Male),160
1700,8,Laxton-1700-08-verso,4,February,11,February,Christened (Female),161
1700,8,Laxton-1700-08-verso,4,February,11,February,Christened (In All),321
1700,9,Laxton-1700-09-verso,11,February,18,February,Christened (Male),166
1700,9,Laxton-1700-09-verso,11,February,18,February,Christened (Female),162
1700,9,Laxton-1700-09-verso,11,February,18,February,Christened (In All),328
1700,10,Laxton-1700-10-verso,18,February,25,February,Christened (Male),163
1700,10,Laxton-1700-10-verso,18,February,25,February,Christened (Female),177
1700,10,Laxton-1700-10-verso,18,February,25,February,Christened (In All),340
1700,11,Laxton-1700-11-verso,25,February,4,March,Christened (Male),154
1700,11,Laxton-1700-11-verso,25,February,4,March,Christened (Female),161
1700,11,Laxton-1700-11-verso,25,February,4,March,Christened (In All),315
1700,12,Laxton-1700-12-verso,4,March,11,March,Christened (Male),157
1700,12,Laxton-1700-12-verso,4,March,11,March,Christened (Female),138
