"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,"Found dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Description)",is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Plague Deaths",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible,"Increase/Decrease in Plague Deaths",is_missing,is_illegible,"Parishes Clear of the Plague",is_missing,is_illegible,"Parishes Infected (with Plague)",is_missing,is_illegible
24667,34874,3743,1,1639,,,46,,,Bodleian-1639-46-verso,,,24,,,October,,,31,,,October,,,1,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,7,,,21,,,,,,1,,,30,,,12,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,28,,,,,,3,,,"flox 1; small-pox 2",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,19,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,9,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,19,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Hanged themselves 2. one at St. Dunstans in the West, and 1. at S. Clement Danes",,,1,,,"Brused 1",,,104,,,106,,,210,,,112,,,88,,,200,,,9,,,10,,,,,,,,,,,
24668,34875,3744,1,1639,,,47,,,Bodleian-1639-47-verso,,,31,,,October,,,7,,,November,,,,,,19,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,20,,,,,,1,,,35,,,7,,,1,,,,,,,,,3,,,2,,,"Drowned at St. Saviours in Southwarke 2",,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,12,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,14,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,"Dead in the streete at Saint James Clarkenwell 1; Kild with a fall at S. Saviours in Southwarke 1;  Sore leg 1",,,116,,,90,,,206,,,98,,,92,,,190,,,10,,,-10,,,,,,,,,,,
24669,34876,3745,1,1639,,,48,,,Bodleian-1639-48-verso,,,7,,,November,,,14,,,November,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,8,,,,,,2,,,37,,,7,,,1,,,,,,,,,11,,,,,,,,,,,,,,,,,,16,,,1,,,3,,,"flox 1; small-pox 2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,11,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,"Haugd himselfe at St: But-tolph Aldgate 1",,,2,,,"Bit with a mad dog 1; Kild with a fall at Saint Sepulchers 1",,,111,,,87,,,198,,,93,,,65,,,158,,,5,,,-32,,,,,,,,,,,
24670,34877,3746,1,1639,,,49,,,Bodleian-1639-49-verso,,,14,,,November,,,21,,,November,,,2,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,15,,,,,,,,,49,,,7,,,,,,,,,,,,3,,,1,,,"Drowned at St. Olaves in Southwarke 1",,,,,,,,,,,,20,,,,,,1,,,"flox 0; small-pox 1",,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,19,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,3,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,"Kild with a fall of a dore at S. Saviours in Southwarke 1",,,111,,,76,,,187,,,108,,,64,,,172,,,7,,,14,,,,,,,,,,,
24671,34878,3753,1,1639,,,50,,,Bodleian-1639-50-verso,,,21,,,November,,,28,,,November,,,,,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,3,,,21,,,,,,1,,,41,,,6,,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,14,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,19,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,1,,,1,,,1,,,,,,,,,2,,,2,,,,,,1,,,,,,,,,,,,4,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,13,,,1,,,1,,,,,,,,,1,,,7,,,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Kild at Saint Martins in the fields",,,,,,,,,,,,,,,117,,,106,,,223,,,120,,,85,,,205,,,11,,,33,,,,,,,,,,,
24672,34879,3754,1,1639,,,51,,,Bodleian-1639-51-verso,,,28,,,November,,,5,,,December,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,13,,,,,,2,,,44,,,6,,,2,,,,,,,,,10,,,,,,,,,,,,,,,,,,16,,,,,,1,,,"flox 1; small-pox 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,14,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,1,,,2,,,,,,,,,8,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,"Epilepsie 1",,,111,,,119,,,230,,,81,,,83,,,164,,,7,,,-41,,,,,,,,,,,
24673,34880,3755,1,1639,,,52,,,Bodleian-1639-52-verso,,,,1,1,,1,1,12,,,,1,1,,,,13,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,3,,,18,,,,,,1,,,19,,,6,,,,,,,,,,,,2,,,,,,,,,1,,,,1,,,,,13,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,20,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,2,,,3,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Slaine 1",,,,,,,,,,,,,,,104,,,94,,,198,,,83,,,63,,,146,,,3,,,-18,,,,,,,,,,,
24705,34881,3756,1,1640,,,4,,,Bodleian-1640-04-verso,,,7,,,January,,,14,,,January,,,1,,,22,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,12,,,,,,1,,,41,,,5,,,2,,,,,,,,,13,,,,,,,,,,,,,,,1,,,20,,,,,,4,,,"flox 0; small-pox 4",,,2,,,1,,,"Found dead an Infant. in a Coffin in the streete at St. Grehories ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,1,,,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,2,,,,,,,,,,,,4,,,3,,,,,,,,,,,,1,,,,,,,,,,,,11,,,1,,,,,,,,,,,,1,,,5,,,,,,,,,13,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Kild with the fall of boardes at Saint Giles in the fields ",,,84,,,100,,,184,,,104,,,94,,,198,,,4,,,-22,,,,,,,,,,,
24706,34882,3757,1,1640,,,5,,,Bodleian-1640-05-verso,,,14,,,January,,,21,,,January,,,,,,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,17,,,,,,2,,,55,,,13,,,2,,,,,,,,,14,,,,,,,,,,,,,,,,,,12,,,1,,,9,,,"flox 0; small-pox 9",,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,4,,,,,,,,,12,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,113,,,93,,,206,,,108,,,114,,,222,,,5,,,24,,,,,,,,,,,
24707,34883,3758,1,1641,,,46,,,Bodleian-1641-46-verso,,,28,,,October,,,4,,,November,,,1,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,14,,,1,,,1,,,48,,,23,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,41,,,1,,,45,,,"flox 7; small-pox 38",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,18,,,,,,,,,2,,,,,,3,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,3,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,11,,,,,,,,,17,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1,,," Smothered an Infant at Trinity ",,,1,,,"Hangd himselfe at St. But-tolph Algate 1",,,3,,,"Cut of the stone 1; Sore brest 1",,,85,,,92,,,177,,,226,,,182,,,408,,,106,,,-56,,,,,,,,,,,
24708,34884,3759,1,1641,,,47,,,Bodleian-1641-47-verso,,,4,,,November,,,11,,,November,,,,,,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,12,,,,,,,,,39,,,26,,,1,,,,,,,,,6,,,1,,,"Drowned at Saint Olaves in Southwarke 1",,,,,,,,,,,,39,,,,,,32,,,"flox 2; small-pox 30",,,,,,1,,,"Dead in the streete ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,3,,,,,,,,,,,,8,,,1,,,2,,,1,,,,,,,,,9,,,,,,,,,15,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,"Kild 2. one at St. George in Southwarke, and one with a fall at St. Clement Danes",,,105,,,78,,,183,,,164,,,173,,,337,,,79,,,-71,,,,,,,,,,,
24709,34885,3760,1,1641,,,49,,,Bodleian-1641-49-verso,,,18,,,November,,,25,,,November,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,27,,,1,,,,,,56,,,11,,,1,,,,,,,,,12,,,1,,,"Drowned at St. Katherines Tower ",,,,,,,,,,,,26,,,,,,25,,,"flox 4; small-pox 21",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,21,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,44,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,9,,,,,,,,,10,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"Broken necke at S. Martins in the fields 1;",,,1,,,"Hangd himselfe at St. Martins in the field, 1",,,2,,,"Kild with a fall of a peece of timber at Saint Olaves Southwarke 1; Broken necke at S. Martins in the fields 1;",,,98,,,125,,,223,,,169,,,127,,,296,,,44,,,-20,,,,,,,,,,,
24710,34886,3762,1,1641,,,50,,,Bodleian-1641-50-verso,,,25,,,November,,,2,,,December,,,,,,14,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,3,,,17,,,,,,,,,56,,,11,,,2,,,,,,,,,8,,,1,,,"Drowned at Saint Olaves in Southwarke",,,,,,,,,,,,20,,,,,,13,,,"flox 1; small-pox 12",,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,1,,,3,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,9,,,,,,,,,15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,"Brused 1; Issue 1; Sore leg 1; Kild 2. one at S. Andrewes in Holborne, & one at the Savoy",,,100,,,98,,,198,,,157,,,122,,,279,,,41,,,-17,,,,,,,,,,,
24711,34887,3763,1,1641,,,51,,,Bodleian-1641-51-verso,,,2,,,December,,,9,,,December,,,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,7,,,7,,,,,,,,,53,,,17,,,1,,,,,,,,,12,,,,,,,,,,,,,,,,,,25,,,1,,,11,,,"flox 2; small-pox 9",,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,14,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,1,,,4,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,7,,,,,,,,,13,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,"brused 1; Sore mouth 1",,,118,,,91,,,209,,,118,,,127,,,245,,,15,,,-34,,,,,,,,,,,
24712,34888,3764,1,1641,,,52,,,Bodleian-1641-52-verso,,,9,,,December,,,16,,,December,,,3,,,15,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,4,,,11,,,,,,,,,49,,,20,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,20,,,,,,14,,,"flox 6; small-pox 8",,,1,,,1,,,"Dead in the streete 1",,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,24,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,17,,,,,,,,,,,,1,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,2,,,,,,,,,,,,11,,,1,,,,,,1,,,,,,,,,4,,,,,,1,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,"Kild himfelf with a penknife at the Savoy",,,4,,,"Kild 3 one at Queenehithe, one at Trinity Minories, & one at S. Giles in the fields; Fell",,,99,,,91,,,190,,,138,,,108,,,246,,,17,,,1,,,,,,,,,,,
24713,34889,3765,1,1641,,,1,,,Bodleian-1641-01-verso,,,16,,,December,,,23,,,December,,,,,,9,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,21,,,1,,,,,,36,,,12,,,,,,,,,,,,10,,,,,,,,,3,,,,,,,,,17,,,,,,8,,,"flox 1; small-pox 7",,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,13,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,8,,,,,,1,,,,,,,,,1,,,10,,,,,,,,,11,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,"Kild 2, one at St. Martins in the fields, and one with a fall down a paire of staires at S, Michael Woodstreet; Brused 1",,,112,,,101,,,213,,,120,,,88,,,208,,,15,,,-38,,,,,,,,,,,
24714,34890,3766,1,1641,,,2,,,Bodleian-1641-02-verso,,,23,,,December,,,30,,,December,,,,,,17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,12,,,,,,1,,,42,,,11,,,,,,,,,,,,10,,,2,,,"Drowned at Saint Katherins Tower.",,,,,,,,,1,,,26,,,,,,6,,,"flox 1; small-pox 5",,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,19,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,4,,,,,,,,,,,,13,,,,,,,,,,,,,,,1,,,10,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,"Brused 2; Kild with a fall down a paire of staires at S, Mary Aldermary 1; Scalded at S. Giles Criplegate 1; Sore throate 1",,,113,,,83,,,196,,,133,,,134,,,267,,,51,,,59,,,,,,,,,,,
24751,34891,3767,1,1641,,,3,,,Bodleian-1641-03-verso,,,30,,,December,,,6,,,January,,,,,,11,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,4,,,15,,,,,,,,,49,,,15,,,1,,,,,,,,,17,,,,,,,,,,,,,,,,,,27,,,,,,7,,,"flox 1; small-pox 6",,,,,,1,,,"Found dead in the fields at S. George in Southwarke",,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,23,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,3,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,4,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,11,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Choked (a child) at S. Mil-dred Breadstreete",,,,,,,,,,,,,,,108,,,105,,,213,,,137,,,116,,,253,,,26,,,-14,,,,,,,,,,,
24752,34892,3768,1,1641,,,4,,,Bodleian-1641-04-verso,,,6,,,January,,,13,,,January,,,,,,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,,,,,,,,,50,,,14,,,2,,,,,,,,,15,,,1,,,"Drowned at St. Katherines Tower",,,,,,,,,,,,13,,,,,,2,,,"flox 1; small-pox 1",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,15,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,11,,,,,,,,,,,,1,,,,,,,,,2,,,3,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,12,,,,,,1,,,1,,,,,,1,,,2,,,,,,1,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,"Hanged himselfe at S. Iames Clerkenwell 1",,,2,,,"Burned at Saint Saviours in Southwarke 1; Kild accidentally with a pistoll at S. Faiths 1",,,100,,,93,,,193,,,101,,,101,,,202,,,11,,,-51,,,,,,,,,,,
24753,34893,3769,1,1641,,,5,,,Bodleian-1641-05-verso,,,13,,,January,,,20,,,January,,,2,,,10,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,16,,,,,,,,,47,,,5,,,2,,,,,,,,,14,,,1,,,"Drowned at Saint Olaves in Southwarke",,,,,,,,,,,,16,,,,,,5,,,"flox 0; small-pox 5",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,13,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,11,,,1,,,,,,,,,,,,2,,,6,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Kild with a pistoll at Saint. Dunstans in the East 1",,,,,,,,,2,,,"Frighted 1; Issue 1",,,100,,,80,,,180,,,118,,,90,,,208,,,14,,,6,,,,,,,,,,,
25072,34961,3862,1,1644,,,25,,,Bodleian-1644-25-verso,,,30,,,May,,,6,,,June,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,10,,,,,,,,,26,,,6,,,,,,,,,,,,6,,,1,,,"Drown'd at Alhallows Steyning",,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,64,,,125,,,79,,,76,,,155,,,24,,,-43,,,,,,,,,,,
