"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","Alhallows Barking - Buried","Allhallows Breadstreet - Buried","Allhallows Great - Buried","Alhallows Honylane - Buried","Alhallows Lesse - Buried","Alhallows Lumbardstreet - Buried","Alhallows Stayning - Buried","Alhallows the Wall - Buried","St Alphage - Buried","St Andrew Hubbard - Buried","St Andrew Undershaft - Buried","St Andrew Wardrobe - Buried","St Ann Aldersgate - Buried","St Ann Blackfryers - Buried","St Antholins Parish - Buried","St Austins Parish - Buried","St Bartholomew Exchange - Buried","St Bennet Fynck - Buried","St Bennet Gracechurch - Buried","St Bennet Paulswharf - Buried","St Bennet Sherehog - Buried","St Botolph Billingsgate - Buried","Christ Church - Buried","St Christophers - Buried","St Clement Eastcheap - Buried","St Dionis Backchurch - Buried","St Dunstan East - Buried","St Edmund Lumbardstr. - Buried","St Ethelborough - Buried","St Faith - Buried","St Foster - Buried","St Gabriel Fenchurch - Buried","St George Botolphlane - Buried","St Gregory by St Pauls - Buried","St Hellen - Buried","St James Dukes place - Buried","St James Garlickhithe - Buried","St John Baptist - Buried","St John Evangelist - Buried","St John Zachary - Buried","St Katharine Coleman - Buried","St Katharine Creechurch - Buried","St Lawrence Jewry - Buried","St Lawrence Pountney - Buried","St Leonard Eastcheap - Buried","St Leonard Fosterlane - Buried","St Magnus Parish - Buried","St Margaret Lothbury - Buried","St Margaret Moses - Buried","St Margaret Newfishstreet - Buried","St Margaret Pattons - Buried","St Mary Abchurch - Buried","St Mary Aldermanbury - Buried","St Mary Aldermary - Buried","St Mary le Bow - Buried","St Mary Bothaw - Buried","St Mary Colechurch - Buried","St Mary Hill - Buried","St Mary Mounthaw - Buried","St Mary Sommerset - Buried","St Mary Stayning - Buried","St Mary Woolchurch - Buried","St Mary Woolnoth - Buried","St Martin Iremongerlane - Buried","St Martin Ludgate - Buried","St Martin Orgars - Buried","St Martin Outwich - Buried","St Martin Vintrey - Buried","St Matthew Fridaystreet - Buried","St Maudlin Milkstreet - Buried","St Maudlin Oldfishstreet - Buried","St Michael Bassishaw - Buried","St Michael Cornhil - Buried","St Michael Crookedlane - Buried","St Michael Queenhithe - Buried","St Michael Quern - Buried","St Michael Royal - Buried","St Michael Woodstreet - Buried","St Mildred Breadstreet - Buried","St Mildred Poultrey - Buried","St Nicholas Acons - Buried","St Nicholas Coleabby - Buried","St Nicholas Olaves - Buried","St Olave Hartstreet - Buried","St Olave Jewry - Buried","St Olave Silverstreet - Buried","St Pancras Pancras street - Buried","St Peter Cheap - Buried","St Peter Cornhil - Buried","St Peter Paulswharf - Buried","St Peter Poor - Buried","St Steven Colemanstreet - Buried","St Steven Walbrook - Buried","St Swithin- Buried","St Thomas Apostles - Buried","Trinity Parish - Buried","Christened in the 97 parishes within the walls","Buried in the 97 parishes within the walls","Plague in the 97 parishes within the walls","St Andrew Holborn - Buried","St Bartholomew Great - Buried","St Bartholomew Less - Buried","St Botolph Aldersgate - Buried","St Botolph Aldgate - Buried","St Botolph Bishopsgate - Buried","Bridewel Precinct - Buried","St Bridget - Buried","St Dunstan West - Buried","St George Southwark - Buried","St Giles Cripplegate - Buried","St John Southwark","St Olave Southwark - Buried","Saviours Southwark - Buried","S Sepulchres Parish - Buried","St Thomas Southwark - Buried","Trinity Minories - Buried","Pesthouse Without the Walls - Buried","Christened in the parishes without the walls","Buried in the parishes without the walls","Plague in the parishes without the walls","St. Ann in Middlesex - Buried","Christ Church in Surry - Buried","Christ Church in Middlesex - Buried","St George in Bloomsbury - Buried","St. George in Middlesex","St. George by Queen's Square - Buried","St Giles in the Field - Buried","Hackney Parish - Buried","St John at Wapping - Buried","St James Clerkenwel - Buried","St Katharine Tower - Buried","Lambeth Parish - Buried","St Leonard Shoreditch - Buried","St. Luke in Middlesex - Buried","St Magdalen Bermondsey - Buried","St Mary Islington - Buried","St Mary Newington - Buried","St Mary Whitechappel - Buried","St Matthew at Bethnal Green - Buried","St Pauls Shadwel - Buried","Rothorith Parish - Buried","Stepney Parish - Buried","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Clement Danes - Buried","St George by Hanover Square - Buried","St James in Westminster - Buried","St. John the Evangelist - Buried","St Paul Covent Garden - Buried","St Martin in the fields - Buried","St Mary Savoy - Buried","St Mary le Strand","St Margaret Westminster - Buried","Pesthouse in Westminster","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
1137,426,571,1,1703,46,Laxton-1703-46-recto,26,October,2,November,,1,,,,,,1,3,,,3,,,2,,,,,1,2,,,4,,,2,3,,1,,,,3,,,,,,,1,,,1,,,1,,1,,,,,,2,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,1,,,,,2,,,6,,,,,28,45,0,17,,1,4,6,11,3,2,7,4,21,,17,10,16,2,,,106,121,0,,3,,,,,29,4,4,3,7,3,5,,6,,5,25,,5,2,37,139,138,0,6,3,,11,,4,27,1,,10,,80,62,0
1138,427,574,1,1703,47,Laxton-1703-47-recto,2,November,9,November,1,2,,,,,2,,,,1,,,,,,1,,,,,,1,2,2,,,,1,1,,,,1,2,2,,2,,,,,4,3,1,1,1,1,,,,,1,,,,,,,,1,,,3,,,,,2,,,1,1,,1,,1,1,,2,,,1,,,1,1,,,,,1,2,,,,,47,52,0,19,4,1,4,8,9,,4,4,5,20,,6,7,7,2,3,,98,103,0,,3,,,,,22,,10,4,4,9,13,,6,3,1,13,,8,3,33,127,132,0,6,9,,18,,3,26,1,,14,,66,77,0
1139,428,576,1,1703,48,Laxton-1703-48-recto,9,November,16,November,4,3,,2,,1,,,2,,1,,,1,4,,,1,1,,3,,,2,,,,4,1,,2,,,,3,1,1,2,,,1,1,,,1,,,1,,,,,1,,,,,,1,,,,,,,1,2,,,,,1,1,,,2,1,,,,,,,,1,,,,,,,1,2,,,,1,45,58,0,13,1,,6,13,12,,5,3,9,26,,18,15,9,1,,,88,131,0,,2,,,,,29,2,9,7,4,3,10,,9,6,3,14,,9,6,47,103,160,0,8,4,,27,,6,31,,,10,,69,86,0
1140,429,578,1,1703,49,Laxton-1703-49-recto,16,November,23,November,,1,,,,,1,4,,,,1,3,1,3,,1,2,1,,1,,,3,,,,,1,,,,2,1,,2,2,,,1,,1,1,2,,1,,,,,,,1,1,,1,1,,,,,,,,,1,1,,1,,,1,3,1,1,1,,,,1,,,1,,2,,,,,3,,,2,,,,,44,59,0,29,1,,4,10,9,,3,2,3,15,,12,15,9,1,,,103,113,0,,,,,,,18,,6,5,1,7,10,,8,2,4,17,,9,,41,110,128,0,10,6,,18,,6,24,2,,15,,55,81,0
1141,430,594,1,1703,50,Laxton-1703-50-recto,23,November,30,November,,1,,,,,,2,2,,,,,1,,,,,3,,,,1,3,,,1,2,1,,1,,,1,1,,,,,,1,2,1,,1,,3,1,,,,,,2,,,,,,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,3,,,1,,,,,1,26,41,0,18,,2,7,9,4,3,8,4,4,22,,13,14,12,,,,98,120,0,,1,,,,,20,,5,5,,4,3,,11,4,6,15,,13,4,35,93,126,0,5,8,,14,,3,20,1,,17,,74,68,0
1142,431,601,1,1703,51,Laxton-1703-51-recto,30,November,7,December,,3,1,2,,1,,,2,,,,1,,3,1,,2,2,,,,,3,1,,2,5,1,,,1,,,3,,,2,,,,2,1,,,,1,,2,,,1,,1,,,,,,,1,1,,1,,1,2,,,,1,1,2,1,,2,1,,,,1,,1,,,1,1,1,,,1,,1,,,,,52,65,0,21,,1,5,13,17,,5,5,5,22,,11,6,9,1,,,95,121,0,,3,,,,,26,,9,5,2,3,6,,9,2,8,12,,5,4,39,108,133,0,9,6,,15,,4,18,1,,22,,67,75,0
1143,432,603,1,1703,52,Laxton-1703-52-recto,7,December,14,December,2,2,,,,,,,,,1,,2,,4,,,,1,2,1,,,1,1,1,,2,,,1,1,1,,2,,1,2,1,,,,,,,1,,,1,,,,,,2,1,,,,,,1,,,,,,,,,,1,,,1,,,2,,1,,,,,1,1,,1,,1,,,3,,,,1,43,48,0,15,,1,5,11,14,,6,3,4,33,,15,12,7,1,2,,103,129,0,,1,,,,,26,2,9,4,2,5,11,,7,,3,21,,6,3,37,116,137,0,8,5,,13,,6,23,1,,11,,84,67,0
1144,433,235,1,1703,14,Laxton-1703-01-recto,14,December,21,December,,2,1,,,,1,,,,,1,1,,4,,,,1,,,,,2,1,1,,1,,1,2,1,,,1,,1,,,,,1,1,,,,3,1,1,,,,,4,,,,,2,,1,,,1,,2,,,,3,,,,,2,1,,,1,,,,,,1,,1,,1,,1,,,,,1,,30,51,0,17,2,1,2,13,5,,5,8,2,24,,11,11,13,1,,,98,115,0,,3,,,,,34,,8,7,3,2,9,,5,,6,15,,12,7,27,116,138,0,11,8,,18,,2,32,2,,13,,74,86,0
1145,434,259,1,1703,02,Laxton-1703-02-recto,21,December,28,December,,1,,2,,,3,,1,,1,,,1,,1,,,,,2,,,3,,1,2,4,,1,1,2,,,4,,,,,,,1,1,,,1,,,,,,1,2,1,1,,,,,,,,,,,2,,,,,,4,2,,,1,,,,2,,,2,,,,1,,1,1,,,5,1,,,1,29,61,0,29,1,1,4,14,6,,5,4,6,27,,15,10,15,2,,,105,139,0,,,,,,,36,3,8,11,4,3,13,,8,2,3,18,,13,3,38,113,163,0,5,11,,20,,3,32,4,,16,,76,91,
1146,435,260,1,1703,03,Laxton-1703-03-recto,28,December,4,January,,2,,1,1,,2,3,,,,1,3,2,6,,,,,,,,1,3,,,2,1,,,,1,1,,1,1,,,1,,1,1,,2,2,,,,,,,,1,,,3,,,,,,,,1,,2,1,,3,1,,1,,,,,,4,,,,,,,1,,1,,,,,2,4,,,,,27,64,0,23,3,,8,12,16,,13,3,13,19,,11,21,20,,,,107,162,0,,2,,,,,33,2,8,7,2,6,15,,15,2,6,14,,9,7,51,116,179,0,16,9,,27,,3,36,1,,14,,97,106,
1147,436,261,1,1703,04,"Laxton-1703-04-recto ",4,January,11,January,1,1,,,,,,,2,1,,1,2,,2,,,,,,3,,1,4,,2,,2,,4,,1,,,,,1,1,,1,1,2,2,,,,1,1,1,1,,1,1,3,1,,,,1,,4,,,,,2,2,,,,,1,1,,2,3,,,,,,,1,,1,,,,,,2,,3,,,1,1,40,70,0,16,1,,3,12,5,,7,6,5,26,,23,13,19,2,,,94,138,0,,2,,,,,28,,9,3,7,7,10,,13,4,2,12,,13,3,47,119,160,0,11,10,,27,,2,31,2,,25,,79,108,
1148,437,262,1,1703,05,Laxton-1703-05-recto,11,January,18,January,,2,,3,,,2,1,1,2,,,1,1,3,,,,,1,,,,5,1,,2,,,1,1,4,,1,3,4,1,,,,2,,1,,,,1,2,1,,,,5,,1,,1,,2,1,2,1,,,,,,3,1,1,,,1,1,,,,1,,,,,,1,2,1,1,,,2,,1,1,,,,2,43,79,0,28,7,2,5,26,15,1,6,6,8,27,,20,13,15,1,2,,91,182,0,,2,,,,,35,4,9,7,8,4,20,,9,3,5,17,,6,5,59,122,193,0,14,13,,30,,3,36,5,,19,,65,120,
1149,438,263,1,1703,06,Laxton-1703-06-recto,18,January,25,January,,1,1,2,1,2,1,1,2,2,,,2,1,4,,,,,1,4,,,1,,,1,4,,2,,1,1,,1,,2,,1,1,,4,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,1,,1,1,,2,,1,6,1,,,,28,65,0,30,3,1,7,6,6,,9,5,4,18,,15,9,13,1,1,,114,128,0,,3,,,,,36,,6,8,5,7,12,,9,2,5,18,,,1,41,101,153,0,18,5,,38,,9,34,4,,32,,95,140,
1150,439,264,1,1703,07,Laxton-1703-07-recto,25,January,1,February,1,,1,1,,1,,,3,,,1,1,,3,,,,,,,,,4,,,,2,2,,1,,,,,,,3,,,,2,1,2,,,,1,,,,,,,,,,,,,2,,,,,1,1,1,,,,1,,1,,,1,,,,,,,,,,2,,,,,1,,,,1,,45,42,0,25,3,,6,9,11,,4,2,11,31,,16,10,7,1,,,102,136,0,,2,,,,,29,7,13,7,3,6,14,,4,,3,22,,14,5,48,123,177,0,6,7,,40,,6,32,3,,13,,78,107,
1151,440,265,1,1703,08,Laxton-1703-08-recto,1,February,8,February,2,1,,,,,,,2,2,,,,,2,,,1,,,1,,,1,,,1,,,,,3,,3,4,2,,,,,,,2,2,,,,2,1,,,,,,,,,,2,,1,,,,,,,,2,,,,,,1,1,,,,,,,1,,1,,,,,,1,,,,,,1,29,43,0,17,,5,5,16,10,1,9,4,11,24,,17,12,12,1,1,,97,145,0,,2,,,,,35,2,6,8,7,3,9,,11,3,4,10,,11,3,51,127,165,0,13,8,,16,,6,35,1,,14,,75,93,
1193,441,266,1,1703,09,Laxton-1703-09-recto,8,February,15,February,1,3,,,,,,,2,1,1,3,2,2,1,,,,,,1,,,3,,,1,1,,,1,1,,,2,,,,,,,1,1,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,3,,1,,,31,40,0,28,1,,1,8,11,,9,1,8,19,,15,14,11,,,,80,126,0,,2,,,,,35,,4,6,6,3,9,,8,3,2,17,,5,5,52,86,157,0,18,12,,35,,8,26,3,,18,,74,120,
1194,442,267,1,1703,10,Laxton-1703-10-recto,15,February,22,February,2,2,,4,,,1,1,1,,1,,,,3,1,1,,,,,,,2,,1,,1,,,1,,1,,3,1,1,,,,1,,,3,1,,2,2,,,,1,,2,,,,,,,2,1,,,1,,1,1,,,,1,2,,,2,1,,,,2,,,,,,,1,,,3,1,,1,1,,1,46,62,0,22,1,,3,17,8,,7,5,5,25,,20,13,17,3,2,,95,148,0,,2,,,,,36,2,5,5,3,6,7,,8,4,2,13,,10,3,53,113,159,0,12,9,,26,,8,35,2,,25,,81,117,
1195,443,268,1,1703,11," Laxton-1703-11-recto",22,February,29,February,,1,2,4,,,,1,1,,1,1,1,,,,2,,,,2,,,3,,,2,,2,,1,,,1,3,,,,,,1,,3,2,,,2,1,,,,,,1,,,,,,,6,,,2,,,1,,,1,,1,1,,,,,2,,,,,,,1,1,,,,2,,,,1,1,1,,36,59,0,25,,1,4,20,6,,4,4,7,18,,19,6,15,2,,,108,131,0,,3,,,,,36,1,11,2,4,7,17,,6,2,2,22,,13,2,47,111,175,0,15,8,,21,,4,38,8,,17,,70,111,
1196,444,269,1,1703,12,Laxton-1703-12-recto,29,February,7,March,,1,,,,1,,1,1,,,2,,,5,1,,,,,1,,,1,,,1,3,2,,,,1,,3,1,,2,1,,,1,,2,,,1,1,1,,,,,2,,,,,1,,,,,,,,1,,2,,,1,3,,,,,1,,,,,1,,1,1,1,1,,1,1,,4,1,1,1,2,47,61,0,21,2,1,5,4,9,3,11,7,4,21,,16,12,11,2,,,114,129,0,,1,,,,,35,2,6,8,5,5,6,,7,3,5,15,,9,4,56,111,167,0,12,13,,25,,4,31,4,,20,,74,109,
1197,445,270,1,1703,13," Laxton-1703-13-recto",7,March,14,March,1,3,6,1,,2,,1,1,,,1,,,1,1,,,,,,,,2,1,1,1,1,,1,,,,,1,1,,2,,,,1,2,,,,1,1,1,,,,3,,2,1,,,,,,1,,,,,,,,1,,2,,,1,,,,,,,,,,1,1,,,1,,,1,6,,2,,,24,58,0,19,2,1,7,14,15,,6,3,13,30,,19,12,14,,1,,87,156,0,,4,,,,,38,3,7,6,2,1,10,,6,4,,18,,12,,43,91,154,0,12,9,,30,,7,31,2,,18,,78,109,
1198,446,294,1,1703,14," Laxton-1703-14-recto",14,March,21,March,1,2,,,,,,,1,1,,1,,1,2,,2,,,,1,,,1,,,1,4,,,1,,,,1,1,,,,,,,1,1,1,,,1,1,,,,,,1,,,,2,4,,,,1,,2,1,,,1,,,,,1,1,1,,,,,,,1,1,1,1,1,,,1,,2,,2,,,42,51,0,37,3,1,3,20,14,,7,3,5,16,,14,10,12,1,1,,104,147,0,,3,,,,,39,2,4,8,2,6,11,,6,2,1,12,,8,1,47,113,152,0,10,10,,25,,2,43,1,,19,,69,110,0
1199,447,295,1,1704,15,Laxton-1704-15-recto,21,March,28,March,,1,,,,,,,,1,,,1,1,1,1,,,,,3,,,7,,,2,3,,,2,,,2,1,,,,,,,1,1,,,,1,2,1,,,,,,,1,,,2,,,,,1,,1,1,1,,,,1,,,2,2,,,,1,,,,,,,1,,,3,,1,1,1,,,1,32,53,0,26,3,,6,15,9,,6,3,8,21,,8,8,17,1,1,,87,132,0,,2,,,,,31,2,3,8,3,4,8,,12,2,4,21,,7,6,45,109,158,0,16,8,,17,,4,35,2,,23,,64,105,0
1200,448,296,1,1704,16,Laxton-1704-16-recto,28,March,4,April,,,1,2,,,1,,1,,,1,1,1,,1,,1,,,2,,,4,,,2,1,,,1,1,,1,2,,1,2,,,2,2,1,,,1,1,1,,,,1,,,,,,,,,,,,,,2,,,,,,3,,1,,,1,,,,1,,1,,1,,,,,1,1,,2,,1,,1,46,52,0,25,1,,2,12,9,,4,4,3,19,,6,12,11,,3,,101,111,0,,2,,,,,23,3,8,5,4,3,14,,8,3,3,13,,5,,45,107,139,0,6,9,,26,,5,37,2,,18,,56,103,0
1201,449,297,1,1704,17,Laxton-1704-17-recto,4,April,11,April,,3,,,,2,,,,1,,,,,1,1,,1,,2,2,,,2,,,,1,,,,1,,,2,2,,,1,,,,,,,1,,,,,,2,,,,,1,,1,,,,,,,,1,,3,,,,,,,,,,,1,1,,1,,1,1,1,,,,1,,3,,,,,28,41,0,30,,,3,12,7,2,9,,5,22,,21,12,18,1,1,,93,143,0,,2,,,,,26,1,6,6,1,6,5,,13,,9,24,,6,9,46,105,160,0,10,5,,19,,4,25,2,,14,,71,79,0
1202,450,298,1,1704,18,Laxton-1704-18-recto,11,April,18,April,,,,1,,2,,2,3,1,1,,1,1,1,,,,,,,,,2,,1,,2,,1,,1,,,1,,,,,,,2,,1,,,,,1,,,1,,1,,1,,,,,,1,,,,,,1,,,,1,,1,,1,2,,,1,,,,,,,,,,2,,,3,,2,,,41,43,0,29,,,10,12,13,,4,6,6,19,,13,8,18,,,,88,138,0,,3,,,,,28,,6,6,4,4,20,,8,,4,16,,10,9,74,102,192,0,11,11,,21,,6,42,4,,13,,76,108,0
1203,451,299,1,1704,19,Laxton-1704-19-recto,18,April,25,April,1,2,,,,,,,2,,,2,,1,3,,,,3,,,,,1,,,1,1,1,,,,1,,2,1,,1,,,1,2,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,2,,1,,,,2,3,,1,,,,44,41,0,23,1,1,8,12,9,,3,3,7,22,,15,10,7,1,,,107,122,0,,1,,,,,26,2,5,6,2,9,6,,3,4,1,17,,5,3,32,95,122,0,15,9,,20,,4,33,4,,15,,68,100,0
1204,452,300,1,1704,20,Laxton-1704-20-recto,25,April,2,May,,1,,,,1,,2,1,1,1,,,,4,,1,,,,,,,2,,2,,,,,,1,,,,1,,,,,,,1,2,,,2,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,1,,1,2,,,,,,,1,,,1,,,,,,,1,,,1,2,35,37,0,21,3,,4,12,11,,7,6,8,18,,13,8,11,1,,,86,123,0,,2,,,,,29,1,7,8,2,5,12,,9,1,1,13,,9,,43,101,142,0,6,8,,17,,3,28,2,,24,,61,88,0
1205,453,301,1,1704,21,Laxton-1704-21-recto,2,May,9,May,,2,2,1,,,,,,1,,,,,1,,,,,,,,,2,,,1,2,,1,1,,,1,3,,,2,1,,,2,,,,,1,1,,,,,1,,1,1,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,3,2,,1,,32,39,0,17,,,5,15,8,,8,3,7,25,,6,5,10,3,,,83,112,0,,3,,,,,30,2,5,7,4,5,9,,11,,,9,,6,2,45,112,138,0,9,7,,33,,4,32,2,,24,,75,111,0
1206,454,302,1,1704,22," Laxton-1704-22-recto",9,May,16,May,,1,,,,,,,1,,,,1,1,3,,1,2,,,4,,,6,,,1,,1,,,2,,,1,,,,1,,,3,1,1,2,,,1,1,,,,,,,1,,,,,,,,,,,1,1,1,,,,1,,,2,,2,,,,,,1,,,2,,1,,2,,,1,,,1,34,52,0,24,1,,1,13,12,,14,2,4,22,,10,16,7,,,,89,126,0,,2,,,,,26,5,6,7,2,6,11,,8,,4,18,,8,3,47,88,153,0,4,15,,20,,2,22,2,,14,,49,79,0
1207,455,317,1,1704,23,Laxton-1704-23-recto,16,May,23,May,,,1,,,,,2,2,1,,,,,3,,,,1,,3,,,2,,,,,,,1,,,,1,,1,1,,,,2,2,,1,,1,,2,,,,,,,,1,,,,2,,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,,,,,2,,,,1,25,37,0,18,1,,4,9,5,1,7,2,5,19,,11,7,14,,,,75,103,0,,3,,,,,23,6,6,7,2,,11,,6,3,5,12,,,3,36,91,123,0,11,7,,17,,3,26,1,,19,,69,84,0
1208,456,318,1,1704,24,Laxton-1704-24-recto,23,May,30,May,1,,,,,,,,,,,1,2,,4,,,,,,,1,,3,,,,3,1,,1,,2,1,1,1,1,,,1,,1,1,1,1,,1,,1,,,,,1,,,,,,,1,,,,,2,,,,,,,,1,2,,,,,,,,,,,,,1,,1,,1,6,1,1,,,35,48,0,17,2,,3,11,7,,5,3,7,9,,11,7,18,4,1,,90,105,0,,1,,,,,25,2,6,5,3,4,14,,10,7,3,16,,24,5,33,89,158,0,6,10,,25,,3,27,3,,13,,49,87,0
1209,457,319,1,1704,25,Laxton-1704-25-recto,30,May,6,June,,1,,1,1,1,1,,,1,,1,,,5,,,,,1,3,,,2,,,1,,1,,1,1,,,2,1,,2,,,1,1,1,1,1,,,3,1,,,,,,1,1,,,,1,,1,,,,1,,,3,1,,,1,,,1,,,,2,,,1,1,,,,,,,1,,,,1,,,38,53,0,19,2,1,6,9,5,,7,4,14,20,,11,4,,,,,71,102,0,,4,,,,,21,4,5,6,1,8,10,,2,3,,21,,8,,34,91,127,0,5,4,,23,,5,18,,,25,,68,80,0
1210,458,320,1,1704,26,Laxton-1704-26-recto,6,June,13,June,,,,1,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,2,1,1,2,,,,,1,1,,,1,,,,,1,,,,,,1,,1,,,,6,,,,,23,26,0,14,2,1,,4,8,2,5,2,5,22,,11,4,28,,,,90,108,0,,2,,,,,19,2,7,9,2,7,12,,2,3,2,11,,4,3,27,81,112,0,11,8,,11,,2,30,2,,14,,65,78,0
1211,459,321,1,1704,27,Laxton-1704-27-recto,13,June,20,June,,1,,1,,1,1,,,1,,,1,,2,,2,,,1,,,,3,,,1,2,,,1,1,,,,2,,1,,,,3,1,,,,2,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,24,33,0,13,4,,2,17,15,,6,6,5,18,,12,6,10,5,,,77,119,0,,1,,,,,17,2,5,6,3,5,10,,9,5,4,12,,5,,37,77,121,0,11,8,,19,,6,22,2,,9,,52,77,0
1212,460,343,1,1704,28,Laxton-1704-28-recto,20,June,27,June,1,2,,,,,,2,2,1,,,1,1,2,,,,,1,1,,,5,,,2,1,1,,1,1,,,2,2,2,,2,,1,2,2,,,,1,,,,,,,,,2,,,,,1,,,,,,,1,,,,1,1,,1,1,1,,,,1,,2,,1,,1,,,,1,,7,1,1,,,52,63,0,17,,,1,8,7,,2,2,7,19,,11,4,6,1,,,85,85,0,,1,,,,,25,1,4,4,5,,9,,5,,4,14,,10,4,31,93,117,0,13,6,,17,,7,33,1,,15,,56,92,0
1253,461,344,1,1704,29,Laxton-1704-29-recto,27,June,4,July,,2,2,,,,,,1,2,,,1,,1,,,,2,,,,,1,,1,,1,1,1,,,,,1,1,,,1,,1,,,,1,,,,1,,,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,1,,,1,3,1,,,2,26,37,0,14,1,1,4,8,7,,10,,8,18,,12,16,7,2,,,70,108,0,,1,,,,,11,2,4,5,,4,6,,5,3,2,6,,2,3,32,82,86,0,7,11,,19,,4,22,5,,27,,53,95,0
1254,462,345,1,1704,30,Laxton-1704-30-recto,4,July,11,July,2,2,,,,,2,,1,,,1,,1,5,,,2,1,,,,,3,,,,1,,1,,,,,3,1,,,,,,,2,,1,,,1,1,,,,1,,1,1,,,,1,,,,1,,1,,,,,,1,2,,,1,,,1,,,,,,1,,,,,,,1,5,,1,,,21,50,0,17,1,1,6,15,13,,6,,5,17,,18,8,9,1,1,,80,118,0,,2,,,,,20,2,10,2,6,7,8,,11,1,4,13,,9,3,28,88,126,0,6,2,,24,,2,38,1,,14,,82,87,0
1255,463,346,1,1704,31,Laxton-1704-31-recto,11,July,18,July,,1,1,,,,,2,1,,1,,4,1,4,,,,,,3,,,3,1,,4,,1,,2,,1,1,,2,2,3,3,,,3,3,3,,,2,3,,,,,1,1,,3,1,,,,,,,1,,,2,,,,,,1,1,,2,,,,,,,,,,,,,1,,,1,2,1,,,1,36,74,0,22,3,,4,10,16,1,8,1,4,31,,15,14,12,2,1,,88,144,0,,4,,,,,26,1,3,6,4,3,18,,11,2,4,23,,11,9,41,93,166,0,4,10,,24,,2,29,5,,28,,65,102,0
1256,464,347,1,1704,32,Laxton-1704-32-recto,18,July,25,July,,3,,1,,,,2,4,,,,1,,2,,1,,,,,,,,,,1,,1,,,,,,3,,,3,1,,1,3,1,,2,,1,1,1,,,,1,,,1,,,,,,,,1,1,,,,3,1,,,,,,,,1,,,,,,,1,,,,,,,1,4,,2,1,,45,51,0,20,4,2,1,13,10,,6,1,10,31,,24,12,10,,,,76,144,0,,3,,,,,21,4,3,4,5,7,21,,7,,5,16,,6,6,59,95,167,0,8,4,,17,,5,27,5,,28,,54,94,0
1257,465,348,1,1704,33,Laxton-1704-33-recto,25,July,1,August,,,,,,,1,2,3,3,,,,2,5,,1,,,,1,,,,,,,2,1,1,,,,,,2,,3,,,,1,2,,,,2,1,1,,,2,,,,,1,1,,1,1,,,,,2,,,,,,,,2,,,1,,,2,,,1,1,,,2,,1,1,,1,,,1,,,47,55,0,24,2,,6,13,12,,10,3,9,24,,15,14,8,,,,86,140,0,,3,,,,,22,,7,13,,9,20,,12,5,4,17,,14,3,58,116,187,0,9,8,,30,,1,21,2,,30,,65,101,0
1258,466,349,1,1704,34,Laxton-1704-34-recto,1,August,8,August,1,3,1,1,,,,,2,,,2,,1,2,,,,,,,,,3,,,2,1,1,1,,,,,1,,,,1,,,2,1,,,,,1,2,,,,,1,,,,,3,,1,,,,,1,,1,2,,,,,,,1,1,1,,,1,,1,1,,,1,,,1,,1,7,,,2,,33,57,0,19,2,1,5,9,13,,12,4,4,24,,25,13,15,,1,,82,147,0,,3,,,,,34,3,4,8,2,8,15,,2,6,4,14,,11,4,40,98,158,0,7,7,,27,,3,22,2,,14,,55,82,0
1259,467,350,1,1704,35,Laxton-1704-35-recto,8,August,15,August,1,,,,,,,,2,2,,,2,1,2,1,,1,,,,,,3,,,2,2,2,,1,,,,3,,,2,2,,,,,1,2,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,2,1,,,2,,1,,,,,,1,,,,,,,3,1,1,1,,26,50,0,28,3,1,4,12,8,,4,1,2,30,,16,13,16,,,,69,138,0,,3,,,,,28,5,9,10,3,11,20,,13,9,5,24,,7,3,50,97,200,0,14,6,,22,,4,23,1,,30,,61,100,0
