Year,edited_cause,number,original_Year,original_cause,original_number
1691,Dropsie & Tympany,677,1691,dropsy and tympany,677
1692,Dropsie & Tympany,671,1692,dropsy and tympany,671
1693,Dropsie & Tympany,608,1693,dropsy and tympany,608
1694,Dropsie & Tympany,778,1694,dropsy and tympany,778
1695,Dropsie & Tympany,850,1695,dropsy and tympany,850
1696,Dropsie & Tympany,916,1696,dropsy and tympany,916
1697,Dropsie & Tympany,811,1697,dropsy and tympany,811
1698,Dropsie & Tympany,508,1698,dropsy and tympany,508
1699,Dropsie & Tympany,602,1699,dropsy and tympany,602
1700,Dropsie & Tympany,659,1700,dropsy and tympany,659
1701,Dropsie & Tympany,723,1701,dropsy and tympany,723
1629,Drowned,43,1629,drowned,43
1630,Drowned,33,1630,drowned,33
1631,Drowned,29,1631,drowned,29
1632,Drowned,34,1632,drowned,34
1633,Drowned,37,1633,drowned,37
1634,Drowned,32,1634,drowned,32
1635,Drowned,32,1635,drowned,32
1636,Drowned,45,1636,drowned,45
1641,Drowned,44,1641,drowned,44
1649,Drowned,30,1649,drowned,30
1650,Drowned,27,1650,drowned,27
1651,Drowned,1,1651,fainted in a bath,1
1651,Drowned,49,1651,drowned,49
1652,Drowned,50,1652,drowned,50
1653,Drowned,53,1653,drowned,53
1654,Drowned,30,1654,drowned,30
1655,Drowned,43,1655,drowned,43
1656,Drowned,49,1656,drowned,49
1657,Drowned,63,1657,drowned,63
1658,Drowned,60,1658,drowned,60
1659,Drowned,57,1659,drowned,57
1660,Drowned,48,1660,drowned,48
1661,Drowned,57,1661,drowned,57
1662,Drowned,43,1662,drowned,43
1663,Drowned,56,1663,drowned,56
1664,Drowned,62,1664,drowned,62
1665,Drowned,50,1665,drowned,50
1666,Drowned,68,1666,drowned,68
1667,Drowned,72,1667,drowned,72
1668,Drowned,68,1668,drowned,68
1669,Drowned,62,1669,drowned,62
1670,Drowned,82,1670,drowned,82
1671,Drowned,78,1671,drowned,78
1672,Drowned,74,1672,drowned,74
1673,Drowned,153,1673,drowned,153
1674,Drowned,83,1674,drowned,83
1675,Drowned,57,1675,drowned,57
1676,Drowned,83,1676,drowned,83
1677,Drowned,69,1677,drowned,69
1678,Drowned,85,1678,drowned,85
1679,Drowned,69,1679,drowned,69
1680,Drowned,83,1680,drowned,83
1681,Drowned,80,1681,drowned,80
1682,Drowned,91,1682,drowned,91
1683,Drowned,79,1683,drowned,79
1684,Drowned,65,1684,drowned,65
1685,Drowned,66,1685,drowned,66
1686,Drowned,92,1686,drowned,92
1687,Drowned,74,1687,drowned,74
1688,Drowned,66,1688,drowned,66
1689,Drowned,71,1689,drowned,71
1690,Drowned,72,1690,drowned,72
1691,Drowned,81,1691,drowned,81
1692,Drowned,43,1692,drowned,43
1693,Drowned,66,1693,drowned,66
1694,Drowned,61,1694,drowned,61
1695,Drowned,46,1695,drowned,46
1696,Drowned,80,1696,drowned,80
1697,Drowned,50,1697,drowned,50
1698,Drowned,59,1698,drowned,59
1699,Drowned,58,1699,drowned,58
1700,Drowned,48,1700,drowned,48
1701,Drowned,81,1701,drowned,81
1702,Drowned,66,1702,drowned,66
1703,Drowned,61,1703,drowned,61
1704,Drowned,52,1704,drowned,52
1705,Drowned,66,1705,drowned,66
1706,Drowned,74,1706,drowned,74
1707,Drowned,72,1707,drowned,72
1708,Drowned,63,1708,drowned,63
1709,Drowned,57,1709,drowned,57
1710,Drowned,49,1710,drowned,49
1711,Drowned,63,1711,drowned,63
1712,Drowned,64,1712,drowned,64
1713,Drowned,63,1713,drowned,63
1714,Drowned,51,1714,drowned,51
1715,Drowned,59,1715,drowned,59
1716,Drowned,45,1716,drowned,45
1717,Drowned,62,1717,drowned,62
1718,Drowned,81,1718,drowned,81
1719,Drowned,81,1719,drowned,81
1720,Drowned,66,1720,drowned,66
1721,Drowned,86,1721,drowned,86
1722,Drowned,50,1722,drowned,50
1723,Drowned,62,1723,drowned,62
1724,Drowned,83,1724,drowned,83
1725,Drowned,74,1725,drowned,74
1726,Drowned,98,1726,drowned,98
1727,Drowned,89,1727,drowned,89
1728,Drowned,89,1728,drowned,89
1729,Drowned,77,1729,drowned,77
1730,Drowned,83,1730,drowned,83
1731,Drowned,112,1731,drowned,112
1732,Drowned,98,1732,drowned,98
1733,Drowned,81,1733,drowned,81
1734,Drowned,78,1734,drowned,78
1735,Drowned,99,1735,drowned,99
1736,Drowned,120,1736,drowned,120
1737,Drowned,103,1737,drowned,103
1738,Drowned,82,1738,drowned,82
1739,Drowned,91,1739,drowned,91
1740,Drowned,97,1740,drowned,97
1741,Drowned,116,1741,drowned,116
1742,Drowned,104,1742,drowned,104
1743,Drowned,78,1743,drowned,78
1744,Drowned,104,1744,drowned,104
1745,Drowned,99,1745,drowned,99
1746,Drowned,94,1746,drowned,94
1747,Drowned,102,1747,drowned,102
1748,Drowned,107,1748,drowned,107
1749,Drowned,111,1749,drowned,111
1750,Drowned,100,1750,drowned,100
1751,Drowned,66,1751,drowned,66
1629,Executed,19,1629,executed,19
1630,Executed,13,1630,executed,13
1631,Executed,12,1631,executed,12
1632,Executed,18,1632,"executed, and presd to death",18
1633,Executed,13,1633,executed,13
1634,Executed,13,1634,executed,13
1635,Executed,13,1635,executed,13
1636,Executed,13,1636,executed,13
1641,Executed,8,1641,executed,8
1649,Executed,29,1649,executed,29
1650,Executed,43,1650,executed,43
1651,Executed,24,1651,executed and beheaded,24
1652,Executed,12,1652,executed,12
1653,Executed,19,1653,executed,19
1654,Executed,21,1654,executed,21
1655,Executed,19,1655,executed,19
1656,Executed,22,1656,executed,22
1657,Executed,20,1657,executed,20
1658,Executed,18,1658,executed,18
1659,Executed,7,1659,executed,7
1660,Executed,18,1660,executed,18
1661,Executed,16,1661,executed,16
1662,Executed,14,1662,executed,14
1663,Executed,31,1663,executed,31
1664,Executed,38,1664,executed,38
1665,Executed,21,1665,executed,21
1666,Executed,10,1666,executed,10
1667,Executed,9,1667,executed,9
1668,Executed,12,1668,executed,12
1669,Executed,11,1669,executed,11
1670,Executed,12,1670,executed,12
1671,Executed,11,1671,executed,11
1672,Executed,9,1672,executed,9
1673,Executed,31,1673,executed,31
1674,Executed,17,1674,executed,17
1675,Executed,18,1675,executed,18
1676,Executed,17,1676,executed,17
1677,Executed,8,1677,executed,8
1678,Executed,23,1678,executed,23
1679,Executed,30,1679,executed,30
1680,Executed,24,1680,executed,24
1681,Executed,8,1681,executed,8
1682,Executed,10,1682,executed,10
1683,Executed,6,1683,executed,6
1684,Executed,15,1684,executed,15
1685,Executed,19,1685,executed,19
1686,Executed,16,1686,executed,16
1687,Executed,12,1687,executed,12
1688,Executed,17,1688,executed,17
1689,Executed,12,1689,executed,12
1690,Executed,22,1690,executed,22
1691,Executed,36,1691,executed,36
1692,Executed,18,1692,executed,18
1693,Executed,29,1693,executed,29
1694,Executed,40,1694,executed,40
1695,Executed,27,1695,executed,27
1696,Executed,17,1696,executed,17
1697,Executed,31,1697,executed,31
1698,Executed,22,1698,executed,22
1699,Executed,18,1699,executed,18
1700,Executed,29,1700,executed,29
1701,Executed,15,1701,executed,15
1702,Executed,7,1702,executed,7
1703,Executed,6,1703,executed,6
1704,Executed,9,1704,executed,9
1705,Executed,9,1705,executed,9
1706,Executed,2,1706,executed,2
1707,Executed,5,1707,executed,5
1708,Executed,6,1708,executed,6
1709,Executed,3,1709,executed,3
1710,Executed,3,1710,executed,3
1711,Executed,7,1711,executed,7
1713,Executed,12,1713,executed,12
1714,Executed,16,1714,executed,16
1715,Executed,17,1715,executed,17
1716,Executed,30,1716,executed,30
1717,Executed,19,1717,executed,19
1718,Executed,15,1718,executed,15
1719,Executed,18,1719,executed,18
1720,Executed,20,1720,executed,20
1721,Executed,13,1721,executed,13
1722,Executed,23,1722,executed,23
1723,Executed,16,1723,executed,16
1724,Executed,17,1724,executed,17
1725,Executed,19,1725,executed,19
1726,Executed,21,1726,executed,21
1727,Executed,11,1727,executed,11
1728,Executed,37,1728,executed,37
1729,Executed,11,1729,executed,11
1730,Executed,13,1730,executed,13
1731,Executed,29,1731,executed,29
1732,Executed,25,1732,executed,25
1733,Executed,22,1733,executed,22
1734,Executed,15,1734,executed,15
1735,Executed,19,1735,executed,19
1736,Executed,8,1736,executed,8
1737,Executed,7,1737,executed,7
1738,Executed,17,1738,executed,17
1739,Executed,12,1739,executed,12
1740,Executed,13,1740,executed,13
1741,Executed,7,1741,executed,7
1742,Executed,17,1742,executed,17
1743,Executed,6,1743,executed,6
1744,Executed,8,1744,executed,8
1745,Executed,17,1745,executed,17
1746,Executed,20,1746,executed,20
1747,Executed,7,1747,executed,7
1748,Executed,6,1748,executed,6
1749,Executed,26,1749,executed,26
1750,Executed,27,1750,executed,27
1751,Executed,24,1751,executed,24
1629,Falling-sickness,3,1629,falling sicknes,3
1630,Falling-sickness,10,1630,falling sicknesse,10
1631,Falling-sickness,7,1631,falling sickenesse,7
1632,Falling-sickness,7,1632,falling sickenesse,7
1633,Falling-sickness,2,1633,falling sickenesse,2
1634,Falling-sickness,5,1634,falling sickenesse,5
1635,Falling-sickness,6,1635,falling sickenesse,6
1636,Falling-sickness,8,1636,falling sickenesse,8
1641,Falling-sickness,6,1641,falling sicknesse,6
1649,Falling-sickness,2,1649,falling sicknesse,2
1650,Falling-sickness,3,1650,falling sickenesse,3
1652,Falling-sickness,3,1652,falling sicknesse,3
1653,Falling-sickness,4,1653,falling sicknesse,4
1654,Falling-sickness,1,1654,falling sicknesse,1
1655,Falling-sickness,4,1655,falling sicknesse,4
1656,Falling-sickness,3,1656,falling sicknesse,3
1657,Falling-sickness,1,1657,falling sickness,1
1659,Falling-sickness,4,1659,falling sicknesse,4
1660,Falling-sickness,5,1660,falling sicknesse,5
1664,Falling-sickness,1,1664,falling sickness,1
1667,Falling-sickness,4,1667,falling sickness,4
1669,Falling-sickness,2,1669,falling sickness,2
1670,Falling-sickness,3,1670,falling-sickness,3
1671,Falling-sickness,2,1671,falling sickness,2
1672,Falling-sickness,3,1672,falling-sickness,3
1673,Falling-sickness,2,1673,falling-sickness,2
1677,Falling-sickness,4,1677,falling sickness and epilepsie,4
1679,Falling-sickness,2,1679,falling sickness,2
1680,Falling-sickness,1,1680,falling sickness,1
1681,Falling-sickness,6,1681,falling sickness,6
1683,Falling-sickness,1,1683,epilepsy,1
1685,Falling-sickness,1,1685,falling-sickness,1
1687,Falling-sickness,1,1687,falling sickness,1
1688,Falling-sickness,2,1688,falling sickness,2
1689,Falling-sickness,1,1689,falling sickness,1
1690,Falling-sickness,1,1690,falling sickness,1
1691,Falling-sickness,1,1691,falling sickness,1
1692,Falling-sickness,1,1692,falling sickness,1
1693,Falling-sickness,1,1693,falling sickness,1
1694,Falling-sickness,2,1694,falling sickness,2
1698,Falling-sickness,1,1698,falling sickness,1
1700,Falling-sickness,1,1700,falling sickness,1
1709,Falling-sickness,1,1709,falling sickness,1
1718,Falling-sickness,1,1718,falling sickness,1
1726,Falling-sickness,1,1726,falling sickness,1
1727,Falling-sickness,2,1727,falling sickness,2
1730,Falling-sickness,1,1730,falling sickness,1
1731,Falling-sickness,2,1731,falling sickness,2
1733,Falling-sickness,2,1733,falling sickness,2
1734,Falling-sickness,1,1734,falling sickness,1
1740,Falling-sickness,1,1740,falling sickness,1
1741,Falling-sickness,1,1741,falling sickness,1
1742,Falling-sickness,1,1742,falling sickness,1
1747,Falling-sickness,2,1747,falling sickness,2
1629,Fever,924,1629,feavers,924
1630,Fever,1091,1630,feaver,1091
1631,Fever,1115,1631,feaver,1115
1632,Fever,1108,1632,feaver,1108
1633,Fever,953,1633,feaver,953
1634,Fever,1279,1634,feaver,1279
1667,Fever,916,1667,feaver,916
1668,Fever,1247,1668,feaver,1247
1702,Fever,2682,1702,fever,2682
1703,Fever,3162,1703,fever,3162
1704,Fever,3243,1704,fever,3243
1705,Fever,3290,1705,fever,3290
1706,Fever,2662,1706,fever,2662
1707,Fever,2947,1707,fever,2947
1708,Fever,2738,1708,fever,2738
1709,Fever,3140,1709,fever,3140
1710,Fever,4397,1710,fever,4397
1711,Fever,3461,1711,fever,3461
1712,Fever,3131,1712,fever,3131
1713,Fever,3039,1713,fever,3039
1714,Fever,4631,1714,fever,4631
1715,Fever,3588,1715,fever,3588
1716,Fever,3078,1716,fever,3078
1717,Fever,2940,1717,fever,2940
1718,Fever,3475,1718,fever,3475
1719,Fever,3803,1719,fever,3803
1720,Fever,3910,1720,fever,3910
1721,Fever,3331,1721,fever,3331
1722,Fever,3088,1722,fever,3088
1723,Fever,3321,1723,fever,3321
1724,Fever,3262,1724,fever,3262
1725,Fever,3277,1725,fever,3277
1726,Fever,4666,1726,fever,4666
1727,Fever,4728,1727,fever,4728
1728,Fever,4716,1728,fever,4716
1732,Fever & Malignant Fever & Scarlet Fever & Purples,2939,1732,"fever, malignant fever, scarlet fever, and purples",2939
1731,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3225,1731,"fever, malignant fever, scarlet fever, spotted fever, and purples",3225
1734,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3116,1734,"fever, malignant fever, scarlet fever, spotted fever, and purples",3116
1735,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,2544,1735,"fever, malignant fever, scarlet fever, spotted fever, and purples",2544
1736,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3361,1736,"fever, malignant fever, scarlet fever, spotted fever, and purples",3361
1737,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,4580,1737,"fever, malignant fever, scarlet fever, spotted fever, and purples",4580
1738,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3890,1738,"fever, malignant fever, scarlet fever, spotted fever, and purples",3890
1739,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3334,1739,"fever, malignant fever, scarlet fever, spotted fever, and purples",3334
1740,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,4003,1740,"fever, malignant fever, scarlet fever, spotted fever, and purples",4003
1741,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,7528,1741,"fever, malignant fever, scarlet fever, spotted fever, and purples",7528
1742,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,5108,1742,"fever, malignant fever, scarlet fever, spotted fever, and purples",5108
1743,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3837,1743,"fever, malignant fever, scarlet fever, spotted fever, and purples",3837
1744,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,2670,1744,"fever, malignant fever, scarlet fever, spotted fever, and purples",2670
1745,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,2690,1745,"fever, malignant fever, scarlet fever, spotted fever, and purples",2690
1746,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,4167,1746,"fever, malignant fever, scarlet fever, spotted fever, and purples",4167
1747,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,4779,1747,"fever, malignant fever, scarlet fever, spotted fever, and purples",4779
1748,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3981,1748,"fever, malignant fever, scarlet fever, spotted fever, and purples",3981
1749,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,4458,1749,"fever, malignant fever, scarlet fever, spotted fever, and purples",4458
1750,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,4294,1750,"fever, malignant fever, scarlet fever, spotted fever, and purples",4294
1751,Fever & Malignant Fever & Scarlet Fever & Spotted-Fever & Purples,3219,1751,"fever, malignant fever, scarlet fever, spotted fever, and purples",3219
1729,Fever & Malignant Fever & Spotted-Fever & Purples,5235,1729,"fever, malignant fever, spotted fever, and purples",5235
1730,Fever & Malignant Fever & Spotted-Fever & Purples,4011,1730,"fever, malignant fever, spotted fever, and purples",4011
1733,Fever & Malignant Fever & Spotted-Fever & Purples,3831,1733,"fever, malignant fever, spotted fever, and purples",3831
1629,Fistula,11,1629,fistula,11
1630,Fistula,6,1630,fistula,6
1631,Fistula,6,1631,fistula,6
1632,Fistula,13,1632,fistula,13
1633,Fistula,16,1633,fistula,16
1634,Fistula,11,1634,fistula,11
1635,Fistula,7,1635,fistula,7
1636,Fistula,9,1636,fistula,9
1702,Fistula,29,1702,fistula,29
1703,Fistula,27,1703,fistula,27
1704,Fistula,32,1704,fistula,32
1705,Fistula,29,1705,fistula,29
1706,Fistula,22,1706,fistula,22
1707,Fistula,16,1707,fistula,16
1708,Fistula,30,1708,fistula,30
1709,Fistula,39,1709,fistula,39
1710,Fistula,14,1710,fistula,14
1711,Fistula,34,1711,fistula,34
1712,Fistula,19,1712,fistula,19
1713,Fistula,19,1713,fistula,19
1714,Fistula,22,1714,fistula,22
1715,Fistula,15,1715,fistula,15
1716,Fistula,13,1716,fistula,13
1717,Fistula,14,1717,fistula,14
1718,Fistula,17,1718,fistula,17
1719,Fistula,12,1719,fistula,12
1720,Fistula,12,1720,fistula,12
1721,Fistula,18,1721,fistula,18
1722,Fistula,11,1722,fistula,11
1723,Fistula,8,1723,fistula,8
1724,Fistula,13,1724,fistula,13
1725,Fistula,13,1725,fistula,13
1726,Fistula,15,1726,fistula,15
1727,Fistula,9,1727,fistula,9
1728,Fistula,10,1728,fistula,10
1729,Fistula,10,1729,fistula,10
1730,Fistula,17,1730,fistula,17
1731,Fistula,23,1731,fistula,23
1732,Fistula,17,1732,fistula,17
1733,Fistula,22,1733,fistula,22
1734,Fistula,14,1734,fistula,14
1735,Fistula,8,1735,fistula,8
1736,Fistula,16,1736,fistula,16
1737,Fistula,16,1737,fistula,16
1738,Fistula,17,1738,fistula,17
1739,Fistula,9,1739,fistula,9
1740,Fistula,8,1740,fistula,8
1741,Fistula,16,1741,fistula,16
1742,Fistula,17,1742,fistula,17
1743,Fistula,10,1743,fistula,10
1744,Fistula,14,1744,fistula,14
1745,Fistula,12,1745,fistula,12
1746,Fistula,14,1746,fistula,14
1747,Fistula,13,1747,fistula,13
1748,Fistula,5,1748,fistula,5
1749,Fistula,5,1749,fistula,5
1750,Fistula,8,1750,fistula,8
1751,Fistula,8,1751,fistula,8
1641,Fistula & Gangreen,25,1641,fistula and gangrene,25
1650,Fistula & Gangreen,8,1650,"gangrene, and fistula",8
1657,Fistula & Gangreen,19,1657,fistula and gangrene,19
1658,Fistula & Gangreen,27,1658,fistula and gangrena,27
1673,Fistula & Gangreen,17,1673,gangrene and fistula,17
1674,Fistula & Gangreen,39,1674,gangrene and fistula,39
1675,Fistula & Gangreen,26,1675,gangrene and fistula,26
1676,Fistula & Gangreen,23,1676,gangrene and fistula,23
1677,Fistula & Gangreen,34,1677,gangrene and fistula,34
1678,Fistula & Gangreen,37,1678,gangrene and fistula,37
1679,Fistula & Gangreen,40,1679,gangrene and fistula,40
1680,Fistula & Gangreen,27,1680,gangrene and fistula,27
1681,Fistula & Gangreen,46,1681,gangrene and fistula,46
1682,Fistula & Gangreen,54,1682,gangrene and fistula,54
1683,Fistula & Gangreen,76,1683,gangrene and fistula,76
1684,Fistula & Gangreen,59,1684,gangrene and fistula,59
1685,Fistula & Gangreen,50,1685,gangrene and fistula,50
1686,Fistula & Gangreen,58,1686,gangrene and fistula,58
1687,Fistula & Gangreen,52,1687,gangrene and fistula,52
1688,Fistula & Gangreen,62,1688,gangrene and fistula,62
1689,Fistula & Gangreen,60,1689,gangrene and fistula,60
1690,Fistula & Gangreen,53,1690,gangrene and fistula,53
1691,Fistula & Gangreen,52,1691,gangrene and fistula,52
1692,Fistula & Gangreen,34,1692,gangrene and fistula,34
1693,Fistula & Gangreen,49,1693,gangrene and fistula,49
1694,Fistula & Gangreen,54,1694,gangrene and fistula,54
1695,Fistula & Gangreen,38,1695,gangrene and fistula,38
1696,Fistula & Gangreen,37,1696,gangrene and fistula,37
1697,Fistula & Gangreen,49,1697,gangrene and fistula,49
1698,Fistula & Gangreen,35,1698,gangrene and fistula,35
1699,Fistula & Gangreen,45,1699,gangrene and fistula,45
1629,Flox and Small-Pox,72,1629,flocks and small pox,72
1630,Flox and Small-Pox,40,1630,flocks and small pox,40
1631,Flox and Small-Pox,58,1631,flocks and small pox,58
1632,Flox and Small-Pox,531,1632,flocks and small pox,531
1633,Flox and Small-Pox,72,1633,flocks and small pox,72
1634,Flox and Small-Pox,1354,1634,flocks and small pox,1354
1635,Flox and Small-Pox,293,1635,flocks and small pox,293
1636,Flox and Small-Pox,127,1636,flocks and small pox,127
1641,Flox and Small-Pox,2483,1641,flocks and small pox,2483
1649,Flox and Small-Pox,1190,1649,flox and smal pox,1190
1650,Flox and Small-Pox,184,1650,flox and smal pox,184
1651,Flox and Small-Pox,525,1651,flox and smal pox,525
1652,Flox and Small-Pox,1279,1652,flox and small pox,1279
1653,Flox and Small-Pox,139,1653,flox and smal pox,139
1654,Flox and Small-Pox,812,1654,flox and small pox,812
1655,Flox and Small-Pox,1294,1655,flox and smal pox,1294
1656,Flox and Small-Pox,823,1656,flox and small pox,823
1657,Flox and Small-Pox,835,1657,flox and small pox,835
1658,Flox and Small-Pox,409,1658,flox and small pox,409
1659,Flox and Small-Pox,1523,1659,flox and small pox,1523
1660,Flox and Small-Pox,354,1660,flox and small pox,354
1661,Flox and Small-Pox,1246,1661,flox and smal pox,1246
1662,Flox and Small-Pox,768,1662,flox and small pox,768
1663,Flox and Small-Pox,411,1663,flox and smal pox,411
1664,Flox and Small-Pox,1233,1664,flox and smal pox,1233
1665,Flox and Small-Pox,655,1665,flox and small pox,655
1666,Flox and Small-Pox,38,1666,flox and smal-pox,38
1667,Flox and Small-Pox,1196,1667,flox and small-pox,1196
1668,Flox and Small-Pox,1987,1668,flox and small-pox,1987
1669,Flox and Small-Pox,951,1669,flox and small pox,951
1670,Flox and Small-Pox,1465,1670,flox and small-pox,1465
1671,Flox and Small-Pox,696,1671,flox and small pox,696
1672,Flox and Small-Pox,1116,1672,flox and small-pox,1116
1673,Flox and Small-Pox,853,1673,flox and small-pox,853
1674,Flox and Small-Pox,2507,1674,flox and small pox,2507
1675,Flox and Small-Pox,997,1675,flox and small pox,997
1676,Flox and Small-Pox,359,1676,flox and small pox,359
1677,Flox and Small-Pox,1678,1677,flox and small pox,1678
1678,Flox and Small-Pox,1798,1678,flox and small pox,1798
1679,Flox and Small-Pox,1967,1679,flox and small pox,1967
1680,Flox and Small-Pox,689,1680,flox and small pox,689
1681,Flox and Small-Pox,2982,1681,flox and small pox,2982
1682,Flox and Small-Pox,1408,1682,flox and small pox,1408
1683,Flox and Small-Pox,2096,1683,flox and small pox,2096
1684,Flox and Small-Pox,1560,1684,flox and small pox,1560
1685,Flox and Small-Pox,2496,1685,flox and small pox,2496
1686,Flox and Small-Pox,1062,1686,flox and small pox,1062
1687,Flox and Small-Pox & Measles,1551,1687,"flox, small pox and measles",1551
1688,Flox and Small-Pox & Measles,1318,1688,"flox, small pox and measles",1318
1689,Flox and Small-Pox & Measles,1389,1689,"flox, small pox and measles",1389
1690,Flox and Small-Pox & Measles,778,1690,"flox, small pox and measles",778
1691,Flox and Small-Pox & Measles,1241,1691,"flox, small pox and measles",1241
1692,Flox and Small-Pox & Measles,1592,1692,"flox, small pox and measles",1592
1693,Flox and Small-Pox & Measles,1164,1693,"flox, small pox and measles",1164
1694,Flox and Small-Pox & Measles,1683,1694,"flox, small pox and measles",1683
1695,Flox and Small-Pox & Measles,784,1695,"flox, small pox and measles",784
1696,Flox and Small-Pox & Measles,196,1696,"flox, small pox and measles",196
1697,Flox and Small-Pox & Measles,634,1697,"flox, small pox and measles",634
1698,Flox and Small-Pox & Measles,1813,1698,"flox, small pox and measles",1813
1699,Flox and Small-Pox & Measles,890,1699,"flox, small pox and measles",890
1700,Flox and Small-Pox & Measles,1031,1700,"flox, small pox and measles",1031
1701,Flox and Small-Pox & Measles,1099,1701,"flox, small pox, and measles",1099
1702,Flux,5,1702,flux,5
1703,Flux,5,1703,flux,5
1704,Flux,7,1704,flux,7
1705,Flux,2,1705,flux,2
1706,Flux,11,1706,flux,11
1707,Flux,6,1707,flux,6
1708,Flux,9,1708,flux,9
1709,Flux,4,1709,flux,4
1710,Flux,6,1710,flux,6
1711,Flux,1,1711,flux,1
1712,Flux,4,1712,flux,4
1713,Flux,4,1713,flux,4
1714,Flux,7,1714,flux,7
1715,Flux,4,1715,flux,4
1716,Flux,3,1716,flux,3
1717,Flux,10,1717,flux,10
1718,Flux,10,1718,flux,10
1719,Flux,21,1719,flux,21
1720,Flux,11,1720,flux,11
1721,Flux,12,1721,flux,12
1722,Flux,5,1722,flux,5
1723,Flux,5,1723,flux,5
1724,Flux,7,1724,flux,7
1725,Flux,8,1725,flux,8
1726,Flux,11,1726,flux,11
1727,Flux,16,1727,flux,16
1728,Flux,14,1728,flux,14
1729,Flux,17,1729,flux,17
1730,Flux,28,1730,flux,28
1731,Flux,25,1731,flux,25
1732,Flux,32,1732,flux,32
1733,Flux,12,1733,flux,12
1734,Flux,24,1734,flux,24
1735,Flux,17,1735,flux,17
1736,Flux,24,1736,flux,24
1737,Flux,19,1737,flux,19
1738,Flux,11,1738,flux,11
1739,Flux,10,1739,flux,10
1740,Flux,16,1740,flux,16
1741,Flux,31,1741,flux,31
1742,Flux,27,1742,flux,27
1743,Flux,23,1743,flux,23
1744,Flux,10,1744,flux,10
1745,Flux,34,1745,flux,34
1746,Flux,40,1746,flux,40
1747,Flux,28,1747,flux,28
1748,Flux,47,1748,flux,47
1749,Flux,38,1749,flux,38
1750,Flux,24,1750,flux,24
1751,Flux,21,1751,flux,21
1629,Found dead,18,1629,dead in the streete and fields,18
1630,Found dead,33,1630,dead in the street,33
1631,Found dead,26,1631,dead in the street & starved,26
1632,Found dead,6,1632,dead in the street & starved,6
1633,Found dead,13,1633,dead in the street & starved,13
1634,Found dead,8,1634,"dead in the streete & fields, and starved",8
1635,Found dead,24,1635,"dead in the streets fields, &c. and starved",24
1636,Found dead,24,1636,"dead in the streets fields, &c. and starved",24
1641,Found dead,19,1641,"dead in streets, fields, &c.",19
1649,Found dead,9,1649,"found dead in the streets, &c.",9
1650,Found dead,8,1650,"found dead in the streets, &c.",8
1651,Found dead,7,1651,"found dead in the streets,",7
1652,Found dead,9,1652,"found dead in the streets, fields, &c.",9
1653,Found dead,14,1653,"found dead in streets, fields, &c.",14
1654,Found dead,4,1654,"found dead in streets, fields, &c.",4
1655,Found dead,3,1655,"found dead in streets, fields, &c.",3
1656,Found dead,4,1656,"found dead in streets, fields, &c.",4
1657,Found dead,9,1657,"found dead in the streets, &c.",9
1658,Found dead,11,1658,"found dead in streets, fields, &c.",11
1659,Found dead,2,1659,"found dead in streets, fields, &c.",2
1660,Found dead,6,1660,"found dead in streets, fields, &c.",6
1661,Found dead,8,1661,"found dead in streets, fields, &c.",8
1662,Found dead,12,1662,"found dead in the streets, fields, &c.",12
1663,Found dead,8,1663,"found dead in streets, fields, &c.",8
1664,Found dead,6,1664,"found dead in streets, fields, &c.",6
1665,Found dead,20,1665,"found dead in streets, fields, &c.",20
1666,Found dead,10,1666,"found dead in streets, fields, &c.",10
1667,Found dead,10,1667,"found dead in the streets, &c.",10
1668,Found dead,6,1668,"found dead in the streets, &c.",6
1669,Found dead,12,1669,"found dead in the streets, &c.",12
1670,Found dead,5,1670,"found dead in the streets, &c.",5
1671,Found dead,17,1671,"found dead in the streets, &c.",17
1672,Found dead,9,1672,"found dead in the streets, &c.",9
1673,Found dead,4,1673,"found dead in the streets, &c.",4
1674,Found dead,7,1674,"found dead in the streets, &c.",7
1675,Found dead,8,1675,"found dead in the streets, &c.",8
1676,Found dead,4,1676,"found dead in the streets, &c.",4
1677,Found dead,8,1677,"found dead in the streets, &c.",8
1678,Found dead,4,1678,"found dead in the streets, &c.",4
1679,Found dead,5,1679,"found dead in streets, &c.",5
