Year,edited_cause,number,original_Year,original_cause,original_number
1713,Spleen,31,1713,purples,31
1714,Spleen,2,1714,spleen,2
1714,Spleen,29,1714,purples,29
1715,Spleen,1,1715,spleen,1
1715,Spleen,27,1715,purples,27
1716,Spleen,2,1716,spleen,2
1716,Spleen,40,1716,purples,40
1717,Spleen,4,1717,spleen,4
1717,Spleen,16,1717,purples,16
1718,Spleen,3,1718,spleen,3
1718,Spleen,26,1718,purples,26
1719,Spleen,2,1719,spleen,2
1719,Spleen,42,1719,purples,42
1720,Spleen,6,1720,spleen,6
1720,Spleen,16,1720,purples,16
1721,Spleen,4,1721,spleen,4
1721,Spleen,39,1721,purples,39
1722,Spleen,1,1722,spleen,1
1722,Spleen,23,1722,purples,23
1723,Spleen,2,1723,spleen,2
1723,Spleen,24,1723,purples,24
1724,Spleen,2,1724,spleen,2
1724,Spleen,24,1724,purples,24
1725,Spleen,3,1725,spleen,3
1725,Spleen,12,1725,purples,12
1726,Spleen,7,1726,spleen,7
1726,Spleen,12,1726,purples,12
1727,Spleen,5,1727,spleen,5
1727,Spleen,12,1727,purples,12
1728,Spleen,3,1728,spleen,3
1728,Spleen,10,1728,purples,10
1729,Spleen,4,1729,spleen,4
1730,Spleen,3,1730,spleen,3
1731,Spleen,3,1731,spleen,3
1732,Spleen,5,1732,spleen,5
1733,Spleen,2,1733,spleen,2
1734,Spleen,4,1734,spleen,4
1737,Spleen,1,1737,spleen,1
1739,Spleen,1,1739,spleen,1
1740,Spleen,1,1740,spleen,1
1649,Spotted-Fever,43,1649,spotted feaver,43
1671,Spotted-Fever,77,1671,spotted feaver,77
1675,Spotted-Fever,143,1675,spotted feaver,143
1683,Spotted-Fever,148,1683,spotted feaver,148
1702,Spotted-Fever,53,1702,spotted fever,53
1703,Spotted-Fever,74,1703,spotted fever,74
1704,Spotted-Fever,61,1704,spotted fever,61
1705,Spotted-Fever,41,1705,spotted fever,41
1706,Spotted-Fever,54,1706,spotted fever,54
1707,Spotted-Fever,42,1707,spotted fever,42
1708,Spotted-Fever,62,1708,spotted fever,62
1709,Spotted-Fever,118,1709,spotted fever,118
1710,Spotted-Fever,343,1710,spotted fever,343
1711,Spotted-Fever,142,1711,spotted fever,142
1712,Spotted-Fever,96,1712,spotted fever,96
1713,Spotted-Fever,102,1713,spotted fever,102
1714,Spotted-Fever,150,1714,spotted fever,150
1715,Spotted-Fever,161,1715,spotted fever,161
1716,Spotted-Fever,100,1716,spotted fever,100
1717,Spotted-Fever,137,1717,spotted fever,137
1718,Spotted-Fever,132,1718,spotted fever,132
1719,Spotted-Fever,124,1719,spotted fever,124
1720,Spotted-Fever,66,1720,spotted fever,66
1721,Spotted-Fever,84,1721,spotted fever,84
1722,Spotted-Fever,22,1722,spotted fever,22
1723,Spotted-Fever,51,1723,spotted fever,51
1724,Spotted-Fever,84,1724,spotted fever,84
1725,Spotted-Fever,59,1725,spotted fever,59
1726,Spotted-Fever,84,1726,spotted fever,84
1727,Spotted-Fever,102,1727,spotted fever,102
1728,Spotted-Fever,94,1728,spotted fever,94
1673,St. Anthony's Fire,5,1673,st. anthony's fire,5
1674,St. Anthony's Fire,6,1674,st. anthony's fire,6
1675,St. Anthony's Fire,5,1675,st. anthony's fire,5
1676,St. Anthony's Fire,1,1676,st. anthony's fire,1
1677,St. Anthony's Fire,2,1677,st. anthony's fire,2
1678,St. Anthony's Fire,4,1678,st. anthony's fire,4
1679,St. Anthony's Fire,3,1679,st. anthony's fire,3
1680,St. Anthony's Fire,7,1680,st. anthony's fire,7
1681,St. Anthony's Fire,10,1681,st. anthony's fire,10
1682,St. Anthony's Fire,18,1682,st. anthony's fire,18
1683,St. Anthony's Fire,19,1683,st. anthony's fire,19
1684,St. Anthony's Fire,11,1684,st. anthony's fire,11
1685,St. Anthony's Fire,19,1685,st. anthony's fire,19
1686,St. Anthony's Fire,13,1686,st anthony's fire,13
1687,St. Anthony's Fire,10,1687,st anthony's fire,10
1688,St. Anthony's Fire,6,1688,st anthony's fire,6
1689,St. Anthony's Fire,14,1689,st anthony's fire,14
1690,St. Anthony's Fire,17,1690,st anthony's fire,17
1691,St. Anthony's Fire,9,1691,st anthony's fire,9
1692,St. Anthony's Fire,7,1692,st anthony's fire,7
1693,St. Anthony's Fire,4,1693,st anthony's fire,4
1694,St. Anthony's Fire,12,1694,st anthony's fire,12
1695,St. Anthony's Fire,8,1695,st anthony's fire,8
1696,St. Anthony's Fire,7,1696,st anthony's fire,7
1697,St. Anthony's Fire,9,1697,st anthony's fire,9
1698,St. Anthony's Fire,4,1698,st anthony's fire,4
1699,St. Anthony's Fire,4,1699,st anthony's fire,4
1700,St. Anthony's Fire,9,1700,st anthony's fire,9
1701,St. Anthony's Fire,1,1701,st anthony's fire,1
1702,St. Anthony's Fire,9,1702,st anthony's fire,9
1703,St. Anthony's Fire,10,1703,st anthony's fire,10
1704,St. Anthony's Fire,6,1704,st anthony's fire,6
1705,St. Anthony's Fire,9,1705,st anthony's fire,9
1706,St. Anthony's Fire,8,1706,st anthony's fire,8
1707,St. Anthony's Fire,10,1707,st anthony's fire,10
1708,St. Anthony's Fire,5,1708,st anthony's fire,5
1709,St. Anthony's Fire,3,1709,st anthony's fire,3
1710,St. Anthony's Fire,1,1710,st anthony's fire,1
1711,St. Anthony's Fire,3,1711,st anthony's fire,3
1712,St. Anthony's Fire,2,1712,st anthony's fire,2
1713,St. Anthony's Fire,5,1713,st anthony's fire,5
1714,St. Anthony's Fire,5,1714,st anthony's fire,5
1715,St. Anthony's Fire,1,1715,st anthony's fire,1
1716,St. Anthony's Fire,2,1716,st anthony's fire,2
1717,St. Anthony's Fire,4,1717,st anthony's fire,4
1718,St. Anthony's Fire,2,1718,st anthony's fire,2
1719,St. Anthony's Fire,2,1719,st anthony's fire,2
1720,St. Anthony's Fire,8,1720,st anthony's fire,8
1721,St. Anthony's Fire,10,1721,st anthony's fire,10
1722,St. Anthony's Fire,17,1722,st anthony's fire,17
1723,St. Anthony's Fire,6,1723,st anthony's fire,6
1724,St. Anthony's Fire,3,1724,st anthony's fire,3
1725,St. Anthony's Fire,1,1725,st anthony's fire,1
1726,St. Anthony's Fire,5,1726,st anthony's fire,5
1728,St. Anthony's Fire,6,1728,st anthony's fire,6
1729,St. Anthony's Fire,4,1729,st anthony's fire,4
1730,St. Anthony's Fire,3,1730,st anthony's fire,3
1731,St. Anthony's Fire,2,1731,st anthony's fire,2
1732,St. Anthony's Fire,2,1732,st anthony's fire,2
1733,St. Anthony's Fire,4,1733,st anthony's fire,4
1734,St. Anthony's Fire,4,1734,st anthony's fire,4
1737,St. Anthony's Fire,1,1737,st anthony's fire,1
1738,St. Anthony's Fire,2,1738,st anthony's fire,2
1739,St. Anthony's Fire,6,1739,st anthony's fire,6
1740,St. Anthony's Fire,4,1740,st anthony's fire,4
1741,St. Anthony's Fire,5,1741,st anthony's fire,5
1742,St. Anthony's Fire,1,1742,st anthony's fire,1
1743,St. Anthony's Fire,4,1743,st anthony's fire,4
1744,St. Anthony's Fire,1,1744,st anthony's fire,1
1745,St. Anthony's Fire,1,1745,st anthony's fire,1
1746,St. Anthony's Fire,1,1746,st anthony's fire,1
1747,St. Anthony's Fire,4,1747,st anthony's fire,4
1749,St. Anthony's Fire,4,1749,st anthony's fire,4
1750,St. Anthony's Fire,3,1750,st anthony's fire,3
1751,St. Anthony's Fire,4,1751,st anthony's fire,4
1630,Starved,14,1630,starved,14
1649,Starved,8,1649,starved,8
1650,Starved,7,1650,starved,7
1651,Starved,1,1651,starved,1
1652,Starved,2,1652,starved,2
1653,Starved,1,1653,starved,1
1654,Starved,1,1654,starved,1
1655,Starved,3,1655,starved,3
1656,Starved,1,1656,starved,1
1657,Starved,3,1657,starved,3
1658,Starved,6,1658,starved,6
1659,Starved,7,1659,starved,7
1667,Starved,2,1667,starved,2
1668,Starved,1,1668,starved,1
1670,Starved,2,1670,starved,2
1671,Starved,3,1671,starved,3
1672,Starved,2,1672,strarved,2
1673,Starved,1,1673,starved,1
1675,Starved,2,1675,starved,2
1677,Starved,2,1677,starved,2
1678,Starved,1,1678,starved,1
1680,Starved,1,1680,starved,1
1684,Starved,1,1684,starved,1
1686,Starved,1,1686,starved,1
1689,Starved,1,1689,starved,1
1694,Starved,4,1694,starved,4
1695,Starved,1,1695,starved,1
1714,Starved,2,1714,starved,2
1717,Starved,1,1717,starved,1
1719,Starved,1,1719,starved,1
1720,Starved,2,1720,died for want,2
1723,Starved,2,1723,died for want (in newgate),2
1724,Starved,1,1724,died for want (in newgate),1
1724,Starved,1,1724,starved to death (being shipwreck'd),1
1725,Starved,1,1725,died for want,1
1728,Starved,6,1728,died for want,6
1729,Starved,9,1729,died for want,9
1730,Starved,1,1730,starved,1
1731,Starved,2,1731,starved,2
1732,Starved,1,1732,starved,1
1733,Starved,2,1733,starved,2
1734,Starved,4,1734,starved,4
1735,Starved,3,1735,starved,3
1736,Starved,3,1736,starved,3
1737,Starved,1,1737,starved,1
1738,Starved,7,1738,starved,7
1740,Starved,15,1740,starved,15
1741,Starved,13,1741,starved,13
1742,Starved,12,1742,starved,12
1743,Starved,5,1743,starved,5
1744,Starved,5,1744,starved,5
1745,Starved,5,1745,starved,5
1746,Starved,11,1746,starved,11
1747,Starved,5,1747,starved,5
1748,Starved,3,1748,starved,3
1749,Starved,9,1749,starved,9
1750,Starved,6,1750,starved,6
1751,Starved,5,1751,starved,5
1739,Starved: starv'd by hunger or cold,9,1739,starv'd by hunger or cold,9
1629,Starved: Starved at Nurse,4,1629,starved at nurse,4
1674,Starved: Starved at Nurse,1,1674,starved at nurse,1
1629,Still-born,460,1629,stilborne,460
1630,Still-born,423,1630,stilborne,423
1702,Still-born,513,1702,stillborn,513
1703,Still-born,443,1703,stillborn,443
1704,Still-born,486,1704,stillborn,486
1705,Still-born,490,1705,stillborn,490
1706,Still-born,459,1706,stillborn,459
1707,Still-born,439,1707,stillborn,439
1708,Still-born,539,1708,stillborn,539
1709,Still-born,533,1709,stillborn,533
1710,Still-born,464,1710,stillborn,464
1711,Still-born,497,1711,stillborn,497
1712,Still-born,422,1712,stillborn,422
1713,Still-born,487,1713,stillborn,487
1714,Still-born,537,1714,stillborn,537
1715,Still-born,463,1715,stillborn,463
1716,Still-born,542,1716,stillborn,542
1717,Still-born,596,1717,stillborn,596
1718,Still-born,609,1718,stillborn,609
1719,Still-born,586,1719,stillborn,586
1720,Still-born,562,1720,stillborn,562
1721,Still-born,617,1721,stillborn,617
1722,Still-born,684,1722,stillborn,684
1723,Still-born,692,1723,stillborn,692
1724,Still-born,663,1724,stillborn,663
1725,Still-born,630,1725,stillborn,630
1726,Still-born,609,1726,stillborn,609
1727,Still-born,528,1727,stillborn,528
1728,Still-born,533,1728,stillborn,533
1729,Still-born,497,1729,stillborn,497
1730,Still-born,582,1730,stillborn,582
1731,Still-born,613,1731,stillborn,613
1668,Stone,35,1668,stone,35
1675,Stone,48,1675,stone,48
1680,Stone,60,1680,stone,60
1683,Stone,59,1683,stone,59
1684,Stone,44,1684,stone,44
1688,Stone,51,1688,stone,51
1690,Stone,50,1690,stone,50
1691,Stone,59,1691,stone,59
1702,Stone,33,1702,stone,33
1703,Stone,39,1703,stone,39
1704,Stone,45,1704,stone,45
1705,Stone,50,1705,stone,50
1706,Stone,43,1706,stone,43
1708,Stone,43,1708,stone,43
1709,Stone,48,1709,stone,48
1710,Stone,51,1710,stone,51
1711,Stone,41,1711,stone,41
1712,Stone,42,1712,stone,42
1713,Stone,49,1713,stone,49
1714,Stone,67,1714,stone,67
1715,Stone,35,1715,stone,35
1716,Stone,44,1716,stone,44
1717,Stone,47,1717,stone,47
1718,Stone,45,1718,stone,45
1719,Stone,50,1719,stone,50
1720,Stone,59,1720,stone,59
1721,Stone,67,1721,stone,67
1722,Stone,44,1722,stone,44
1723,Stone,53,1723,stone,53
1724,Stone,55,1724,stone,55
1725,Stone,46,1725,stone,46
1726,Stone,51,1726,stone,51
1727,Stone,47,1727,stone,47
1728,Stone,43,1728,stone,43
1707,Stone & Other: Stone Colick,48,1707,stone and stone colick,48
1635,Stone & Strangury,33,1635,stone & strangury,33
1636,Stone & Strangury,45,1636,stone & strangury,45
1641,Stone & Strangury,47,1641,stone & strangury,47
1649,Stone & Strangury,29,1649,stone and srangury,29
1650,Stone & Strangury,28,1650,stone and strangury,28
1651,Stone & Strangury,50,1651,stone and strangury,50
1652,Stone & Strangury,41,1652,stone and strangury,41
1653,Stone & Strangury,44,1653,stone and strangury,44
1654,Stone & Strangury,38,1654,stone and strangury,38
1655,Stone & Strangury,49,1655,stone and strangury,49
1656,Stone & Strangury,57,1656,stone and strangury,57
1657,Stone & Strangury,73,1657,stone and strangury,73
1658,Stone & Strangury,69,1658,stone and strangury,69
1665,Stone & Strangury,98,1665,stone and strangury,98
1672,Stone & Strangury,59,1672,stone and strangury,59
1677,Stone & Strangury,73,1677,stone and strangury,73
1681,Stone & Strangury,70,1681,stone and strangury,70
1636,Stopping of the Stomach,6,1636,stopping of the stomacke,6
1641,Stopping of the Stomach,31,1641,stopping of the stomacke,31
1649,Stopping of the Stomach,30,1649,stopping of the stomach,30
1650,Stopping of the Stomach,33,1650,stopping of the stomach,33
1651,Stopping of the Stomach,55,1651,stopping of the stomack,55
1652,Stopping of the Stomach,67,1652,stopping of the stommack,67
1653,Stopping of the Stomach,66,1653,stopping of the stomack,66
1654,Stopping of the Stomach,107,1654,stopping of the stommack,107
1655,Stopping of the Stomach,94,1655,stopping of the stommack,94
1656,Stopping of the Stomach,145,1656,stopping of the stomack,145
1657,Stopping of the Stomach,129,1657,stopping of the stomach,129
1658,Stopping of the Stomach,277,1658,stopping of the stomack,277
1659,Stopping of the Stomach,186,1659,stopping of the stomack,186
1660,Stopping of the Stomach,214,1660,stopping of the stomack,214
1661,Stopping of the Stomach,176,1661,stopping of the stommack,176
1662,Stopping of the Stomach,153,1662,stopping of the stomach,153
1663,Stopping of the Stomach,184,1663,stopping of the stomack,184
1664,Stopping of the Stomach,197,1664,stopping of the stomack,197
1665,Stopping of the Stomach,332,1665,stopping of the stomack,332
1666,Stopping of the Stomach,107,1666,stopping of the stomach,107
1667,Stopping of the Stomach,202,1667,stopping of the stomach,202
1668,Stopping of the Stomach,232,1668,stopping of the stomach,232
1669,Stopping of the Stomach,268,1669,stopping of the stomach,268
1670,Stopping of the Stomach,374,1670,stopping of the stomach,374
1671,Stopping of the Stomach,323,1671,stopping of the stomach,323
1672,Stopping of the Stomach,400,1672,stopping of the stomach,400
1673,Stopping of the Stomach,304,1673,stopping of the stomach,304
1674,Stopping of the Stomach,376,1674,stopping of the stomach,376
1675,Stopping of the Stomach,308,1675,stopping in the stomach,308
1676,Stopping of the Stomach,373,1676,stopping in the stomach,373
1677,Stopping of the Stomach,343,1677,stopping in the stomach,343
1678,Stopping of the Stomach,339,1678,stopping in the stomach,339
1679,Stopping of the Stomach,327,1679,stopping in the stomach,327
1680,Stopping of the Stomach,286,1680,stopping in the stomach,286
1681,Stopping of the Stomach,351,1681,stopping in the stomach,351
1682,Stopping of the Stomach,360,1682,stopping in the stomach,360
1683,Stopping of the Stomach,405,1683,stopping in the stomach,405
1684,Stopping of the Stomach,431,1684,stopping in the stomach,431
1685,Stopping of the Stomach,403,1685,stopping in the stomach,403
1686,Stopping of the Stomach,388,1686,stopping of the stomach,388
1687,Stopping of the Stomach,379,1687,stopping of the stomach,379
1688,Stopping of the Stomach,398,1688,stopping of the stomach,398
1689,Stopping of the Stomach,425,1689,stopping of the stomach,425
1690,Stopping of the Stomach,549,1690,stopping in the stomach,549
1691,Stopping of the Stomach,470,1691,stopping in the stomach,470
1692,Stopping of the Stomach,468,1692,stopping in the stomach,468
1693,Stopping of the Stomach,485,1693,stopping in the stomach,485
1694,Stopping of the Stomach,440,1694,stopping in the stomach,440
1695,Stopping of the Stomach,480,1695,stopping in the stomach,480
1696,Stopping of the Stomach,459,1696,stopping in the stomach,459
1697,Stopping of the Stomach,658,1697,stopping in the stomach,658
1698,Stopping of the Stomach,409,1698,stopping in the stomach,409
1699,Stopping of the Stomach,389,1699,stopping in the stomach,389
1700,Stopping of the Stomach,320,1700,stoppage in the stomach,320
1701,Stopping of the Stomach,375,1701,stoppage in the stomach,375
1702,Stopping of the Stomach,315,1702,stoppage in the stomach,315
1703,Stopping of the Stomach,333,1703,stoppage in the stomach,333
1704,Stopping of the Stomach,293,1704,stoppage in the stomach,293
1705,Stopping of the Stomach,244,1705,stoppage in the stomach,244
1706,Stopping of the Stomach,188,1706,stoppage in the stomach,188
1707,Stopping of the Stomach,266,1707,stoppage in the stomach,266
1708,Stopping of the Stomach,272,1708,stoppage in the stomach,272
1709,Stopping of the Stomach,322,1709,stoppage in the stomach,322
1710,Stopping of the Stomach,232,1710,stoppage in the stomach,232
1711,Stopping of the Stomach,255,1711,stoppage in the stomach,255
1712,Stopping of the Stomach,311,1712,stoppage in the stomach,311
1713,Stopping of the Stomach,335,1713,stoppage in the stomach,335
1714,Stopping of the Stomach,348,1714,stoppage in the stomach,348
1715,Stopping of the Stomach,186,1715,stoppage in the stomach,186
1716,Stopping of the Stomach,239,1716,stoppage in the stomach,239
1717,Stopping of the Stomach,233,1717,stoppage in the stomach,233
1718,Stopping of the Stomach,152,1718,stoppage in the stomach,152
1719,Stopping of the Stomach,150,1719,stoppage in the stomach,150
1720,Stopping of the Stomach,125,1720,stoppage in the stomach,125
1721,Stopping of the Stomach,176,1721,stoppage in the stomach,176
1722,Stopping of the Stomach,138,1722,stoppage in the stomach,138
1723,Stopping of the Stomach,163,1723,stoppage in the stomach,163
1724,Stopping of the Stomach,148,1724,stoppage in the stomach,148
1725,Stopping of the Stomach,130,1725,stoppage in the stomach,130
1726,Stopping of the Stomach,183,1726,stoppage in the stomach,183
1727,Stopping of the Stomach,132,1727,stoppage in the stomach,132
1728,Stopping of the Stomach,147,1728,stoppage in the stomach,147
1729,Stopping of the Stomach,258,1729,stoppage in the stomach,258
1730,Stopping of the Stomach,229,1730,stoppage in the stomach,229
1731,Stopping of the Stomach,193,1731,stoppage in the stomach,193
1732,Stopping of the Stomach,197,1732,stoppage in the stomach,197
1733,Stopping of the Stomach,188,1733,stoppage in the stomach,188
1734,Stopping of the Stomach,138,1734,stoppage in the stomach,138
1735,Stopping of the Stomach,162,1735,stoppage in the stomach,162
1736,Stopping of the Stomach,173,1736,stoppage in the stomach,173
1737,Stopping of the Stomach,173,1737,stoppage in the stomach,173
1738,Stopping of the Stomach,188,1738,stoppage in the stomach,188
1739,Stopping of the Stomach,206,1739,stoppage in the stomach,206
1740,Stopping of the Stomach,185,1740,stoppage in the stomach,185
1741,Stopping of the Stomach,197,1741,stoppage in the stomach,197
1742,Stopping of the Stomach,117,1742,stoppage in the stomach,117
1743,Stopping of the Stomach,83,1743,stoppage in the stomach,83
1744,Stopping of the Stomach,65,1744,stoppage in the stomach,65
1745,Stopping of the Stomach,112,1745,stoppage in the stomach,112
1746,Stopping of the Stomach,102,1746,stoppage in the stomach,102
1747,Stopping of the Stomach,81,1747,stoppage in the stomach,81
1748,Stopping of the Stomach,38,1748,stoppage in the stomach,38
1749,Stopping of the Stomach,32,1749,stoppage in the stomach,32
1750,Stopping of the Stomach,10,1750,stoppage in the stomach,10
1751,Stopping of the Stomach,9,1751,stoppage in the stomach,9
1659,Strangury,22,1659,strangury,22
1660,Strangury,30,1660,strangury,30
1661,Strangury,23,1661,strangury,23
1662,Strangury,16,1662,strangury,16
1663,Strangury,15,1663,strangury,15
1664,Strangury,9,1664,strangury,9
1666,Strangury,3,1666,strangury,3
1667,Strangury,12,1667,strangury,12
1668,Strangury,10,1668,strangury,10
1669,Strangury,18,1669,strangury,18
1670,Strangury,16,1670,strangury,16
1671,Strangury,13,1671,strangury,13
1673,Strangury,18,1673,strangury,18
1674,Strangury,13,1674,strangury,13
1675,Strangury,17,1675,strangury,17
1676,Strangury,11,1676,strangury,11
1678,Strangury,9,1678,strangury,9
1679,Strangury,5,1679,strangury,5
1680,Strangury,2,1680,strangury,2
1682,Strangury,1,1682,strangury,1
1683,Strangury,3,1683,strangury,3
1684,Strangury,3,1684,strangury,3
1685,Strangury,5,1685,strangury,5
1686,Strangury,2,1686,strangury,2
1687,Strangury,4,1687,strangury,4
1688,Strangury,5,1688,strangury,5
1689,Strangury,4,1689,strangury,4
1690,Strangury,2,1690,strangury,2
1691,Strangury,1,1691,strangury,1
1692,Strangury,8,1692,strangury,8
1693,Strangury,4,1693,strangury,4
1694,Strangury,2,1694,strangury,2
1698,Strangury,5,1698,strangury,5
1699,Strangury,12,1699,strangury,12
1700,Strangury,9,1700,strangury,9
1701,Strangury,9,1701,strangury,9
1702,Strangury,8,1702,strangury,8
1703,Strangury,9,1703,strangury,9
1704,Strangury,3,1704,strangury,3
1705,Strangury,8,1705,strangury,8
1706,Strangury,7,1706,strangury,7
1707,Strangury,10,1707,strangury,10
1708,Strangury,5,1708,strangury,5
1709,Strangury,5,1709,strangury,5
1710,Strangury,17,1710,strangury,17
1711,Strangury,9,1711,strangury,9
1712,Strangury,6,1712,strangury,6
1713,Strangury,1,1713,strangury,1
1714,Strangury,3,1714,strangury,3
1715,Strangury,2,1715,strangury,2
1716,Strangury,2,1716,strangury,2
1717,Strangury,1,1717,strangury,1
1718,Strangury,11,1718,strangury,11
1719,Strangury,4,1719,strangury,4
1720,Strangury,10,1720,strangury,10
1721,Strangury,9,1721,strangury,9
1722,Strangury,4,1722,strangury,4
1723,Strangury,12,1723,strangury,12
1724,Strangury,16,1724,strangury,16
1725,Strangury,9,1725,strangury,9
1726,Strangury,2,1726,strangury,2
1727,Strangury,5,1727,strangury,5
1728,Strangury,4,1728,strangury,4
1702,Strongullion,1,1702,strongullion,1
1703,Strongullion,3,1703,strongullion,3
1704,Strongullion,4,1704,strongullion,4
1705,Strongullion,3,1705,strongullion,3
1706,Strongullion,3,1706,strongullion,3
1707,Strongullion,1,1707,strongullion,1
1708,Strongullion,3,1708,strongullion,3
1709,Strongullion,4,1709,strongullion,4
1710,Strongullion,1,1710,strongullion,1
1711,Strongullion,5,1711,strongullion,5
1712,Strongullion,3,1712,strongullion,3
1713,Strongullion,7,1713,strongullion,7
1714,Strongullion,9,1714,strongullion,9
1715,Strongullion,1,1715,strongullion,1
1716,Strongullion,10,1716,strongullion,10
1717,Strongullion,8,1717,strongullion,8
1629,Suddenly,63,1629,suddenly,63
1630,Suddenly,59,1630,suddenly,59
1631,Suddenly,37,1631,suddenly,37
1632,Suddenly,62,1632,suddenly,62
1633,Suddenly,58,1633,suddenly,58
1634,Suddenly,63,1634,suddenly,63
1635,Suddenly,78,1635,suddenly,78
1636,Suddenly,34,1636,suddenly,34
1641,Suddenly,53,1641,suddenly,53
1667,Suddenly,37,1667,suddenly,37
1668,Suddenly,48,1668,suddenly,48
1702,Suddenly,46,1702,suddenly,46
1703,Suddenly,68,1703,suddenly,68
1704,Suddenly,64,1704,suddenly,64
1705,Suddenly,68,1705,suddenly,68
1706,Suddenly,68,1706,suddenly,68
1707,Suddenly,68,1707,suddenly,68
1708,Suddenly,73,1708,suddenly,73
1709,Suddenly,70,1709,suddenly,70
1710,Suddenly,65,1710,suddenly,65
1711,Suddenly,77,1711,suddenly,77
1712,Suddenly,1,1712,dropt down dead,1
1712,Suddenly,60,1712,suddenly,60
1713,Suddenly,1,1713,dropt down dead,1
1713,Suddenly,81,1713,suddenly,81
1714,Suddenly,92,1714,suddenly,92
1715,Suddenly,85,1715,suddenly,85
1716,Suddenly,94,1716,suddenly,94
1717,Suddenly,1,1717,dropt down dead,1
1717,Suddenly,122,1717,suddenly,122
1718,Suddenly,98,1718,suddenly,98
1719,Suddenly,118,1719,suddenly,118
1720,Suddenly,119,1720,suddenly,119
1721,Suddenly,119,1721,suddenly,119
1722,Suddenly,84,1722,suddenly,84
1723,Suddenly,83,1723,suddenly,83
1724,Suddenly,105,1724,suddenly,105
1725,Suddenly,83,1725,suddenly,83
1726,Suddenly,111,1726,suddenly,111
1727,Suddenly,106,1727,suddenly,106
1728,Suddenly,101,1728,suddenly,101
1663,Suicide: Distracted,6,1663,distracted,6
1664,Suicide: Distracted,6,1664,distracted,6
1665,Suicide: Distracted,5,1665,distracted,5
1666,Suicide: Distracted,1,1666,distracted,1
1667,Suicide: Distracted,2,1667,distracted,2
1668,Suicide: Distracted,6,1668,distracted,6
1703,Suicide: Distracted,2,1703,distracted,2
1704,Suicide: Distracted,1,1704,distracted,1
1705,Suicide: Distracted,1,1705,distracted,1
1707,Suicide: Distracted,1,1707,distracted,1
1709,Suicide: Distracted,2,1709,distracted,2
1716,Suicide: Distracted,3,1716,distracted,3
1719,Suicide: Distracted,1,1719,distracted,1
1724,Suicide: Distracted,1,1724,distracted,1
1727,Suicide: Distracted,3,1727,distracted,3
1652,Suicide: Distracted & Lunatick,11,1652,"distracted and lunatique,",11
1671,Suicide: Distracted & Lunatick,6,1671,lunatick and distracted,6
1672,Suicide: Distracted & Lunatick,9,1672,distracted and lunatick,9
1673,Suicide: Distracted & Lunatick,7,1673,distracted and lunatick,7
1674,Suicide: Distracted & Lunatick,6,1674,distracted and lunatick,6
1675,Suicide: Distracted & Lunatick,12,1675,distracted and lunatick,12
1676,Suicide: Distracted & Lunatick,8,1676,distracted and lunatick,8
1677,Suicide: Distracted & Lunatick,7,1677,distracted and lunatick,7
1678,Suicide: Distracted & Lunatick,13,1678,distracted and lunatick,13
1679,Suicide: Distracted & Lunatick,12,1679,distracted and lunatick,12
1680,Suicide: Distracted & Lunatick,14,1680,distracted and lunatick,14
1681,Suicide: Distracted & Lunatick,16,1681,distracted and lunatick,16
1682,Suicide: Distracted & Lunatick,15,1682,distracted and lunatick,15
1683,Suicide: Distracted & Lunatick,25,1683,distracted and lunatick,25
1684,Suicide: Distracted & Lunatick,38,1684,distracted and lunatick,38
1685,Suicide: Distracted & Lunatick,30,1685,distracted and lunatick,30
1686,Suicide: Distracted & Lunatick,31,1686,distracted and lunatick,31
1687,Suicide: Distracted & Lunatick,36,1687,distracted and lunatick,36
1688,Suicide: Distracted & Lunatick,26,1688,distracted and lunatick,26
1689,Suicide: Distracted & Lunatick,22,1689,distracted and lunatick,22
1690,Suicide: Distracted & Lunatick,24,1690,distracted and lunatick,24
1691,Suicide: Distracted & Lunatick,19,1691,distracted and lunatick,19
1692,Suicide: Distracted & Lunatick,23,1692,distracted and lunatick,23
1693,Suicide: Distracted & Lunatick,16,1693,distracted and lunatick,16
1694,Suicide: Distracted & Lunatick,20,1694,distracted and lunatick,20
1695,Suicide: Distracted & Lunatick,8,1695,distracted and lunatick,8
1696,Suicide: Distracted & Lunatick,4,1696,distracted and lunatick,4
1697,Suicide: Distracted & Lunatick,27,1697,distracted and lunatick,27
1698,Suicide: Distracted & Lunatick,19,1698,distracted and lunatick,19
1699,Suicide: Distracted & Lunatick,20,1699,distracted and lunatick,20
1700,Suicide: Distracted & Lunatick,35,1700,distracted and lunatick,35
1701,Suicide: Distracted & Lunatick,29,1701,distracted and lunatick,29
1656,Suicide: Distracted & Lunatick and Frenzy,7,1656,frenzy lunatick and distracted,7
1660,Suicide: Distracted & Lunatick and Frenzy,14,1660,"lunatick, distracted and frenzy",14
1661,Suicide: Distracted & Lunatick and Frenzy,11,1661,"lunatick, distracted and frenzy",11
1662,Suicide: Distracted & Lunatick and Frenzy,12,1662,"lunatick, distracted and frenzy",12
1641,Suicide: Hanged and Made Away Themselves,9,1641,hanged & made away themselves,9
1649,Suicide: Hanged and Made Away Themselves,13,1649,hangd & made away themselvs,13
1650,Suicide: Hanged and Made Away Themselves,14,1650,hangd & made away themselves,14
1652,Suicide: Hanged and Made Away Themselves,14,1652,hangd & made away themselvs,14
