ageID|weekID|agegroup|ageyearmin|ageyearmax|agen
54755|1797/47|20-30|20|29|21
54756|1797/47|30-40|30|39|25
54757|1797/47|40-50|40|49|37
54758|1797/47|50-60|50|59|30
54759|1797/47|60-70|60|69|26
54760|1797/47|70-80|70|79|20
54761|1797/47|80-90|80|89|12
54762|1797/47|90-100|90|99|2
54763|1797/47|100 upwards|100|120|0
54766|1797/48|under 2|0|1|78
54767|1797/48|2-5|2|4|19
54768|1797/48|5-10|5|9|9
54769|1797/48|10-20|10|19|8
54770|1797/48|20-30|20|29|21
54771|1797/48|30-40|30|39|27
54772|1797/48|40-50|40|49|33
54773|1797/48|50-60|50|59|25
54774|1797/48|60-70|60|69|19
54775|1797/48|70-80|70|79|14
54776|1797/48|80-90|80|89|8
54777|1797/48|90-100|90|99|2
54778|1797/48|100 upwards|100|120|0
54781|1797/49|under 2|0|1|107
54782|1797/49|2-5|2|4|40
54783|1797/49|5-10|5|9|21
54784|1797/49|10-20|10|19|15
54785|1797/49|20-30|20|29|20
54786|1797/49|30-40|30|39|54
54787|1797/49|40-50|40|49|49
54788|1797/49|50-60|50|59|30
54789|1797/49|60-70|60|69|26
54790|1797/49|70-80|70|79|11
54791|1797/49|80-90|80|89|7
54792|1797/49|90-100|90|99|2
54793|1797/49|100 upwards|100|120|1
54796|1797/50|under 2|0|1|118
54797|1797/50|2-5|2|4|28
54798|1797/50|5-10|5|9|6
54799|1797/50|10-20|10|19|11
54800|1797/50|20-30|20|29|25
54801|1797/50|30-40|30|39|34
54802|1797/50|40-50|40|49|33
54803|1797/50|50-60|50|59|27
54804|1797/50|60-70|60|69|26
54805|1797/50|70-80|70|79|20
54806|1797/50|80-90|80|89|8
54807|1797/50|90-100|90|99|1
54808|1797/50|100 upwards|100|120|0
54811|1797/51|under 2|0|1|115
54812|1797/51|2-5|2|4|39
54813|1797/51|5-10|5|9|19
54814|1797/51|10-20|10|19|12
54815|1797/51|20-30|20|29|34
54816|1797/51|30-40|30|39|48
54817|1797/51|40-50|40|49|40
54818|1797/51|50-60|50|59|52
54819|1797/51|60-70|60|69|33
54820|1797/51|70-80|70|79|22
54821|1797/51|80-90|80|89|7
54822|1797/51|90-100|90|99|1
54823|1797/51|100 upwards|100|120|0
54826|1797/52|under 2|0|1|180
54827|1797/52|2-5|2|4|56
54828|1797/52|5-10|5|9|27
54829|1797/52|10-20|10|19|29
54830|1797/52|20-30|20|29|37
54831|1797/52|30-40|30|39|55
54832|1797/52|40-50|40|49|67
54833|1797/52|50-60|50|59|67
54834|1797/52|60-70|60|69|56
54835|1797/52|70-80|70|79|32
54836|1797/52|80-90|80|89|13
54837|1797/52|90-100|90|99|6
54838|1797/52|100 upwards|100|120|0
54856|1798/01|under 2|0|1|49
54857|1798/01|2-5|2|4|18
54858|1798/01|5-10|5|9|6
54859|1798/01|10-20|10|19|2
54860|1798/01|20-30|20|29|15
54861|1798/01|30-40|30|39|19
54862|1798/01|40-50|40|49|22
54863|1798/01|50-60|50|59|16
54864|1798/01|60-70|60|69|18
54865|1798/01|70-80|70|79|11
54866|1798/01|80-90|80|89|3
54867|1798/01|90-100|90|99|1
54868|1798/01|100 upwards|100|120|0
54871|1798/02|under 2|0|1|64
54872|1798/02|2-5|2|4|15
54873|1798/02|5-10|5|9|7
54874|1798/02|10-20|10|19|8
54875|1798/02|20-30|20|29|20
54876|1798/02|30-40|30|39|17
54877|1798/02|40-50|40|49|26
54878|1798/02|50-60|50|59|12
54879|1798/02|60-70|60|69|16
54880|1798/02|70-80|70|79|16
54881|1798/02|80-90|80|89|4
54882|1798/02|90-100|90|99|0
54883|1798/02|100 upwards|100|120|0
54886|1798/03|under 2|0|1|119
54887|1798/03|2-5|2|4|26
54888|1798/03|5-10|5|9|17
54889|1798/03|10-20|10|19|8
54890|1798/03|20-30|20|29|24
54891|1798/03|30-40|30|39|27
54892|1798/03|40-50|40|49|35
54893|1798/03|50-60|50|59|42
54894|1798/03|60-70|60|69|15
54895|1798/03|70-80|70|79|24
54896|1798/03|80-90|80|89|12
54897|1798/03|90-100|90|99|0
54898|1798/03|100 upwards|100|120|0
54901|1798/04|under 2|0|1|78
54902|1798/04|2-5|2|4|34
54903|1798/04|5-10|5|9|16
54904|1798/04|10-20|10|19|12
54905|1798/04|20-30|20|29|23
54906|1798/04|30-40|30|39|26
54907|1798/04|40-50|40|49|32
54908|1798/04|50-60|50|59|21
54909|1798/04|60-70|60|69|20
54910|1798/04|70-80|70|79|15
54911|1798/04|80-90|80|89|3
54912|1798/04|90-100|90|99|0
54913|1798/04|100 upwards|100|120|0
54916|1798/05|under 2|0|1|114
54917|1798/05|2-5|2|4|29
54918|1798/05|5-10|5|9|17
54919|1798/05|10-20|10|19|14
54920|1798/05|20-30|20|29|23
54921|1798/05|30-40|30|39|40
54922|1798/05|40-50|40|49|40
54923|1798/05|50-60|50|59|36
54924|1798/05|60-70|60|69|40
54925|1798/05|70-80|70|79|21
54926|1798/05|80-90|80|89|20
54927|1798/05|90-100|90|99|2
54928|1798/05|100 upwards|100|120|0
54931|1798/06|under 2|0|1|83
54932|1798/06|2-5|2|4|24
54933|1798/06|5-10|5|9|9
54934|1798/06|10-20|10|19|5
54935|1798/06|20-30|20|29|14
54936|1798/06|30-40|30|39|27
54937|1798/06|40-50|40|49|41
54938|1798/06|50-60|50|59|38
54939|1798/06|60-70|60|69|28
54940|1798/06|70-80|70|79|20
54941|1798/06|80-90|80|89|5
54942|1798/06|90-100|90|99|1
54943|1798/06|100 upwards|100|120|0
54946|1798/07|under 2|0|1|104
54947|1798/07|2-5|2|4|32
54948|1798/07|5-10|5|9|9
54949|1798/07|10-20|10|19|9
54950|1798/07|20-30|20|29|25
54951|1798/07|30-40|30|39|26
54952|1798/07|40-50|40|49|32
54953|1798/07|50-60|50|59|23
54954|1798/07|60-70|60|69|18
54955|1798/07|70-80|70|79|20
54956|1798/07|80-90|80|89|7
54957|1798/07|90-100|90|99|0
54958|1798/07|100 upwards|100|120|0
54961|1798/08|under 2|0|1|81
54962|1798/08|2-5|2|4|29
54963|1798/08|5-10|5|9|8
54964|1798/08|10-20|10|19|9
54965|1798/08|20-30|20|29|22
54966|1798/08|30-40|30|39|30
54967|1798/08|40-50|40|49|34
54968|1798/08|50-60|50|59|38
54969|1798/08|60-70|60|69|28
54970|1798/08|70-80|70|79|28
54971|1798/08|80-90|80|89|6
54972|1798/08|90-100|90|99|1
54973|1798/08|100 upwards|100|120|0
54976|1798/09|under 2|0|1|120
54977|1798/09|2-5|2|4|40
54978|1798/09|5-10|5|9|13
54979|1798/09|10-20|10|19|21
54980|1798/09|20-30|20|29|27
54981|1798/09|30-40|30|39|36
54982|1798/09|40-50|40|49|39
54983|1798/09|50-60|50|59|41
54984|1798/09|60-70|60|69|29
54985|1798/09|70-80|70|79|26
54986|1798/09|80-90|80|89|13
54987|1798/09|90-100|90|99|0
54988|1798/09|100 upwards|100|120|0
54991|1798/10|under 2|0|1|100
54992|1798/10|2-5|2|4|33
54993|1798/10|5-10|5|9|10
54994|1798/10|10-20|10|19|9
54995|1798/10|20-30|20|29|46
54996|1798/10|30-40|30|39|40
54997|1798/10|40-50|40|49|41
54998|1798/10|50-60|50|59|34
54999|1798/10|60-70|60|69|43
55000|1798/10|70-80|70|79|25
55001|1798/10|80-90|80|89|10
55002|1798/10|90-100|90|99|0
55003|1798/10|100 upwards|100|120|0
55006|1798/11|under 2|0|1|132
55007|1798/11|2-5|2|4|46
55008|1798/11|5-10|5|9|19
55009|1798/11|10-20|10|19|16
55010|1798/11|20-30|20|29|40
55011|1798/11|30-40|30|39|51
55012|1798/11|40-50|40|49|47
55013|1798/11|50-60|50|59|48
55014|1798/11|60-70|60|69|52
55015|1798/11|70-80|70|79|31
55016|1798/11|80-90|80|89|12
55017|1798/11|90-100|90|99|1
55018|1798/11|100 upwards|100|120|0
55021|1798/12|under 2|0|1|112
55022|1798/12|2-5|2|4|33
55023|1798/12|5-10|5|9|15
55024|1798/12|10-20|10|19|14
55025|1798/12|20-30|20|29|36
55026|1798/12|30-40|30|39|35
55027|1798/12|40-50|40|49|43
55028|1798/12|50-60|50|59|47
55029|1798/12|60-70|60|69|32
55030|1798/12|70-80|70|79|29
55031|1798/12|80-90|80|89|7
55032|1798/12|90-100|90|99|0
55033|1798/12|100 upwards|100|120|0
55036|1798/13|under 2|0|1|95
55037|1798/13|2-5|2|4|30
55038|1798/13|5-10|5|9|11
55039|1798/13|10-20|10|19|9
55040|1798/13|20-30|20|29|19
55041|1798/13|30-40|30|39|23
55042|1798/13|40-50|40|49|33
55043|1798/13|50-60|50|59|37
55044|1798/13|60-70|60|69|30
55045|1798/13|70-80|70|79|21
55046|1798/13|80-90|80|89|12
55047|1798/13|90-100|90|99|0
55048|1798/13|100 upwards|100|120|0
55051|1798/14|under 2|0|1|102
55052|1798/14|2-5|2|4|25
55053|1798/14|5-10|5|9|6
55054|1798/14|10-20|10|19|12
55055|1798/14|20-30|20|29|26
55056|1798/14|30-40|30|39|36
55057|1798/14|40-50|40|49|40
55058|1798/14|50-60|50|59|33
55059|1798/14|60-70|60|69|26
55060|1798/14|70-80|70|79|15
55061|1798/14|80-90|80|89|6
55062|1798/14|90-100|90|99|1
55063|1798/14|100 upwards|100|120|0
55066|1798/15|under 2|0|1|120
55067|1798/15|2-5|2|4|31
55068|1798/15|5-10|5|9|11
55069|1798/15|10-20|10|19|10
55070|1798/15|20-30|20|29|24
55071|1798/15|30-40|30|39|37
55072|1798/15|40-50|40|49|45
55073|1798/15|50-60|50|59|34
55074|1798/15|60-70|60|69|34
55075|1798/15|70-80|70|79|22
55076|1798/15|80-90|80|89|12
55077|1798/15|90-100|90|99|0
55078|1798/15|100 upwards|100|120|0
55081|1798/16|under 2|0|1|115
55082|1798/16|2-5|2|4|39
55083|1798/16|5-10|5|9|12
55084|1798/16|10-20|10|19|11
55085|1798/16|20-30|20|29|24
55086|1798/16|30-40|30|39|43
55087|1798/16|40-50|40|49|34
55088|1798/16|50-60|50|59|31
55089|1798/16|60-70|60|69|29
55090|1798/16|70-80|70|79|12
55091|1798/16|80-90|80|89|8
55092|1798/16|90-100|90|99|2
55093|1798/16|100 upwards|100|120|0
55096|1798/17|under 2|0|1|76
55097|1798/17|2-5|2|4|24
55098|1798/17|5-10|5|9|13
55099|1798/17|10-20|10|19|14
55100|1798/17|20-30|20|29|16
55101|1798/17|30-40|30|39|14
55102|1798/17|40-50|40|49|32
55103|1798/17|50-60|50|59|24
55104|1798/17|60-70|60|69|19
55105|1798/17|70-80|70|79|13
55106|1798/17|80-90|80|89|6
55107|1798/17|90-100|90|99|1
55108|1798/17|100 upwards|100|120|0
55111|1798/18|under 2|0|1|131
55112|1798/18|2-5|2|4|52
55113|1798/18|5-10|5|9|12
55114|1798/18|10-20|10|19|17
55115|1798/18|20-30|20|29|25
55116|1798/18|30-40|30|39|50
55117|1798/18|40-50|40|49|36
55118|1798/18|50-60|50|59|41
55119|1798/18|60-70|60|69|26
55120|1798/18|70-80|70|79|18
55121|1798/18|80-90|80|89|6
55122|1798/18|90-100|90|99|1
55123|1798/18|100 upwards|100|120|0
55126|1798/19|under 2|0|1|94
55127|1798/19|2-5|2|4|35
55128|1798/19|5-10|5|9|19
55129|1798/19|10-20|10|19|18
55130|1798/19|20-30|20|29|30
55131|1798/19|30-40|30|39|46
55132|1798/19|40-50|40|49|30
55133|1798/19|50-60|50|59|28
55134|1798/19|60-70|60|69|22
55135|1798/19|70-80|70|79|12
55136|1798/19|80-90|80|89|5
55137|1798/19|90-100|90|99|1
55138|1798/19|100 upwards|100|120|0
55141|1798/20|under 2|0|1|95
55142|1798/20|2-5|2|4|51
55143|1798/20|5-10|5|9|14
55144|1798/20|10-20|10|19|18
55145|1798/20|20-30|20|29|31
55146|1798/20|30-40|30|39|49
55147|1798/20|40-50|40|49|33
55148|1798/20|50-60|50|59|23
55149|1798/20|60-70|60|69|28
55150|1798/20|70-80|70|79|24
55151|1798/20|80-90|80|89|5
55152|1798/20|90-100|90|99|1
55153|1798/20|100 upwards|100|120|0
55156|1798/21|under 2|0|1|80
55157|1798/21|2-5|2|4|35
55158|1798/21|5-10|5|9|24
55159|1798/21|10-20|10|19|9
55160|1798/21|20-30|20|29|27
55161|1798/21|30-40|30|39|39
55162|1798/21|40-50|40|49|26
55163|1798/21|50-60|50|59|26
55164|1798/21|60-70|60|69|16
55165|1798/21|70-80|70|79|14
55166|1798/21|80-90|80|89|8
55167|1798/21|90-100|90|99|0
55168|1798/21|100 upwards|100|120|0
55171|1798/22|under 2|0|1|99
55172|1798/22|2-5|2|4|38
55173|1798/22|5-10|5|9|20
55174|1798/22|10-20|10|19|10
55175|1798/22|20-30|20|29|36
55176|1798/22|30-40|30|39|42
55177|1798/22|40-50|40|49|31
55178|1798/22|50-60|50|59|29
55179|1798/22|60-70|60|69|22
55180|1798/22|70-80|70|79|17
55181|1798/22|80-90|80|89|3
55182|1798/22|90-100|90|99|2
55183|1798/22|100 upwards|100|120|0
55186|1798/23|under 2|0|1|89
55187|1798/23|2-5|2|4|42
55188|1798/23|5-10|5|9|12
55189|1798/23|10-20|10|19|4
55190|1798/23|20-30|20|29|25
55191|1798/23|30-40|30|39|36
55192|1798/23|40-50|40|49|30
55193|1798/23|50-60|50|59|32
55194|1798/23|60-70|60|69|24
55195|1798/23|70-80|70|79|11
55196|1798/23|80-90|80|89|2
55197|1798/23|90-100|90|99|1
55198|1798/23|100 upwards|100|120|0
55201|1798/24|under 2|0|1|72
55202|1798/24|2-5|2|4|37
55203|1798/24|5-10|5|9|11
55204|1798/24|10-20|10|19|4
55205|1798/24|20-30|20|29|18
55206|1798/24|30-40|30|39|24
55207|1798/24|40-50|40|49|30
55208|1798/24|50-60|50|59|33
55209|1798/24|60-70|60|69|16
55210|1798/24|70-80|70|79|14
55211|1798/24|80-90|80|89|6
55212|1798/24|90-100|90|99|1
55213|1798/24|100 upwards|100|120|0
55216|1798/25|under 2|0|1|97
55217|1798/25|2-5|2|4|38
55218|1798/25|5-10|5|9|14
55219|1798/25|10-20|10|19|12
55220|1798/25|20-30|20|29|38
55221|1798/25|30-40|30|39|31
55222|1798/25|40-50|40|49|30
55223|1798/25|50-60|50|59|22
55224|1798/25|60-70|60|69|23
55225|1798/25|70-80|70|79|18
55226|1798/25|80-90|80|89|5
55227|1798/25|90-100|90|99|1
55228|1798/25|100 upwards|100|120|0
55231|1798/26|under 2|0|1|104
55232|1798/26|2-5|2|4|37
55233|1798/26|5-10|5|9|16
55234|1798/26|10-20|10|19|10
55235|1798/26|20-30|20|29|23
55236|1798/26|30-40|30|39|46
55237|1798/26|40-50|40|49|35
55238|1798/26|50-60|50|59|28
55239|1798/26|60-70|60|69|27
55240|1798/26|70-80|70|79|13
55241|1798/26|80-90|80|89|6
55242|1798/26|90-100|90|99|1
55243|1798/26|100 upwards|100|120|0
55246|1798/27|under 2|0|1|87
55247|1798/27|2-5|2|4|44
55248|1798/27|5-10|5|9|18
55249|1798/27|10-20|10|19|6
55250|1798/27|20-30|20|29|19
55251|1798/27|30-40|30|39|40
55252|1798/27|40-50|40|49|35
55253|1798/27|50-60|50|59|27
55254|1798/27|60-70|60|69|24
55255|1798/27|70-80|70|79|14
55256|1798/27|80-90|80|89|7
55257|1798/27|90-100|90|99|0
55258|1798/27|100 upwards|100|120|0
55261|1798/28|under 2|0|1|112
55262|1798/28|2-5|2|4|39
55263|1798/28|5-10|5|9|16
55264|1798/28|10-20|10|19|13
55265|1798/28|20-30|20|29|21
55266|1798/28|30-40|30|39|38
55267|1798/28|40-50|40|49|40
55268|1798/28|50-60|50|59|21
55269|1798/28|60-70|60|69|19
55270|1798/28|70-80|70|79|23
55271|1798/28|80-90|80|89|6
55272|1798/28|90-100|90|99|0
55273|1798/28|100 upwards|100|120|1
55276|1798/29|under 2|0|1|96
55277|1798/29|2-5|2|4|35
55278|1798/29|5-10|5|9|20
55279|1798/29|10-20|10|19|7
55280|1798/29|20-30|20|29|20
55281|1798/29|30-40|30|39|35
55282|1798/29|40-50|40|49|27
55283|1798/29|50-60|50|59|24
55284|1798/29|60-70|60|69|19
55285|1798/29|70-80|70|79|20
55286|1798/29|80-90|80|89|5
55287|1798/29|90-100|90|99|0
55288|1798/29|100 upwards|100|120|0
55291|1798/30|under 2|0|1|78
55292|1798/30|2-5|2|4|31
55293|1798/30|5-10|5|9|13
55294|1798/30|10-20|10|19|6
55295|1798/30|20-30|20|29|16
55296|1798/30|30-40|30|39|17
55297|1798/30|40-50|40|49|33
55298|1798/30|50-60|50|59|28
55299|1798/30|60-70|60|69|30
55300|1798/30|70-80|70|79|12
55301|1798/30|80-90|80|89|1
55302|1798/30|90-100|90|99|2
55303|1798/30|100 upwards|100|120|0
55306|1798/31|under 2|0|1|98
55307|1798/31|2-5|2|4|48
55308|1798/31|5-10|5|9|18
55309|1798/31|10-20|10|19|11
55310|1798/31|20-30|20|29|25
55311|1798/31|30-40|30|39|23
55312|1798/31|40-50|40|49|29
55313|1798/31|50-60|50|59|30
55314|1798/31|60-70|60|69|31
55315|1798/31|70-80|70|79|13
55316|1798/31|80-90|80|89|3
55317|1798/31|90-100|90|99|0
55318|1798/31|100 upwards|100|120|0
55321|1798/32|under 2|0|1|121
55322|1798/32|2-5|2|4|33
55323|1798/32|5-10|5|9|9
55324|1798/32|10-20|10|19|8
55325|1798/32|20-30|20|29|27
55326|1798/32|30-40|30|39|30
55327|1798/32|40-50|40|49|36
55328|1798/32|50-60|50|59|36
55329|1798/32|60-70|60|69|16
55330|1798/32|70-80|70|79|14
55331|1798/32|80-90|80|89|3
55332|1798/32|90-100|90|99|2
55333|1798/32|100 upwards|100|120|0
55336|1798/33|under 2|0|1|149
55337|1798/33|2-5|2|4|56
55338|1798/33|5-10|5|9|15
55339|1798/33|10-20|10|19|7
55340|1798/33|20-30|20|29|18
55341|1798/33|30-40|30|39|37
55342|1798/33|40-50|40|49|36
55343|1798/33|50-60|50|59|30
55344|1798/33|60-70|60|69|21
55345|1798/33|70-80|70|79|18
55346|1798/33|80-90|80|89|8
55347|1798/33|90-100|90|99|1
55348|1798/33|100 upwards|100|120|0
55351|1798/34|under 2|0|1|118
55352|1798/34|2-5|2|4|43
55353|1798/34|5-10|5|9|16
55354|1798/34|10-20|10|19|11
55355|1798/34|20-30|20|29|19
55356|1798/34|30-40|30|39|24
55357|1798/34|40-50|40|49|34
55358|1798/34|50-60|50|59|24
55359|1798/34|60-70|60|69|27
55360|1798/34|70-80|70|79|9
55361|1798/34|80-90|80|89|4
55362|1798/34|90-100|90|99|0
55363|1798/34|100 upwards|100|120|0
55366|1798/35|under 2|0|1|114
55367|1798/35|2-5|2|4|44
55368|1798/35|5-10|5|9|10
55369|1798/35|10-20|10|19|9
55370|1798/35|20-30|20|29|19
55371|1798/35|30-40|30|39|23
55372|1798/35|40-50|40|49|20
55373|1798/35|50-60|50|59|16
55374|1798/35|60-70|60|69|24
55375|1798/35|70-80|70|79|18
55376|1798/35|80-90|80|89|5
55377|1798/35|90-100|90|99|0
55378|1798/35|100 upwards|100|120|0
55381|1798/36|under 2|0|1|151
55382|1798/36|2-5|2|4|46
55383|1798/36|5-10|5|9|10
55384|1798/36|10-20|10|19|16
55385|1798/36|20-30|20|29|27
55386|1798/36|30-40|30|39|34
55387|1798/36|40-50|40|49|29
55388|1798/36|50-60|50|59|28
55389|1798/36|60-70|60|69|23
55390|1798/36|70-80|70|79|14
55391|1798/36|80-90|80|89|7
55392|1798/36|90-100|90|99|2
55393|1798/36|100 upwards|100|120|0
55396|1798/37|under 2|0|1|114
55397|1798/37|2-5|2|4|46
55398|1798/37|5-10|5|9|8
55399|1798/37|10-20|10|19|12
55400|1798/37|20-30|20|29|22
55401|1798/37|30-40|30|39|25
55402|1798/37|40-50|40|49|22
55403|1798/37|50-60|50|59|23
55404|1798/37|60-70|60|69|16
55405|1798/37|70-80|70|79|13
55406|1798/37|80-90|80|89|7
55407|1798/37|90-100|90|99|3
55408|1798/37|100 upwards|100|120|0
55411|1798/38|under 2|0|1|144
55412|1798/38|2-5|2|4|51
55413|1798/38|5-10|5|9|18
55414|1798/38|10-20|10|19|13
55415|1798/38|20-30|20|29|19
55416|1798/38|30-40|30|39|25
55417|1798/38|40-50|40|49|28
55418|1798/38|50-60|50|59|27
55419|1798/38|60-70|60|69|18
55420|1798/38|70-80|70|79|11
55421|1798/38|80-90|80|89|4
55422|1798/38|90-100|90|99|0
55423|1798/38|100 upwards|100|120|0
55426|1798/39|under 2|0|1|159
55427|1798/39|2-5|2|4|39
55428|1798/39|5-10|5|9|15
55429|1798/39|10-20|10|19|15
55430|1798/39|20-30|20|29|19
55431|1798/39|30-40|30|39|29
55432|1798/39|40-50|40|49|25
55433|1798/39|50-60|50|59|32
55434|1798/39|60-70|60|69|19
55435|1798/39|70-80|70|79|15
55436|1798/39|80-90|80|89|5
55437|1798/39|90-100|90|99|0
55438|1798/39|100 upwards|100|120|0
55441|1798/40|under 2|0|1|188
55442|1798/40|2-5|2|4|51
55443|1798/40|5-10|5|9|19
55444|1798/40|10-20|10|19|9
55445|1798/40|20-30|20|29|30
55446|1798/40|30-40|30|39|20
55447|1798/40|40-50|40|49|25
55448|1798/40|50-60|50|59|33
55449|1798/40|60-70|60|69|32
55450|1798/40|70-80|70|79|17
55451|1798/40|80-90|80|89|8
55452|1798/40|90-100|90|99|0
55453|1798/40|100 upwards|100|120|0
55456|1798/41|under 2|0|1|122
55457|1798/41|2-5|2|4|46
55458|1798/41|5-10|5|9|22
55459|1798/41|10-20|10|19|11
55460|1798/41|20-30|20|29|13
55461|1798/41|30-40|30|39|31
55462|1798/41|40-50|40|49|28
55463|1798/41|50-60|50|59|22
55464|1798/41|60-70|60|69|24
55465|1798/41|70-80|70|79|12
55466|1798/41|80-90|80|89|10
55467|1798/41|90-100|90|99|0
55468|1798/41|100 upwards|100|120|0
55471|1798/42|under 2|0|1|141
55472|1798/42|2-5|2|4|78
55473|1798/42|5-10|5|9|23
55474|1798/42|10-20|10|19|11
55475|1798/42|20-30|20|29|25
55476|1798/42|30-40|30|39|39
55477|1798/42|40-50|40|49|37
55478|1798/42|50-60|50|59|30
55479|1798/42|60-70|60|69|19
55480|1798/42|70-80|70|79|12
55481|1798/42|80-90|80|89|1
55482|1798/42|90-100|90|99|0
55483|1798/42|100 upwards|100|120|0
55486|1798/43|under 2|0|1|121
55487|1798/43|2-5|2|4|44
55488|1798/43|5-10|5|9|14
55489|1798/43|10-20|10|19|18
55490|1798/43|20-30|20|29|18
55491|1798/43|30-40|30|39|23
55492|1798/43|40-50|40|49|18
55493|1798/43|50-60|50|59|18
55494|1798/43|60-70|60|69|20
55495|1798/43|70-80|70|79|13
55496|1798/43|80-90|80|89|3
55497|1798/43|90-100|90|99|1
55498|1798/43|100 upwards|100|120|0
55501|1798/44|under 2|0|1|107
55502|1798/44|2-5|2|4|56
55503|1798/44|5-10|5|9|18
55504|1798/44|10-20|10|19|8
55505|1798/44|20-30|20|29|23
55506|1798/44|30-40|30|39|31
55507|1798/44|40-50|40|49|31
55508|1798/44|50-60|50|59|17
55509|1798/44|60-70|60|69|19
55510|1798/44|70-80|70|79|15
55511|1798/44|80-90|80|89|6
55512|1798/44|90-100|90|99|2
55513|1798/44|100 upwards|100|120|0
55516|1798/45|under 2|0|1|133
55517|1798/45|2-5|2|4|56
55518|1798/45|5-10|5|9|22
55519|1798/45|10-20|10|19|11
55520|1798/45|20-30|20|29|28
55521|1798/45|30-40|30|39|36
55522|1798/45|40-50|40|49|40
55523|1798/45|50-60|50|59|38
55524|1798/45|60-70|60|69|32
55525|1798/45|70-80|70|79|16
55526|1798/45|80-90|80|89|9
55527|1798/45|90-100|90|99|1
55528|1798/45|100 upwards|100|120|0
55531|1798/46|under 2|0|1|93
55532|1798/46|2-5|2|4|42
55533|1798/46|5-10|5|9|15
55534|1798/46|10-20|10|19|7
55535|1798/46|20-30|20|29|18
55536|1798/46|30-40|30|39|27
55537|1798/46|40-50|40|49|25
55538|1798/46|50-60|50|59|28
55539|1798/46|60-70|60|69|21
55540|1798/46|70-80|70|79|18
55541|1798/46|80-90|80|89|5
55542|1798/46|90-100|90|99|1
55543|1798/46|100 upwards|100|120|0
55546|1798/47|under 2|0|1|117
55547|1798/47|2-5|2|4|71
55548|1798/47|5-10|5|9|32
55549|1798/47|10-20|10|19|7
55550|1798/47|20-30|20|29|23
55551|1798/47|30-40|30|39|42
55552|1798/47|40-50|40|49|37
55553|1798/47|50-60|50|59|37
55554|1798/47|60-70|60|69|25
55555|1798/47|70-80|70|79|20
55556|1798/47|80-90|80|89|10
55557|1798/47|90-100|90|99|1
55558|1798/47|100 upwards|100|120|0
55561|1798/48|under 2|0|1|112
55562|1798/48|2-5|2|4|46
55563|1798/48|5-10|5|9|22
55564|1798/48|10-20|10|19|19
55565|1798/48|20-30|20|29|22
55566|1798/48|30-40|30|39|28
55567|1798/48|40-50|40|49|30
55568|1798/48|50-60|50|59|43
55569|1798/48|60-70|60|69|15
55570|1798/48|70-80|70|79|12
55571|1798/48|80-90|80|89|4
55572|1798/48|90-100|90|99|0
55573|1798/48|100 upwards|100|120|0
55576|1798/49|under 2|0|1|105
55577|1798/49|2-5|2|4|41
55578|1798/49|5-10|5|9|19
55579|1798/49|10-20|10|19|8
55580|1798/49|20-30|20|29|27
55581|1798/49|30-40|30|39|29
55582|1798/49|40-50|40|49|34
55583|1798/49|50-60|50|59|25
55584|1798/49|60-70|60|69|18
55585|1798/49|70-80|70|79|16
55586|1798/49|80-90|80|89|10
55587|1798/49|90-100|90|99|2
55588|1798/49|100 upwards|100|120|0
55591|1798/50|under 2|0|1|116
55592|1798/50|2-5|2|4|63
55593|1798/50|5-10|5|9|23
55594|1798/50|10-20|10|19|11
55595|1798/50|20-30|20|29|33
55596|1798/50|30-40|30|39|27
55597|1798/50|40-50|40|49|38
55598|1798/50|50-60|50|59|30
55599|1798/50|60-70|60|69|30
55600|1798/50|70-80|70|79|22
55601|1798/50|80-90|80|89|8
55602|1798/50|90-100|90|99|2
55603|1798/50|100 upwards|100|120|0
55606|1798/51|under 2|0|1|160
55607|1798/51|2-5|2|4|89
55608|1798/51|5-10|5|9|29
55609|1798/51|10-20|10|19|12
55610|1798/51|20-30|20|29|35
55611|1798/51|30-40|30|39|46
55612|1798/51|40-50|40|49|47
55613|1798/51|50-60|50|59|49
55614|1798/51|60-70|60|69|37
55615|1798/51|70-80|70|79|39
55616|1798/51|80-90|80|89|11
55617|1798/51|90-100|90|99|2
55618|1798/51|100 upwards|100|120|0
55621|1798/52|under 2|0|1|147
55622|1798/52|2-5|2|4|78
55623|1798/52|5-10|5|9|17
55624|1798/52|10-20|10|19|22
55625|1798/52|20-30|20|29|27
55626|1798/52|30-40|30|39|39
55627|1798/52|40-50|40|49|51
55628|1798/52|50-60|50|59|33
55629|1798/52|60-70|60|69|32
55630|1798/52|70-80|70|79|23
55631|1798/52|80-90|80|89|11
55632|1798/52|90-100|90|99|0
55633|1798/52|100 upwards|100|120|1
55651|1799/01|under 2|0|1|118
55652|1799/01|2-5|2|4|65
55653|1799/01|5-10|5|9|15
55654|1799/01|10-20|10|19|15
55655|1799/01|20-30|20|29|26
55656|1799/01|30-40|30|39|26
55657|1799/01|40-50|40|49|36
55658|1799/01|50-60|50|59|37
55659|1799/01|60-70|60|69|32
55660|1799/01|70-80|70|79|20
55661|1799/01|80-90|80|89|4
55662|1799/01|90-100|90|99|1
55663|1799/01|100 upwards|100|120|0
55666|1799/02|under 2|0|1|120
55667|1799/02|2-5|2|4|57
55668|1799/02|5-10|5|9|19
55669|1799/02|10-20|10|19|18
55670|1799/02|20-30|20|29|40
55671|1799/02|30-40|30|39|27
