ageID|weekID|agegroup|ageyearmin|ageyearmax|agen
18488|1752/14|50-60|50|59|28
18489|1752/14|60-70|60|69|27
18490|1752/14|70-80|70|79|26
18491|1752/14|80-90|80|89|10
18492|1752/14|90-100|90|99|2
18493|1752/14|100 upwards|100|120|0
18496|1752/15|under 2|0|1|161
18497|1752/15|2-5|2|4|61
18498|1752/15|5-10|5|9|19
18499|1752/15|10-20|10|19|17
18500|1752/15|20-30|20|29|40
18501|1752/15|30-40|30|39|49
18502|1752/15|40-50|40|49|32
18503|1752/15|50-60|50|59|22
18504|1752/15|60-70|60|69|27
18505|1752/15|70-80|70|79|18
18506|1752/15|80-90|80|89|9
18507|1752/15|90-100|90|99|0
18508|1752/15|100 upwards|100|120|1
18511|1752/16|under 2|0|1|169
18512|1752/16|2-5|2|4|62
18513|1752/16|5-10|5|9|8
18514|1752/16|10-20|10|19|22
18515|1752/16|20-30|20|29|35
18516|1752/16|30-40|30|39|45
18517|1752/16|40-50|40|49|41
18518|1752/16|50-60|50|59|42
18519|1752/16|60-70|60|69|25
18520|1752/16|70-80|70|79|17
18521|1752/16|80-90|80|89|4
18522|1752/16|90-100|90|99|1
18523|1752/16|100 upwards|100|120|0
18526|1752/17|under 2|0|1|185
18527|1752/17|2-5|2|4|58
18528|1752/17|5-10|5|9|14
18529|1752/17|10-20|10|19|17
18530|1752/17|20-30|20|29|41
18531|1752/17|30-40|30|39|44
18532|1752/17|40-50|40|49|44
18533|1752/17|50-60|50|59|36
18534|1752/17|60-70|60|69|27
18535|1752/17|70-80|70|79|26
18536|1752/17|80-90|80|89|7
18537|1752/17|90-100|90|99|1
18538|1752/17|100 upwards|100|120|0
18541|1752/18|under 2|0|1|144
18542|1752/18|2-5|2|4|52
18543|1752/18|5-10|5|9|27
18544|1752/18|10-20|10|19|16
18545|1752/18|20-30|20|29|34
18546|1752/18|30-40|30|39|38
18547|1752/18|40-50|40|49|31
18548|1752/18|50-60|50|59|34
18549|1752/18|60-70|60|69|23
18550|1752/18|70-80|70|79|21
18551|1752/18|80-90|80|89|10
18552|1752/18|90-100|90|99|0
18553|1752/18|100 upwards|100|120|1
18556|1752/19|under 2|0|1|145
18557|1752/19|2-5|2|4|37
18558|1752/19|5-10|5|9|18
18559|1752/19|10-20|10|19|23
18560|1752/19|20-30|20|29|41
18561|1752/19|30-40|30|39|36
18562|1752/19|40-50|40|49|26
18563|1752/19|50-60|50|59|30
18564|1752/19|60-70|60|69|22
18565|1752/19|70-80|70|79|8
18566|1752/19|80-90|80|89|11
18567|1752/19|90-100|90|99|0
18568|1752/19|100 upwards|100|120|0
18571|1752/20|under 2|0|1|161
18572|1752/20|2-5|2|4|47
18573|1752/20|5-10|5|9|25
18574|1752/20|10-20|10|19|23
18575|1752/20|20-30|20|29|41
18576|1752/20|30-40|30|39|45
18577|1752/20|40-50|40|49|36
18578|1752/20|50-60|50|59|30
18579|1752/20|60-70|60|69|27
18580|1752/20|70-80|70|79|18
18581|1752/20|80-90|80|89|4
18582|1752/20|90-100|90|99|1
18583|1752/20|100 upwards|100|120|0
18586|1752/21|under 2|0|1|133
18587|1752/21|2-5|2|4|52
18588|1752/21|5-10|5|9|17
18589|1752/21|10-20|10|19|19
18590|1752/21|20-30|20|29|41
18591|1752/21|30-40|30|39|93
18592|1752/21|40-50|40|49|33
18593|1752/21|50-60|50|59|32
18594|1752/21|60-70|60|69|28
18595|1752/21|70-80|70|79|17
18596|1752/21|80-90|80|89|8
18597|1752/21|90-100|90|99|2
18598|1752/21|100 upwards|100|120|0
18601|1752/22|under 2|0|1|140
18602|1752/22|2-5|2|4|62
18603|1752/22|5-10|5|9|24
18604|1752/22|10-20|10|19|13
18605|1752/22|20-30|20|29|41
18606|1752/22|30-40|30|39|40
18607|1752/22|40-50|40|49|31
18608|1752/22|50-60|50|59|24
18609|1752/22|60-70|60|69|20
18610|1752/22|70-80|70|79|13
18611|1752/22|80-90|80|89|5
18612|1752/22|90-100|90|99|1
18613|1752/22|100 upwards|100|120|0
18616|1752/23|under 2|0|1|235
18617|1752/23|2-5|2|4|52
18618|1752/23|5-10|5|9|20
18619|1752/23|10-20|10|19|8
18620|1752/23|20-30|20|29|31
18621|1752/23|30-40|30|39|27
18622|1752/23|40-50|40|49|29
18623|1752/23|50-60|50|59|29
18624|1752/23|60-70|60|69|19
18625|1752/23|70-80|70|79|9
18626|1752/23|80-90|80|89|2
18627|1752/23|90-100|90|99|0
18628|1752/23|100 upwards|100|120|0
18631|1752/24|under 2|0|1|157
18632|1752/24|2-5|2|4|66
18633|1752/24|5-10|5|9|24
18634|1752/24|10-20|10|19|15
18635|1752/24|20-30|20|29|38
18636|1752/24|30-40|30|39|41
18637|1752/24|40-50|40|49|37
18638|1752/24|50-60|50|59|32
18639|1752/24|60-70|60|69|25
18640|1752/24|70-80|70|79|16
18641|1752/24|80-90|80|89|5
18642|1752/24|90-100|90|99|0
18643|1752/24|100 upwards|100|120|0
18646|1752/25|under 2|0|1|159
18647|1752/25|2-5|2|4|65
18648|1752/25|5-10|5|9|28
18649|1752/25|10-20|10|19|17
18650|1752/25|20-30|20|29|37
18651|1752/25|30-40|30|39|36
18652|1752/25|40-50|40|49|36
18653|1752/25|50-60|50|59|21
18654|1752/25|60-70|60|69|25
18655|1752/25|70-80|70|79|18
18656|1752/25|80-90|80|89|9
18657|1752/25|90-100|90|99|1
18658|1752/25|100 upwards|100|120|0
18661|1752/26|under 2|0|1|172
18662|1752/26|2-5|2|4|51
18663|1752/26|5-10|5|9|17
18664|1752/26|10-20|10|19|18
18665|1752/26|20-30|20|29|33
18666|1752/26|30-40|30|39|22
18667|1752/26|40-50|40|49|32
18668|1752/26|50-60|50|59|35
18669|1752/26|60-70|60|69|15
18670|1752/26|70-80|70|79|14
18671|1752/26|80-90|80|89|5
18672|1752/26|90-100|90|99|1
18673|1752/26|100 upwards|100|120|0
18676|1752/27|under 2|0|1|165
18677|1752/27|2-5|2|4|56
18678|1752/27|5-10|5|9|20
18679|1752/27|10-20|10|19|21
18680|1752/27|20-30|20|29|36
18681|1752/27|30-40|30|39|36
18682|1752/27|40-50|40|49|29
18683|1752/27|50-60|50|59|22
18684|1752/27|60-70|60|69|17
18685|1752/27|70-80|70|79|15
18686|1752/27|80-90|80|89|4
18687|1752/27|90-100|90|99|0
18688|1752/27|100 upwards|100|120|0
18691|1752/28|under 2|0|1|160
18692|1752/28|2-5|2|4|57
18693|1752/28|5-10|5|9|15
18694|1752/28|10-20|10|19|14
18695|1752/28|20-30|20|29|35
18696|1752/28|30-40|30|39|25
18697|1752/28|40-50|40|49|24
18698|1752/28|50-60|50|59|19
18699|1752/28|60-70|60|69|17
18700|1752/28|70-80|70|79|8
18701|1752/28|80-90|80|89|6
18702|1752/28|90-100|90|99|0
18703|1752/28|100 upwards|100|120|0
18706|1752/29|under 2|0|1|127
18707|1752/29|2-5|2|4|52
18708|1752/29|5-10|5|9|19
18709|1752/29|10-20|10|19|7
18710|1752/29|20-30|20|29|26
18711|1752/29|30-40|30|39|29
18712|1752/29|40-50|40|49|23
18713|1752/29|50-60|50|59|35
18714|1752/29|60-70|60|69|19
18715|1752/29|70-80|70|79|10
18716|1752/29|80-90|80|89|5
18717|1752/29|90-100|90|99|1
18718|1752/29|100 upwards|100|120|0
18721|1752/30|under 2|0|1|142
18722|1752/30|2-5|2|4|68
18723|1752/30|5-10|5|9|19
18724|1752/30|10-20|10|19|13
18725|1752/30|20-30|20|29|31
18726|1752/30|30-40|30|39|27
18727|1752/30|40-50|40|49|30
18728|1752/30|50-60|50|59|26
18729|1752/30|60-70|60|69|22
18730|1752/30|70-80|70|79|8
18731|1752/30|80-90|80|89|3
18732|1752/30|90-100|90|99|1
18733|1752/30|100 upwards|100|120|0
18736|1752/31|under 2|0|1|142
18737|1752/31|2-5|2|4|44
18738|1752/31|5-10|5|9|12
18739|1752/31|10-20|10|19|14
18740|1752/31|20-30|20|29|22
18741|1752/31|30-40|30|39|28
18742|1752/31|40-50|40|49|24
18743|1752/31|50-60|50|59|25
18744|1752/31|60-70|60|69|19
18745|1752/31|70-80|70|79|6
18746|1752/31|80-90|80|89|3
18747|1752/31|90-100|90|99|0
18748|1752/31|100 upwards|100|120|0
18751|1752/32|under 2|0|1|144
18752|1752/32|2-5|2|4|38
18753|1752/32|5-10|5|9|23
18754|1752/32|10-20|10|19|10
18755|1752/32|20-30|20|29|21
18756|1752/32|30-40|30|39|28
18757|1752/32|40-50|40|49|32
18758|1752/32|50-60|50|59|17
18759|1752/32|60-70|60|69|15
18760|1752/32|70-80|70|79|17
18761|1752/32|80-90|80|89|5
18762|1752/32|90-100|90|99|1
18763|1752/32|100 upwards|100|120|0
18766|1752/33|under 2|0|1|168
18767|1752/33|2-5|2|4|53
18768|1752/33|5-10|5|9|14
18769|1752/33|10-20|10|19|6
18770|1752/33|20-30|20|29|18
18771|1752/33|30-40|30|39|30
18772|1752/33|40-50|40|49|34
18773|1752/33|50-60|50|59|22
18774|1752/33|60-70|60|69|6
18775|1752/33|70-80|70|79|9
18776|1752/33|80-90|80|89|7
18777|1752/33|90-100|90|99|1
18778|1752/33|100 upwards|100|120|0
18781|1752/34|under 2|0|1|141
18782|1752/34|2-5|2|4|37
18783|1752/34|5-10|5|9|13
18784|1752/34|10-20|10|19|10
18785|1752/34|20-30|20|29|27
18786|1752/34|30-40|30|39|22
18787|1752/34|40-50|40|49|24
18788|1752/34|50-60|50|59|20
18789|1752/34|60-70|60|69|13
18790|1752/34|70-80|70|79|6
18791|1752/34|80-90|80|89|3
18792|1752/34|90-100|90|99|0
18793|1752/34|100 upwards|100|120|0
18796|1752/35|under 2|0|1|155
18797|1752/35|2-5|2|4|44
18798|1752/35|5-10|5|9|13
18799|1752/35|10-20|10|19|10
18800|1752/35|20-30|20|29|25
18801|1752/35|30-40|30|39|25
18802|1752/35|40-50|40|49|20
18803|1752/35|50-60|50|59|22
18804|1752/35|60-70|60|69|21
18805|1752/35|70-80|70|79|10
18806|1752/35|80-90|80|89|5
18807|1752/35|90-100|90|99|0
18808|1752/35|100 upwards|100|120|0
18811|1752/36|under 2|0|1|145
18812|1752/36|2-5|2|4|26
18813|1752/36|5-10|5|9|9
18814|1752/36|10-20|10|19|7
18815|1752/36|20-30|20|29|19
18816|1752/36|30-40|30|39|23
18817|1752/36|40-50|40|49|21
18818|1752/36|50-60|50|59|19
18819|1752/36|60-70|60|69|18
18820|1752/36|70-80|70|79|7
18821|1752/36|80-90|80|89|2
18822|1752/36|90-100|90|99|1
18823|1752/36|100 upwards|100|120|0
18826|1752/37|under 2|0|1|168
18827|1752/37|2-5|2|4|46
18828|1752/37|5-10|5|9|12
18829|1752/37|10-20|10|19|8
18830|1752/37|20-30|20|29|14
18831|1752/37|30-40|30|39|32
18832|1752/37|40-50|40|49|36
18833|1752/37|50-60|50|59|24
18834|1752/37|60-70|60|69|14
18835|1752/37|70-80|70|79|9
18836|1752/37|80-90|80|89|7
18837|1752/37|90-100|90|99|1
18838|1752/37|100 upwards|100|120|0
18841|1752/38|under 2|0|1|159
18842|1752/38|2-5|2|4|40
18843|1752/38|5-10|5|9|12
18844|1752/38|10-20|10|19|6
18845|1752/38|20-30|20|29|12
18846|1752/38|30-40|30|39|33
18847|1752/38|40-50|40|49|28
18848|1752/38|50-60|50|59|18
18849|1752/38|60-70|60|69|16
18850|1752/38|70-80|70|79|2
18851|1752/38|80-90|80|89|2
18852|1752/38|90-100|90|99|0
18853|1752/38|100 upwards|100|120|0
18856|1752/39|under 2|0|1|158
18857|1752/39|2-5|2|4|40
18858|1752/39|5-10|5|9|6
18859|1752/39|10-20|10|19|7
18860|1752/39|20-30|20|29|31
18861|1752/39|30-40|30|39|30
18862|1752/39|40-50|40|49|21
18863|1752/39|50-60|50|59|19
18864|1752/39|60-70|60|69|15
18865|1752/39|70-80|70|79|7
18866|1752/39|80-90|80|89|4
18867|1752/39|90-100|90|99|0
18868|1752/39|100 upwards|100|120|0
18871|1752/40|under 2|0|1|183
18872|1752/40|2-5|2|4|20
18873|1752/40|5-10|5|9|14
18874|1752/40|10-20|10|19|8
18875|1752/40|20-30|20|29|21
18876|1752/40|30-40|30|39|29
18877|1752/40|40-50|40|49|15
18878|1752/40|50-60|50|59|20
18879|1752/40|60-70|60|69|13
18880|1752/40|70-80|70|79|6
18881|1752/40|80-90|80|89|6
18882|1752/40|90-100|90|99|0
18883|1752/40|100 upwards|100|120|0
18886|1752/41|under 2|0|1|151
18887|1752/41|2-5|2|4|24
18888|1752/41|5-10|5|9|10
18889|1752/41|10-20|10|19|11
18890|1752/41|20-30|20|29|24
18891|1752/41|30-40|30|39|32
18892|1752/41|40-50|40|49|24
18893|1752/41|50-60|50|59|14
18894|1752/41|60-70|60|69|20
18895|1752/41|70-80|70|79|9
18896|1752/41|80-90|80|89|7
18897|1752/41|90-100|90|99|0
18898|1752/41|100 upwards|100|120|0
18901|1752/42|under 2|0|1|197
18902|1752/42|2-5|2|4|32
18903|1752/42|5-10|5|9|10
18904|1752/42|10-20|10|19|9
18905|1752/42|20-30|20|29|22
18906|1752/42|30-40|30|39|29
18907|1752/42|40-50|40|49|33
18908|1752/42|50-60|50|59|24
18909|1752/42|60-70|60|69|15
18910|1752/42|70-80|70|79|7
18911|1752/42|80-90|80|89|6
18912|1752/42|90-100|90|99|0
18913|1752/42|100 upwards|100|120|0
18916|1752/43|under 2|0|1|186
18917|1752/43|2-5|2|4|29
18918|1752/43|5-10|5|9|10
18919|1752/43|10-20|10|19|9
18920|1752/43|20-30|20|29|28
18921|1752/43|30-40|30|39|30
18922|1752/43|40-50|40|49|26
18923|1752/43|50-60|50|59|16
18924|1752/43|60-70|60|69|20
18925|1752/43|70-80|70|79|14
18926|1752/43|80-90|80|89|3
18927|1752/43|90-100|90|99|1
18928|1752/43|100 upwards|100|120|0
18931|1752/44|under 2|0|1|161
18932|1752/44|2-5|2|4|26
18933|1752/44|5-10|5|9|15
18934|1752/44|10-20|10|19|14
18935|1752/44|20-30|20|29|23
18936|1752/44|30-40|30|39|28
18937|1752/44|40-50|40|49|26
18938|1752/44|50-60|50|59|28
18939|1752/44|60-70|60|69|26
18940|1752/44|70-80|70|79|14
18941|1752/44|80-90|80|89|7
18942|1752/44|90-100|90|99|0
18943|1752/44|100 upwards|100|120|0
18946|1752/45|under 2|0|1|183
18947|1752/45|2-5|2|4|33
18948|1752/45|5-10|5|9|12
18949|1752/45|10-20|10|19|16
18950|1752/45|20-30|20|29|29
18951|1752/45|30-40|30|39|35
18952|1752/45|40-50|40|49|24
18953|1752/45|50-60|50|59|26
18954|1752/45|60-70|60|69|26
18955|1752/45|70-80|70|79|14
18956|1752/45|80-90|80|89|8
18957|1752/45|90-100|90|99|1
18958|1752/45|100 upwards|100|120|0
18961|1752/46|under 2|0|1|140
18962|1752/46|2-5|2|4|24
18963|1752/46|5-10|5|9|16
18964|1752/46|10-20|10|19|11
18965|1752/46|20-30|20|29|22
18966|1752/46|30-40|30|39|38
18967|1752/46|40-50|40|49|24
18968|1752/46|50-60|50|59|20
18969|1752/46|60-70|60|69|21
18970|1752/46|70-80|70|79|6
18971|1752/46|80-90|80|89|5
18972|1752/46|90-100|90|99|0
18973|1752/46|100 upwards|100|120|0
18976|1752/47|under 2|0|1|142
18977|1752/47|2-5|2|4|35
18978|1752/47|5-10|5|9|19
18979|1752/47|10-20|10|19|11
18980|1752/47|20-30|20|29|25
18981|1752/47|30-40|30|39|41
18982|1752/47|40-50|40|49|24
18983|1752/47|50-60|50|59|25
18984|1752/47|60-70|60|69|16
18985|1752/47|70-80|70|79|19
18986|1752/47|80-90|80|89|7
18987|1752/47|90-100|90|99|2
18988|1752/47|100 upwards|100|120|0
18991|1752/48|under 2|0|1|147
18992|1752/48|2-5|2|4|32
18993|1752/48|5-10|5|9|12
18994|1752/48|10-20|10|19|4
18995|1752/48|20-30|20|29|25
18996|1752/48|30-40|30|39|26
18997|1752/48|40-50|40|49|27
18998|1752/48|50-60|50|59|20
18999|1752/48|60-70|60|69|15
19000|1752/48|70-80|70|79|17
19001|1752/48|80-90|80|89|10
19002|1752/48|90-100|90|99|1
19003|1752/48|100 upwards|100|120|0
19006|1752/49|under 2|0|1|127
19007|1752/49|2-5|2|4|42
19008|1752/49|5-10|5|9|20
19009|1752/49|10-20|10|19|10
19010|1752/49|20-30|20|29|21
19011|1752/49|30-40|30|39|36
19012|1752/49|40-50|40|49|30
19013|1752/49|50-60|50|59|24
19014|1752/49|60-70|60|69|17
19015|1752/49|70-80|70|79|11
19016|1752/49|80-90|80|89|5
19017|1752/49|90-100|90|99|0
19018|1752/49|100 upwards|100|120|0
19021|1752/50|under 2|0|1|141
19022|1752/50|2-5|2|4|36
19023|1752/50|5-10|5|9|9
19024|1752/50|10-20|10|19|7
19025|1752/50|20-30|20|29|18
19026|1752/50|30-40|30|39|42
19027|1752/50|40-50|40|49|31
19028|1752/50|50-60|50|59|31
19029|1752/50|60-70|60|69|29
19030|1752/50|70-80|70|79|16
19031|1752/50|80-90|80|89|11
19032|1752/50|90-100|90|99|1
19033|1752/50|100 upwards|100|120|1
19036|1752/51|under 2|0|1|150
19037|1752/51|2-5|2|4|26
19038|1752/51|5-10|5|9|12
19039|1752/51|10-20|10|19|8
19040|1752/51|20-30|20|29|21
19041|1752/51|30-40|30|39|28
19042|1752/51|40-50|40|49|38
19043|1752/51|50-60|50|59|28
19044|1752/51|60-70|60|69|23
19045|1752/51|70-80|70|79|20
19046|1752/51|80-90|80|89|6
19047|1752/51|90-100|90|99|2
19048|1752/51|100 upwards|100|120|0
19081|1753/01|under 2|0|1|129
19082|1753/01|2-5|2|4|50
19083|1753/01|5-10|5|9|12
19084|1753/01|10-20|10|19|15
19085|1753/01|20-30|20|29|33
19086|1753/01|30-40|30|39|47
19087|1753/01|40-50|40|49|40
19088|1753/01|50-60|50|59|39
19089|1753/01|60-70|60|69|23
19090|1753/01|70-80|70|79|17
19091|1753/01|80-90|80|89|6
19092|1753/01|90-100|90|99|1
19093|1753/01|100 upwards|100|120|1
19096|1753/02|under 2|0|1|104
19097|1753/02|2-5|2|4|32
19098|1753/02|5-10|5|9|7
19099|1753/02|10-20|10|19|7
19100|1753/02|20-30|20|29|32
19101|1753/02|30-40|30|39|31
19102|1753/02|40-50|40|49|33
19103|1753/02|50-60|50|59|24
19104|1753/02|60-70|60|69|13
19105|1753/02|70-80|70|79|12
19106|1753/02|80-90|80|89|5
19107|1753/02|90-100|90|99|2
19108|1753/02|100 upwards|100|120|0
19111|1753/03|under 2|0|1|182
19112|1753/03|2-5|2|4|32
19113|1753/03|5-10|5|9|9
19114|1753/03|10-20|10|19|15
19115|1753/03|20-30|20|29|27
19116|1753/03|30-40|30|39|29
19117|1753/03|40-50|40|49|34
19118|1753/03|50-60|50|59|32
19119|1753/03|60-70|60|69|24
19120|1753/03|70-80|70|79|24
19121|1753/03|80-90|80|89|10
19122|1753/03|90-100|90|99|3
19123|1753/03|100 upwards|100|120|0
19126|1753/04|under 2|0|1|147
19127|1753/04|2-5|2|4|39
19128|1753/04|5-10|5|9|15
19129|1753/04|10-20|10|19|14
19130|1753/04|20-30|20|29|23
19131|1753/04|30-40|30|39|39
19132|1753/04|40-50|40|49|40
19133|1753/04|50-60|50|59|33
19134|1753/04|60-70|60|69|38
19135|1753/04|70-80|70|79|16
19136|1753/04|80-90|80|89|18
19137|1753/04|90-100|90|99|1
19138|1753/04|100 upwards|100|120|0
19141|1753/05|under 2|0|1|150
19142|1753/05|2-5|2|4|30
19143|1753/05|5-10|5|9|11
19144|1753/05|10-20|10|19|6
19145|1753/05|20-30|20|29|28
19146|1753/05|30-40|30|39|28
19147|1753/05|40-50|40|49|40
19148|1753/05|50-60|50|59|33
19149|1753/05|60-70|60|69|23
19150|1753/05|70-80|70|79|20
19151|1753/05|80-90|80|89|14
19152|1753/05|90-100|90|99|2
19153|1753/05|100 upwards|100|120|0
19156|1753/06|under 2|0|1|146
19157|1753/06|2-5|2|4|27
19158|1753/06|5-10|5|9|7
19159|1753/06|10-20|10|19|8
19160|1753/06|20-30|20|29|32
19161|1753/06|30-40|30|39|31
19162|1753/06|40-50|40|49|38
19163|1753/06|50-60|50|59|30
19164|1753/06|60-70|60|69|21
19165|1753/06|70-80|70|79|20
19166|1753/06|80-90|80|89|12
19167|1753/06|90-100|90|99|1
19168|1753/06|100 upwards|100|120|0
19171|1753/07|under 2|0|1|145
19172|1753/07|2-5|2|4|29
19173|1753/07|5-10|5|9|12
19174|1753/07|10-20|10|19|6
19175|1753/07|20-30|20|29|36
19176|1753/07|30-40|30|39|41
19177|1753/07|40-50|40|49|49
19178|1753/07|50-60|50|59|44
19179|1753/07|60-70|60|69|35
19180|1753/07|70-80|70|79|18
19181|1753/07|80-90|80|89|9
19182|1753/07|90-100|90|99|4
19183|1753/07|100 upwards|100|120|0
19186|1753/08|under 2|0|1|155
19187|1753/08|2-5|2|4|30
19188|1753/08|5-10|5|9|11
19189|1753/08|10-20|10|19|11
19190|1753/08|20-30|20|29|27
19191|1753/08|30-40|30|39|48
19192|1753/08|40-50|40|49|51
19193|1753/08|50-60|50|59|34
19194|1753/08|60-70|60|69|32
19195|1753/08|70-80|70|79|12
19196|1753/08|80-90|80|89|20
19197|1753/08|90-100|90|99|1
19198|1753/08|100 upwards|100|120|0
19201|1753/09|under 2|0|1|149
19202|1753/09|2-5|2|4|31
19203|1753/09|5-10|5|9|6
19204|1753/09|10-20|10|19|4
19205|1753/09|20-30|20|29|21
19206|1753/09|30-40|30|39|41
19207|1753/09|40-50|40|49|47
19208|1753/09|50-60|50|59|34
19209|1753/09|60-70|60|69|24
19210|1753/09|70-80|70|79|17
19211|1753/09|80-90|80|89|15
19212|1753/09|90-100|90|99|2
19213|1753/09|100 upwards|100|120|1
19216|1753/10|under 2|0|1|146
19217|1753/10|2-5|2|4|34
19218|1753/10|5-10|5|9|4
19219|1753/10|10-20|10|19|9
19220|1753/10|20-30|20|29|22
19221|1753/10|30-40|30|39|44
19222|1753/10|40-50|40|49|51
19223|1753/10|50-60|50|59|56
19224|1753/10|60-70|60|69|12
19225|1753/10|70-80|70|79|26
19226|1753/10|80-90|80|89|14
19227|1753/10|90-100|90|99|2
19228|1753/10|100 upwards|100|120|0
19231|1753/11|under 2|0|1|122
19232|1753/11|2-5|2|4|21
19233|1753/11|5-10|5|9|9
19234|1753/11|10-20|10|19|11
19235|1753/11|20-30|20|29|22
19236|1753/11|30-40|30|39|36
19237|1753/11|40-50|40|49|36
19238|1753/11|50-60|50|59|42
19239|1753/11|60-70|60|69|29
19240|1753/11|70-80|70|79|23
19241|1753/11|80-90|80|89|5
19242|1753/11|90-100|90|99|1
19243|1753/11|100 upwards|100|120|0
19246|1753/12|under 2|0|1|121
19247|1753/12|2-5|2|4|22
19248|1753/12|5-10|5|9|3
19249|1753/12|10-20|10|19|4
19250|1753/12|20-30|20|29|18
19251|1753/12|30-40|30|39|35
19252|1753/12|40-50|40|49|52
19253|1753/12|50-60|50|59|27
19254|1753/12|60-70|60|69|18
19255|1753/12|70-80|70|79|17
19256|1753/12|80-90|80|89|9
19257|1753/12|90-100|90|99|1
19258|1753/12|100 upwards|100|120|0
19261|1753/13|under 2|0|1|149
19262|1753/13|2-5|2|4|40
19263|1753/13|5-10|5|9|14
19264|1753/13|10-20|10|19|12
19265|1753/13|20-30|20|29|28
19266|1753/13|30-40|30|39|48
19267|1753/13|40-50|40|49|48
19268|1753/13|50-60|50|59|40
19269|1753/13|60-70|60|69|35
19270|1753/13|70-80|70|79|21
19271|1753/13|80-90|80|89|7
19272|1753/13|90-100|90|99|1
19273|1753/13|100 upwards|100|120|0
19276|1753/14|under 2|0|1|161
19277|1753/14|2-5|2|4|29
19278|1753/14|5-10|5|9|12
19279|1753/14|10-20|10|19|6
19280|1753/14|20-30|20|29|31
19281|1753/14|30-40|30|39|45
19282|1753/14|40-50|40|49|46
19283|1753/14|50-60|50|59|31
19284|1753/14|60-70|60|69|18
19285|1753/14|70-80|70|79|22
19286|1753/14|80-90|80|89|5
19287|1753/14|90-100|90|99|0
19288|1753/14|100 upwards|100|120|0
19291|1753/15|under 2|0|1|156
19292|1753/15|2-5|2|4|28
19293|1753/15|5-10|5|9|5
19294|1753/15|10-20|10|19|12
19295|1753/15|20-30|20|29|23
19296|1753/15|30-40|30|39|47
19297|1753/15|40-50|40|49|44
19298|1753/15|50-60|50|59|28
19299|1753/15|60-70|60|69|33
19300|1753/15|70-80|70|79|17
19301|1753/15|80-90|80|89|16
19302|1753/15|90-100|90|99|1
19303|1753/15|100 upwards|100|120|0
19306|1753/16|under 2|0|1|127
19307|1753/16|2-5|2|4|34
19308|1753/16|5-10|5|9|5
19309|1753/16|10-20|10|19|9
19310|1753/16|20-30|20|29|27
19311|1753/16|30-40|30|39|37
19312|1753/16|40-50|40|49|20
19313|1753/16|50-60|50|59|22
19314|1753/16|60-70|60|69|25
19315|1753/16|70-80|70|79|22
19316|1753/16|80-90|80|89|12
19317|1753/16|90-100|90|99|0
19318|1753/16|100 upwards|100|120|0
19321|1753/17|under 2|0|1|195
19322|1753/17|2-5|2|4|32
19323|1753/17|5-10|5|9|7
19324|1753/17|10-20|10|19|2
19325|1753/17|20-30|20|29|19
19326|1753/17|30-40|30|39|29
19327|1753/17|40-50|40|49|29
19328|1753/17|50-60|50|59|25
19329|1753/17|60-70|60|69|17
19330|1753/17|70-80|70|79|14
19331|1753/17|80-90|80|89|11
19332|1753/17|90-100|90|99|0
19333|1753/17|100 upwards|100|120|0
19336|1753/18|under 2|0|1|165
19337|1753/18|2-5|2|4|29
19338|1753/18|5-10|5|9|5
19339|1753/18|10-20|10|19|5
19340|1753/18|20-30|20|29|22
19341|1753/18|30-40|30|39|38
19342|1753/18|40-50|40|49|27
19343|1753/18|50-60|50|59|33
19344|1753/18|60-70|60|69|29
19345|1753/18|70-80|70|79|20
19346|1753/18|80-90|80|89|9
19347|1753/18|90-100|90|99|2
19348|1753/18|100 upwards|100|120|1
19351|1753/19|under 2|0|1|197
19352|1753/19|2-5|2|4|24
19353|1753/19|5-10|5|9|6
19354|1753/19|10-20|10|19|7
19355|1753/19|20-30|20|29|33
19356|1753/19|30-40|30|39|35
19357|1753/19|40-50|40|49|31
19358|1753/19|50-60|50|59|31
19359|1753/19|60-70|60|69|20
19360|1753/19|70-80|70|79|10
19361|1753/19|80-90|80|89|6
19362|1753/19|90-100|90|99|1
19363|1753/19|100 upwards|100|120|0
19366|1753/20|under 2|0|1|178
19367|1753/20|2-5|2|4|32
19368|1753/20|5-10|5|9|9
19369|1753/20|10-20|10|19|19
19370|1753/20|20-30|20|29|24
19371|1753/20|30-40|30|39|36
19372|1753/20|40-50|40|49|37
19373|1753/20|50-60|50|59|36
19374|1753/20|60-70|60|69|30
19375|1753/20|70-80|70|79|13
19376|1753/20|80-90|80|89|6
19377|1753/20|90-100|90|99|1
19378|1753/20|100 upwards|100|120|0
19381|1753/21|under 2|0|1|156
19382|1753/21|2-5|2|4|22
19383|1753/21|5-10|5|9|9
19384|1753/21|10-20|10|19|9
19385|1753/21|20-30|20|29|27
19386|1753/21|30-40|30|39|33
19387|1753/21|40-50|40|49|30
19388|1753/21|50-60|50|59|31
19389|1753/21|60-70|60|69|25
19390|1753/21|70-80|70|79|12
19391|1753/21|80-90|80|89|3
19392|1753/21|90-100|90|99|2
19393|1753/21|100 upwards|100|120|0
19396|1753/22|under 2|0|1|130
19397|1753/22|2-5|2|4|20
19398|1753/22|5-10|5|9|10
19399|1753/22|10-20|10|19|8
19400|1753/22|20-30|20|29|16
19401|1753/22|30-40|30|39|35
19402|1753/22|40-50|40|49|29
19403|1753/22|50-60|50|59|21
19404|1753/22|60-70|60|69|25
