breadID|weekID|breadtype|lb|oz|dr
2271|1676/07|3 halfpenny white|0|10.50|0
2272|1676/08|wheaten|0|10.50|0
2273|1676/08|3 halfpenny white|0|10.50|0
2274|1676/09|wheaten|0|10.50|0
2275|1676/09|3 halfpenny white|0|10.50|0
2276|1676/10|wheaten|0|10.50|0
2277|1676/10|3 halfpenny white|0|10.50|0
2278|1676/11|wheaten|0|10.50|0
2279|1676/11|3 halfpenny white|0|10.50|0
2280|1676/12|wheaten|0|10.50|0
2281|1676/12|3 halfpenny white|0|10.50|0
2282|1676/13|wheaten|0|10.50|0
2283|1676/13|3 halfpenny white|0|10.50|0
2284|1676/14|wheaten|0|10.50|0
2285|1676/14|3 halfpenny white|0|10.50|0
2286|1676/15|wheaten|0|10.50|0
2287|1676/15|3 halfpenny white|0|10.50|0
2288|1676/16|wheaten|0|10.50|0
2289|1676/16|3 halfpenny white|0|10.50|0
2290|1676/17|wheaten|0|11.00|0
2291|1676/17|3 halfpenny white|0|11.00|0
2292|1676/18|wheaten|0|11.00|0
2293|1676/18|3 halfpenny white|0|11.00|0
2294|1676/19|wheaten|0|11.00|0
2295|1676/19|3 halfpenny white|0|11.00|0
2296|1676/20|wheaten|0|11.50|0
2297|1676/20|3 halfpenny white|0|11.50|0
2298|1676/21|wheaten|0|11.50|0
2299|1676/21|3 halfpenny white|0|11.50|0
2300|1676/22|wheaten|0|11.50|0
2301|1676/22|3 halfpenny white|0|11.50|0
2302|1676/23|wheaten|0|11.50|0
2303|1676/23|3 halfpenny white|0|11.50|0
2304|1676/24|wheaten|0|11.50|0
2305|1676/24|3 halfpenny white|0|11.50|0
2306|1676/25|wheaten|0|11.50|0
2307|1676/25|3 halfpenny white|0|11.50|0
2308|1676/26|wheaten|0|11.50|0
2309|1676/26|3 halfpenny white|0|11.50|0
2310|1676/27|wheaten|0|11.50|0
2311|1676/27|3 halfpenny white|0|11.50|0
2312|1676/28|wheaten|0|11.50|0
2313|1676/28|3 halfpenny white|0|11.50|0
2314|1676/29|wheaten|0|11.50|0
2315|1676/29|3 halfpenny white|0|11.50|0
2316|1676/30|wheaten|0|11.50|0
2317|1676/30|3 halfpenny white|0|11.50|0
2318|1676/31|wheaten|0|11.50|0
2319|1676/31|3 halfpenny white|0|11.50|0
2320|1676/32|wheaten|0|11.50|0
2321|1676/32|3 halfpenny white|0|11.50|0
2322|1676/33|wheaten|0|12.00|0
2323|1676/33|3 halfpenny white|0|12.00|0
2324|1676/34|wheaten|0|11.50|0
2325|1676/34|3 halfpenny white|0|11.50|0
2326|1676/35|wheaten|0|11.50|0
2327|1676/35|3 halfpenny white|0|11.50|0
2328|1676/36|wheaten|0|11.50|0
2329|1676/36|3 halfpenny white|0|11.50|0
2330|1676/37|wheaten|0|11.50|0
2331|1676/37|3 halfpenny white|0|11.50|0
2332|1676/38|wheaten|0|12.00|0
2333|1676/38|3 halfpenny white|0|12.00|0
2334|1676/39|wheaten|0|12.00|0
2335|1676/39|3 halfpenny white|0|12.00|0
2336|1676/40|wheaten|0|12.00|0
2337|1676/40|3 halfpenny white|0|12.00|0
2338|1676/41|wheaten|0|12.00|0
2339|1676/41|3 halfpenny white|0|12.00|0
2340|1676/42|wheaten|0|12.00|0
2341|1676/42|3 halfpenny white|0|12.00|0
2342|1676/43|wheaten|0|12.00|0
2343|1676/43|3 halfpenny white|0|12.00|0
2344|1676/44|wheaten|0|12.00|0
2345|1676/44|3 halfpenny white|0|12.00|0
2346|1676/45|wheaten|0|12.00|0
2347|1676/45|3 halfpenny white|0|12.00|0
2348|1676/46|wheaten|0|12.00|0
2349|1676/46|3 halfpenny white|0|12.00|0
2350|1676/47|wheaten|0|13.00|0
2351|1676/47|3 halfpenny white|0|13.00|0
2352|1676/48|wheaten|0|12.50|0
2353|1676/48|3 halfpenny white|0|12.50|0
2354|1676/49|wheaten|0|12.50|0
2355|1676/49|3 halfpenny white|0|12.50|0
2356|1676/50|wheaten|0|12.50|0
2357|1676/50|household|0|25.00|0
2358|1676/50|3 halfpenny white|0|12.50|0
2359|1676/51|wheaten|0|12.50|0
2360|1676/51|household|0|25.00|0
2361|1676/51|3 halfpenny white|0|12.50|0
2362|1676/52|wheaten|0|12.00|0
2363|1676/52|household|0|24.00|0
2364|1676/52|3 halfpenny white|0|12.00|0
2365|1676/53|wheaten|0|12.00|0
2366|1676/53|household|0|24.00|0
2367|1676/53|3 halfpenny white|0|12.00|0
2368|1677/01|wheaten|0|12.00|0
2369|1677/01|household|0|24.00|0
2370|1677/01|3 halfpenny white|0|12.00|0
2371|1677/02|wheaten|0|12.00|0
2372|1677/02|household|0|24.00|0
2373|1677/02|3 halfpenny white|0|12.00|0
2374|1677/03|wheaten|0|12.00|0
2375|1677/03|household|0|24.00|0
2376|1677/03|3 halfpenny white|0|12.00|0
2377|1677/04|wheaten|0|12.50|0
2378|1677/04|household|0|25.00|0
2379|1677/04|3 halfpenny white|0|12.50|0
2380|1677/05|wheaten|0|12.50|0
2381|1677/05|household|0|25.00|0
2382|1677/05|3 halfpenny white|0|12.50|0
2383|1677/06|wheaten|0|12.50|0
2384|1677/06|household|0|25.00|0
2385|1677/06|3 halfpenny white|0|12.50|0
2386|1677/07|wheaten|0|12.50|0
2387|1677/07|household|0|25.00|0
2388|1677/07|3 halfpenny white|0|12.50|0
2389|1677/08|wheaten|0|12.50|0
2390|1677/08|household|0|25.00|0
2391|1677/08|3 halfpenny white|0|12.50|0
2392|1677/09|wheaten|0|12.50|0
2393|1677/09|household|0|25.00|0
2394|1677/09|3 halfpenny white|0|12.50|0
2395|1677/10|wheaten|0|12.50|0
2396|1677/10|household|0|25.00|0
2397|1677/10|3 halfpenny white|0|12.50|0
2398|1677/11|wheaten|0|12.50|0
2399|1677/11|household|0|25.00|0
2400|1677/11|3 halfpenny white|0|12.50|0
2401|1677/12|wheaten|0|12.50|0
2402|1677/12|household|0|25.00|0
2403|1677/12|3 halfpenny white|0|12.50|0
2404|1677/13|wheaten|0|12.00|0
2405|1677/13|household|0|24.00|0
2406|1677/13|3 halfpenny white|0|12.00|0
2407|1677/14|wheaten|0|12.00|0
2408|1677/14|household|0|24.00|0
2409|1677/14|3 halfpenny white|0|12.00|0
2410|1677/15|wheaten|0|11.50|0
2411|1677/15|household|0|23.00|0
2412|1677/15|3 halfpenny white|0|11.50|0
2413|1677/16|wheaten|0|11.50|0
2414|1677/16|household|0|23.00|0
2415|1677/16|3 halfpenny white|0|11.50|0
2416|1677/17|wheaten|0|11.50|0
2417|1677/17|household|0|23.00|0
2418|1677/17|3 halfpenny white|0|11.50|0
2419|1677/18|wheaten|0|12.00|0
2420|1677/18|household|0|24.00|0
2421|1677/18|3 halfpenny white|0|12.00|0
2422|1677/19|wheaten|0|12.00|0
2423|1677/19|household|0|24.00|0
2424|1677/19|3 halfpenny white|0|12.00|0
2425|1677/20|wheaten|0|10.50|0
2426|1677/20|household|0|21.00|0
2427|1677/20|3 halfpenny white|0|10.50|0
2428|1677/21|wheaten|0|10.50|0
2429|1677/21|household|0|21.00|0
2430|1677/21|3 halfpenny white|0|10.50|0
2431|1677/22|wheaten|0|10.50|0
2432|1677/22|household|0|21.00|0
2433|1677/22|3 halfpenny white|0|10.50|0
2434|1677/23|wheaten|0|11.00|0
2435|1677/23|household|0|22.00|0
2436|1677/23|3 halfpenny white|0|11.00|0
2437|1677/24|wheaten|0|11.00|0
2438|1677/24|household|0|22.00|0
2439|1677/24|3 halfpenny white|0|11.00|0
2440|1677/25|wheaten|0|11.00|0
2441|1677/25|household|0|22.00|0
2442|1677/25|3 halfpenny white|0|11.00|0
2443|1677/26|wheaten|0|11.00|0
2444|1677/26|household|0|22.00|0
2445|1677/26|3 halfpenny white|0|11.00|0
2446|1677/27|wheaten|0|11.00|0
2447|1677/27|household|0|22.00|0
2448|1677/27|3 halfpenny white|0|11.00|0
2449|1677/28|wheaten|0|11.00|0
2450|1677/28|household|0|22.00|0
2451|1677/28|3 halfpenny white|0|11.00|0
2452|1677/29|wheaten|0|11.00|0
2453|1677/29|household|0|22.00|0
2454|1677/29|3 halfpenny white|0|11.00|0
2455|1677/30|wheaten|0|11.00|0
2456|1677/30|household|0|22.00|0
2457|1677/30|3 halfpenny white|0|11.00|0
2458|1677/31|wheaten|0|11.00|0
2459|1677/31|household|0|22.00|0
2460|1677/31|3 halfpenny white|0|11.00|0
2461|1677/32|wheaten|0|10.50|0
2462|1677/32|household|0|21.00|0
2463|1677/32|3 halfpenny white|0|10.50|0
2464|1677/33|wheaten|0|10.00|0
2465|1677/33|household|0|20.00|0
2466|1677/33|3 halfpenny white|0|10.00|0
2467|1677/34|wheaten|0|9.00|0
2468|1677/34|household|0|18.00|0
2469|1677/34|3 halfpenny white|0|9.00|0
2470|1677/35|wheaten|0|9.00|0
2471|1677/35|household|0|18.00|0
2472|1677/35|3 halfpenny white|0|9.00|0
2473|1677/36|wheaten|0|9.00|0
2474|1677/36|household|0|18.00|0
2475|1677/36|3 halfpenny white|0|9.00|0
2476|1677/37|wheaten|0|9.00|0
2477|1677/37|household|0|18.00|0
2478|1677/37|3 halfpenny white|0|9.00|0
2479|1677/38|wheaten|0|9.00|0
2480|1677/38|household|0|18.00|0
2481|1677/38|3 halfpenny white|0|9.00|0
2482|1677/39|wheaten|0|9.00|0
2483|1677/39|household|0|18.00|0
2484|1677/39|3 halfpenny white|0|9.00|0
2485|1677/40|wheaten|0|9.00|0
2486|1677/40|household|0|18.00|0
2487|1677/40|3 halfpenny white|0|9.00|0
2488|1677/41|wheaten|0|9.00|0
2489|1677/41|household|0|18.00|0
2490|1677/41|3 halfpenny white|0|9.00|0
2491|1677/42|wheaten|0|9.00|0
2492|1677/42|household|0|18.00|0
2493|1677/42|3 halfpenny white|0|9.00|0
2494|1677/43|wheaten|0|9.00|0
2495|1677/43|household|0|18.00|0
2496|1677/43|3 halfpenny white|0|9.00|0
2497|1677/44|wheaten|0|9.00|0
2498|1677/44|household|0|18.00|0
2499|1677/44|3 halfpenny white|0|9.00|0
2500|1677/45|wheaten|0|9.00|0
2501|1677/45|household|0|18.00|0
2502|1677/45|3 halfpenny white|0|9.00|0
2503|1677/46|wheaten|0|9.00|0
2504|1677/46|household|0|18.00|0
2505|1677/46|3 halfpenny white|0|9.00|0
2506|1677/47|wheaten|0|8.50|0
2507|1677/47|household|0|17.00|0
2508|1677/47|3 halfpenny white|0|8.50|0
2509|1677/48|wheaten|0|8.50|0
2510|1677/48|household|0|17.00|0
2511|1677/48|3 halfpenny white|0|8.50|0
2512|1677/49|wheaten|0|8.50|0
2513|1677/49|household|0|17.00|0
2514|1677/49|3 halfpenny white|0|8.50|0
2515|1677/50|wheaten|0|8.50|0
2516|1677/50|household|0|17.00|0
2517|1677/50|3 halfpenny white|0|8.50|0
2518|1677/51|wheaten|0|8.50|0
2519|1677/51|household|0|17.00|0
2520|1677/51|3 halfpenny white|0|8.50|0
2521|1677/52|wheaten|0|8.00|0
2522|1677/52|household|0|16.00|0
2523|1677/52|3 halfpenny white|0|8.00|0
2524|1678/01|wheaten|0|8.00|0
2525|1678/01|household|0|16.00|0
2526|1678/01|3 halfpenny white|0|8.00|0
2527|1678/02|wheaten|0|8.00|0
2528|1678/02|household|0|16.00|0
2529|1678/02|3 halfpenny white|0|8.00|0
2530|1678/03|wheaten|0|8.00|0
2531|1678/03|household|0|16.00|0
2532|1678/03|3 halfpenny white|0|8.00|0
2533|1678/04|wheaten|0|8.00|0
2534|1678/04|household|0|16.00|0
2535|1678/04|3 halfpenny white|0|8.00|0
2536|1678/05|wheaten|0|8.00|0
2537|1678/05|household|0|16.00|0
2538|1678/05|3 halfpenny white|0|8.00|0
2539|1678/06|wheaten|0|8.00|0
2540|1678/06|household|0|16.00|0
2541|1678/06|3 halfpenny white|0|8.00|0
2542|1678/07|wheaten|0|7.50|0
2543|1678/07|household|0|15.00|0
2544|1678/07|3 halfpenny white|0|7.50|0
2545|1678/08|wheaten|0|7.50|0
2546|1678/08|household|0|15.00|0
2547|1678/08|3 halfpenny white|0|7.50|0
2548|1678/09|wheaten|0|8.00|0
2549|1678/09|household|0|16.00|0
2550|1678/09|3 halfpenny white|0|8.00|0
2551|1678/10|wheaten|0|8.00|0
2552|1678/10|household|0|16.00|0
2553|1678/10|3 halfpenny white|0|8.00|0
2554|1678/11|wheaten|0|8.50|0
2555|1678/11|household|0|17.00|0
2556|1678/11|3 halfpenny white|0|8.50|0
2557|1678/12|wheaten|0|8.00|0
2558|1678/12|household|0|16.00|0
2559|1678/12|3 halfpenny white|0|8.00|0
2560|1678/13|wheaten|0|8.00|0
2561|1678/13|household|0|16.00|0
2562|1678/13|3 halfpenny white|0|8.00|0
2563|1678/14|wheaten|0|8.00|0
2564|1678/14|household|0|16.00|0
2565|1678/14|3 halfpenny white|0|8.00|0
2566|1678/15|wheaten|0|8.00|0
2567|1678/15|household|0|16.00|0
2568|1678/15|3 halfpenny white|0|8.00|0
2569|1678/16|wheaten|0|8.00|0
2570|1678/16|household|0|16.00|0
2571|1678/16|3 halfpenny white|0|8.00|0
2572|1678/17|wheaten|0|8.00|0
2573|1678/17|household|0|16.00|0
2574|1678/17|3 halfpenny white|0|8.00|0
2575|1678/18|wheaten|0|8.50|0
2576|1678/18|household|0|17.00|0
2577|1678/18|3 halfpenny white|0|8.50|0
2578|1678/19|wheaten|0|8.00|0
2579|1678/19|household|0|16.00|0
2580|1678/19|3 halfpenny white|0|8.00|0
2581|1678/20|wheaten|0|8.00|0
2582|1678/20|household|0|16.00|0
2583|1678/20|3 halfpenny white|0|8.00|0
2584|1678/21|wheaten|0|8.00|0
2585|1678/21|household|0|16.00|0
2586|1678/21|3 halfpenny white|0|8.00|0
2587|1678/22|wheaten|0|8.00|0
2588|1678/22|household|0|16.00|0
2589|1678/22|3 halfpenny white|0|8.00|0
2590|1678/23|wheaten|0|9.00|0
2591|1678/23|household|0|18.00|0
2592|1678/23|3 halfpenny white|0|9.00|0
2593|1678/24|wheaten|0|9.00|0
2594|1678/24|household|0|18.00|0
2595|1678/24|3 halfpenny white|0|9.00|0
2596|1678/25|wheaten|0|9.00|0
2597|1678/25|household|0|18.00|0
2598|1678/25|3 halfpenny white|0|9.00|0
2599|1678/26|wheaten|0|9.50|0
2600|1678/26|household|0|19.00|0
2601|1678/26|3 halfpenny white|0|9.50|0
2602|1678/27|wheaten|0|9.50|0
2603|1678/27|household|0|19.00|0
2604|1678/27|3 halfpenny white|0|9.50|0
2605|1678/28|wheaten|0|9.00|0
2606|1678/28|household|0|18.00|0
2607|1678/28|3 halfpenny white|0|9.00|0
2608|1678/29|wheaten|0|9.00|0
2609|1678/29|household|0|18.00|0
2610|1678/29|3 halfpenny white|0|9.00|0
2611|1678/30|wheaten|0|9.50|0
2612|1678/30|household|0|19.00|0
2613|1678/30|3 halfpenny white|0|9.50|0
2614|1678/31|wheaten|0|9.00|0
2615|1678/31|household|0|18.00|0
2616|1678/31|3 halfpenny white|0|9.00|0
2617|1678/32|wheaten|0|9.00|0
2618|1678/32|household|0|18.00|0
2619|1678/32|3 halfpenny white|0|9.00|0
2620|1678/33|wheaten|0|9.00|0
2621|1678/33|household|0|18.00|0
2622|1678/33|3 halfpenny white|0|9.00|0
2623|1678/34|wheaten|0|9.00|0
2624|1678/34|household|0|18.00|0
2625|1678/34|3 halfpenny white|0|9.00|0
2626|1678/35|wheaten|0|9.00|0
2627|1678/35|household|0|18.00|0
2628|1678/35|3 halfpenny white|0|9.00|0
2629|1678/36|wheaten|0|8.50|0
2630|1678/36|household|0|17.00|0
2631|1678/36|3 halfpenny white|0|8.50|0
2632|1678/37|wheaten|0|8.50|0
2633|1678/37|household|0|17.00|0
2634|1678/37|3 halfpenny white|0|8.50|0
2635|1678/38|wheaten|0|8.00|0
2636|1678/38|household|0|16.00|0
2637|1678/38|3 halfpenny white|0|8.00|0
2638|1678/39|wheaten|0|8.00|0
2639|1678/39|household|0|16.00|0
2640|1678/39|3 halfpenny white|0|8.00|0
2641|1678/40|wheaten|0|8.00|0
2642|1678/40|household|0|16.00|0
2643|1678/40|3 halfpenny white|0|8.00|0
2644|1678/41|wheaten|0|8.00|0
2645|1678/41|household|0|16.00|0
2646|1678/41|3 halfpenny white|0|8.00|0
2647|1678/42|wheaten|0|8.00|0
2648|1678/42|household|0|16.00|0
2649|1678/42|3 halfpenny white|0|8.00|0
2650|1678/43|wheaten|0|8.00|0
2651|1678/43|household|0|16.00|0
2652|1678/43|3 halfpenny white|0|8.00|0
2653|1678/44|wheaten|0|8.00|0
2654|1678/44|household|0|16.00|0
2655|1678/44|3 halfpenny white|0|8.00|0
2656|1678/45|wheaten|0|8.00|0
2657|1678/45|household|0|16.00|0
2658|1678/45|3 halfpenny white|0|8.00|0
2659|1678/46|wheaten|0|8.00|0
2660|1678/46|household|0|16.00|0
2661|1678/46|3 halfpenny white|0|8.00|0
2662|1678/47|wheaten|0|8.00|0
2663|1678/47|household|0|16.00|0
2664|1678/47|3 halfpenny white|0|8.00|0
2665|1678/48|wheaten|0|8.00|0
2666|1678/48|household|0|16.00|0
2667|1678/48|3 halfpenny white|0|8.00|0
2668|1678/49|wheaten|0|8.00|0
2669|1678/49|household|0|16.00|0
2670|1678/49|3 halfpenny white|0|8.00|0
2671|1678/50|wheaten|0|8.00|0
2672|1678/50|household|0|16.00|0
2673|1678/50|3 halfpenny white|0|8.00|0
2674|1678/51|wheaten|0|7.50|0
2675|1678/51|household|0|15.00|0
2676|1678/51|3 halfpenny white|0|7.50|0
2677|1678/52|wheaten|0|7.50|0
2678|1678/52|household|0|15.00|0
2679|1678/52|3 halfpenny white|0|7.50|0
2680|1679/01|wheaten|0|7.50|0
2681|1679/01|household|0|15.00|0
2682|1679/01|3 halfpenny white|0|7.50|0
2683|1679/02|wheaten|0|7.50|0
2684|1679/02|household|0|15.00|0
2685|1679/02|3 halfpenny white|0|7.50|0
2686|1679/03|wheaten|0|7.50|0
2687|1679/03|household|0|15.00|0
2688|1679/03|3 halfpenny white|0|7.50|0
2689|1679/04|wheaten|0|7.50|0
2690|1679/04|household|0|15.00|0
2691|1679/04|3 halfpenny white|0|7.50|0
2692|1679/05|wheaten|0|7.50|0
2693|1679/05|household|0|15.00|0
2694|1679/05|3 halfpenny white|0|7.50|0
2695|1679/06|wheaten|0|7.50|0
2696|1679/06|household|0|15.00|0
2697|1679/06|3 halfpenny white|0|7.50|0
2698|1679/07|wheaten|0|7.50|0
2699|1679/07|household|0|15.00|0
2700|1679/07|3 halfpenny white|0|7.50|0
2701|1679/08|wheaten|0|7.50|0
2702|1679/08|household|0|15.00|0
2703|1679/08|3 halfpenny white|0|7.50|0
2704|1679/09|wheaten|0|8.00|0
2705|1679/09|household|0|16.00|0
2706|1679/09|3 halfpenny white|0|8.00|0
2707|1679/10|wheaten|0|7.50|0
2708|1679/10|household|0|15.00|0
2709|1679/10|3 halfpenny white|0|7.50|0
2710|1679/11|wheaten|0|7.50|0
2711|1679/11|household|0|15.00|0
2712|1679/11|3 halfpenny white|0|7.50|0
2713|1679/12|wheaten|0|7.50|0
2714|1679/12|household|0|15.00|0
2715|1679/12|3 halfpenny white|0|7.50|0
2716|1679/13|wheaten|0|7.50|0
2717|1679/13|household|0|15.00|0
2718|1679/13|3 halfpenny white|0|7.50|0
2719|1679/14|wheaten|0|7.50|0
2720|1679/14|household|0|15.00|0
2721|1679/14|3 halfpenny white|0|7.50|0
2722|1679/15|wheaten|0|7.50|0
2723|1679/15|household|0|15.00|0
2724|1679/15|3 halfpenny white|0|7.50|0
2725|1679/16|wheaten|0|7.50|0
2726|1679/16|household|0|15.00|0
2727|1679/16|3 halfpenny white|0|7.50|0
2728|1679/17|wheaten|0|7.50|0
2729|1679/17|household|0|15.00|0
2730|1679/17|3 halfpenny white|0|7.50|0
2731|1679/18|wheaten|0|7.50|0
2732|1679/18|household|0|15.00|0
2733|1679/18|3 halfpenny white|0|7.50|0
2734|1679/19|wheaten|0|7.50|0
2735|1679/19|household|0|15.00|0
2736|1679/19|3 halfpenny white|0|7.50|0
2737|1679/20|wheaten|0|7.50|0
2738|1679/20|household|0|15.00|0
2739|1679/20|3 halfpenny white|0|7.50|0
2740|1679/21|wheaten|0|7.00|0
2741|1679/21|household|0|14.00|0
2742|1679/21|3 halfpenny white|0|7.00|0
2743|1679/22|wheaten|0|7.00|0
2744|1679/22|household|0|14.00|0
2745|1679/22|3 halfpenny white|0|7.00|0
2746|1679/23|wheaten|0|7.50|0
2747|1679/23|household|0|15.00|0
2748|1679/23|3 halfpenny white|0|7.50|0
2749|1679/24|wheaten|0|7.50|0
2750|1679/24|household|0|15.00|0
2751|1679/24|3 halfpenny white|0|7.50|0
2752|1679/25|wheaten|0|7.50|0
2753|1679/25|household|0|15.00|0
2754|1679/25|3 halfpenny white|0|7.50|0
2755|1679/26|wheaten|0|7.50|0
2756|1679/26|household|0|15.00|0
2757|1679/26|3 halfpenny white|0|7.50|0
2758|1679/27|wheaten|0|7.50|0
2759|1679/27|household|0|15.00|0
2760|1679/27|3 halfpenny white|0|7.50|0
2761|1679/28|wheaten|0|7.50|0
2762|1679/28|household|0|15.00|0
2763|1679/28|3 halfpenny white|0|7.50|0
2764|1679/29|wheaten|0|7.50|0
2765|1679/29|household|0|15.00|0
2766|1679/29|3 halfpenny white|0|7.50|0
2767|1679/30|wheaten|0|7.50|0
2768|1679/30|household|0|15.00|0
2769|1679/30|3 halfpenny white|0|7.50|0
2770|1679/31|wheaten|0|7.50|0
2771|1679/31|household|0|15.00|0
2772|1679/31|3 halfpenny white|0|7.50|0
2773|1679/32|wheaten|0|8.00|0
2774|1679/32|household|0|16.00|0
2775|1679/32|3 halfpenny white|0|8.00|0
2776|1679/33|wheaten|0|8.00|0
2777|1679/33|household|0|16.00|0
2778|1679/33|3 halfpenny white|0|8.00|0
2779|1679/34|wheaten|0|8.50|0
2780|1679/34|household|0|17.00|0
2781|1679/34|3 halfpenny white|0|8.50|0
2782|1679/35|wheaten|0|8.50|0
2783|1679/35|household|0|17.00|0
2784|1679/35|3 halfpenny white|0|8.50|0
2785|1679/36|wheaten|0|8.50|0
2786|1679/36|household|0|17.00|0
2787|1679/36|3 halfpenny white|0|8.50|0
2788|1679/37|wheaten|0|8.50|0
2789|1679/37|household|0|17.00|0
2790|1679/37|3 halfpenny white|0|8.50|0
2791|1679/38|wheaten|0|9.00|0
2792|1679/38|household|0|18.00|0
2793|1679/38|3 halfpenny white|0|9.00|0
2794|1679/39|wheaten|0|9.00|0
2795|1679/39|household|0|18.00|0
2796|1679/39|3 halfpenny white|0|9.00|0
2797|1679/40|wheaten|0|9.00|0
2798|1679/40|household|0|18.00|0
2799|1679/40|3 halfpenny white|0|9.00|0
2800|1679/41|wheaten|0|9.00|0
2801|1679/41|household|0|18.00|0
2802|1679/41|3 halfpenny white|0|9.00|0
2803|1679/42|wheaten|0|9.00|0
2804|1679/42|household|0|18.00|0
2805|1679/42|3 halfpenny white|0|9.00|0
2806|1679/43|wheaten|0|9.00|0
2807|1679/43|household|0|18.00|0
2808|1679/43|3 halfpenny white|0|9.00|0
2809|1679/44|wheaten|0|8.50|0
2810|1679/44|household|0|17.00|0
2811|1679/44|3 halfpenny white|0|8.50|0
2812|1679/45|wheaten|0|8.50|0
2813|1679/45|household|0|17.00|0
2814|1679/45|3 halfpenny white|0|8.50|0
2815|1679/46|wheaten|0|8.50|0
2816|1679/46|household|0|17.00|0
2817|1679/46|3 halfpenny white|0|8.50|0
2818|1679/47|wheaten|0|9.50|0
2819|1679/47|household|0|19.00|0
2820|1679/47|3 halfpenny white|0|9.50|0
2821|1679/48|wheaten|0|9.50|0
2822|1679/48|household|0|19.00|0
2823|1679/48|3 halfpenny white|0|9.50|0
2824|1679/49|wheaten|0|9.50|0
2825|1679/49|household|0|19.00|0
2826|1679/49|3 halfpenny white|0|9.50|0
2827|1679/50|wheaten|0|9.50|0
2828|1679/50|household|0|19.00|0
2829|1679/50|3 halfpenny white|0|9.50|0
2830|1679/51|wheaten|0|10.00|0
2831|1679/51|household|0|20.00|0
2832|1679/51|3 halfpenny white|0|10.00|0
2833|1679/52|wheaten|0|9.50|0
2834|1679/52|household|0|19.00|0
2835|1679/52|3 halfpenny white|0|9.50|0
2836|1680/01|wheaten|0|9.50|0
2837|1680/01|household|0|19.00|0
2838|1680/01|3 halfpenny white|0|9.50|0
2839|1680/02|wheaten|0|9.50|0
2840|1680/02|household|0|19.00|0
2841|1680/02|3 halfpenny white|0|9.50|0
2842|1680/03|wheaten|0|9.50|0
2843|1680/03|household|0|19.00|0
2844|1680/03|3 halfpenny white|0|9.50|0
2845|1680/04|wheaten|0|10.00|0
2846|1680/04|household|0|20.00|0
2847|1680/04|3 halfpenny white|0|10.00|0
2848|1680/05|wheaten|0|10.00|0
2849|1680/05|household|0|20.00|0
2850|1680/05|3 halfpenny white|0|10.00|0
2852|1680/07|wheaten|0|10.00|0
2853|1680/07|household|0|20.00|0
2854|1680/07|3 halfpenny white|0|10.00|0
2856|1680/09|wheaten|0|10.00|0
2857|1680/09|household|0|20.00|0
2858|1680/09|3 halfpenny white|0|10.00|0
2859|1680/10|wheaten|0|10.00|0
2860|1680/10|household|0|20.00|0
2861|1680/10|3 halfpenny white|0|10.00|0
2862|1680/11|wheaten|0|10.00|0
2863|1680/11|household|0|20.00|0
2864|1680/11|3 halfpenny white|0|10.00|0
2865|1680/12|wheaten|0|10.00|0
2866|1680/12|household|0|20.00|0
2867|1680/12|3 halfpenny white|0|10.00|0
2868|1680/13|wheaten|0|10.00|0
2869|1680/13|household|0|20.00|0
2870|1680/13|3 halfpenny white|0|10.00|0
2871|1680/14|wheaten|0|10.00|0
2872|1680/14|household|0|20.00|0
2873|1680/14|3 halfpenny white|0|10.00|0
2874|1680/15|wheaten|0|10.00|0
2875|1680/15|household|0|20.00|0
2876|1680/15|3 halfpenny white|0|10.00|0
2877|1680/16|wheaten|0|10.00|0
2878|1680/16|household|0|20.00|0
2879|1680/16|3 halfpenny white|0|10.00|0
2880|1680/17|wheaten|0|10.00|0
2881|1680/17|household|0|20.00|0
2882|1680/17|3 halfpenny white|0|10.00|0
2883|1680/18|wheaten|0|10.00|0
2884|1680/18|household|0|20.00|0
2885|1680/18|3 halfpenny white|0|10.00|0
2886|1680/19|wheaten|0|10.00|0
2887|1680/19|household|0|20.00|0
2888|1680/19|3 halfpenny white|0|10.00|0
2889|1680/20|wheaten|0|10.50|0
2890|1680/20|household|0|21.00|0
2891|1680/20|3 halfpenny white|0|10.50|0
2892|1680/21|wheaten|0|10.50|0
2893|1680/21|household|0|21.00|0
2894|1680/21|3 halfpenny white|0|10.50|0
2896|1680/23|wheaten|0|10.50|0
2897|1680/23|household|0|21.00|0
2898|1680/23|3 halfpenny white|0|10.50|0
2899|1680/24|wheaten|0|10.50|0
2900|1680/24|household|0|21.00|0
2901|1680/24|3 halfpenny white|0|10.50|0
2902|1680/25|wheaten|0|10.50|0
2903|1680/25|household|0|21.00|0
2904|1680/25|3 halfpenny white|0|10.50|0
2905|1680/26|wheaten|0|10.50|0
2906|1680/26|household|0|21.00|0
2907|1680/26|3 halfpenny white|0|10.50|0
2908|1680/27|wheaten|0|10.50|0
2909|1680/27|household|0|21.00|0
2910|1680/27|3 halfpenny white|0|10.50|0
2911|1680/28|wheaten|0|10.50|0
2912|1680/28|household|0|21.00|0
2913|1680/28|3 halfpenny white|0|10.50|0
2914|1680/29|wheaten|0|10.50|0
2915|1680/29|household|0|21.00|0
2916|1680/29|3 halfpenny white|0|10.50|0
2917|1680/30|wheaten|0|10.50|0
2918|1680/30|household|0|21.00|0
2919|1680/30|3 halfpenny white|0|10.50|0
2920|1680/31|wheaten|0|10.50|0
2921|1680/31|household|0|21.00|0
