weekID|yeartext|year|week|begindate|countsmissing|codmissing|breadmissing|agemissing|countsproblem|codproblem|breadproblem|ageproblem
1665/46|1664-65|1665|46|31-oct-1665|0|0|0|1||||not yet stated
1665/47|1664-65|1665|47|07-nov-1665|0|0|0|1||||not yet stated
1665/48|1664-65|1665|48|14-nov-1665|0|0|0|1||||not yet stated
1665/49|1664-65|1665|49|21-nov-1665|0|0|0|1||||not yet stated
1665/50|1664-65|1665|50|28-nov-1665|0|0|0|1||||not yet stated
1665/51|1664-65|1665|51|05-dec-1665|0|0|0|1||||not yet stated
1665/52|1664-65|1665|52|12-dec-1665|0|0|0|1||||not yet stated
1666/01|1665-66|1666|1|19-dec-1665|0|0|0|1||||not yet stated
1666/02|1665-66|1666|2|26-dec-1665|0|0|0|1||||not yet stated
1666/03|1665-66|1666|3|02-jan-1665|0|0|0|1||||not yet stated
1666/04|1665-66|1666|4|09-jan-1665|0|0|0|1||||not yet stated
1666/05|1665-66|1666|5|16-jan-1665|0|0|0|1||||not yet stated
1666/06|1665-66|1666|6|23-jan-1665|0|0|0|1||||not yet stated
1666/07|1665-66|1666|7|30-jan-1665|0|0|0|1||||not yet stated
1666/08|1665-66|1666|8|06-feb-1665|0|0|0|1||||not yet stated
1666/09|1665-66|1666|9|13-feb-1665|0|0|0|1||||not yet stated
1666/10|1665-66|1666|10|20-feb-1665|0|0|0|1||||not yet stated
1666/11|1665-66|1666|11|27-feb-1665|0|0|0|1||||not yet stated
1666/12|1665-66|1666|12|06-mar-1665|0|0|0|1||||not yet stated
1666/13|1665-66|1666|13|13-mar-1665|0|0|0|1||||not yet stated
1666/14|1665-66|1666|14|20-mar-1666|0|0|0|1||||not yet stated
1666/15|1665-66|1666|15|27-mar-1666|0|0|0|1||||not yet stated
1666/16|1665-66|1666|16|03-apr-1666|0|0|0|1||||not yet stated
1666/17|1665-66|1666|17|10-apr-1666|0|0|0|1||||not yet stated
1666/18|1665-66|1666|18|17-apr-1666|0|0|0|1||||not yet stated
1666/19|1665-66|1666|19|24-apr-1666|0|0|0|1||||not yet stated
1666/20|1665-66|1666|20|01-may-1666|0|0|0|1||||not yet stated
1666/21|1665-66|1666|21|08-may-1666|0|0|0|1||||not yet stated
1666/22|1665-66|1666|22|15-may-1666|0|0|0|1||||not yet stated
1666/23|1665-66|1666|23|22-may-1666|0|0|0|1||||not yet stated
1666/24|1665-66|1666|24|29-may-1666|0|0|0|1||||not yet stated
1666/25|1665-66|1666|25|05-jun-1666|0|0|0|1||||not yet stated
1666/26|1665-66|1666|26|12-jun-1666|0|0|0|1||||not yet stated
1666/27|1665-66|1666|27|19-jun-1666|0|0|0|1||||not yet stated
1666/28|1665-66|1666|28|26-jun-1666|0|0|0|1||||not yet stated
1666/29|1665-66|1666|29|03-jul-1666|0|0|0|1||||not yet stated
1666/30|1665-66|1666|30|10-jul-1666|0|0|0|1||||not yet stated
1666/31|1665-66|1666|31|17-jul-1666|0|0|0|1||||not yet stated
1666/32|1665-66|1666|32|24-jul-1666|0|0|0|1||||not yet stated
1666/33|1665-66|1666|33|31-jul-1666|0|0|0|1||||not yet stated
1666/34|1665-66|1666|34|07-aug-1666|0|0|0|1||||not yet stated
1666/35|1665-66|1666|35|14-aug-1666|0|0|0|1||||not yet stated
1666/36|1665-66|1666|36|21-aug-1666|0|0|0|1||||not yet stated
1666/39|1665-66|1666|39|28-aug-1666|0|0|0|1|reporting period != this week|||not yet stated
1666/40|1665-66|1666|40|18-sep-1666|0|0|0|1||||not yet stated
1666/41|1665-66|1666|41|25-sep-1666|0|0|0|1||||not yet stated
1666/42|1665-66|1666|42|02-oct-1666|0|0|0|1||||not yet stated
1666/43|1665-66|1666|43|09-oct-1666|0|0|0|1||||not yet stated
1666/44|1665-66|1666|44|16-oct-1666|0|0|0|1||||not yet stated
1666/45|1665-66|1666|45|23-oct-1666|0|0|0|1||||not yet stated
1666/46|1665-66|1666|46|30-oct-1666|0|0|0|1||||not yet stated
1666/47|1665-66|1666|47|06-nov-1666|0|0|0|1||||not yet stated
1666/48|1665-66|1666|48|13-nov-1666|0|0|0|1||||not yet stated
1666/49|1665-66|1666|49|20-nov-1666|0|0|0|1||||not yet stated
1666/50|1665-66|1666|50|27-nov-1666|0|0|0|1||||not yet stated
1666/51|1665-66|1666|51|04-dec-1666|0|0|0|1||||not yet stated
1666/52|1665-66|1666|52|11-dec-1666|0|0|0|1||||not yet stated
1667/01|1666-67|1667|1|18-dec-1666|0|0|0|1||||not yet stated
1667/02|1666-67|1667|2|25-dec-1666|0|0|0|1||||not yet stated
1667/03|1666-67|1667|3|01-jan-1666|0|0|0|1||||not yet stated
1667/04|1666-67|1667|4|08-jan-1666|0|0|0|1||||not yet stated
1667/05|1666-67|1667|5|15-jan-1666|0|0|0|1||||not yet stated
1667/06|1666-67|1667|6|22-jan-1666|0|0|0|1||||not yet stated
1667/07|1666-67|1667|7|29-jan-1666|0|0|0|1||||not yet stated
1667/08|1666-67|1667|8|05-feb-1666|0|0|0|1||||not yet stated
1667/09|1666-67|1667|9|12-feb-1666|0|0|0|1||||not yet stated
1667/10|1666-67|1667|10|19-feb-1666|0|0|0|1||||not yet stated
1667/11|1666-67|1667|11|26-feb-1666|0|0|0|1||||not yet stated
1667/12|1666-67|1667|12|05-mar-1666|0|0|0|1||||not yet stated
1667/13|1666-67|1667|13|12-mar-1666|0|0|0|1||||not yet stated
1667/14|1666-67|1667|14|19-mar-1667|0|0|0|1||||not yet stated
1667/15|1666-67|1667|15|26-mar-1667|0|0|0|1||||not yet stated
1667/16|1666-67|1667|16|02-apr-1667|0|0|0|1||||not yet stated
1667/17|1666-67|1667|17|09-apr-1667|0|0|0|1||||not yet stated
1667/18|1666-67|1667|18|16-apr-1667|0|0|0|1||||not yet stated
1667/19|1666-67|1667|19|23-apr-1667|0|0|0|1||||not yet stated
1667/20|1666-67|1667|20|30-apr-1667|0|0|0|1||||not yet stated
1667/21|1666-67|1667|21|07-may-1667|0|0|0|1||||not yet stated
1667/22|1666-67|1667|22|14-may-1667|0|0|0|1||||not yet stated
1667/23|1666-67|1667|23|21-may-1667|0|0|0|1||||not yet stated
1667/24|1666-67|1667|24|28-may-1667|0|0|0|1||||not yet stated
1667/25|1666-67|1667|25|04-jun-1667|0|0|0|1||||not yet stated
1667/26|1666-67|1667|26|11-jun-1667|0|0|0|1||||not yet stated
1667/27|1666-67|1667|27|18-jun-1667|0|0|0|1||||not yet stated
1667/28|1666-67|1667|28|25-jun-1667|0|0|0|1||||not yet stated
1667/29|1666-67|1667|29|02-jul-1667|0|0|0|1||||not yet stated
1667/30|1666-67|1667|30|09-jul-1667|0|0|0|1||||not yet stated
1667/31|1666-67|1667|31|16-jul-1667|0|0|0|1||||not yet stated
1667/32|1666-67|1667|32|23-jul-1667|0|0|0|1||||not yet stated
1667/33|1666-67|1667|33|30-jul-1667|0|0|0|1||||not yet stated
1667/34|1666-67|1667|34|06-aug-1667|0|0|0|1||||not yet stated
1667/35|1666-67|1667|35|13-aug-1667|0|0|0|1||||not yet stated
1667/36|1666-67|1667|36|20-aug-1667|0|0|0|1||||not yet stated
1667/37|1666-67|1667|37|27-aug-1667|0|0|0|1||||not yet stated
1667/38|1666-67|1667|38|03-sep-1667|0|0|0|1||||not yet stated
1667/39|1666-67|1667|39|10-sep-1667|0|0|0|1||||not yet stated
1667/40|1666-67|1667|40|17-sep-1667|0|0|0|1||||not yet stated
1667/41|1666-67|1667|41|24-sep-1667|0|0|0|1||||not yet stated
1667/42|1666-67|1667|42|01-oct-1667|0|0|0|1||||not yet stated
1667/43|1666-67|1667|43|08-oct-1667|0|0|0|1||||not yet stated
1667/44|1666-67|1667|44|15-oct-1667|0|0|0|1||||not yet stated
1667/45|1666-67|1667|45|22-oct-1667|0|0|0|1||||not yet stated
1667/46|1666-67|1667|46|29-oct-1667|0|0|0|1||||not yet stated
1667/47|1666-67|1667|47|05-nov-1667|0|0|0|1||||not yet stated
1667/48|1666-67|1667|48|12-nov-1667|0|0|0|1||||not yet stated
1667/49|1666-67|1667|49|19-nov-1667|0|0|0|1||||not yet stated
1667/50|1666-67|1667|50|26-nov-1667|0|0|0|1||||not yet stated
1667/51|1666-67|1667|51|03-dec-1667|0|0|0|1||||not yet stated
1667/52|1666-67|1667|52|10-dec-1667|0|0|0|1||||not yet stated
1668/01|1667-68|1668|1|17-dec-1667|0|0|0|1||||not yet stated
1668/02|1667-68|1668|2|24-dec-1667|0|0|0|1||||not yet stated
1668/03|1667-68|1668|3|31-dec-1667|0|0|0|1||||not yet stated
1668/04|1667-68|1668|4|07-jan-1667|0|0|0|1||||not yet stated
1668/05|1667-68|1668|5|14-jan-1667|0|0|0|1||||not yet stated
1668/06|1667-68|1668|6|21-jan-1667|0|0|0|1||||not yet stated
1668/07|1667-68|1668|7|28-jan-1667|0|0|0|1||||not yet stated
1668/08|1667-68|1668|8|04-feb-1667|0|0|0|1||||not yet stated
1668/09|1667-68|1668|9|11-feb-1667|0|0|0|1||||not yet stated
1668/10|1667-68|1668|10|18-feb-1667|0|0|0|1||||not yet stated
1668/11|1667-68|1668|11|25-feb-1667|0|0|0|1||||not yet stated
1668/12|1667-68|1668|12|03-mar-1667|0|0|0|1||||not yet stated
1668/13|1667-68|1668|13|10-mar-1667|0|0|0|1||||not yet stated
1668/14|1667-68|1668|14|17-mar-1667|0|0|0|1||||not yet stated
1668/15|1667-68|1668|15|24-mar-1668|0|0|0|1||||not yet stated
1668/16|1667-68|1668|16|31-mar-1668|0|0|0|1||||not yet stated
1668/17|1667-68|1668|17|07-apr-1668|0|0|0|1||||not yet stated
1668/18|1667-68|1668|18|14-apr-1668|0|0|0|1||||not yet stated
1668/19|1667-68|1668|19|21-apr-1668|0|0|0|1||||not yet stated
1668/20|1667-68|1668|20|28-apr-1668|0|0|0|1||||not yet stated
1668/21|1667-68|1668|21|05-may-1668|0|0|0|1||||not yet stated
1668/22|1667-68|1668|22|12-may-1668|0|0|0|1||||not yet stated
1668/23|1667-68|1668|23|19-may-1668|0|0|0|1||||not yet stated
1668/24|1667-68|1668|24|26-may-1668|0|0|0|1||||not yet stated
1668/25|1667-68|1668|25|02-jun-1668|0|0|0|1||||not yet stated
1668/26|1667-68|1668|26|09-jun-1668|0|0|0|1||||not yet stated
1668/27|1667-68|1668|27|16-jun-1668|0|0|0|1||||not yet stated
1668/28|1667-68|1668|28|23-jun-1668|0|0|0|1||||not yet stated
1668/29|1667-68|1668|29|30-jun-1668|0|0|0|1||||not yet stated
1668/30|1667-68|1668|30|07-jul-1668|0|0|0|1||||not yet stated
1668/31|1667-68|1668|31|14-jul-1668|0|0|0|1||||not yet stated
1668/32|1667-68|1668|32|21-jul-1668|0|0|0|1||||not yet stated
1668/33|1667-68|1668|33|28-jul-1668|0|0|0|1||||not yet stated
1668/34|1667-68|1668|34|04-aug-1668|0|0|0|1||||not yet stated
1668/35|1667-68|1668|35|11-aug-1668|0|0|0|1||||not yet stated
1668/36|1667-68|1668|36|18-aug-1668|0|0|0|1||||not yet stated
1668/37|1667-68|1668|37|25-aug-1668|0|0|0|1||||not yet stated
1668/38|1667-68|1668|38|01-sep-1668|0|0|0|1||||not yet stated
1668/39|1667-68|1668|39|08-sep-1668|0|0|0|1||||not yet stated
1668/40|1667-68|1668|40|15-sep-1668|0|0|0|1||||not yet stated
1668/41|1667-68|1668|41|22-sep-1668|0|0|0|1||||not yet stated
1668/42|1667-68|1668|42|19-sep-1668|0|0|0|1||||not yet stated
1668/43|1667-68|1668|43|06-oct-1668|0|0|0|1||||not yet stated
1668/44|1667-68|1668|44|13-oct-1668|0|0|0|1||||not yet stated
1668/45|1667-68|1668|45|20-oct-1668|0|0|0|1||||not yet stated
1668/46|1667-68|1668|46|27-oct-1668|0|0|0|1||||not yet stated
1668/47|1667-68|1668|47|03-nov-1668|0|0|0|1||||not yet stated
1668/48|1667-68|1668|48|10-nov-1668|0|0|0|1||||not yet stated
1668/49|1667-68|1668|49|17-nov-1668|0|0|0|1||||not yet stated
1668/50|1667-68|1668|50|24-nov-1668|0|0|0|1||||not yet stated
1668/51|1667-68|1668|51|01-dec-1668|0|0|0|1||||not yet stated
1668/52|1667-68|1668|52|08-dec-1668|0|0|0|1||||not yet stated
1668/53|1667-68|1668|53|15-dec-1668|0|0|0|1||||not yet stated
1669/01|1668-69|1669|1|22-dec-1668|0|0|0|1||||not yet stated
1669/02|1668-69|1669|2|29-dec-1668|0|0|0|1||||not yet stated
1669/03|1668-69|1669|3|05-jan-1668|0|0|0|1||||not yet stated
1669/04|1668-69|1669|4|12-jan-1668|0|0|0|1||||not yet stated
1669/05|1668-69|1669|5|19-jan-1668|0|0|0|1||||not yet stated
1669/06|1668-69|1669|6|26-jan-1668|0|0|0|1||||not yet stated
1669/07|1668-69|1669|7|02-feb-1668|0|0|0|1||||not yet stated
1669/08|1668-69|1669|8|09-feb-1668|0|0|0|1||||not yet stated
1669/09|1668-69|1669|9|16-feb-1668|0|0|0|1||||not yet stated
1669/10|1668-69|1669|10|23-feb-1668|0|0|0|1||||not yet stated
1669/11|1668-69|1669|11|02-mar-1668|0|0|0|1||||not yet stated
1669/12|1668-69|1669|12|09-mar-1668|0|0|0|1||||not yet stated
1669/13|1668-69|1669|13|16-mar-1668|0|0|0|1||||not yet stated
1669/14|1668-69|1669|14|23-mar-1669|0|0|0|1||||not yet stated
1669/15|1668-69|1669|15|30-mar-1669|0|0|0|1||||not yet stated
1669/16|1668-69|1669|16|06-apr-1669|0|0|0|1||||not yet stated
1669/17|1668-69|1669|17|13-apr-1669|0|0|0|1||||not yet stated
1669/18|1668-69|1669|18|20-apr-1669|0|0|0|1||||not yet stated
1669/19|1668-69|1669|19|27-apr-1669|0|0|0|1||||not yet stated
1669/20|1668-69|1669|20|04-may-1669|0|0|0|1||||not yet stated
1669/21|1668-69|1669|21|11-may-1669|0|0|0|1||||not yet stated
1669/22|1668-69|1669|22|18-may-1669|0|0|0|1||||not yet stated
1669/23|1668-69|1669|23|25-may-1669|0|0|0|1||||not yet stated
1669/24|1668-69|1669|24|01-jun-1669|0|0|0|1||||not yet stated
1669/25|1668-69|1669|25|08-jun-1669|0|0|0|1||||not yet stated
1669/26|1668-69|1669|26|15-jun-1669|0|0|0|1||||not yet stated
1669/27|1668-69|1669|27|22-jun-1669|0|0|0|1||||not yet stated
1669/28|1668-69|1669|28|29-jun-1699|0|0|0|1||||not yet stated
1669/29|1668-69|1669|29|06-jul-1669|0|0|0|1||||not yet stated
1669/30|1668-69|1669|30|13-jul-1669|0|0|0|1||||not yet stated
1669/31|1668-69|1669|31|20-jul-1669|0|0|0|1||||not yet stated
1669/32|1668-69|1669|32|27-jul-1669|0|0|0|1||||not yet stated
1669/33|1668-69|1669|33|03-aug-1669|0|0|0|1||||not yet stated
1669/34|1668-69|1669|34|10-aug-1669|0|0|0|1||||not yet stated
1669/35|1668-69|1669|35|17-aug-1669|0|0|0|1||||not yet stated
1669/36|1668-69|1669|36|24-aug-1669|0|0|0|1||||not yet stated
1669/37|1668-69|1669|37|31-aug-1669|0|0|0|1||||not yet stated
1669/38|1668-69|1669|38|07-sep-1669|0|0|0|1||||not yet stated
1669/39|1668-69|1669|39|14-sep-1669|0|0|0|1||||not yet stated
1669/40|1668-69|1669|40|21-sep-1669|0|0|0|1||||not yet stated
1669/41|1668-69|1669|41|28-sep-1669|0|0|0|1||||not yet stated
1669/42|1668-69|1669|42|05-oct-1669|0|0|0|1||||not yet stated
1669/43|1668-69|1669|43|12-oct-1669|0|0|0|1||||not yet stated
1669/44|1668-69|1669|44|19-oct-1669|0|0|0|1||part missing||not yet stated
1669/45|1668-69|1669|45|26-oct-1669|0|0|0|1||||not yet stated
1669/46|1668-69|1669|46|02-nov-1669|0|0|0|1||||not yet stated
1669/47|1668-69|1669|47|09-nov-1669|0|0|0|1||||not yet stated
1669/48|1668-69|1669|48|16-nov-1669|0|0|0|1||||not yet stated
1669/49|1668-69|1669|49|23-nov-1669|0|0|0|1||||not yet stated
1669/50|1668-69|1669|50|30-nov-1669|0|0|0|1||||not yet stated
1669/51|1668-69|1669|51|07-dec-1669|0|0|0|1||||not yet stated
1669/52|1668-69|1669|52|14-dec-1669|0|0|0|1||||not yet stated
1670/01|1669-70|1670|1|21-dec-1669|0|0|0|1||||not yet stated
1670/02|1669-70|1670|2|28-dec-1669|0|0|0|1||||not yet stated
1670/03|1669-70|1670|3|04-jan-1669|0|0|0|1||||not yet stated
1670/04|1669-70|1670|4|11-jan-1669|0|0|0|1||||not yet stated
1670/05|1669-70|1670|5|18-jan-1669|0|0|0|1||||not yet stated
1670/06|1669-70|1670|6|25-jan-1669|0|0|0|1||||not yet stated
1670/07|1669-70|1670|7|01-feb-1669|0|0|0|1||||not yet stated
1670/08|1669-70|1670|8|08-feb-1669|0|0|0|1||||not yet stated
1670/09|1669-70|1670|9|15-feb-1669|0|0|0|1||||not yet stated
1670/10|1669-70|1670|10|22-feb-1669|0|0|0|1||||not yet stated
1670/11|1669-70|1670|11|01-mar-1669|0|0|0|1||||not yet stated
1670/12|1669-70|1670|12|08-mar-1669|0|0|0|1||||not yet stated
1670/13|1669-70|1670|13|15-mar-1669|0|0|0|1||||not yet stated
1670/14|1669-70|1670|14|22-mar-1670|0|0|0|1||||not yet stated
1670/15|1669-70|1670|15|29-mar-1670|0|0|0|1||||not yet stated
1670/16|1669-70|1670|16|05-apr-1670|0|0|0|1||||not yet stated
1670/17|1669-70|1670|17|12-apr-1670|0|0|0|1||||not yet stated
1670/18|1669-70|1670|18|19-apr-1670|0|0|0|1||||not yet stated
1670/19|1669-70|1670|19|26-apr-1670|0|0|0|1||||not yet stated
1670/20|1669-70|1670|20|03-may-1670|0|0|0|1||||not yet stated
1670/21|1669-70|1670|21|10-may-1670|0|0|0|1||||not yet stated
1670/22|1669-70|1670|22|17-may-1670|0|0|0|1||||not yet stated
1670/23|1669-70|1670|23|24-may-1670|0|0|0|1||||not yet stated
1670/24|1669-70|1670|24|31-may-1670|0|0|0|1||||not yet stated
1670/25|1669-70|1670|25|07-jun-1670|0|0|0|1||||not yet stated
1670/26|1669-70|1670|26|14-jun-1670|0|0|0|1||||not yet stated
1670/27|1669-70|1670|27|21-jun-1670|0|0|0|1||||not yet stated
1670/28|1669-70|1670|28|28-jun-1670|0|0|0|1||||not yet stated
1670/29|1669-70|1670|29|05-jul-1670|0|0|0|1||||not yet stated
1670/30|1669-70|1670|30|12-jul-1670|0|0|0|1||||not yet stated
1670/31|1669-70|1670|31|19-jul-1670|0|0|0|1||||not yet stated
1670/32|1669-70|1670|32|26-jul-1670|0|0|0|1||||not yet stated
1670/33|1669-70|1670|33|02-aug-1670|0|0|0|1||||not yet stated
1670/34|1669-70|1670|34|09-aug-1670|0|0|0|1||||not yet stated
1670/35|1669-70|1670|35|16-aug-1670|0|0|0|1||||not yet stated
1670/36|1669-70|1670|36|03-aug-1670|0|0|0|1||||not yet stated
1670/37|1669-70|1670|37|30-aug-1670|0|0|0|1||||not yet stated
1670/38|1669-70|1670|38|06-sep-1670|0|0|0|1||||not yet stated
1670/39|1669-70|1670|39|13-sep-1670|0|0|0|1||||not yet stated
1670/40|1669-70|1670|40|20-sep-1670|0|0|0|1||||not yet stated
1670/41|1669-70|1670|41|27-sep-1670|0|0|0|1||||not yet stated
1670/42|1669-70|1670|42|04-oct-1670|0|0|0|1||||not yet stated
1670/43|1669-70|1670|43|11-oct-1670|0|0|0|1||||not yet stated
1670/44|1669-70|1670|44|18-oct-1670|0|0|0|1||||not yet stated
1670/45|1669-70|1670|45|25-oct-1670|0|0|0|1||||not yet stated
1670/46|1669-70|1670|46|01-nov-1670|0|0|0|1||||not yet stated
1670/47|1669-70|1670|47|08-nov-1670|0|0|0|1||||not yet stated
1670/48|1669-70|1670|48|15-nov-1670|0|0|0|1||||not yet stated
1670/49|1669-70|1670|49|22-nov-1670|0|0|0|1||||not yet stated
1670/50|1669-70|1670|50|29-nov-1670|0|0|0|1||||not yet stated
1670/51|1669-70|1670|51|06-dec-1670|0|0|0|1||||not yet stated
1670/52|1669-70|1670|52|13-dec-1670|0|0|0|1||||not yet stated
1671/01|1670-71|1671|1|20-dec-1670|0|0|0|1||||not yet stated
1671/02|1670-71|1671|2|27-dec-1670|0|0|0|1||||not yet stated
1671/03|1670-71|1671|3|03-jan-1670|0|0|0|1||||not yet stated
1671/04|1670-71|1671|4|10-jan-1670|0|0|0|1||||not yet stated
1671/05|1670-71|1671|5|17-jan-1670|0|0|0|1||||not yet stated
1671/06|1670-71|1671|6|24-jan-1670|0|0|0|1||||not yet stated
1671/07|1670-71|1671|7|31-jan-1670|0|0|0|1||||not yet stated
1671/08|1670-71|1671|8|07-feb-1670|0|0|0|1||||not yet stated
1671/09|1670-71|1671|9|14-feb-1670|0|0|0|1||||not yet stated
1671/10|1670-71|1671|10|21-feb-1670|0|0|0|1||||not yet stated
1671/11|1670-71|1671|11|28-feb-1670|0|0|0|1||||not yet stated
1671/12|1670-71|1671|12|07-mar-1670|0|0|0|1||||not yet stated
1671/13|1670-71|1671|13|14-mar-1670|0|0|0|1||||not yet stated
1671/14|1670-71|1671|14|21-mar-1671|0|0|0|1||||not yet stated
1671/15|1670-71|1671|15|28-mar-1671|0|0|0|1||||not yet stated
1671/16|1670-71|1671|16|04-apr-1671|0|0|0|1||||not yet stated
1671/17|1670-71|1671|17|11-apr-1671|0|0|0|1||||not yet stated
1671/18|1670-71|1671|18|18-apr-1671|0|0|0|1||||not yet stated
1671/19|1670-71|1671|19|25-apr-1671|0|0|0|1||||not yet stated
1671/20|1670-71|1671|20|02-may-1671|0|0|0|1||||not yet stated
1671/21|1670-71|1671|21|09-may-1671|0|0|0|1||||not yet stated
1671/22|1670-71|1671|22|16-may-1671|0|0|0|1||||not yet stated
1671/23|1670-71|1671|23|23-may-1671|0|0|0|1||||not yet stated
1671/24|1670-71|1671|24|30-may-1671|0|0|0|1||||not yet stated
1671/25|1670-71|1671|25|06-jun-1671|0|0|0|1||||not yet stated
1671/26|1670-71|1671|26|13-jun-1671|0|0|0|1||||not yet stated
1671/27|1670-71|1671|27|20-jun-1671|0|0|0|1||||not yet stated
1671/28|1670-71|1671|28|27-jun-1671|0|0|0|1||||not yet stated
1671/29|1670-71|1671|29|04-jul-1671|0|0|0|1||||not yet stated
1671/30|1670-71|1671|30|11-jul-1671|0|0|0|1||||not yet stated
1671/31|1670-71|1671|31|18-jul-1671|0|0|0|1||||not yet stated
1671/32|1670-71|1671|32|25-jul-1671|0|0|0|1||||not yet stated
1671/33|1670-71|1671|33|01-aug-1671|0|0|0|1||||not yet stated
1671/34|1670-71|1671|34|08-aug-1671|0|0|0|1||||not yet stated
1671/35|1670-71|1671|35|15-aug-1671|0|0|0|1||||not yet stated
1671/36|1670-71|1671|36|22-aug-1671|0|0|0|1||||not yet stated
1671/37|1670-71|1671|37|29-aug-1671|0|0|0|1||||not yet stated
1671/38|1670-71|1671|38|05-sep-1671|0|0|0|1||||not yet stated
1671/39|1670-71|1671|39|12-sep-1671|0|0|0|1||||not yet stated
1671/40|1670-71|1671|40|19-sep-1671|0|0|0|1||||not yet stated
1671/41|1670-71|1671|41|26-sep-1671|0|0|0|1||||not yet stated
1671/42|1670-71|1671|42|03-oct-1671|0|0|0|1||||not yet stated
1671/43|1670-71|1671|43|10-oct-1671|0|0|0|1||||not yet stated
1671/44|1670-71|1671|44|17-oct-1671|0|0|0|1||||not yet stated
1671/45|1670-71|1671|45|24-oct-1671|0|0|0|1||||not yet stated
1671/46|1670-71|1671|46|31-oct-1671|0|0|0|1||||not yet stated
1671/47|1670-71|1671|47|07-nov-1671|0|0|0|1||||not yet stated
1671/48|1670-71|1671|48|14-nov-1671|0|0|0|1||||not yet stated
1671/49|1670-71|1671|49|21-nov-1671|0|0|0|1||||not yet stated
1671/50|1670-71|1671|50|28-nov-1671|0|0|0|1||||not yet stated
1671/51|1670-71|1671|51|05-dec-1671|0|0|0|1||||not yet stated
1671/52|1670-71|1671|52|12-dec-1671|0|0|0|1||||not yet stated
1672/01|1671-72|1672|1|09-dec-1671|0|0|0|1||||not yet stated
1672/02|1671-72|1672|2|26-dec-1671|0|0|0|1||||not yet stated
1672/03|1671-72|1672|3|02-jan-1671|0|0|0|1||||not yet stated
1672/04|1671-72|1672|4|09-jan-1671|0|0|0|1||||not yet stated
1672/05|1671-72|1672|5|16-jan-1671|0|0|0|1||||not yet stated
1672/06|1671-72|1672|6|23-jan-1671|0|0|0|1||||not yet stated
1672/07|1671-72|1672|7|30-jan-1671|0|0|0|1||||not yet stated
1672/08|1671-72|1672|8|06-feb-1671|0|0|0|1||||not yet stated
1672/09|1671-72|1672|9|13-feb-1671|0|0|0|1||||not yet stated
1672/10|1671-72|1672|10|20-feb-1671|0|0|0|1||||not yet stated
1672/11|1671-72|1672|11|27-feb-1671|0|0|0|1||||not yet stated
1672/12|1671-72|1672|12|05-mar-1671|0|0|0|1||||not yet stated
1672/13|1671-72|1672|13|12-mar-1671|0|0|0|1||||not yet stated
1672/14|1671-72|1672|14|19-mar-1672|0|0|0|1||||not yet stated
1672/15|1671-72|1672|15|26-mar-1672|0|0|0|1||||not yet stated
1672/16|1671-72|1672|16|02-apr-1672|0|0|0|1||||not yet stated
1672/17|1671-72|1672|17|09-apr-1672|0|0|0|1||||not yet stated
1672/18|1671-72|1672|18|16-apr-1672|0|0|0|1||||not yet stated
1672/19|1671-72|1672|19|23-apr-1672|0|0|0|1||||not yet stated
1672/20|1671-72|1672|20|30-apr-1672|0|0|0|1||||not yet stated
1672/21|1671-72|1672|21|07-may-1672|0|0|0|1||||not yet stated
1672/22|1671-72|1672|22|14-may-1672|0|0|0|1||||not yet stated
1672/23|1671-72|1672|23|21-may-1672|0|0|0|1||||not yet stated
1672/24|1671-72|1672|24|28-may-1672|0|0|0|1||||not yet stated
1672/25|1671-72|1672|25|04-jun-1672|0|0|0|1||||not yet stated
1672/26|1671-72|1672|26|11-jun-1672|0|0|0|1||||not yet stated
1672/27|1671-72|1672|27|18-jun-1672|0|0|0|1||||not yet stated
1672/28|1671-72|1672|28|25-jun-1672|0|0|0|1||||not yet stated
1672/29|1671-72|1672|29|02-jul-1672|0|0|0|1||||not yet stated
1672/30|1671-72|1672|30|09-jul-1672|0|0|0|1||||not yet stated
1672/31|1671-72|1672|31|16-jul-1672|0|0|0|1||||not yet stated
1672/32|1671-72|1672|32|23-jul-1672|0|0|0|1||||not yet stated
1672/33|1671-72|1672|33|30-jul-1672|0|0|0|1||||not yet stated
1672/34|1671-72|1672|34|06-aug-1672|0|0|0|1||||not yet stated
1672/35|1671-72|1672|35|13-aug-1672|0|0|0|1||||not yet stated
1672/36|1671-72|1672|36|20-aug-1672|0|0|0|1||||not yet stated
1672/37|1671-72|1672|37|27-aug-1672|0|0|0|1||||not yet stated
1672/38|1671-72|1672|38|03-sep-1672|0|0|0|1||||not yet stated
1672/39|1671-72|1672|39|10-sep-1672|0|0|0|1||||not yet stated
1672/40|1671-72|1672|40|17-sep-1672|0|0|0|1||||not yet stated
1672/41|1671-72|1672|41|24-sep-1672|0|0|0|1||||not yet stated
1672/42|1671-72|1672|42|01-oct-1672|0|0|0|1||||not yet stated
1672/43|1671-72|1672|43|08-oct-1672|0|0|0|1||||not yet stated
1672/44|1671-72|1672|44|15-oct-1672|0|0|0|1||||not yet stated
1672/45|1671-72|1672|45|22-oct-1672|0|0|0|1||||not yet stated
1672/46|1671-72|1672|46|29-oct-1672|0|0|0|1||||not yet stated
1672/47|1671-72|1672|47|05-nov-1672|0|0|0|1||||not yet stated
1672/48|1671-72|1672|48|12-nov-1672|0|0|0|1||||not yet stated
1672/49|1671-72|1672|49|19-nov-1672|0|0|0|1||||not yet stated
