Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague,is_missing,is_illegible
4352,39416,11980,1,1681,,,Millar-1680-1681-GeneralBill-Causes,,,Abortive and Stillborn,,,653,,,Aged and Bedridden,,,1301,,,Ague and Fever,,,3174,,,Apoplexy and Suddenly,,,94,,,"Bleeding, Bloody Flux, and Flux",,,116,,,Burnt and Blown up,,,19,,,Bursten and Rupture,,,37,,,Cancer and Canker,,,72,,,Childbed,,,354,,,Chrisomes and Infants,,,303,,,Cold and Cough,,,2,,,Colick and Wind,,,105,,,Consumption and Tissick,,,3784,,,Convulsion,,,3270,,,Distracted and Lunatick,,,16,,,Dropsy and Tympany,,,958,,,Drowned,,,80,,,Evil,,,51,,,Executed,,,8,,,Falling Sickness,,,6,,,Flox and Small Pox,,,2982,,,"Found dead in the Streets, &c. ",,,7,,,French Pox,,,97,,,Frighted,,,3,,,Gangrene and Fistula,,,46,,,Gout and Sciatica,,,30,,,Grief,,,11,,,Griping in the Guts,,,2827,,,Hang'd and made away themselves,,,17,,,Headmouldshot,,,7,,,Jaundies,,,75,,,Jawfallen,,,1,,,Imposthume,,,101,,,Kill'd by several Accidents,,,71,,,Leprosy,,,2,,,Lethargy,,,11,,,Livergrown,,,15,,,Measles,,,121,,,Megrims,,,2,,,Murdered,,,14,,,Overlaid,,,135,,,Palsy,,,20,,,Planet,,,1,,,Pleurisy,,,12,,,Poisoned,,,1,,1,Quinsy and Thrush,,,128,,,Rickets,,,376,,,Rising of the Lights,,,143,,,Scalded,,,3,,,Scowring,,,2,,,Scurvy,,,83,,,Smothered,,,3,,,"Sores, Ulcers, and bruised Limbs",,,97,,,Spleen,,,6,,,Spotted Fever and Purples,,,199,,,St Anthony's Fire,,,10,,,Stone and Strangury,,,70,,,Stopping of the Stomach,,,351,,,Surfeit,,,436,,,Swine Pox,,,1,,,Teeth,,,995,,,Vomiting,,,15,,,Wen,,,1,,,Wolf,,,1,,,Worms,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6822,,,6533,,,13355,,,12386,,,11585,,,23971,,,2918,,,0,,
4353,39417,11981,1,1682,,,Millar-1681-1682-GeneralBill-Causes,,,Abortive and Stillborn,,,686,,,Aged and Bedridden,,,1059,,,Ague and Fever,,,2696,,,Apoplexy and Suddenly,,,100,,,"Bleeding, Bloody Flux, and Flux",,,55,,,Burnt and Scalded,,,7,,,Bursten and Rupture,,,28,,,Calenture,,,1,,,Cancer and Canker,,,61,,,Childbed,,,342,,,Chrisomes and Infants,,,257,,,Cough and Chincough,,,12,,,Colick and Wind,,,76,,,Consumption and Tissick,,,3464,,,Convulsion,,,3404,,,Distracted and Lunatick,,,15,,,Dropsy and Tympany,,,640,,,Drowned,,,91,,,Evil,,,66,,,Executed,,,10,,,Flox and Small Pox,,,1408,,,"Found dead in the Streets, &c.",,,5,,,French Pox,,,80,,,Frighted,,,1,,,Gangrene and Fistula,,,54,,,Gout and Sciatica,,,35,,,Grief,,,12,,,Griping in the Guts,,,2631,,,Hanged and made away themselves,,,16,,,Head-ach,,,1,,,Headmouldshot,,,4,,,Jaundies,,,51,,,Imposthume,,,94,,,Killed by several Accidents,,,75,,,Leprosy ,,,1,,,Lethargy,,,6,,,Livergrown,,,16,,,Measles,,,50,,,Megrims,,,4,,,Mother,,,1,,,Murdered,,,16,,,Overlaid,,,104,,,Palsy,,,24,,,Pleurisy,,,17,,,Poisoned,,,3,,,Quinsy and Thrush,,,130,,,Rickets,,,434,,,Rising of the Lights,,,143,,,Scald Head,,,2,,,Scowring,,,1,,,Scurvy,,,71,,,Shot,,,1,,,Smothered and Stifled,,,2,,,"Sores, Ulcers, and bruised Limbs",,,83,,,Spleen,,,5,,,Spotted Fever and Purples,,,140,,,St Anthony's Fire,,,18,,,Stone and Cut of the Stone,,,62,,,Stopping of the Stomach,,,360,,,Strangury,,,1,,,Surfeit,,,361,,,Teeth,,,1058,,,Vomiting,,,16,,,Worms,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6909,,,6744,,,12653,,,10617,,,10074,,,20691,,,-3280,,,,1,
4354,39418,11982,1,1683,,,Millar-1682-1683-GeneralBill-Causes,,,Abortive and Stillborn,,,692,,,Aged and Bedridden,,,1065,,,Ague and Fever,,,2250,,,Apoplexy and Suddenly,,,108,,,"Bleeding, Bloody Flux, and Flux",,,68,,,Burnt and Scalded,,,11,,,Bursten and Rupture,,,31,,,Calenture,,,1,,,Cancer and Canker,,,50,,,Childbed,,,334,,,Chincough,,,4,,,Chrisomes and Infants,,,250,,,Cold and Cough,,,9,,,Colick and Wind,,,70,,,Consumption and Tissick,,,3241,,,Convulsion,,,3235,,,Cut of the Stone,,,2,,,Distracted and Lunatick,,,25,,,Dropsy and Tympany,,,633,,,Drowned,,,79,,,Epilepsy,,,1,,,Evil,,,101,,,Executed,,,6,,,Flox and Small Pox,,,2096,,,"Found dead in the Streets, &c.",,,4,,,French Pox,,,85,,,Gangrene and Fistula,,,76,,,Gout,,,17,,,Grief,,,7,,,Griping in the Guts,,,2438,,,Hanged and made away themselves,,,18,,,Headmouldshot,,,10,,,Jaundies,,,62,,,Jawfallen,,,1,,,Imposthume,,,103,,,Kill'd by several Accidents,,,83,,,Lethargy,,,11,,,Livergrown,,,16,,,Measles,,,39,,,Megrims,,,1,,,Murdered,,,13,,,Overlaid,,,121,,,Palsy,,,19,,,Planet,,,2,,,Pleurisy,,,12,,,Poisoned,,,3,,,Purples,,,11,,,Quinsy and Thrush,,,132,,,Rickets,,,503,,,Rising of the Lights,,,174,,,Scurvy,,,65,,,Shot,,,3,,,Smothered,,,5,,,"Sores, Ulcers, and bruised Limbs",,,76,,,Spleen,,,3,,,Spotted Fever,,,148,,,St Anthony's Fire,,,19,,,Stone,,,59,,,Stopping of the Stomach,,,405,,,Strangury,,,3,,,Surfeit,,,343,,,Teeth,,,1074,,,Vomiting,,,14,,,Wen,,,1,,,Worms,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7577,,,7158,,,14735,,,10702,,,9885,,,20587,,,-104,,,,1,
4355,39419,11983,1,1684,,,Millar-1683-1684-GeneralBill-Causes,,,Abortive and Stillborn,,,752,,,Aged and Bedridden,,,1476,,,Ague and Fever,,,2836,,,Apoplexy and Suddenly,,,152,,,"Bleeding , Bloody Flux, and Flux",,,33,,,Burnt and Scalded,,,8,,,Bursten and Rupture,,,44,,,Cancer and Canker,,,51,,,Childbed,,,322,,,Chrisomes and Infants,,,277,,,Colick and Wind,,,69,,,Consumption and Tissick,,,3862,,,Convulsion,,,3772,,,Cough and Chincough,,,3,,,Diabetes,,,2,,,Distracted and Lunatick,,,38,,,Dropsy and Tympany,,,758,,,Drowned,,,65,,,Evil,,,105,,,Executed,,,15,,,Flox and Small Pox,,,1560,,,"Found dead in the Streets, &c.",,,7,,,French Pox,,,108,,,Gangrene and Fistula,,,59,,,Gout,,,18,,,Grief,,,11,,,Griping in the Guts,,,2981,,,Hang'd and made away themselves,,,10,,,Head -ach,,,1,,,Headmouldshot,,,8,,,Jaundies,,,74,,,Imposthume,,,99,,,Kill'd by several Accidents,,,89,,,Leprosy,,,2,,,Lethargy,,,7,,,Livergrown,,,18,,,Measles and Chicken Pox,,,6,,,Megrims,,,6,,,Murdered,,,14,,,Overlaid,,,113,,,Palsy,,,29,,,Planet,,,1,,,Pleurisy,,,13,,,Poisoned,,,2,,,Quinsy and Thrush,,,143,,,Rickets,,,576,,,Rising of the Lights,,,150,,,Scald Head,,,1,,,Sciatica,,,2,,,Scurvy,,,74,,,Shot,,,2,,,Smothered,,,1,,,"Sores, Ulcers, and bruised Limbs",,,99,,,Spleen,,,3,,,Spotted Fever and Purples,,,139,,,St Anthony's Fire,,,11,,,Starved,,,1,,,Stone,,,44,,,Stopping of the Stomach,,,431,,,Strangury,,,3,,,Surfeit,,,392,,,Teeth,,,1198,,,Vomiting,,,26,,,Wolf,,,1,,,Worms,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7575,,,7127,,,14702,,,11919,,,11283,,,23202,,,2615,,,,1,
4356,39420,11984,1,1685,,,Millar-1684-1685-GeneralBill-Causes,,,Abortive and Stillborn,,,759,,,Aged and Bedridden,,,1163,,,Ague and Fever,,,3832,,,Apoplexy and Suddenly,,,112,,,"Bleeding, Bloody Flux, and Flux",,,47,,,Burnt and Scalded,,,14,,,Calenture,,,3,,,Cancer and Canker,,,66,,,Childbed,,,315,,,Chrisomes and Infants,,,254,,,Colick and Wind,,,51,,,Consumption and Tissick,,,3502,,,Convulsion,,,3420,,,Cough and Chincough,,,9,,,Diabetes,,,2,,,Distracted and Lunatick,,,30,,,Dropsy and Tympany,,,703,,,Drowned,,,66,,,Evil,,,103,,,Executed,,,19,,,Falling Sickness,,,1,,,Flox and Small Pox,,,2496,,,"Found dead in the Streets, &c.",,,10,,,French Pox,,,82,,,Frighted,,,1,,,Gangrene and Fistula,,,50,,,Gout,,,7,,,Grief,,,9,,,Griping in the Guts,,,2203,,,Hang'd and made away themselves,,,22,,,Headmouldshot,,,6,,,Jaundies,,,84,,,Imposthume,,,106,,,Kill'd by several Accidents,,,76,,,Leprosy,,,2,,,Lethargy,,,8,,,Livergrown,,,4,,,Measles,,,197,,,Megrims,,,3,,,Murdered,,,22,,,Overlaid,,,101,,,Palsy,,,19,,,Pleurisy,,,16,,,Poisoned,,,3,,,Quinsy and Thrush,,,126,,,Rickets,,,349,,,Rising of the Lights and Mother,,,137,,,Rupture,,,31,,,Sciatica,,,2,,,Scurvy,,,90,,,Shot and Blown up,,,6,,,Smothered,,,2,,,"Sores, Ulcers, broken and bruised Limbs",,,109,,,Spleen,,,3,,,Spotted Fever and Purples,,,333,,,St Anthony's Fire,,,19,,,Stone and Cut of the Stone,,,50,,,Stopping of the Stomach,,,403,,,Strangury,,,5,,,Surfeit,,,399,,,Teeth,,,1138,,,Vomiting,,,4,,,Wen,,,1,,,Worms,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484,,,7246,,,14730,,,11891,,,11331,,,23222,,,20,,,,1,
4357,39421,11986,1,1686,,,Millar-1685-1686-GeneralBill-Causes,,,Abortive and Stillborn,,,597,,,Aged and Bedridden,,,1165,,,Ague and Fever,,,4185,,,Apoplexy and Suddenly,,,129,,,"Bleeding, Bloody Flux, and Flux",,,47,,,Burnt and Scalded,,,9,,,Bursten and Rupture,,,25,,,Cancer and Canker,,,65,,,Childbed,,,288,,,Chincough,,,2,,,Chrisomes and Infants,,,224,,,Colick and Wind,,,38,,,Consumption and Tissick,,,3569,,,Convulsion,,,3731,,,Diabetes,,,1,,,Distracted and Lunatick,,,31,,,Dropsy and Tympany,,,842,,,Drowned,,,92,,,Evil,,,108,,,Excessive Drinking,,,2,,,Executed,,,16,,,Flox and Small Pox,,,1062,,,"Found dead in the Streets, &c.",,,11,,,French Pox,,,94,,,Frighted,,,1,,,Gangrene and Fistula,,,58,,,Gout,,,13,,,Grief,,,10,,,Griping in the Guts,,,2605,,,Hanged and made away themselves,,,14,,,Head-ach and Megrims,,,7,,,Headmouldshot,,,5,,,Jaundies,,,82,,,Imposthume,,,114,,,Killed by several Accidents,,,69,,,Leprosy,,,2,,,Lethargy,,,2,,,Livergrown,,,17,,,Measles,,,25,,,Mother,,,1,,,Murdered,,,14,,,Overlaid,,,96,,,Palsy,,,21,,,Planet,,,2,,,Pleurisy,,,9,,,Poisoned,,,2,,,Quinsy and Thrush,,,132,,,Rickets,,,349,,,Rising of the Lights,,,113,,,Scurvy,,,66,,,Shot,,,3,,,Smothered,,,4,,,"Sores, Ulcers, and broken Limbs",,,107,,,Spleen,,,3,,,Spotted Fever and Purples,,,314,,,St Anthony's Fire,,,13,,,Starved,,,1,,,Stone and Cut of the Stone,,,51,,,Stopping of the Stomach,,,388,,,Strangury,,,2,,,Surfeit,,,338,,,Teeth,,,1178,,,Vomiting,,,18,,,Wen,,,1,,,Worms,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7575,,,7119,,,14694,,,11828,,,10781,,,22609,,,-613,,,,1,
4378,39422,11987,1,1687,,,Millar-1686-1687-GeneralBill-Causes,,,Abortive and Stillborn,,,733,,,Aged and Bedridden,,,1231,,,"Ague, Calenture and Fever",,,2847,,,Apoplexy and Suddenly,,,110,,,"Bleeding, Bloody Flux, and Flux",,,26,,,Burnt and Scalded,,,19,,,Bursten and Rupture,,,24,,,Cancer and Canker,,,61,,,Childbed,,,306,,,Choaked,,,1,,,Chrisomes and Infants,,,182,,,Colick and Wind,,,36,,,Consumption and Tissick,,,3473,,,Convulsion,,,3967,,,Cough and Chincough,,,10,,,Diabetes,,,3,,,Distracted and Lunatick,,,36,,,Dropsy and Tympany,,,747,,,Drowned,,,74,,,Evil,,,99,,,Excessive Drinking,,,1,,,Executed,,,12,,,Falling Sickness,,,1,,,"Flox, Small Pox and Measles",,,1551,,,"Found dead in the Streets, &c.",,,7,,,French Pox,,,87,,,Frighted,,,1,,,Gangrene and Fistula,,,52,,,Gout and Sciatica,,,11,,,Grief,,,1,,,Griping in the Guts,,,2542,,,Hanged and made away themselves,,,22,,,Head-ach and Megrims,,,4,,,Headmouldshot,,,9,,,Jaundies,,,61,,,Imposthume,,,80,,,Kill'd by several Accidents,,,66,,,Leprosy,,,2,,,Lethargy,,,4,,,Livergrown,,,17,,,Murdered,,,20,,,Overlaid,,,79,,,Palsy,,,20,,,Planet and Blasted,,,5,,,Pleurisy,,,28,,,Poisoned,,,1,,,Quinsy and Thrush,,,87,,,Rickets,,,377,,,Rising of the Lights,,,92,,,Scurvy,,,57,,,Shot and Wounded,,,6,,,Smothered,,,3,,,"Sores, Ulcers, bruised and broken Limbs",,,87,,,Spleen,,,2,,,Spotted Fever and Purples,,,144,,,St Anthony's Fire,,,10,,,Stone and Cut of the Stone,,,62,,,Stopping of the Stomach,,,379,,,Strangury,,,4,,,Surfeit,,,292,,,Teeth,,,1152,,,Vomiting,,,17,,,Wen,,,1,,,Worms,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7737,,,7214,,,14951,,,11174,,,10286,,,21460,,,-1149,,,,1,
4379,39423,11988,1,1688,,,Millar-1687-1688-GeneralBill-Causes,,,Abortive and Stillborn,,,651,,,Aged and Bedridden,,,1382,,,Ague and Fever,,,3196,,,Apoplexy and Suddenly,,,119,,,"Bleeding, Bloody Flux, and Flux",,,26,,,Burnt and Scalded,,,3,,,Bursten and Rupture,,,24,,,Calenture,,,2,,,Cancer,,,54,,,Canker and Thrush,,,53,,,Childbed,,,355,,,"Chincough, Cold, and Cough",,,5,,,Chrisomes and Infants,,,209,,,Colick and Wind,,,25,,,Consumption and Tissick,,,3867,,,Convulsion,,,4438,,,Diabetes,,,4,,,Distracted and Lunatick,,,26,,,Dropsy and Tympany,,,842,,,Drowned,,,66,,,Evil,,,100,,,Excessive Drinking,,,1,,,Executed,,,17,,,Falling Sickness,,,2,,,"Flox, Small Pox and Measles",,,1318,,,"Found dead in the Streets, &c.",,,14,,,French Pox,,,76,,,Frighted,,,2,,,Gangrene and Fistula,,,62,,,Gout and Sciatica,,,22,,,Grief,,,4,,,Griping in the Guts,,,2393,,,Hang'd and made away themselves,,,20,,,Head-ach and Megrims,,,5,,,Headmouldshot,,,15,,,Jaundies,,,83,,,Imposthume,,,77,,,Kill'd by several Accidents,,,97,,,Leprosy,,,1,,,Lethargy,,,2,,,Livergrown,,,31,,,Murdered,,,30,,,Overlaid,,,105,,,Palsy,,,19,,,Pleurisy,,,15,,,Poisoned,,,2,,,Quinsy,,,9,,,Rickets,,,346,,,Rising of the Lights,,,89,,,Scurvy,,,55,,,Shot,,,2,,,Smothered and Stifled,,,2,,,"Sores, Ulcers, and bruised broken Limbs",,,80,,,Spleen,,,1,,,Spotted Fever and Purples,,,139,,,St Anthony's Fire,,,6,,,Stone,,,51,,,Stopping of the Stomach,,,398,,,Strangury,,,5,,,Surfeit,,,330,,,Teeth,,,1497,,,Vomiting,,,10,,,Wen,,,1,,,Worms,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7487,,,7101,,,14588,,,11763,,,11158,,,22921,,,1461,,,,1,
