"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position","Unique Identifier",is_missing,is_illegible,"Start day",is_missing,is_illegible,"Start month",is_missing,is_illegible,"Start year",is_missing,is_illegible,"End day",is_missing,is_illegible,"End month",is_missing,is_illegible,"End year",is_missing,is_illegible,"St Alban Woodstreet",is_missing,is_illegible,"Alhallows Barking",is_missing,is_illegible,"Alhallows Breadstreet",is_missing,is_illegible,"Alhallows Great",is_missing,is_illegible,"Alhallows Honylane",is_missing,is_illegible,"Alhallows Lesse",is_missing,is_illegible,"Alhallows Lumbardstreet",is_missing,is_illegible,"Alhallows Stayning",is_missing,is_illegible,"Alhallows the Wall",is_missing,is_illegible,"St Alphage",is_missing,is_illegible,"St Andrew Hubbard",is_missing,is_illegible,"St Andrew Undershaft",is_missing,is_illegible,"St Andrew Wardrobe",is_missing,is_illegible,"St Ann Aldersgate",is_missing,is_illegible,"St Ann Blackfryers",is_missing,is_illegible,"St Antholins Parish",is_missing,is_illegible,"St Austins Parish",is_missing,is_illegible,"St Bartholomew Exchange",is_missing,is_illegible,"St Bennet Fynck",is_missing,is_illegible,"St Bennet Gracechurch",is_missing,is_illegible,"St Bennet Paulswharf",is_missing,is_illegible,"St Bennet Sherehog",is_missing,is_illegible,"St Botolph Billingsgate",is_missing,is_illegible,"Christ Church",is_missing,is_illegible,"St Christophers",is_missing,is_illegible,"St Clement Eastcheap",is_missing,is_illegible,"St Dionis Backchurch",is_missing,is_illegible,"St Dunstan East",is_missing,is_illegible,"St Edmund Lumbardstr.",is_missing,is_illegible,"St Ethelborough",is_missing,is_illegible,"St Faith",is_missing,is_illegible,"St Foster",is_missing,is_illegible,"St Gabriel Fenchurch",is_missing,is_illegible,"St George Botolphlane",is_missing,is_illegible,"St Gregory by St Pauls",is_missing,is_illegible,"St Hellen",is_missing,is_illegible,"St James Dukes place",is_missing,is_illegible,"St James Garlickhithe",is_missing,is_illegible,"St John Baptist",is_missing,is_illegible,"St John Evangelist",is_missing,is_illegible,"St John Zachary",is_missing,is_illegible,"St Katharine Coleman",is_missing,is_illegible,"St Katharine Creechurch",is_missing,is_illegible,"St Lawrence Jewry",is_missing,is_illegible,"St Lawrence Pountney",is_missing,is_illegible,"St Leonard Eastcheap",is_missing,is_illegible,"St Leonard Fosterlane",is_missing,is_illegible,"St Magnus Parish",is_missing,is_illegible,"St Margaret Lothbury",is_missing,is_illegible,"St Margaret Moses",is_missing,is_illegible,"St Margaret Newfishstreet",is_missing,is_illegible,"St Margaret Pattons",is_missing,is_illegible,"St Mary Abchurch",is_missing,is_illegible,"St Mary Aldermanbury",is_missing,is_illegible,"St Mary Aldermary",is_missing,is_illegible,"St Mary le Bow",is_missing,is_illegible,"St Mary Bothaw",is_missing,is_illegible,"St Mary Colechurch",is_missing,is_illegible,"St Mary Hill",is_missing,is_illegible,"St Mary Mounthaw",is_missing,is_illegible,"St Mary Sommerset",is_missing,is_illegible,"St Mary Stayning",is_missing,is_illegible,"St Mary Woolchurch",is_missing,is_illegible,"St Mary Woolnoth",is_missing,is_illegible,"St Martin Iremongerlane",is_missing,is_illegible,"St Martin Ludgate",is_missing,is_illegible,"St Martin Orgars",is_missing,is_illegible,"St Martin Outwich",is_missing,is_illegible,"St Martin Vintrey",is_missing,is_illegible,"St Matthew Fridaystreet",is_missing,is_illegible,"St Maudlin Milkstreet",is_missing,is_illegible,"St Maudlin Oldfishstreet",is_missing,is_illegible,"St Michael Bassishaw",is_missing,is_illegible,"St Michael Cornhil",is_missing,is_illegible,"St Michael Crookedlane",is_missing,is_illegible,"St Michael Queenhithe",is_missing,is_illegible,"St Michael Quern",is_missing,is_illegible,"St Michael Royal",is_missing,is_illegible,"St Michael Woodstreet",is_missing,is_illegible,"St Mildred Breadstreet",is_missing,is_illegible,"St Mildred Poultrey",is_missing,is_illegible,"St Nicholas Acons",is_missing,is_illegible,"St Nicholas Coleabby",is_missing,is_illegible,"St Nicholas Olaves",is_missing,is_illegible,"St Olave Hartstreet",is_missing,is_illegible,"St Olave Jewry",is_missing,is_illegible,"St Olave Silverstreet",is_missing,is_illegible,"St Pancras ",is_missing,is_illegible,"St Peter Ad Vincula",is_missing,is_illegible,"St Peter Cheap",is_missing,is_illegible,"St Peter Cornhil",is_missing,is_illegible,"St Peter Paulswharf",is_missing,is_illegible,"St Peter Poor",is_missing,is_illegible,"St Steven Colemanstreet",is_missing,is_illegible,"St Steven Walbrook",is_missing,is_illegible,"St Swithin",is_missing,is_illegible,"St Thomas Apostles",is_missing,is_illegible,"Trinity Parish",is_missing,is_illegible,"Christened in the 97 parishes within the walls",is_missing,is_illegible,"Buried in the 97 parishes within the walls",is_missing,is_illegible,"Plague in the 97 parishes within the walls",is_missing,is_illegible,"St Andrew Holborn",is_missing,is_illegible,"St Bartholomew Great",is_missing,is_illegible,"St Bartholomew Less",is_missing,is_illegible,"St Botolph Aldersgate",is_missing,is_illegible,"St Botolph Aldgate",is_missing,is_illegible,"St Botolph Bishopsgate",is_missing,is_illegible,"Bridewel Precinct",is_missing,is_illegible,"St Bridget",is_missing,is_illegible,"St John Southwark",is_missing,is_illegible,"St Dunstan West",is_missing,is_illegible,"St George Southwark",is_missing,is_illegible,"St Giles Cripplegate",is_missing,is_illegible,"St Olave Southwark",is_missing,is_illegible,"Saviours Southwark",is_missing,is_illegible,"S Sepulchres Parish",is_missing,is_illegible,"St Thomas Southwark",is_missing,is_illegible,"Trinity Minories",is_missing,is_illegible,"Pesthouse Without the Walls",is_missing,is_illegible,"Christened in the parishes without the walls",is_missing,is_illegible,"Buried in the parishes without the walls",is_missing,is_illegible,"Plague in the parishes without the walls",is_missing,is_illegible,"St Ann in Middlesex",is_missing,is_illegible,"Christ Church in Middlesex",is_missing,is_illegible,"Christ Church in Surry",is_missing,is_illegible,"St George in Bloomsburg",is_missing,is_illegible,"St George in Middlesex",is_missing,is_illegible,"St George by Queen's Square",is_missing,is_illegible,"St Giles in the Field",is_missing,is_illegible,"Hackney Parish",is_missing,is_illegible,"St John at Wapping",is_missing,is_illegible,"St James Clerkenwel",is_missing,is_illegible,"St Katharine Tower",is_missing,is_illegible,"Lambeth Parish",is_missing,is_illegible,"St Leonard Shoreditch",is_missing,is_illegible,"St Luke in Middlesex",is_missing,is_illegible,"St Magdalen Bermondsey",is_missing,is_illegible,"St Matthew at Bethnal Green",is_missing,is_illegible,"St Mary Islington",is_missing,is_illegible,"St Mary Newington",is_missing,is_illegible,"St Mary Whitechappel",is_missing,is_illegible,"St Pauls Shadwel",is_missing,is_illegible,"Rothorith Parish",is_missing,is_illegible,"Stepney Parish",is_missing,is_illegible,"Christened in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Buried in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Plague in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"St Ann in Westminster",is_missing,is_illegible,"St Clement Danes",is_missing,is_illegible,"St George Hanover-square",is_missing,is_illegible,"St James in Westminster",is_missing,is_illegible,"St John the Evangelist",is_missing,is_illegible,"St Paul Covent Garden",is_missing,is_illegible,"St Martin in the fields",is_missing,is_illegible,"St Mary Savoy",is_missing,is_illegible,"St Mary le Strand",is_missing,is_illegible,"St Margaret Westminster",is_missing,is_illegible,"Pesthouse in Westminster",is_missing,is_illegible,"Christened in the Parishes and Liberties of Westminster",is_missing,is_illegible,"Buried in the Parishes and Liberties of Westminster",is_missing,is_illegible,"Plague in the Parishes and Liberties of Westminster",is_missing,is_illegible
4504,1395,213,1,Millar-1732-1733-GeneralBill,,,12,,,December,,,1732,,,11,,,December,,,1733,,,37,,,79,,,13,,,68,,,1,,,20,,,23,,,27,,,44,,,40,,,21,,,45,,,87,,,46,,,189,,,9,,,15,,,21,,,19,,,12,,,25,,,2,,,9,,,127,,,20,,,14,,,24,,,74,,,11,,,21,,,52,,,39,,,13,,,16,,,44,,,19,,,32,,,19,,,22,,,3,,,16,,,46,,,58,,,38,,,21,,,8,,,33,,,26,,,36,,,4,,,0,,,12,,,18,,,42,,,28,,,27,,,9,,,0,,,34,,,9,,,41,,,24,,,0,,,15,,,12,,,19,,,16,,,15,,,33,,,7,,,3,,,30,,,18,,,19,,,39,,,45,,,16,,,15,,,18,,,2,,,21,,,2,,,16,,,7,,,44,,,8,,,45,,,2,,,,1,,6,,,27,,,23,,,18,,,63,,,23,,,23,,,18,,,20,,,1480,,,2610,,,,1,,1235,,,63,,,36,,,272,,,963,,,642,,,33,,,331,,,201,,,214,,,405,,,1733,,,845,,,810,,,853,,,214,,,17,,,,1,,5768,,,8867,,,,1,,187,,,753,,,260,,,567,,,773,,,262,,,1032,,,201,,,432,,,605,,,265,,,503,,,912,,,69,,,569,,,,1,,252,,,336,,,1363,,,534,,,319,,,1230,,,6355,,,11424,,,,1,,657,,,534,,,468,,,1230,,,285,,,267,,,1577,,,118,,,114,,,1082,,,,1,,3862,,,6332,,,,1,
4505,1396,221,1,Millar-1733-1734-GeneralBill,,,12,,,December,,,1733,,,10,,,December,,,1734,,,29,,,74,,,8,,,46,,,0,,,17,,,12,,,30,,,23,,,30,,,20,,,40,,,41,,,40,,,135,,,7,,,21,,,11,,,15,,,14,,,30,,,2,,,7,,,113,,,24,,,13,,,33,,,58,,,14,,,21,,,35,,,41,,,18,,,16,,,83,,,30,,,30,,,24,,,21,,,3,,,11,,,56,,,62,,,40,,,12,,,18,,,23,,,35,,,28,,,2,,,0,,,16,,,20,,,33,,,22,,,21,,,3,,,0,,,34,,,15,,,49,,,9,,,0,,,11,,,6,,,8,,,19,,,4,,,36,,,11,,,0,,,25,,,8,,,26,,,26,,,29,,,12,,,16,,,7,,,8,,,25,,,4,,,16,,,11,,,54,,,5,,,31,,,1,,,,1,,8,,,33,,,11,,,13,,,71,,,11,,,18,,,20,,,24,,,1441,,,2346,,,,1,,1002,,,47,,,29,,,226,,,838,,,659,,,34,,,296,,,387,,,186,,,384,,,583,,,552,,,755,,,715,,,210,,,26,,,,1,,4909,,,6929,,,,1,,217,,,807,,,236,,,436,,,715,,,222,,,955,,,199,,,268,,,480,,,191,,,481,,,842,,,920,,,506,,,,1,,256,,,347,,,1191,,,480,,,286,,,1150,,,7171,,,11185,,,,1,,511,,,426,,,518,,,1133,,,245,,,204,,,1297,,,90,,,104,,,1074,,,,1,,4109,,,5602,,,,1,
4506,1397,230,1,Millar-1734-1735-GeneralBill,,,12,,,December,,,1734,,,9,,,December,,,1735,,,15,,,61,,,8,,,56,,,0,,,18,,,14,,,30,,,40,,,25,,,8,,,26,,,45,,,43,,,149,,,7,,,15,,,24,,,13,,,9,,,25,,,1,,,2,,,112,,,12,,,12,,,20,,,56,,,14,,,32,,,30,,,22,,,8,,,13,,,66,,,17,,,22,,,25,,,22,,,1,,,13,,,41,,,51,,,33,,,15,,,9,,,13,,,16,,,21,,,2,,,0,,,7,,,14,,,19,,,17,,,19,,,2,,,1,,,40,,,13,,,37,,,22,,,0,,,12,,,5,,,16,,,4,,,5,,,49,,,11,,,0,,,26,,,25,,,18,,,23,,,21,,,9,,,10,,,3,,,1,,,19,,,3,,,17,,,4,,,39,,,13,,,20,,,0,,,,1,,6,,,26,,,12,,,12,,,55,,,13,,,17,,,7,,,14,,,1424,,,2038,,,,1,,917,,,42,,,26,,,238,,,744,,,505,,,35,,,214,,,352,,,206,,,289,,,503,,,440,,,643,,,686,,,177,,,21,,,,1,,4770,,,6038,,,,1,,113,,,712,,,188,,,370,,,695,,,208,,,1024,,,191,,,298,,,488,,,194,,,383,,,755,,,769,,,393,,,,1,,239,,,287,,,1014,,,475,,,294,,,911,,,6742,,,10001,,,,1,,440,,,406,,,527,,,1149,,,250,,,254,,,1252,,,92,,,97,,,994,,,,1,,3937,,,5461,,,,1,
4507,1398,231,1,Millar-1735-1736-GeneralBill,,,9,,,December,,,1735,,,7,,,December,,,1736,,,35,,,80,,,8,,,50,,,1,,,18,,,16,,,22,,,50,,,19,,,20,,,40,,,57,,,46,,,155,,,7,,,20,,,19,,,23,,,11,,,41,,,1,,,6,,,120,,,12,,,17,,,20,,,63,,,3,,,22,,,54,,,23,,,8,,,13,,,70,,,20,,,17,,,22,,,32,,,5,,,12,,,42,,,48,,,45,,,20,,,10,,,24,,,33,,,26,,,7,,,0,,,5,,,21,,,39,,,24,,,24,,,6,,,0,,,39,,,11,,,46,,,24,,,0,,,21,,,11,,,25,,,6,,,4,,,42,,,5,,,2,,,39,,,28,,,28,,,30,,,27,,,14,,,13,,,3,,,10,,,19,,,6,,,17,,,13,,,48,,,7,,,25,,,2,,,,1,,3,,,32,,,13,,,7,,,66,,,19,,,20,,,14,,,7,,,1452,,,2398,,,,1,,1217,,,45,,,23,,,250,,,909,,,584,,,33,,,274,,,391,,,174,,,389,,,640,,,523,,,760,,,775,,,235,,,22,,,,1,,4475,,,7244,,,,1,,169,,,766,,,208,,,509,,,810,,,278,,,1215,,,186,,,290,,,604,,,231,,,493,,,859,,,1061,,,481,,,,1,,261,,,340,,,1252,,,447,,,271,,,1093,,,6780,,,11824,,,,1,,615,,,477,,,521,,,1243,,,247,,,305,,,1478,,,96,,,127,,,1006,,,,1,,3784,,,6115,,,,1,
4528,1399,232,1,Millar-1736-1737-GeneralBill,,,7,,,December,,,1736,,,13,,,December,,,1737,,,32,,,61,,,13,,,51,,,1,,,18,,,15,,,30,,,33,,,30,,,12,,,43,,,47,,,38,,,132,,,5,,,16,,,24,,,20,,,16,,,47,,,0,,,13,,,146,,,12,,,13,,,33,,,66,,,17,,,20,,,32,,,23,,,11,,,8,,,73,,,19,,,21,,,19,,,17,,,5,,,15,,,61,,,48,,,24,,,14,,,18,,,19,,,33,,,38,,,3,,,0,,,15,,,25,,,34,,,26,,,17,,,0,,,0,,,30,,,10,,,42,,,8,,,0,,,23,,,6,,,9,,,11,,,13,,,41,,,7,,,1,,,41,,,34,,,20,,,34,,,30,,,10,,,17,,,9,,,11,,,23,,,0,,,16,,,10,,,38,,,1,,,16,,,4,,,,1,,5,,,23,,,12,,,14,,,62,,,4,,,18,,,18,,,10,,,1430,,,2303,,,,1,,1089,,,49,,,32,,,270,,,984,,,606,,,31,,,280,,,404,,,187,,,459,,,567,,,493,,,739,,,743,,,209,,,24,,,,1,,4670,,,7166,,,,1,,174,,,897,,,210,,,547,,,774,,,276,,,1203,,,200,,,322,,,472,,,234,,,469,,,921,,,995,,,571,,,,1,,258,,,434,,,1311,,,601,,,290,,,1215,,,6735,,,12374,,,,1,,535,,,508,,,530,,,1225,,,249,,,277,,,1467,,,116,,,122,,,951,,,,1,,3925,,,5980,,,,1,
4529,1400,233,1,Millar-1737-1738-GeneralBill,,,13,,,December,,,1737,,,12,,,December,,,1738,,,26,,,75,,,11,,,54,,,3,,,25,,,11,,,28,,,20,,,18,,,11,,,34,,,61,,,33,,,123,,,7,,,9,,,17,,,13,,,6,,,41,,,0,,,7,,,95,,,12,,,10,,,24,,,70,,,25,,,30,,,27,,,27,,,14,,,14,,,91,,,14,,,24,,,26,,,20,,,3,,,26,,,29,,,41,,,38,,,17,,,11,,,17,,,37,,,38,,,0,,,0,,,13,,,21,,,20,,,20,,,20,,,2,,,0,,,37,,,8,,,29,,,10,,,1,,,14,,,11,,,13,,,9,,,7,,,33,,,4,,,4,,,31,,,32,,,18,,,28,,,31,,,6,,,9,,,10,,,5,,,14,,,4,,,10,,,7,,,53,,,2,,,21,,,9,,,,1,,5,,,26,,,17,,,11,,,37,,,16,,,12,,,14,,,12,,,1283,,,2129,,,,1,,1030,,,62,,,26,,,224,,,730,,,538,,,32,,,244,,,350,,,155,,,374,,,549,,,456,,,706,,,708,,,188,,,27,,,,1,,4325,,,6399,,,,1,,158,,,691,,,184,,,525,,,736,,,241,,,1067,,,223,,,296,,,548,,,199,,,441,,,796,,,994,,,437,,,,1,,289,,,331,,,1187,,,443,,,286,,,1119,,,6412,,,11191,,,,1,,575,,,428,,,952,,,1141,,,221,,,293,,,1315,,,121,,,113,,,1141,,,,1,,4040,,,6106,,,,1,
4530,1401,209,1,Millar-1738-1739-GeneralBill,,,12,,,December,,,1738,,,11,,,December,,,1739,,,29,,,55,,,11,,,50,,,2,,,24,,,17,,,16,,,61,,,17,,,9,,,41,,,66,,,49,,,127,,,8,,,16,,,22,,,7,,,9,,,26,,,1,,,4,,,101,,,13,,,10,,,28,,,58,,,17,,,26,,,29,,,24,,,6,,,8,,,96,,,28,,,15,,,30,,,21,,,3,,,8,,,35,,,50,,,33,,,12,,,15,,,10,,,28,,,34,,,3,,,0,,,10,,,14,,,31,,,20,,,12,,,3,,,1,,,36,,,9,,,39,,,20,,,0,,,12,,,14,,,13,,,10,,,8,,,35,,,6,,,1,,,35,,,23,,,18,,,22,,,24,,,8,,,11,,,3,,,6,,,13,,,1,,,21,,,8,,,40,,,1,,,19,,,2,,,,1,,6,,,21,,,17,,,5,,,60,,,7,,,12,,,11,,,19,,,1331,,,2115,,,,1,,1107,,,68,,,23,,,255,,,782,,,614,,,28,,,240,,,375,,,168,,,367,,,724,,,443,,,736,,,681,,,161,,,26,,,,1,,4450,,,6798,,,,1,,150,,,763,,,197,,,520,,,618,,,259,,,985,,,184,,,260,,,510,,,196,,,539,,,850,,,959,,,448,,,,1,,218,,1,364,,,1114,,,404,,,240,,,995,,,6585,,,10773,,,,1,,520,,,375,,,730,,,1181,,,171,,,297,,,1266,,,83,,,101,,,1022,,,,1,,3815,,,5746,,,,1,
4531,1402,210,1,Millar-1739-1740-GeneralBill,,,11,,,December,,,1739,,,16,,,December,,,1740,,,31,,,71,,,12,,,51,,,3,,,15,,,19,,,19,,,53,,,30,,,24,,,44,,,97,,,77,,,195,,,10,,,15,,,19,,,16,,,14,,,42,,,0,,,4,,,135,,,13,,,13,,,36,,,56,,,10,,,24,,,39,,,34,,,11,,,14,,,96,,,34,,,23,,,29,,,24,,,3,,,0,,,48,,,51,,,22,,,9,,,10,,,24,,,20,,,24,,,5,,,0,,,15,,,11,,,42,,,22,,,25,,,0,,,0,,,44,,,12,,,40,,,25,,,0,,,11,,,10,,,9,,,10,,,11,,,33,,,11,,,1,,,43,,,27,,,17,,,29,,,50,,,7,,,13,,,3,,,11,,,16,,,2,,,15,,,10,,,73,,,4,,,27,,,4,,,,1,,13,,,39,,,20,,,16,,,62,,,16,,,17,,,22,,,24,,,1279,,,2580,,,,1,,1315,,,75,,,25,,,278,,,953,,,693,,,29,,,353,,,448,,,218,,,342,,,943,,,514,,,749,,,827,,,205,,,34,,,,1,,3852,,,8001,,,,1,,203,,,940,,,208,,,606,,,873,,,322,,,1274,,,221,,,291,,,613,,,353,,,511,,,1058,,,1257,,,557,,,,1,,267,,,410,,,1272,,,566,,,331,,,1217,,,6141,,,13250,,,,1,,629,,,573,,,636,,,1462,,,265,,,361,,,1498,,,156,,,132,,,1268,,,,1,,3955,,,6980,,,,1,
4532,1403,224,1,Millar-1740-1741-GeneralBill,,,16,,,December,,,1740,,,15,,,December,,,1741,,,31,,,79,,,5,,,76,,,1,,,29,,,17,,,31,,,45,,,14,,,16,,,36,,,98,,,57,,,184,,,12,,,19,,,23,,,20,,,16,,,53,,,0,,,4,,,176,,,21,,,12,,,31,,,56,,,14,,,35,,,34,,,30,,,12,,,14,,,94,,,39,,,29,,,41,,,21,,,4,,,34,,,44,,,56,,,39,,,9,,,17,,,19,,,42,,,27,,,5,,,0,,,12,,,21,,,44,,,24,,,32,,,1,,,0,,,41,,,16,,,45,,,20,,,0,,,7,,,15,,,15,,,22,,,2,,,49,,,8,,,2,,,46,,,31,,,28,,,34,,,43,,,9,,,13,,,9,,,11,,,13,,,2,,,12,,,8,,,57,,,5,,,23,,,4,,,,1,,13,,,31,,,15,,,14,,,59,,,13,,,12,,,16,,,20,,,1262,,,2738,,,,1,,1399,,,94,,,14,,,283,,,1000,,,755,,,40,,,307,,,460,,,170,,,466,,,947,,,665,,,866,,,864,,,216,,,45,,,,1,,3851,,,8501,,,,1,,257,,,942,,,257,,,574,,,842,,,329,,,1186,,,247,,,355,,,665,,,243,,,606,,,1081,,,1369,,,582,,,,1,,274,,,469,,,1496,,,542,,,398,,,1296,,,6080,,,14010,,,,1,,525,,,487,,,779,,,1342,,,256,,,335,,,1506,,,185,,,133,,,1372,,,,1,,3764,,,6920,,,,1,
4533,1404,216,1,Millar-1741-1742-GeneralBill,,,15,,,December,,,1741,,,14,,,December,,,1742,,,26,,,76,,,11,,,64,,,1,,,12,,,17,,,25,,,42,,,33,,,16,,,48,,,72,,,35,,,179,,,6,,,10,,,26,,,19,,,9,,,58,,,0,,,18,,,139,,,23,,,7,,,35,,,70,,,23,,,27,,,35,,,22,,,13,,,11,,,79,,,32,,,27,,,21,,,26,,,3,,,23,,,40,,,43,,,41,,,14,,,12,,,19,,,36,,,26,,,3,,,0,,,12,,,14,,,28,,,30,,,14,,,6,,,0,,,34,,,6,,,32,,,26,,,0,,,11,,,6,,,15,,,18,,,4,,,32,,,12,,,0,,,34,,,28,,,35,,,34,,,28,,,10,,,11,,,2,,,10,,,18,,,7,,,16,,,5,,,34,,,2,,,20,,,1,,,,1,,5,,,37,,,13,,,11,,,67,,,14,,,13,,,12,,,8,,,1099,,,2418,,,,1,,1274,,,96,,,13,,,268,,,811,,,504,,,18,,,306,,,411,,,195,,,320,,,796,,,440,,,658,,,763,,,230,,,31,,,,1,,3473,,,7134,,,,1,,208,,,701,,,149,,,576,,,704,,,295,,,1021,,,201,,,292,,,611,,,222,,,468,,,873,,,1245,,,549,,,,1,,301,,1,348,,,1208,,,425,,,277,,,1049,,,5489,,,11724,,,0,,,533,,,455,,,966,,,1114,,,142,,,340,,,1411,,,83,,,98,,,1065,,,,1,,3645,,,6207,,,,1,
4534,1405,225,1,Millar-1742-1743-GeneralBill,,,14,,,December,,,1742,,,13,,,December,,,1743,,,33,,,64,,,11,,,49,,,0,,,14,,,23,,,20,,,38,,,19,,,14,,,41,,,54,,,39,,,135,,,6,,,5,,,19,,,14,,,7,,,49,,,1,,,6,,,100,,,10,,,8,,,30,,,57,,,14,,,24,,,23,,,17,,,19,,,7,,,54,,,28,,,30,,,29,,,20,,,1,,,20,,,49,,,52,,,43,,,16,,,11,,,13,,,31,,,25,,,4,,,0,,,10,,,23,,,29,,,25,,,12,,,4,,,0,,,32,,,8,,,27,,,16,,,0,,,18,,,13,,,12,,,21,,,6,,,27,,,12,,,0,,,23,,,26,,,16,,,25,,,25,,,17,,,19,,,1,,,7,,,11,,,8,,,12,,,5,,,37,,,1,,,22,,,3,,,,1,,7,,,30,,,9,,,12,,,79,,,14,,,11,,,14,,,13,,,1135,,,2138,,,,1,,1156,,,91,,,13,,,238,,,740,,,437,,,8,,,227,,,357,,,181,,,301,,,690,,,407,,,614,,,577,,,180,,,33,,,,1,,4163,,,6250,,,,1,,188,,,710,,,156,,,597,,,585,,,328,,,944,,,222,,,269,,,543,,,212,,,464,,,800,,,1071,,,484,,,,1,,235,,,290,,,1136,,,439,,,223,,,1027,,,5962,,,10923,,,,1,,657,,,412,,,805,,,1163,,,100,,,311,,,1263,,,90,,,107,,,981,,,,1,,3790,,,5889,,,,1,
4535,1406,214,1,Millar-1743-1744-GeneralBill,,,13,,,December,,,1743,,,11,,,December,,,1744,,,15,,,70,,,10,,,58,,,1,,,13,,,17,,,13,,,34,,,22,,,12,,,23,,,53,,,26,,,136,,,2,,,9,,,19,,,15,,,12,,,35,,,2,,,10,,,83,,,9,,,3,,,22,,,47,,,13,,,20,,,23,,,22,,,4,,,13,,,51,,,21,,,18,,,14,,,22,,,4,,,12,,,34,,,23,,,18,,,6,,,10,,,13,,,24,,,22,,,2,,,0,,,10,,,16,,,25,,,15,,,18,,,6,,,0,,,34,,,8,,,26,,,10,,,1,,,6,,,8,,,6,,,10,,,3,,,33,,,7,,,0,,,29,,,25,,,25,,,17,,,25,,,8,,,14,,,1,,,7,,,4,,,8,,,3,,,4,,,23,,,4,,,16,,,6,,,,1,,3,,,20,,,14,,,12,,,56,,,11,,,11,,,13,,,7,,,1044,,,1768,,,,1,,819,,,71,,,10,,,182,,,580,,,424,,,2,,,181,,,303,,,139,,,224,,,499,,,349,,,541,,,473,,,182,,,32,,,,1,,3966,,,5011,,,,1,,164,,,554,,,157,,,376,,,557,,,292,,,691,,,153,,,247,,,423,,,182,,,353,,,705,,,907,,,402,,,,,1,189,,,299,,,918,,,388,,,251,,,796,,,5779,,,9004,,,,1,,608,,,340,,,720,,,852,,,79,,,280,,,1006,,,117,,,64,,,757,,,,1,,3472,,,4823,,,,1,
4536,1407,215,1,"Millar-1744-1745-GeneralBill ",,,11,,,December,,,1744,,,10,,,December,,,1745,,,27,,,55,,,7,,,39,,,0,,,15,,,24,,,15,,,46,,,13,,,3,,,29,,,47,,,32,,,128,,,5,,,9,,,19,,,10,,,4,,,37,,,0,,,5,,,93,,,6,,,7,,,26,,,49,,,12,,,21,,,17,,,20,,,10,,,11,,,53,,,25,,,15,,,18,,,18,,,1,,,15,,,37,,,38,,,12,,,13,,,4,,,15,,,13,,,21,,,1,,,0,,,9,,,15,,,24,,,23,,,10,,,6,,,0,,,25,,,4,,,21,,,9,,,0,,,9,,,10,,,11,,,15,,,10,,,29,,,2,,,2,,,23,,,24,,,23,,,13,,,28,,,8,,,8,,,3,,,3,,,10,,,2,,,8,,,3,,,25,,,5,,,13,,,2,,,,1,,5,,,15,,,11,,,10,,,74,,,15,,,16,,,6,,,19,,,1104,,,1766,,,,1,,840,,,53,,,10,,,170,,,600,,,403,,,0,,,216,,,323,,,134,,,250,,,443,,,401,,,491,,,506,,,155,,,22,,,,1,,3846,,,5077,,,,1,,216,,,661,,,143,,,384,,,509,,,260,,,752,,,160,,,237,,,386,,,178,,,384,,,770,,,1017,,,402,,,,1,,207,,,303,,,1005,,,344,,,257,,,793,,,5644,,,9368,,,,1,,640,,,298,,,665,,,972,,,96,,,264,,,1106,,,126,,,80,,,838,,,,1,,3484,,,5058,,,,1,
4537,1408,217,1,"Millar-1745-1746-GeneralBill ",,,10,,,December,,,1745,,,11,,,December,,,1746,,,23,,,85,,,12,,,62,,,0,,,14,,,24,,,20,,,59,,,30,,,6,,,41,,,64,,,42,,,171,,,5,,,7,,,14,,,14,,,11,,,26,,,0,,,10,,,104,,,11,,,8,,,41,,,51,,,13,,,33,,,25,,,35,,,9,,,13,,,87,,,41,,,27,,,26,,,29,,,2,,,21,,,38,,,68,,,26,,,15,,,13,,,17,,,28,,,22,,,3,,,0,,,15,,,10,,,41,,,23,,,15,,,9,,,0,,,29,,,13,,,38,,,13,,,0,,,10,,,9,,,25,,,19,,,9,,,43,,,6,,,0,,,29,,,38,,,27,,,28,,,42,,,11,,,12,,,2,,,16,,,9,,,8,,,11,,,7,,,38,,,12,,,25,,,3,,,,1,,6,,,24,,,14,,,14,,,59,,,19,,,23,,,8,,,20,,,1058,,,2378,,,,1,,1168,,,104,,,23,,,268,,,827,,,537,,,0,,,259,,,370,,,209,,,347,,,622,,,430,,,698,,,648,,,212,,,25,,,,1,,4015,,,6747,,,,1,,204,,,733,,,228,,,500,,,824,,,411,,,1255,,,216,,,338,,,622,,,216,,,529,,,932,,,1313,,,468,,,252,,,270,,,376,,,1297,,,530,,,249,,,803,,,5533,,,12566,,,,1,,898,,,459,,,818,,,1237,,,68,,,354,,,1316,,,191,,,79,,,1046,,,,1,,3971,,,6466,,,,1,
