"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,"Found dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Description)",is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Plague Deaths",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible,"Increase/Decrease in Plague Deaths",is_missing,is_illegible,"Parishes Clear of the Plague",is_missing,is_illegible,"Parishes Infected (with Plague)",is_missing,is_illegible
37969,39019,9617,1,1662,,,11,,,QC-1662-11-verso,,,24,,,February,,,3,,,March,,,1,,,18,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,9,,,,1,,,1,,64,,,29,,,,1,,,1,,,1,,14,,,,1,,,1,,7,,,,1,,,1,,32,,,1,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,1,,,,1,,,1,,,1,,,1,,1,,,10,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,3,,,3,,,,1,,,1,,2,,,3,,,,1,,,1,,10,,,1,,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,2,,,"Murdered at St. James Garlickhith 1; Shot with a Pistol at St. Clement Danes 1",,,,1,,,1,,3,,,"Sore leg 1; Killed two one by the fall of a Pipkin from a Garrat window at St Buttolph Aldgate ; and one with a Windmill at Saint Gyles Cripplegate",,,99,,,82,,,181,,,141,,,137,,,278,,,0,,,-12,,,0,,,130,,,0,,
37970,39020,9618,1,1662,,,12,,,QC-1662-12-verso,,,3,,,March,,,10,,,March,,,5,,,28,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,12,,,,1,,,1,,64,,,22,,,,1,,,1,,,1,,24,,,1,,,"Drowned at St. Saviours Southwark",,,2,,,"Executed 2",,,,1,,36,,,,1,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,15,,,,1,,1,,,,1,,,1,,,1,,4,,,16,,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,4,,,,1,,,1,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,9,,,1,,,6,,,,1,,,1,,1,,,4,,,,1,,,1,,11,,,,1,,5,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,"Murdered himself at St. Buttolph Aldgate 1",,,1,,,"Killed by a coach at St. Clement Danes 1",,,97,,,89,,,186,,,161,,,155,,,316,,,0,,,38,,,0,,,130,,,0,,
37971,39021,9619,1,1662,,,13,,,QC-1662-13-verso,,,10,,,March,,,17,,,March,,,1,,,27,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,3,,,21,,,,1,,,1,,69,,,19,,,,1,,,1,,,1,,25,,,,1,,,1,,3,,,,1,,,1,,52,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,15,,,,1,,,1,,,1,,,1,,,1,,2,,,19,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,13,,,4,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,9,,,2,,,2,,,,1,,,1,,2,,,4,,,,1,,,1,,27,,,1,,,6,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,1,,,"Murdered at St. Giles in the Fields",,,,1,,,1,,2,,,"one by a fall into a Cellerat at St. James Garlickhith; and one by a fall from a Gutter st St. Margaret Newfifthstreet",,,92,,,87,,,179,,,189,,,172,,,361,,,0,,,45,,,0,,,130,,,0,,
37972,39022,9620,1,1662,,,14,,,QC-1662-14-verso,,,17,,,March,,,24,,,March,,,4,,,31,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,11,,,,1,,,1,,62,,,25,,,1,,,,1,,,1,,27,,,1,,,"Drowned at Hackney Parish 1",,,,1,,,1,,,1,,50,,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,14,,,,1,,,1,,,1,,,1,,,1,,3,,,9,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,8,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,6,,,,1,,5,,,1,,,,1,,2,,,7,,,,1,,,1,,22,,,,1,,4,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,98,,,85,,,183,,,171,,,154,,,325,,,0,,,-36,,,0,,,130,,,0,,
38007,39027,9621,1,1663,,,19,,,QC-1663-19-verso,,,21,,,April,,,28,,,April,,,3,,,30,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,7,,,,1,,,1,,70,,,23,,,,1,,,1,,,1,,28,,,,1,,,1,,,1,,,1,,,1,,47,,,,1,,6,,,,1,,,1,,1,,,"Found dead in the street at St. Mary Whitechappel 1",,,1,,,,1,,,1,,,1,,,1,,,1,,13,,,,1,,,1,,,1,,,1,,,1,,2,,,13,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,9,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,"Famished at St. Dunstan in the West",,,15,,,1,,,4,,,,1,,,1,,,1,,4,,,,1,,,1,,17,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,1,,,"Drowned an Infant in a Cellar at St. Mary Whitechappel 1",,,,1,,,1,,,1,,,1,,97,,,84,,,181,,,164,,,152,,,316,,,0,,,5,,,0,,,130,,,0,,
38015,39035,9622,1,1663,,,27,,,QC-1663-27-verso,,,16,,,June,,,23,,,June,,,5,,,19,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,10,,,,1,,,1,,52,,,19,,,,1,,,1,,,1,,17,,,2,,,"One at St. Katharines Tower; and one at Lambeth",,,,1,,,1,,,1,,48,,,,1,,7,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,14,,,,1,,,1,,,1,,,1,,,1,,2,,,5,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,"Starved at Nure at St. Bennet Paulswharf",,,8,,,2,,,3,,,,1,,,1,,,1,,3,,,,1,,,1,,15,,,1,,,2,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,1,,,"Slain at St. Giles in the Fields 1",,,,1,,,1,,,1,,,1,,101,,,93,,,194,,,146,,,129,,,275,,,0,,,-8,,,0,,,130,,,0,,
38016,39036,9623,1,1663,,,28,,,QC-1663-28-verso,,,23,,,June,,,30,,,June,,,2,,,14,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,9,,,,1,,,1,,44,,,15,,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,48,,,,1,,7,,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,10,,,,1,,,1,,,1,,,1,,,1,,2,,,10,,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,9,,,1,,,4,,,,1,,,1,,2,,,2,,,,1,,,1,,15,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Vertigoe,,,98,,,93,,,191,,,136,,,109,,,245,,,0,,,-30,,,0,,,130,,,0,,
38047,39037,9640,1,1663,,,29,,,QC-1663-29-verso,,,30,,,June,,,7,,,July,,,3,,,20,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,10,,,,1,,1,,,48,,,22,,,,1,,,1,,,1,,14,,,,1,,,1,,,1,,,1,,,1,,32,,,,1,,8,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,,1,,,1,,,1,,,1,,,1,,1,,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,8,,,2,,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,15,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,"Killed by a fall from a Chamber window at St. Ann Aldergate 1",,,103,,,98,,,201,,,213,,,116,,,239,,,0,,,-6,,,0,,,130,,,0,,
38048,39038,9641,1,1663,,,30,,,QC-1663-30-verso,,,7,,,July,,,14,,,July,,,2,,,18,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,14,,,,1,,,1,,39,,,13,,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,25,,,,1,,6,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,,1,,,1,,,1,,,1,,,1,,2,,,14,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,8,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,4,,,2,,,5,,,,1,,,1,,,1,,1,,,,1,,,1,,14,,,2,,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,"Killed by a horse at St. Olaves Southwark 1",,,98,,,90,,,188,,,117,,,103,,,220,,,1,,,-19,,,1,,,129,,,1,,
38049,39039,9642,1,1663,,,31,,,QC-1663-31-verso,,,14,,,July,,,21,,,July,,,2,,,13,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,19,,,,1,,,1,,57,,,15,,,,1,,,1,,,1,,9,,,2,,,"Drowned two; one at St. Saviours Southwark; and one an Infant in a pail of water at St. Giles in the fields",,,,1,,,1,,,1,,44,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,10,,,,1,,,1,,,1,,,1,,,1,,5,,,8,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,7,,,2,,,1,,,,1,,,1,,2,,,5,,,,1,,,1,,13,,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,1,,,"Hanged himself at St. Saviours Southwark",,,2,,,"Killed two; one at St. Saviours Southwark; and one by a fall from a Horse at St. Giles in the fields",,,101,,,83,,,184,,,229,,,120,,,249,,,0,,,29,,,-1,,,130,,,0,,
38050,39040,9643,1,1663,,,32,,,QC-1663-32-verso,,,21,,,July,,,28,,,July,,,3,,,13,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,14,,,,1,,,1,,53,,,20,,,,1,,,1,,,1,,24,,,6,,,"Drowned six; one at St. Anne Aldersgate; two at St. Saviours Southwark; one at St. Katherines Tower; and two at St. Mary Newington",,,1,,,,1,,,1,,38,,,,1,,12,,,,1,,5,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,23,,,,1,,,1,,,1,,,1,,,1,,3,,,11,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,5,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,7,,,1,,,1,,,1,,,,1,,1,,,3,,,,1,,,1,,22,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,1,,,"Killed at St. Giles in the fields 1",,,1,,,"Cut his own throat at St. Giles in the fields 1",,,,1,,,1,,100,,,93,,,193,,,149,,,138,,,287,,,1,,,38,,,1,,,129,,,1,,
38051,39041,9644,1,1663,,,33,,,QC-1663-33-verso,,,28,,,July,,,4,,,August,,,5,,,15,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,9,,,,1,,,1,,65,,,23,,,,1,,,1,,,1,,11,,,2,,,"Drowned two; one at St. Anne Black-Fryers; and one at St. Katharines Tower",,,,1,,,1,,,1,,28,,,,1,,7,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,1,,,19,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,2,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,5,,,,1,,4,,,,1,,,1,,1,,,2,,,,1,,,1,,19,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,2,,,"Strangled at St. Anne Black-Fryers 1",,,2,,,"Poisoned herself at St. Nicholas 1; Hanged himself at St. Brides Parish 1",,,1,,,"Scalded at St. Magdalen Bermondley 1",,,122,,,100,,,222,,,143,,,126,,,269,,,0,,,-18,,,0,,,130,,,0,,
38052,39042,9645,1,1663,,,34,,,QC-1663-34-verso,,,4,,,August,,,11,,,August,,,2,,,18,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,21,,,,1,,,1,,61,,,23,,,,1,,,1,,,1,,6,,,2,,,"Drowned two; one at St. Olaves Southwark; and one at St. Mary Savoy",,,,1,,,1,,,1,,43,,,,1,,8,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,17,,,,1,,1,,,,1,,,1,,,1,,,1,,19,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,4,,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,"Starved at Nurse at St. Bennet Paulswharf 1",,,8,,,,1,,1,,,,1,,,1,,2,,,5,,,,1,,,1,,27,,,3,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,1,,,"Strangled in a Tub of water at St. Sepulchers 1",,,,1,,,1,,1,,,"Burnt at S. Alhallows Barking 1",,,118,,,112,,,230,,,147,,,157,,,304,,,1,,,35,,,1,,,129,,,1,,
38053,39043,9737,1,1663,,,35,,,QC-1663-35-verso,,,11,,,August,,,18,,,August,,,3,,,14,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,13,,,,1,,,1,,56,,,19,,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,43,,,,1,,9,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,23,,,,1,,,1,,,1,,,1,,,1,,3,,,11,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,2,,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,,1,,,1,,,1,,4,,,,1,,1,,,"Starved at S. Giles Cripplegate 1",,,9,,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,20,,,2,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,,1,,2,,,1,,,"One at St. Andrews Holborn",,,1,,,"Cast himself from a window at St. Andrews Holborn",,,3,,,"one by a fall from a Horse at St. Bartholomew Exchange; mouldfallen 2",,,113,,,108,,,221,,,158,,,139,,,290,,,1,,,-14,,,1,,,129,,,1,,
38054,39044,9738,1,1663,,,36,,,QC-1663-36-verso,,,18,,,August,,,25,,,August,,,2,,,19,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,23,,,,1,,1,,,66,,,18,,,,1,,,1,,,1,,11,,,2,,,"Drowned two, one at St. Olaves Southwark,; and one at St. Katherines Tower",,,,1,,,1,,,1,,44,,,,1,,15,,,,1,,,1,,1,,,"Found dead a Child at St. Clement Danes",,,3,,,,1,,,1,,,1,,,1,,,1,,29,,,,1,,,1,,,1,,,1,,,1,,2,,,9,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,4,,,,1,,,1,,,1,,,1,,,1,,7,,,1,,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,13,,,1,,,4,,,,1,,,1,,4,,,,1,,,1,,,1,,33,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,"Killed by the fall of a Scaffold at St. Giles in the fields 1; Sore legge 1",,,122,,,109,,,231,,,179,,,164,,,343,,,1,,,53,,,1,,,129,,,1,,
38055,39045,9758,1,1663,,,37,,,QC-1663-37-verso,,,25,,,August,,,1,,,September,,,2,,,19,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,14,,,,1,,,1,,62,,,17,,,,1,,,1,,,1,,11,,,1,,,"Drowned at St. Katharine Tower 1",,,,1,,,1,,,1,,34,,,,1,,10,,,,1,,,1,,1,,,"Found dead in the street an Infant at St. Botholph Aldgate 1",,,4,,,,1,,2,,,,1,,,1,,,1,,30,,,,1,,,1,,,1,,,1,,,1,,2,,,18,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,11,,,2,,,,1,,2,,,,1,,,1,,,1,,8,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,13,,,1,,,3,,,,1,,,1,,,1,,7,,,,1,,,1,,24,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,7,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,117,,,99,,,216,,,166,,,152,,,318,,,0,,,-25,,,0,,,130,,,0,,
38056,39046,9862,1,1663,,,38,,,QC-1663-38-verso,,,1,,,September,,,8,,,September,,,4,,,21,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,4,,,15,,,,1,,,1,,61,,,22,,,,1,,,1,,,1,,14,,,1,,,"Drowned at St. Olaves Southwark",,,1,,,"Executed 1",,,,1,,48,,,,1,,10,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,31,,,,1,,2,,,,1,,,1,,,1,,3,,,16,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,4,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,7,,,,1,,2,,,1,,,,1,,4,,,3,,,,1,,,1,,25,,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,4,,,,1,,2,,,1,,,"Killed at St. Martins in the fields 1",,,,1,,,1,,,1,,,1,,113,,,105,,,218,,,171,,,168,,,339,,,0,,,21,,,0,,,130,,,0,,
38087,39047,9863,1,1663,,,39,,,QC-1663-39-verso,,,8,,,September,,,15,,,September,,,2,,,14,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,4,,,13,,,,1,,1,,,51,,,23,,,,1,,,1,,,1,,14,,,3,,,"Drowned 3; one at S. Olaves Southwark; and two at St. Katherines Tower",,,2,,,,1,,,1,,36,,,1,,,20,,,,1,,11,,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,25,,,,1,,2,,,,1,,,1,,,1,,4,,,24,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,6,,,,1,,,1,,,1,,,1,,,1,,6,,,1,,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,4,,,1,,,2,,,1,,,,1,,2,,,5,,,,1,,,1,,21,,,1,,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,5,,,1,,,2,,,1,,,"Slain at St. Brides",,,,1,,,1,,3,,,"Sore legge 2; Killed by a fall downstairs at St. Bartholomew the Great 1",,,119,,,102,,,221,,,179,,,167,,,346,,,0,,,7,,,0,,,130,,,0,,
