,,Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week Number,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End Month,is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,Chicken Pox,is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,Drowned (Descriptive Text),is_missing,is_illegible,Executed,is_missing,is_illegible,Executed (Descriptive Text),is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,Flox and Small-Pox,is_missing,is_illegible,Flox and Small-Pox (Descriptive Text),is_missing,is_illegible,Flux,is_missing,is_illegible,Found dead,is_missing,is_illegible,Found Dead (Descriptive Text),is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,Griping in the Guts,is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,Hooping Cough,is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,Kings Evil,is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,Lunatick and Frenzy,is_missing,is_illegible,Malignant Fever,is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,Noli me tangere,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,Rising of the Lights,is_missing,is_illegible,Running of the Reins,is_missing,is_illegible,Rupture,is_missing,is_illegible,Scald Head,is_missing,is_illegible,Scarlet Fever,is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,St. Anthony's Fire,is_missing,is_illegible,Starved,is_missing,is_illegible,Starved (Description),is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,Stopping of the Stomach,is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,Swelling in the Throat,is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,Twisting of the Guts,is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,Water in the Head,is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,Killed (Descriptive Text),is_missing,is_illegible,Suicide,is_missing,is_illegible,Suicide (Descriptive Text),is_missing,is_illegible,Other,is_missing,is_illegible,Other (Descriptive Text),is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Plague Deaths,is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague Deaths,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected (with Plague),is_missing,is_illegible
BL-1684-43-verso,TRUE,30366,38134,10373,1,1684,,,43,,,BL-1684-43-verso,,,7,,,October,,,14,,,October,,,6,,,13,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,10,,,2,,,,1,,,1,,51,,,43,,,,1,,,1,,,1,,5,,,2,,,"Drowned 2. one at S. Kathar. Tower, and one at S. Paul Sh[?]dwell;",,,,1,,,1,,,1,,72,,,2,,,19,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,52,,,,1,,,1,,,1,,,1,,,1,,4,,,10,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,9,,,1,,,4,,,,1,,,1,,2,,,8,,,,1,,,1,,16,,,5,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,Kild with an Ax at S. Margaret Westminster 1;,,,2,,,"Poysoned herself at S. Peter Poor 1; Threw herself out of a Window, being Distracted, at S. Botolph Aldersgate 1;",,,,1,,,1,,153,,,137,,,290,,,182,,,180,,,362,,,0,,,-72,,,,1,,132,,,0,,
BL-1684-45-verso,TRUE,30368,38136,10382,1,1684,,,45,,,BL-1684-45-verso,,,21,,,October,,,28,,,October,,,1,,,25,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,7,,,2,,,,1,,,1,,69,,,51,,,,1,,,1,,,1,,20,,,1,,,Drowned at S. Pauls Shadwell 1;,,,1,,,Executed 1;,,,,1,,55,,,1,,,14,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,43,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,13,,,2,,,6,,,,1,,,1,,,1,,5,,,,1,,,1,,14,,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild...one by a Cart at S. Botolph Bishopsgate;,,,,1,,,1,,3,,,Broken Leg 1; Kild...one accidentally by a Fall down Stairs at S. Stephen Colemanstreet; Sore Throte 1;,,,138,,,141,,,279,,,178,,,188,,,366,,,0,,,37,,,,1,,132,,,0,,
BL-1684-46-verso,TRUE,30369,38137,10384,1,1684,,,46,,,BL-1684-46-verso,,,28,,,October,,,4,,,November,,,1,,,26,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,3,,,,1,,1,,,57,,,53,,,,1,,,1,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,42,,,,1,,28,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,41,,,,1,,2,,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,9,,,2,,,4,,,,1,,,1,,3,,,4,,,,1,,,1,,20,,,5,,,2,,,1,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,Murthered at S. Martin in the Fields 1;,,,1,,,Hanged herself being Distracted at S Bennet Pauls-wharf 1;,,,1,,,Kild by a fall from a Ladder at S. Giles in the Fields 1;,,,152,,,135,,,287,,,173,,,191,,,364,,,0,,,-2,,,,1,,132,,,0,,
BL-1684-49-verso,TRUE,30371,38139,10387,1,1684,,,49,,,BL-1684-49-verso,,,18,,,November,,,25,,,November,,,2,,,31,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,1,,,71,,,60,,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,63,,,,1,,17,,,,1,,,1,,1,,,Found Dead in House of Office at S. Martin in the Fields 1;,,,1,,,,1,,1,,,,1,,,1,,,1,,30,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,14,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,12,,,1,,,4,,,1,,,,1,,2,,,10,,,,1,,,1,,22,,,1,,,8,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,Kild 2. one (by a Blow with a Tobaccopipe) at S. Mildred Poultry ... and one (accidentally by a Cart) at S. Saviour Southwark; Murthered at S. Alhallows Staining 1;,,,,1,,,1,,1,,,Kild...one at S. Martin in the Fields;,,,145,,,123,,,268,,,223,,,178,,,401,,,0,,,37,,,,1,,132,,,0,,
BL-1684-50-verso,TRUE,30372,38140,10388,1,1684,,,50,,,BL-1684-50-verso,,,25,,,November,,,2,,,December,,,6,,,42,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,4,,,4,,,,1,,,1,,54,,,58,,,,1,,,1,,,1,,13,,,,1,,,1,,,1,,,1,,,1,,46,,,,1,,11,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,25,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,8,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,12,,,,1,,8,,,,1,,,1,,8,,,9,,,,1,,,1,,,,1,1,,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,One Kild himself being distracted at S. Dunstan in the West 1;,,,2,,,"Kild 2. one accidentally by a Fall down Stairs at S. Saviours Southwark, one accidentally by a Fall out of a Window;",,,150,,,133,,,283,,,280,,,169,,,349,,,0,,,-52,,,,1,,132,,,0,,
BL-1684-51-verso,TRUE,30373,38141,10433,1,1684,,,51,,,BL-1684-51-verso,,,2,,,December,,,9,,,December,,,2,,,25,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,5,,,,1,,,1,,55,,,64,,,,1,,,1,,,1,,14,,,1,,,Drown'd at S. Kathar. Tower 1;,,,,1,,,1,,,1,,57,,,,1,,20,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,27,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,11,,,1,,,9,,,,1,,,1,,2,,,7,,,,1,,,1,,14,,,1,,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,Murthered with a Sword at Christ Church in Surrey 1;,,,,1,,,1,,1,,,Kild by a Fall from a Ship at S. Mary Whitechapple 1;,,,150,,,141,,,291,,,188,,,167,,,355,,,0,,,6,,,,1,,132,,,0,,
BL-1684-52-verso,TRUE,30374,38142,10434,1,1684,,,52,,,BL-1684-52-verso,,,9,,,December,,,16,,,December,,,1,,,25,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,2,,,,1,,1,,,71,,,75,,,,1,,,1,,,1,,13,,,2,,,"Drowned 2. one at S. Saviour Southwark, and one at S. Leonard Shoreditch;",,,,1,,,1,,,1,,62,,,,1,,25,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,13,,,1,,,9,,,,1,,,1,,3,,,3,,,,1,,,1,,17,,,3,,,12,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild by a Fall from a Ship at S. Mary Magdalen Bermondsey 1;,,,155,,,148,,,303,,,204,,,182,,,386,,,0,,,31,,,,1,,132,,,0,,
BL-1685-01-verso,TRUE,30607,38195,10841,1,1685,,,1,,,BL-1685-01-verso,,,15,,,December,,,22,,,December,,,5,,,35,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,,1,,63,,,68,,,,1,,,1,,,1,,14,,,2,,,Drown'd at S. Kathar. Tower 2. ,,,1,,,Executed 1. ,,,,1,,99,,,,1,,34,,,flox 0; small-pox 34,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,27,,,,1,,,1,,,1,,,1,,,1,,4,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,10,,,1,,,4,,,,1,,,1,,2,,,6,,,,1,,,1,,15,,,1,,,4,,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,Cut their own Throat 2. one at S. Bartholomew the Great and one being Distracted at S. Katherine Creechurch 2. ,,,,1,,,1,,146,,,130,,,276,,,240,,,198,,,438,,,0,,,35,,,,1,,133,,,0,,
BL-1685-02-verso,TRUE,30608,38196,10842,1,1685,,,2,,,BL-1685-02-verso,,,22,,,December,,,29,,,December,,,,1,,26,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,6,,,3,,,,1,,,1,,67,,,76,,,,1,,,1,,,1,,14,,,3,,,"Drowned 3. one at S. Giles Cripplegate, one at S. Kathar. Tower, and one at S.Paul Shadwel . ",,,,1,,,1,,,1,,80,,,,1,,28,,,flox 0; small-pox 28,,,6,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,28,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,9,,,1,,,,1,,,1,,11,,,,1,,10,,,,1,,,1,,1,,,8,,,,1,,,1,,18,,,1,,,7,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,Hanged himself at S. Martin in the Fields 1; Poysoned herself at S. Saviour Southwark 1. ,,,1,,,Distracted 1. ,,,112,,,128,,,240,,,233,,,199,,,432,,,0,,,-6,,,,1,,133,,,0,,
BL-1685-03-verso,TRUE,30609,38197,10843,1,1685,,,3,,,BL-1685-03-verso,,,29,,,December,,,5,,,January,,,8,,,27,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,6,,,3,,,,1,,1,,,51,,,65,,,,1,,,1,,,1,,18,,,1,,,Drowned himself at S. Mary Newington 1. ,,,,1,,,1,,,1,,80,,,1,,,28,,,flox 0; small-pox 28,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,29,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,13,,,2,,,6,,,,1,,,1,,3,,,4,,,,1,,,1,,9,,,2,,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kild 2. one by a Fall from a Ladder at s. Andrew Holborn, and one by a fall being Thrown down in the Street at S. Leonard Shoreditch.",,,,1,,,1,,1,,,Cut of the Stone 1. ,,,148,,,163,,,311,,,197,,,197,,,394,,,0,,,-38,,,,1,,133,,,0,,
BL-1685-04-verso,TRUE,30610,38198,10844,1,1685,,,4,,,BL-1685-04-verso,,,5,,,January,,,12,,,January,,,3,,,24,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,1,,,,1,,1,,,59,,,60,,,,1,,,1,,,1,,10,,,1,,,Drowned at S. Magnus 1. ,,,,1,,,1,,,1,,80,,,,1,,27,,,flox 0; small-pox 27,,,,1,,,1,,,1,,4,,,,1,,2,,,,1,,,1,,,1,,48,,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,12,,,2,,,7,,,,1,,,1,,1,,,9,,,,1,,,1,,15,,,1,,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kild 2. one with a Tobacco-Pipe at S. Alpha, and one by an accidental fall down Stairs at S. Olave Southwark. ",,,1,,,Poisoned herself at S. Sepulchres 1. ,,,1,,,Sore-Leg 1. ,,,137,,,137,,,274,,,221,,,179,,,400,,,0,,,6,,,,1,,133,,,0,,
BL-1685-05-verso,TRUE,30611,38199,10845,1,1685,,,5,,,BL-1685-05-verso,,,12,,,January,,,19,,,January,,,1,,,19,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,,1,,62,,,59,,,,1,,,1,,,1,,16,,,2,,,"Drowned 2. one at S. Botolph Aldgate, and one at S. Katherine Tower 2. ",,,,1,,,1,,,1,,67,,,,1,,36,,,flox 0; small-pox 36,,,,1,,,1,,,1,,4,,,,1,,,1,,1,,,,1,,1,,,32,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,5,,,,1,,,1,,,1,,8,,,2,,,11,,,,1,,,1,,2,,,9,,,,1,,,1,,19,,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,"Kild 2. one with a Sword at S. Saviour Southwark, and one by a Fall from a Scaffold at S. Martin in the Fields. ",,,,1,,,1,,,1,,,1,,153,,,155,,,308,,,204,,,192,,,396,,,0,,,-4,,,,1,,133,,,0,,
BL-1685-06-verso,TRUE,30612,38200,10846,1,1685,,,6,,,BL-1685-06-verso,,,19,,,January,,,26,,,January,,,4,,,25,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,3,,,,1,,,1,,72,,,39,,,,1,,,1,,,1,,13,,,3,,,Drowned 3. Two at Lambeth and one at Rotherhith 3. ,,,1,,,Executed 1. ,,,,1,,76,,,,1,,21,,,flox 0; small-pox 21,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,30,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,11,,,,1,,5,,,,1,,,1,,,1,,1,,,,1,,,1,,24,,,1,,,3,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild by a Shot of a Gun at S. Dunstan Stepney 1. ,,,,1,,,1,,,1,,,1,,144,,,145,,,289,,,185,,,181,,,366,,,0,,,-30,,,,1,,133,,,0,,
BL-1685-07-verso,TRUE,30613,38201,10847,1,1685,,,7,,,BL-1685-07-verso,,,26,,,January,,,2,,,February,,,4,,,31,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,4,,,2,,,,1,,,1,,91,,,68,,,,1,,,1,,,1,,22,,,1,,,Drowned accidentally in a Well at S. Thomas South-wark 1. ,,,,1,,,1,,,1,,87,,,,1,,16,,,flox 0; small-pox 16,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,30,,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,8,,,,1,,,1,,,1,,10,,,1,,,15,,,,1,,,1,,2,,,5,,,,1,,,1,,14,,,2,,,6,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,2,,,"Kill'd 2. one at S. Saviours Southwark, and one by excessive drinking of Brandy at S. Kathar. Tower. ",,,1,,,"Hanged himself, being Distracted, at S. Kathar. Tower 1. ",,,,1,,,1,,169,,,133,,,302,,,251,,,201,,,452,,,0,,,86,,,,1,,133,,,0,,
BL-1685-08-verso,TRUE,30614,38202,10848,1,1685,,,8,,,BL-1685-08-verso,,,2,,,February,,,9,,,February,,,5,,,27,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,6,,,4,,,,1,,,1,,61,,,62,,,,1,,,1,,,1,,24,,,,1,,,1,,,1,,,1,,,1,,78,,,,1,,37,,,flox 0; small-pox 37,,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,5,,,,1,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,5,,,7,,,,1,,,1,,12,,,5,,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,Kild at S. Martin in the Fields 1.,,,,1,,,1,,3,,,Frighted 1; Scalded in a Martin Tunn at S. Andrew Holborn 1; Smothered at S. Mary White-chappel 1. ,,,153,,,144,,,297,,,223,,,193,,,416,,,0,,,-36,,,,1,,133,,,0,,
BL-1685-09-verso,TRUE,30615,38203,10849,1,1685,,,9,,,BL-1685-09-verso,,,9,,,February,,,16,,,February,,,4,,,28,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,7,,,,1,,,1,,66,,,59,,,,1,,,1,,,1,,17,,,1,,,Drowned at S. Olave Southwark 1. ,,,,1,,,1,,,1,,94,,,,1,,20,,,flox 0; small-pox 20,,,1,,,2,,,"Found Dead in the Street 2. one at S. Dunstan in the West, and one at S. Clement Danes. ",,,4,,,,1,,1,,,,1,,,1,,,1,,25,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,9,,,,1,,,1,,,1,,7,,,,1,,4,,,,1,,,1,,2,,,4,,,,1,,,1,,11,,,,1,,8,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,Kild at S. Martin Ludgate 1. ,,,1,,,Hanged himself at S. Giles in the Fields 1. ,,,1,,,Chin Cough 1. ,,,133,,,138,,,271,,,216,,,189,,,405,,,0,,,-11,,,,1,,133,,,0,,
BL-1685-10-verso,TRUE,30646,38204,10850,1,1685,,,10,,,BL-1685-10-verso,,,16,,,February,,,23,,,February,,,1,,,26,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,6,,,2,,,,1,,,1,,75,,,75,,,,1,,,1,,,1,,18,,,2,,,"Drowned 2. one at S. Dunstan Stepney, and one in a Pond at S. Mary Islington. ",,,,1,,,1,,,1,,74,,,,1,,16,,,flox 0; small-pox 16,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,40,,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,4,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,7,,,1,,,,1,,,1,,6,,,,1,,2,,,,1,,,1,,3,,,8,,,,1,,,1,,13,,,1,,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 2. one by a Fall at S. Gregory, and one by a Fall against a Joint Stool at S. Dunstan Stepney; Murthered an Infant at S. Martin in the fields 1. ",,,,1,,,1,,2,,,Sore-Leg 1; Starved at S. James Westminster 1. ,,,162,,,138,,,300,,,209,,,210,,,419,,,0,,,14,,,,1,,133,,,0,,
