Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Cause,is_missing,is_illegible,Number,is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected,is_missing,is_illegible
4318,39402,11966,1,1667,,,Millar-1666-1667-GeneralBill-Causes,,,Abortive and Stillborn,,,488,,,Aged,,,952,,,Ague,,,31,,,Apoplexy,,,11,,,Bedridden,,,4,,,Bleeding,,,5,,,Bloody Flux and Flux,,,94,,,Burnt and Scalded,,,7,,,Calenture,,,2,,,"Cancer, Gangrene, and Fistula",,,65,,,Canker and Thrush,,,90,,,Childbed,,,262,,,Chrisomes,,,490,,,"Cold, Cough, and Hiccough",,,45,,,Colick and Wind,,,54,,,Consumption and Tissick,,,3087,,,Convulsion,,,1210,,,Cut of the Stone and Stone,,,34,,,Distracted,,,2,,,Dropsy and Tympany,,,1134,,,Drowned,,,72,,,Executed,,,9,,,Falling Sickness,,,4,,,Fever,,,916,,,Flox and Small Pox,,,1196,,,Found dead in the Streets,,,10,,,,1,,,1,,French Pox,,,65,,,Frighted,,,7,,,Gout and Sciatica,,,14,,,Grief,,,11,,,Griping in the Guts,,,2108,,,Hanged and made away themselves,,,9,,,Head-ach,,,1,,,Jaundies,,,74,,,Jawfallen,,,2,,,Imposthume,,,90,,,Infants,,,411,,,Kill'd by several Accidents,,,63,,,King's Evil,,,38,,,Lethargy,,,4,,,Livergrown,,,15,,,Lunatick,,,14,,,Megrims,,,4,,,Measles,,,83,,,Murdered,,,4,,,Overlaid,,,40,,,Palsy,,,25,,,Piles,,,1,,,Plague,,,35,,,Planet,,,2,,,Pleurisy,,,14,,,Poisoned,,,4,,,Quinsy,,,14,,,Rickets,,,202,,,Rising of the Lights,,,309,,,Rupture,,,19,,,Scowring,,,55,,,Scurvy,,,39,,,Smothered and Stifled,,,3,,,"Sores, Ulcers, broken and bruised Limbs",,,50,,,Spleen,,,10,,,Spotted Fever and Purples,,,96,,,Starved,,,2,,,Strangury,,,12,,,Stopping of the Stomach,,,202,,,Suddenly,,,37,,,Surfeit,,,417,,,Swine Pox,,,3,,,Teeth,,,812,,,Vomiting,,,38,,,Wen,,,1,,,Worms,,,102,,,Wounded,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5616,,,5322,,,10938,,,8223,,,7619,,,15842,,,3104,,,-1963,,,33,,,14,,
4319,39403,11967,1,1668,,,Millar-1667-1668-GeneralBill-Causes,,,Abortive and Stillborn,,,571,,,Aged,,,863,,,Ague,,,21,,,Apoplexy,,,20,,,Bedridden,,,4,,,Bleeding,,,5,,,Bloody Flux and Flux,,,86,,,Bursten,,,1,,,"Cancer, Gangrene, and Fistula",,,47,,,Canker and Thrush,,,93,,,Childbed,,,271,,,Chrisomes,,,417,,,Cold and Cough,,,14,,,Colick and Wind,,,55,,,Consumption and Tissick,,,2856,,,Convulsion,,,1417,,,Cut of the Stone,,,1,,,Distracted,,,6,,,Dropsy and Tympany,,,948,,,Drowned,,,68,,,Executed,,,12,,,Fever,,,1247,,,Flox and Small Pox,,,1987,,,"Found dead in the Streets, &c. ",,,6,,,French Pox,,,39,,,Frighted,,,1,,,Gout,,,7,,,Green Sickness,,,1,,,Grief,,,12,,,Griping in the Guts,,,2415,,,Hang'd and made away themselves,,,16,,,Headmouldshot,,,1,,,Jaundies,,,71,,,Imposthume,,,122,,,Infants,,,334,,,Kill'd by several Accidents,,,69,,,King's Evil,,,39,,,Leprosy,,,1,,,Lethargy,,,6,,,Livergrown,,,1,,,Lunatick,,,2,,,Megrims,,,3,,,Measles,,,200,,,Mother,,,3,,,Murdered,,,10,,,Overlaid,,,59,,,Palsy,,,19,,,Plague,,,14,,,Planet,,,2,,,Pleurisy,,,12,,,Poisoned,,,3,,,Quinsy,,,13,,,Rickets,,,252,,,Rising of the Lights,,,175,,,Running of the Reins,,,1,,,Rupture,,,13,,,Scowring,,,72,,,Scurvy,,,31,,,Slain,,,1,,,"Sores, Ulcers, broken and bruised Limbs",,,49,,,Spleen,,,3,,,Spotted Fever and Purples,,,148,,,Starved,,,1,,,Stone,,,35,,,Strangury,,,10,,,Stopping of the Stomach,,,232,,,Suddenly,,,48,,,Surfeit,,,438,,,Swine Pox,,,3,,,Teeth,,,1077,,,Vomiting,,,95,,,Worms,,,101,,,Wounded,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6073,,,5560,,,11633,,,9111,,,8167,,,17278,,,1436,,,-21,,,41,,,6,,
4320,39404,11968,1,1669,,,Millar-1668-1669-GeneralBill-Causes,,,Abortive and Stillborn,,,517,,,Aged and Bedridden,,,964,,,Ague and Fever,,,1499,,,Apoplexy and Suddenly,,,76,,,Bleeding,,,3,,,"Bloody Flux, Scowring, and Flux",,,165,,,"Cancer, Gangrene, and Fistula",,,55,,,Canker and Thrush,,,115,,,Childbed,,,277,,,Chrisomes and Infants,,,755,,,Cold and Cough,,,27,,,Consumption and Tissick,,,3162,,,Convulsion,,,1730,,,Cut of the Stone and Stone,,,38,,,Dropsy and Tympany,,,871,,,Drowned,,,62,,,Executed,,,11,,,Falling Sickness,,,2,,,Flox and Small Pox,,,951,,,"Found dead in the Streets, &c.",,,12,,,French Pox,,,51,,,Frets,,,1,,,Frighted,,,1,,,Gout and Sciatica,,,9,,,Grief,,,13,,,Griping in the Guts,,,4385,,,Hang'd and made away themselves,,,20,,,Headmouldshot,,,5,,,Jaundies,,,63,,,Imposthume,,,117,,,Kill'd by several Accidents,,,72,,,King's Evil,,,45,,,Lethargy,,,4,,,Livergrown,,,5,,,Lunatick,,,7,,,Megrims,,,4,,,Measles,,,15,,,Mother,,,2,,,Murdered,,,4,,,Overlaid and Starved,,,54,,,Palsy,,,16,,,Plague,,,3,,,Planet,,,1,,,Pleurisy,,,19,,,Poisoned,,,2,,,Quinsy,,,17,,,Rickets,,,343,,,Rising of the Lights,,,225,,,Rupture,,,23,,,Scurvy,,,39,,,"Sores, Ulcers, broken and bruised Limbs",,,81,,,Spleen,,,3,,,Spotted Fever and Purples,,,114,,,Strangury,,,18,,,Stopping of the Stomach,,,268,,,Surfeit,,,446,,,Swine Pox,,,2,,,Teeth and Worms,,,1463,,,Vomiting,,,120,,,Wen,,,1,,,Wind,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6506,,,5829,,,12335,,,10206,,,9226,,,19432,,,2154,,,-11,,,127,,,3,,
4321,39405,11969,1,1670,,,Millar-1669-1670-GeneralBill-Causes,,,Abortive and Stillborn,,,632,,,Aged and Bedridden,,,923,,,Ague and Fever,,,1729,,,Apoplexy and Suddenly,,,76,,,Blasted and Planet,,,4,,,Bleeding,,,1,,,"Bloody Flux, Scowring, and Flux",,,142,,,Burnt and Blown up,,,8,,,Bursted,,,1,,,"Cancer, Gangrene, and Fistula",,,54,,,Canker and Thrush,,,107,,,Catarrh,,,1,,,Childbed,,,288,,,Chrisomes and Infants,,,746,,,Cold and Cough,,,39,,,Colick and Wind,,,100,,,Consumption and Tissick,,,3272,,,Convulsion,,,1695,,,Cut of the Stone and Stone,,,42,,,Dropsy and Tympany,,,919,,,Drowned,,,82,,,Executed,,,12,,,Falling Sickness,,,3,,,Flox and Small Pox,,,1465,,,"Found dead in the Streets, &c.",,,5,,,French Pox,,,52,,,Frighted,,,1,,,Gout,,,15,,,Grief,,,13,,,Griping in the Guts,,,3690,,,Hanged and made away themselves,,,13,,,Jaundies,,,106,,,Imposthume,,,136,,,Killed by several Accidents ,,,94,,,King's Evil,,,44,,,Leprosy,,,1,,,Lethargy,,,5,,,Livergrown,,,12,,,Lunatick,,,4,,,Measles,,,295,,,Megrims,,,5,,,Mother,,,1,,,Murdered,,,11,,,Overlaid,,,57,,,Palsy,,,22,,,Pleurisy,,,14,,,Quinsy,,,19,,,Rickets,,,346,,,Rising of the Lights,,,169,,,Rupture,,,19,,,Scalded,,,5,,,Scurvy,,,37,,,Smothered,,,2,,,"Sores, Ulcers, broken and bruised Limbs",,,70,,,Spleen,,,6,,,Spotted Fever,,,121,,,Starved,,,2,,,Stopping of the Stomach,,,374,,,Strangury,,,16,,,Surfeit,,,524,,,Swine Pox,,,1,,,Teeth and Worms,,,1470,,,Vomiting,,,76,,,Wolf,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278,,,5719,,,11997,,,10614,,,9584,,,20198,,,766,,,-3,,,,1,,,1,
4322,39406,11970,1,1671,,,Millar-1670-1671-GeneralBill-Causes,,,Abortive and Stillborn,,,600,,,Aged and Bedridden,,,725,,,Ague and Fever,,,1343,,,Apoplexy and Suddenly,,,63,,,Bleeding,,,4,,,"Bloody Flux, Scowring, and Flux",,,86,,,Burnt and Scalded,,,5,,,Bursten and Rupture,,,21,,,Calenture,,,3,,,"Cancer, Gangrene, and Fistula",,,49,,,Canker and Thrush,,,76,,,Childbed,,,262,,,Chrisomes and Infants,,,650,,,Cold and Cough,,,25,,,Colick and Wind,,,84,,,Consumption and Tissick,,,2710,,,Convulsion,,,1650,,,Cut of the Stone and Stone,,,44,,,Devoured by Lice,,,1,,,Dropsy and Tympany,,,887,,,Drowned,,,78,,,Executed,,,11,,,Falling Sickness,,,2,,,Flox and Small Pox,,,696,,,Found dead in the Streets,,,17,,,French Pox,,,50,,,Gout,,,11,,,Grief,,,14,,,Griping in the Guts,,,2537,,,Hanged and made away themselves ,,,10,,,Head-ach,,,2,,,Headmouldshot,,,2,,,Jaundies,,,80,,,Imposthume,,,102,,,Kill'd by several Accidents,,,62,,,King's Evil,,,43,,,Lethargy,,,3,,,Lunatick and Distracted,,,6,,,Measles,,,7,,,Megrims,,,3,,,Mother,,,1,,,Murdered,,,12,,,Overlaid,,,53,,,Palsy,,,15,,,Plague,,,5,,,Planet,,,2,,,Pleurisy,,,16,,,Quinsy,,,17,,,Rickets,,,265,,,Rising of the Lights,,,169,,,Scurvy,,,58,,,Smothered,,,4,,,"Sores, Ulcers, broken and bruised Limbs",,,73,,,Spleen,,,6,,,Spotted Fever,,,77,,,Stabbed,,,1,,,Starved,,,3,,,Stopping of the Stomach,,,323,,,Strangury,,,13,,,Surfeit,,,457,,,Swine Pox,,,2,,,Teeth and Worms,,,1079,,,Vomiting,,,52,,,Wen,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449,,,6061,,,12510,,,8475,,,7254,,,15729,,,-4469,,,5,,,128,,,3,,
4323,39407,11971,1,1672,,,Millar-1671-1672-GeneralBill-Causes,,,Abortive and Stillborn,,,580,,,Aged and Bedridden,,,912,,,Ague and Fever,,,1615,,,Apoplexy and Suddenly,,,65,,,Bleeding,,,1,,,"Bloody Flux, Scowring, and Flux",,,127,,,Burnt and Blown up,,,10,,, Bursten and Rupture,,,23,,,Calenture and Megrims,,,4,,,"Cancer, Gangrene, and Fistula",,,57,,,Canker and Thrush,,,76,,,Childbed,,,265,,,Choaked,,,1,,,Chrisomes and Infants,,,599,,,Cold and Cough,,,48,,,Colick and Wind,,,99,,,Consumption and Tissick,,,3165,,,Convulsion,,,1965,,,Devoured by Lice,,,1,,,Distracted and Lunatick,,,9,,,Dropsy and Tympany ,,,971,,,Drowned,,,74,,,Executed,,,9,,,Falling Sickness,,,3,,,Flox and Small Pox,,,1116,,,"Found dead in the Streets, &c.",,,9,,,French Pox,,,64,,,Frighted,,,2,,,Gout and Sciatica,,,24,,,Grief,,,12,,,Griping in the Guts,,,2645,,,Hang'd and made away themselves,,,18,,,Headmouldshot,,,2,,,Jaundies,,,99,,,Imposthume,,,106,,,Kill'd by several Accidents,,,71,,,King's Evil,,,43,,,Lethargy,,,6,,,Livergrown,,,11,,,Measles,,,118,,,Murdered,,,6,,,Overlaid,,,56,,,Palsy,,,21,,,Plague,,,5,,,Pleurisy,,,16,,,Poisoned,,,5,,,Quinsy,,,14,,,Rickets,,,325,,,Rising of the Lights,,,163,,,Scalded,,,3,,,Scald Head,,,1,,,Scurvy,,,51,,,Smothered and Stifed,,,4,,,"Sores, Ulcers, broken and bruised Limbs",,,61,,,Spleen,,,5,,,Spotted Fever and Purples,,,112,,,Starved,,,2,,,Stone and Strangury,,,59,,,Stopping of the Stomach,,,400,,,Surfeit,,,472,,,Teeth,,,1299,,,Vomiting,,,39,,,Worms,,,65,,,Wounded and Shot,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6443,,,6120,,,12563,,,9560,,,8670,,,18230,,,2501,,,0,,,127,,,5,,
4324,39408,11972,1,1673,,,Millar-1672-1673-GeneralBill-Causes,,,Abortive and Stillborn,,,616,,,Aged and Bedridden,,,866,,,Ague and Fever,,,1804,,,Apoplexy and Suddenly,,,84,,,Bleeding,,,5,,,"Bloody Flux, Scowring, and Flux",,,70,,,Burnt and Scalded,,,8,,,Bursten and Rupture,,,36,,,Calenture,,,3,,,"Cancer, Canker and Wolf",,,38,,,Childbed,,,224,,,Chrisomes and Infants,,,493,,,Colick and Wind,,,87,,,Cold and Cough,,,31,,,Consumption and Tissick,,,3320,,,Convulsion,,,1761,,,Cut of the Stone and Stone,,,65,,,Distracted and Lunatick,,,7,,,Dropsy and Tympany,,,900,,,Drowned,,,153,,,Executed,,,31,,,Falling Sickness,,,2,,,Flox and Small Pox,,,853,,,"Found dead in the Streets, &c.",,,4,,,French Pox,,,48,,,Gangrene and Fistula,,,17,,,Gout,,,22,,,Grief,,,12,,,Griping in the Guts,,,2624,,,Hang'd and made away themselves,,,13,,,Head-ach,,,1,,,Jaundies,,,75,,,Imposthume,,,102,,,Kill'd by several Accidents,,,72,,,King's Evil,,,60,,,Lethargy,,,3,,,Livergrown,,,15,,,Measles,,,15,,,Mother,,,2,,,Murdered,,,14,,,Overlaid,,,53,,,Palsy,,,24,,,Plague,,,5,,,Planet,,,1,,,Pleurisy,,,11,,,Poisoned,,,2,,,Quinsy and Thrush,,,64,,,Rickets,,,339,,,Rising of the Lights,,,133,,,Scurvy,,,53,,,Smothered and Stifled,,,6,,,"Sores, Ulcers, broken and bruised Limbs",,,49,,,Spleen,,,3,,,Spotted Fever and Purples,,,144,,,St Anthony's Fire,,,5,,,Starved,,,1,,,Stopping of the Stomach,,,304,,,Strangury,,,18,,,Surfeit,,,477,,,Swine Pox,,,3,,,Teeth,,,1131,,,Vomiting,,,32,,,Wen,,,2,,,Worms,,,66,,,Wounded and Shot,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6073,,,5822,,,11895,,,9302,,,8202,,,17504,,,-726,,,0,,,127,,,5,,
4325,39409,11973,1,1674,,,Millar-1673-1674-GeneralBill-Causes,,,Abortive and Stillborn,,,569,,,Aged and Bedridden,,,1032,,,Ague and Fever,,,2164,,,Apoplexy and Suddenly,,,101,,,Blasted and Planet,,,3,,,Bleeding,,,1,,,"Bloody Flux, Scowring, and Flux",,,188,,,Burnt and Scalded,,,3,,,Bursten and Rupture,,,54,,,Cancer and Canker,,,39,,,Childbed,,,217,,,Chrisomes and Infants,,,541,,,Cold and Cough,,,21,,,Colick and Wind,,,133,,,Consumption and Tissick,,,3785,,,Convulsion,,,2256,,,Cramp,,,1,,,Cut of the Stone and Stone,,,60,,,Dropsy and Tympany ,,,912,,,Drowned,,,83,,,Executed,,,17,,,Flox and Small Pox,,,2507,,,"Found dead in the Streets, &c.",,,7,,,French Pox,,,51,,,Gangrene and Fistula,,,39,,,Gout,,,12,,,Grief,,,23,,,Griping in the Guts,,,1777,,,Hanged and made away themselves,,,18,,,Head-ach,,,2,,,Headmouldshot,,,1,,,Jaundies,,,84,,,Imposthume,,,104,,,Killed by several Accidents,,,59,,,King's Evil,,,77,,,Lethargy,,,29,,,Livergrown,,,39,,,Measles,,,795,,,Megrims,,,6,,,Murdered,,,14,,,Noli me tangere,,,1,,,Overlaid,,,68,,,Palsy,,,10,,,Plague,,,3,,,Pleurisy ,,,9,,,Quinsy and Thrush ,,,54,,,Rickets,,,497,,,Rising of the Lights,,,178,,,Sciatica,,,1,,,Scurvy,,,70,,,Smothered and Suffocated,,,6,,,"Sores, Ulcers, broken and bruised Limbs",,,55,,,Spleen,,,9,,,Spotted Fever and Purples,,,285,,,St Anthony's Fire,,,6,,,Starved at Nurse,,,1,,,Stopping of the Stomach,,,376,,,Strangury,,,13,,,Surfeit,,,391,,,Swine Pox,,,3,,,Teeth,,,1265,,,Vomiting ,,,11,,,Worms,,,55,,,Wounded,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6113,,,5738,,,11851,,,11005,,,10196,,,21201,,,3697,,,-2,,,131,,,1,,
4326,39410,11974,1,1675,,,Millar-1674-1675-GeneralBill-Causes,,,Abortive and Stillborn,,,712,,,Aged and Bedridden,,,1014,,,Ague and Fever,,,2154,,,Apoplexy and Suddenly,,,86,,,Blasted and Planet,,,2,,,"Bleeding, Bloody Flux, and Flux",,,108,,,Burnt and Scalded,,,9,,,Bursten and Rupture,,,34,,,Cancer and Canker,,,50,,,Childbed,,,284,,,Chrisomes and Infants,,,400,,,Cold and Cough,,,13,,,Colick and Wind,,,120,,,Consumption and Tissick,,,3148,,,Convulsion,,,1961,,,Distracted and Lunatick,,,12,,,Dropsy and Tympany,,,655,,,Drowned,,,57,,,Executed,,,18,,,Flox and Small Pox,,,997,,,Found dead in the Streets,,,8,,,French Pox,,,75,,,Gangrene and Fistula,,,26,,,Gout,,,15,,,Grief,,,15,,,Griping in the Guts,,,2083,,,Hanged and made away themselves,,,19,,,Headmouldshot,,,10,,,Hiccough,,,1,,,Jaundies,,,73,,,Jawfallen,,,2,,,Imposthume,,,107,,,Kill'd by several Accidents,,,67,,,King's Evil,,,60,,,Lethargy,,,50,,,Livergrown,,,27,,,Measles,,,1,,,Megrims,,,5,,,Murdered,,,15,,,Overlaid,,,83,,,Palsy,,,16,,,Plague,,,1,,,Pleurisy,,,30,,,Poisoned,,,4,,,Quinsy and Thrush,,,64,,,Rickets,,,488,,,Rising of the Lights,,,172,,,Sciatica,,,1,,,Scurvy,,,43,,,Shot,,,4,,,Smothered,,,3,,,"Sores, Ulcers, and bruised Limbs",,,53,,,Spleen,,,3,,,Spotted Fever,,,143,,,St Anthony's Fire,,,5,,,Starved,,,2,,,Stone,,,48,,,Stopping of the Stomach,,,308,,,Strangury,,,17,,,Surfeit,,,283,,,Swine Pox,,,1,,,Teeth,,,910,,,Vomiting,,,24,,,Worms,,,44,,,Wounded,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6058,,,5717,,,11775,,,8934,,,8310,,,17244,,,-3957,,,-2,,,131,,,1,,
4327,39411,11975,1,1676,,,Millar-1675-1676-GeneralBill-Causes,,,Abortive and Stillborn,,,679,,,Aged and Bedridden,,,1007,,,Ague and Fever,,,2112,,,Apoplexy and Suddenly,,,84,,,"Bleeding, Bloody Flux, and Flux",,,63,,,Burnt and Blown up,,,13,,,Bursten and Rupture,,,35,,,Calenture,,,2,,,"Cancer, Canker, and Wolf",,,42,,,Childbed,,,258,,,Chrisomes and Infants,,,385,,,Cold and Cough,,,8,,,Colick and Wind,,,126,,,Consumption and Tissick,,,3223,,,Convulsion and Mother,,,2363,,,Cut of the Stone and Stone,,,66,,,Distracted and Lunatick,,,8,,,Dropsy and Tympany ,,,675,,,Drowned,,,83,,,Evil,,,53,,,Executed,,,17,,,Flox and Small Pox,,,359,,,"Found dead in the Streets, &c.",,,4,,,French Pox,,,97,,,Frighted,,,1,,,Gout,,,15,,,Gangrene and Fistula,,,23,,,Grief,,,22,,,Griping in the Guts,,,3321,,,Hang'd and made away themselves,,,17,,,Headmouldshot,,,8,,,Jaundies,,,72,,,Imposthume,,,108,,,Kill'd by several Accidents,,,67,,,Leprosy,,,1,,,Lethargy,,,80,,,Livergrown,,,29,,,Measles,,,83,,,Megrims,,,1,,,Murdered,,,14,,,Overlaid,,,84,,,Palsy,,,23,,,Plague,,,2,,,Planet,,,1,,,Pleurisy,,,25,,,Poisoned,,,6,,,Quinsy and Thrush,,,62,,,Rickets,,,442,,,Rising of the Lights,,,159,,,Scalded,,,4,,,Scowring,,,8,,,Scurvy,,,59,,,Shot,,,3,,,Smothered and Stifled,,,4,,,"Sores, Ulcers, broken and bruised Limbs",,,46,,,Spleen,,,1,,,Spotted Fever and Purples,,,156,,,St Anthony's Fire,,,1,,,Stopping of the Stomach,,,373,,,Strangury,,,11,,,Surfeit,,,335,,,Swine Pox,,,1,,,Teeth,,,1216,,,Vomiting,,,49,,,Worms,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6552,,,5847,,,12399,,,9734,,,8998,,,18732,,,1488,,,1,,,130,,,2,,
