"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,"Found dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Description)",is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Plague Deaths",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible,"Increase/Decrease in Plague Deaths",is_missing,is_illegible,"Parishes Clear of the Plague",is_missing,is_illegible,"Parishes Infected (with Plague)",is_missing,is_illegible
24625,34861,3880,1,1639,,,32,,,Bodleian-1639-32-verso,,,18,,,July,,,25,,,July,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,12,,,,,,1,,,34,,,6,,,,,,,,,,,,4,,,1,,,"Drowned by a fall into a tub of water at S. Giles in the fields",,,,,,,,,,,,21,,,,,,4,,,"flox 2; small-pox 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,15,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,Brused,,,114,,,72,,,186,,,75,,,75,,,150,,,9,,,3,,,,,,,,,,,
24626,34862,3881,1,1639,,,34,,,Bodleian-1639-34-verso,,,1,,,August,,,8,,,August,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,13,,,,,,1,,,27,,,8,,,,,,,,,,,,6,,,1,,,"Drowned at St. Saviours in Southwarke",,,,,,,,,,,,12,,,,,,1,,,"flox 0; small-pox 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,2,,,,,,,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Scalded at S. Brides Precinct",,,,,,,,,,,,,,,102,,,79,,,181,,,61,,,79,,,140,,,13,,,-27,,,,,,,,,,,
24627,34863,3882,1,1639,,,35,,,Bodleian-1639-35-verso,,,8,,,August,,,15,,,August,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,13,,,,,,,,,30,,,5,,,,,,,,,,,,5,,,2,,,"Drowned 2, one at St. Olaves in Southwarke, and one at S.Katherines Tower.",,,,,,,,,,,,15,,,1,,,3,,,"flox 1; small-pox 2",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,8,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,3,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,1,,,"Slaine at S.Clemens Danes.",,,,,,,,,,,,,,,100,,,80,,,180,,,88,,,68,,,156,,,8,,,16,,,,,,,,,,,
24628,34864,3883,1,1639,,,36,,,Bodleian-1639-36-verso,,,13,,,August,,,22,,,August,,,,,,7,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,6,,,21,,,,,,,,,26,,,8,,,,,,,,,,,,5,,,4,,,"Drowned 4.one at Bridewel precinct,one at St. Savi-ours in Southwark, one at S.Clement Danes, and 1 at S. Katherines Tower",,,,,,,,,,,,,,,,,,6,,,"flox 2; small-pox 4",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,14,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,4,,,,,,,,,13,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,"Broken necke at St. Martins in the fields",,,86,,,94,,,180,,,91,,,89,,,180,,,14,,,24,,,,,,,,,,,
24629,34865,3884,1,1639,,,37,,,Bodleian-1639-37-verso,,,22,,,August,,,29,,,August,,,1,,,13,,,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,17,,,,,,1,,,22,,,11,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,25,,,,,,2,,,"flox 1; small-pox 1",,,,,,1,,,"Dead in the streete at Saint Georges in Southwarke.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,19,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,2,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,"Hanged himselfe at St. An-drewes in Holborne",,,2,,,"Fall 1; Scalded to death in a Dyers fat at S.Saviours in Southwarke",,,103,,,89,,,192,,,110,,,75,,,185,,,19,,,5,,,,,,,,,,,
24630,34866,3885,1,1639,,,38,,,Bodleian-1639-38-verso,,,29,,,August,,,5,,,September,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,18,,,,,,,,,29,,,5,,,,,,,,,,,,5,,,3,,,"Drowned 3.one at St. Lau-rence Poultney,one at S. Olaves in Southwarke, and one in a tub of water at S.Olaves Hartstreete",,,,,,,,,,,,12,,,,,,1,,,"flox 0; small-pox 1",,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,11,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,9,,,1,,,,,,,,,,,,1,,,4,,,,,,,,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,1,,,"Sore mouth 1",,,102,,,106,,,208,,,85,,,92,,,177,,,11,,,-8,,,,,,,,,,,
24631,34867,3886,1,1639,,,39,,,Bodleian-1639-39-verso,,,5,,,September,,,12,,,September,,,1,,,6,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,,,17,,,,,,,,,30,,,7,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,27,,,,,,3,,,"flox 0; small-pox 3",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,22,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,,,,,,,,,,,,,,,1,,,6,,,,,,,,,15,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,"Broke her necke with a fall out of her bed at Saint Se-pulchers",,,103,,,82,,,185,,,126,,,87,,,213,,,23,,,36,,,,,,,,,,,
24632,34868,3887,1,1639,,,40,,,Bodleian-1639-40-verso,,,12,,,September,,,19,,,September,,,1,,,12,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,,18,,,,,,2,,,24,,,7,,,1,,,,,,,,,10,,,1,,,"Drowned at Saint Olaves in Southwarke",,,,,,,,,,,,20,,,,,,8,,,"flox 3; small-pox 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,6,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,4,,,,,,,,,16,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,"Cut his owne throat at St. Olaves in southwarke",,,5,,,"Head mould shot 1; Sore mouth 1; by a Lyon in the Tower at Alhollows Barking 1; with a fall at St. Brides 1; with a horse at Saint Clement Danes 1",,,109,,,114,,,223,,,106,,,98,,,204,,,25,,,-9,,,,,,,,,,,
24633,34869,3888,1,1639,,,41,,,Bodleian-1639-41-verso,,,19,,,September,,,26,,,September,,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,24,,,,,,,,,38,,,4,,,2,,,,,,,,,10,,,1,,,"Drowned at Saint Martins in the Vintrey",,,,,,,,,,,,14,,,,,,1,,,"flox 1; small-pox 0",,,,,,1,,,"Dead in the streete at Saint Thomas in Southwarke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,16,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,11,,,1,,,,,,,,,,,,,,,2,,,,,,,,,23,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,"Brused 1; Kild with a fall out of a window at St.Sepulchers 1; Sore mouth 1",,,92,,,96,,,188,,,118,,,90,,,208,,,23,,,4,,,,,,,,,,,
24634,34870,3889,1,1639,,,42,,,Bodleian-1639-42-verso,,,26,,,September,,,3,,,October,,,,,,12,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,14,,,,,,1,,,40,,,13,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,21,,,,,,4,,,"flox 0; small-pox 4",,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,19,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,23,,,,,,1,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,1,,,,,,,,,,,,12,,,4,,,,,,,,,,,,,,,3,,,,,,,,,15,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,113,,,97,,,210,,,111,,,120,,,231,,,23,,,23,,,,,,,,,,,
24664,34871,3683,1,1639,,,43,,,Bodleian-1639-43-verso,,,3,,,October,,,10,,,October,,,1,,,9,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,24,,,,,,1,,,39,,,12,,,,,,,,,,,,5,,,,,,,,,2,,,,1,,,,,17,,,,,,1,,,"flox 1; small-pox 0",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,12,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,28,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,4,,,,,,,,,10,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,1,,,"sore month",,,120,,,113,,,233,,,111,,,94,,,204,,,28,,,-26,,,,,,,,,,,
24665,34872,3695,1,1639,,,44,,,Bodleian-1639-44-verso,,,10,,,October,,,17,,,October,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,15,,,,,,,,,38,,,6,,,,,,,,,,,,4,,,,,,,,,1,,,,1,,,,,21,,,,,,4,,,"flox 1; small-pox 3",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,21,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,21,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,14,,,1,,,,,,,,,,,,1,,,4,,,,,,,,,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,"Kild with a cart at S. Leo- nard Shoreditch; Slaine at S. Giles in the fields",,,,,,,,,2,,,"Brused; Sore month",,,109,,,104,,,213,,,112,,,88,,,200,,,21,,,-5,,,,,,,,,,,
24666,34873,3699,1,1639,,,45,,,Bodleian-1639-45-verso,,,17,,,October,,,24,,,October,,,1,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,24,,,,,,,,,37,,,13,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,9,,,,,,,,,2,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,1,,,1,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,3,,,,,,,,,,,,8,,,,,,,,,,,,,,,1,,,4,,,,,,,,,14,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,100,,,116,,,216,,,106,,,84,,,190,,,14,,,-10,,,,,,,,,,,
24667,34874,3743,1,1639,,,46,,,Bodleian-1639-46-verso,,,24,,,October,,,31,,,October,,,1,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,7,,,21,,,,,,1,,,30,,,12,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,28,,,,,,3,,,"flox 1; small-pox 2",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,19,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,9,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,19,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Hanged themselves 2. one at St. Dunstans in the West, and 1. at S. Clement Danes",,,1,,,"Brused 1",,,104,,,106,,,210,,,112,,,88,,,200,,,9,,,10,,,,,,,,,,,
24668,34875,3744,1,1639,,,47,,,Bodleian-1639-47-verso,,,31,,,October,,,7,,,November,,,,,,19,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,20,,,,,,1,,,35,,,7,,,1,,,,,,,,,3,,,2,,,"Drowned at St. Saviours in Southwarke 2",,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,12,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,14,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,"Dead in the streete at Saint James Clarkenwell 1; Kild with a fall at S. Saviours in Southwarke 1;  Sore leg 1",,,116,,,90,,,206,,,98,,,92,,,190,,,10,,,-10,,,,,,,,,,,
24669,34876,3745,1,1639,,,48,,,Bodleian-1639-48-verso,,,7,,,November,,,14,,,November,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,8,,,,,,2,,,37,,,7,,,1,,,,,,,,,11,,,,,,,,,,,,,,,,,,16,,,1,,,3,,,"flox 1; small-pox 2",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,11,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,"Haugd himselfe at St: But-tolph Aldgate 1",,,2,,,"Bit with a mad dog 1; Kild with a fall at Saint Sepulchers 1",,,111,,,87,,,198,,,93,,,65,,,158,,,5,,,-32,,,,,,,,,,,
24670,34877,3746,1,1639,,,49,,,Bodleian-1639-49-verso,,,14,,,November,,,21,,,November,,,2,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,15,,,,,,,,,49,,,7,,,,,,,,,,,,3,,,1,,,"Drowned at St. Olaves in Southwarke 1",,,,,,,,,,,,20,,,,,,1,,,"flox 0; small-pox 1",,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,19,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,3,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,"Kild with a fall of a dore at S. Saviours in Southwarke 1",,,111,,,76,,,187,,,108,,,64,,,172,,,7,,,14,,,,,,,,,,,
24671,34878,3753,1,1639,,,50,,,Bodleian-1639-50-verso,,,21,,,November,,,28,,,November,,,,,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,3,,,21,,,,,,1,,,41,,,6,,,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,14,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,19,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,1,,,1,,,1,,,,,,,,,2,,,2,,,,,,1,,,,,,,,,,,,4,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,13,,,1,,,1,,,,,,,,,1,,,7,,,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Kild at Saint Martins in the fields",,,,,,,,,,,,,,,117,,,106,,,223,,,120,,,85,,,205,,,11,,,33,,,,,,,,,,,
24672,34879,3754,1,1639,,,51,,,Bodleian-1639-51-verso,,,28,,,November,,,5,,,December,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,13,,,,,,2,,,44,,,6,,,2,,,,,,,,,10,,,,,,,,,,,,,,,,,,16,,,,,,1,,,"flox 1; small-pox 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,14,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,1,,,2,,,,,,,,,8,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,"Epilepsie 1",,,111,,,119,,,230,,,81,,,83,,,164,,,7,,,-41,,,,,,,,,,,
24673,34880,3755,1,1639,,,52,,,Bodleian-1639-52-verso,,,,1,1,,1,1,12,,,,1,1,,,,13,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,3,,,18,,,,,,1,,,19,,,6,,,,,,,,,,,,2,,,,,,,,,1,,,,1,,,,,13,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,20,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,2,,,3,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,"Slaine 1",,,,,,,,,,,,,,,104,,,94,,,198,,,83,,,63,,,146,,,3,,,-18,,,,,,,,,,,
24705,34881,3756,1,1640,,,4,,,Bodleian-1640-04-verso,,,7,,,January,,,14,,,January,,,1,,,22,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,12,,,,,,1,,,41,,,5,,,2,,,,,,,,,13,,,,,,,,,,,,,,,1,,,20,,,,,,4,,,"flox 0; small-pox 4",,,2,,,1,,,"Found dead an Infant. in a Coffin in the streete at St. Grehories ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,1,,,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,2,,,,,,,,,,,,4,,,3,,,,,,,,,,,,1,,,,,,,,,,,,11,,,1,,,,,,,,,,,,1,,,5,,,,,,,,,13,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Kild with the fall of boardes at Saint Giles in the fields ",,,84,,,100,,,184,,,104,,,94,,,198,,,4,,,-22,,,,,,,,,,,
