"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position","Unique Identifier",is_missing,is_illegible,"Start day",is_missing,is_illegible,"Start month",is_missing,is_illegible,"Start year",is_missing,is_illegible,"End day",is_missing,is_illegible,"End month",is_missing,is_illegible,"End year",is_missing,is_illegible,"St Alban Woodstreet - Buried",is_missing,is_illegible,"St Alban Woodstreet - Plague",is_missing,is_illegible,"Alhallows Barking - Buried",is_missing,is_illegible,"Alhallows Barking - Plague",is_missing,is_illegible,"Alhallows Breadstreet - Buried",is_missing,is_illegible,"Alhallows Breadstreet - Plague",is_missing,is_illegible,"Alhallows Great - Buried",is_missing,is_illegible,"Alhallows Great - Plague",is_missing,is_illegible,"Alhallows Honylane - Buried",is_missing,is_illegible,"Alhallows Honylane - Plague",is_missing,is_illegible,"Alhallows Lesse - Buried",is_missing,is_illegible,"Alhallows Lesse - Plague",is_missing,is_illegible,"Alhallows Lumbardstreet - Buried",is_missing,is_illegible,"Alhallows Lumbardstreet - Plague",is_missing,is_illegible,"Alhallows Stayning - Buried",is_missing,is_illegible,"Alhallows Stayning - Plague",is_missing,is_illegible,"Alhallows the Wall - Buried",is_missing,is_illegible,"Alhallows the Wall - Plague",is_missing,is_illegible,"St Alphage - Buried",is_missing,is_illegible,"St Alphage - Plague",is_missing,is_illegible,"St Andrew Hubbard - Buried",is_missing,is_illegible,"St Andrew Hubbard - Plague",is_missing,is_illegible,"St Andrew Undershaft - Buried",is_missing,is_illegible,"St Andrew Undershaft - Plague",is_missing,is_illegible,"St Andrew Wardrobe - Buried",is_missing,is_illegible,"St Andrew Wardrobe - Plague",is_missing,is_illegible,"St Ann Aldersgate - Buried",is_missing,is_illegible,"St Ann Aldersgate - Plague",is_missing,is_illegible,"St Ann Blackfryers - Buried",is_missing,is_illegible,"St Ann Blackfryers - Plague",is_missing,is_illegible,"St Antholins Parish - Buried",is_missing,is_illegible,"St Antholins Parish - Plague",is_missing,is_illegible,"St Austins Parish - Buried",is_missing,is_illegible,"St Austins Parish - Plague",is_missing,is_illegible,"St Bartholomew Exchange - Buried",is_missing,is_illegible,"St Bartholomew Exchange - Plague",is_missing,is_illegible,"St Bennet Fynck - Buried",is_missing,is_illegible,"St Bennet Fynck - Plague",is_missing,is_illegible,"St Bennet Gracechurch - Buried",is_missing,is_illegible,"St Bennet Gracechurch - Plague",is_missing,is_illegible,"St Bennet Paulswharf - Buried",is_missing,is_illegible,"St Bennet Paulswharf - Plague",is_missing,is_illegible,"St Bennet Sherehog - Buried",is_missing,is_illegible,"St Bennet Sherehog - Plague",is_missing,is_illegible,"St Botolph Billingsgate - Buried",is_missing,is_illegible,"St Botolph Billingsgate - Plague",is_missing,is_illegible,"Christ Church - Buried",is_missing,is_illegible,"Christ Church - Plague",is_missing,is_illegible,"St Christophers - Buried",is_missing,is_illegible,"St Christophers - Plague",is_missing,is_illegible,"St Clement Eastcheap - Buried",is_missing,is_illegible,"St Clement Eastcheap - Plague",is_missing,is_illegible,"St Dionis Backchurch - Buried",is_missing,is_illegible,"St Dionis Backchurch - Plague",is_missing,is_illegible,"St Dunstan East - Buried",is_missing,is_illegible,"St Dunstan East - Plague",is_missing,is_illegible,"St Edmund Lumbardstr. - Buried",is_missing,is_illegible,"St Edmund Lumbardstr. - Plague",is_missing,is_illegible,"St Ethelborough - Buried",is_missing,is_illegible,"St Ethelborough - Plague",is_missing,is_illegible,"St Faith - Buried",is_missing,is_illegible,"St Faith - Plague",is_missing,is_illegible,"St Foster - Buried",is_missing,is_illegible,"St Foster - Plague",is_missing,is_illegible,"St Gabriel Fenchurch - Buried",is_missing,is_illegible,"St Gabriel Fenchurch - Plague",is_missing,is_illegible,"St George Botolphlane - Buried",is_missing,is_illegible,"St George Botolphlane - Plague",is_missing,is_illegible,"St Gregory by St Pauls - Buried",is_missing,is_illegible,"St Gregory by St Pauls - Plague",is_missing,is_illegible,"St Hellen - Buried",is_missing,is_illegible,"St Hellen - Plague",is_missing,is_illegible,"St James Dukes place - Buried",is_missing,is_illegible,"St James Dukes place - Plague",is_missing,is_illegible,"St James Garlickhithe - Buried",is_missing,is_illegible,"St James Garlickhithe - Plague",is_missing,is_illegible,"St John Baptist - Buried",is_missing,is_illegible,"St John Baptist - Plague",is_missing,is_illegible,"St John Evangelist - Buried",is_missing,is_illegible,"St John Evangelist - Plague",is_missing,is_illegible,"St John Zachary - Buried",is_missing,is_illegible,"St John Zachary - Plague",is_missing,is_illegible,"St Katharine Coleman - Buried",is_missing,is_illegible,"St Katharine Coleman - Plague",is_missing,is_illegible,"St Katharine Creechurch - Buried",is_missing,is_illegible,"St Katharine Creechurch - Plague",is_missing,is_illegible,"St Lawrence Jewry - Buried",is_missing,is_illegible,"St Lawrence Jewry - Plague",is_missing,is_illegible,"St Lawrence Pountney - Buried",is_missing,is_illegible,"St Lawrence Pountney - Plague",is_missing,is_illegible,"St Leonard Eastcheap - Buried",is_missing,is_illegible,"St Leonard Eastcheap - Plague",is_missing,is_illegible,"St Leonard Fosterlane - Buried",is_missing,is_illegible,"St Leonard Fosterlane - Plague",is_missing,is_illegible,"St Magnus Parish - Buried",is_missing,is_illegible,"St Magnus Parish - Plague",is_missing,is_illegible,"St Margaret Lothbury - Buried",is_missing,is_illegible,"St Margaret Lothbury - Plague",is_missing,is_illegible,"St Margaret Moses - Buried",is_missing,is_illegible,"St Margaret Moses - Plague",is_missing,is_illegible,"St Margaret Newfishstreet - Buried",is_missing,is_illegible,"St Margaret Newfishstreet - Plague",is_missing,is_illegible,"St Margaret Pattons - Buried",is_missing,is_illegible,"St Margaret Pattons - Plague",is_missing,is_illegible,"St Mary Abchurch - Buried",is_missing,is_illegible,"St Mary Abchurch - Plague",is_missing,is_illegible,"St Mary Aldermanbury - Buried",is_missing,is_illegible,"St Mary Aldermanbury - Plague",is_missing,is_illegible,"St Mary Aldermary - Buried",is_missing,is_illegible,"St Mary Aldermary - Plague",is_missing,is_illegible,"St Mary le Bow - Buried",is_missing,is_illegible,"St Mary le Bow - Plague",is_missing,is_illegible,"St Mary Bothaw - Buried",is_missing,is_illegible,"St Mary Bothaw - Plague",is_missing,is_illegible,"St Mary Colechurch - Buried",is_missing,is_illegible,"St Mary Colechurch - Plague",is_missing,is_illegible,"St Mary Hill - Buried",is_missing,is_illegible,"St Mary Hill - Plague",is_missing,is_illegible,"St Mary Mounthaw - Buried",is_missing,is_illegible,"St Mary Mounthaw - Plague",is_missing,is_illegible,"St Mary Sommerset - Buried",is_missing,is_illegible,"St Mary Sommerset - Plague",is_missing,is_illegible,"St Mary Stayning - Buried",is_missing,is_illegible,"St Mary Stayning - Plague",is_missing,is_illegible,"St Mary Woolchurch - Buried",is_missing,is_illegible,"St Mary Woolchurch - Plague",is_missing,is_illegible,"St Mary Woolnoth - Buried",is_missing,is_illegible,"St Mary Woolnoth - Plague",is_missing,is_illegible,"St Martin Iremongerlane - Buried",is_missing,is_illegible,"St Martin Iremongerlane - Plague",is_missing,is_illegible,"St Martin Ludgate - Buried",is_missing,is_illegible,"St Martin Ludgate - Plague",is_missing,is_illegible,"St Martin Orgars - Buried",is_missing,is_illegible,"St Martin Orgars - Plague",is_missing,is_illegible,"St Martin Outwich - Buried",is_missing,is_illegible,"St Martin Outwich - Plague",is_missing,is_illegible,"St Martin Vintrey - Buried",is_missing,is_illegible,"St Martin Vintrey - Plague",is_missing,is_illegible,"St Matthew Fridaystreet - Buried",is_missing,is_illegible,"St Matthew Fridaystreet - Plague",is_missing,is_illegible,"St Maudlin Milkstreet - Buried",is_missing,is_illegible,"St Maudlin Milkstreet - Plague",is_missing,is_illegible,"St Maudlin Oldfishstreet - Buried",is_missing,is_illegible,"St Maudlin Oldfishstreet - Plague",is_missing,is_illegible,"St Michael Bassishaw - Buried",is_missing,is_illegible,"St Michael Bassishaw - Plague",is_missing,is_illegible,"St Michael Cornhil - Buried",is_missing,is_illegible,"St Michael Cornhil - Plague",is_missing,is_illegible,"St Michael Crookedlane - Buried",is_missing,is_illegible,"St Michael Crookedlane - Plague",is_missing,is_illegible,"St Michael Queenhithe - Buried",is_missing,is_illegible,"St Michael Queenhithe - Plague",is_missing,is_illegible,"St Michael Quern - Buried",is_missing,is_illegible,"St Michael Quern - Plague",is_missing,is_illegible,"St Michael Royal - Buried",is_missing,is_illegible,"St Michael Royal - Plague",is_missing,is_illegible,"St Michael Woodstreet - Buried",is_missing,is_illegible,"St Michael Woodstreet - Plague",is_missing,is_illegible,"St Mildred Breadstreet - Buried",is_missing,is_illegible,"St Mildred Breadstreet - Plague",is_missing,is_illegible,"St Mildred Poultrey - Buried",is_missing,is_illegible,"St Mildred Poultrey - Plague",is_missing,is_illegible,"St Nicholas Acons - Buried",is_missing,is_illegible,"St Nicholas Acons - Plague",is_missing,is_illegible,"St Nicholas Coleabby - Buried",is_missing,is_illegible,"St Nicholas Coleabby - Plague",is_missing,is_illegible,"St Nicholas Olaves - Buried",is_missing,is_illegible,"St Nicholas Olaves - Plague",is_missing,is_illegible,"St Olave Hartstreet - Buried",is_missing,is_illegible,"St Olave Hartstreet - Plague",is_missing,is_illegible,"St Olave Jewry - Buried",is_missing,is_illegible,"St Olave Jewry - Plague",is_missing,is_illegible,"St Olave Silverstreet - Buried",is_missing,is_illegible,"St Olave Silverstreet - Plague",is_missing,is_illegible,"St Pancras Soperlane - Buried",is_missing,is_illegible,"St Pancras Soperlane - Plague",is_missing,is_illegible,"St Peter Cheap - Buried",is_missing,is_illegible,"St Peter Cheap - Plague",is_missing,is_illegible,"St Peter Cornhil - Buried",is_missing,is_illegible,"St Peter Cornhil - Plague",is_missing,is_illegible,"St Peter Paulswharf - Buried",is_missing,is_illegible,"St Peter Paulswharf - Plague",is_missing,is_illegible,"St Peter Poor - Buried",is_missing,is_illegible,"St Peter Poor - Plague",is_missing,is_illegible,"St Steven Colemanstreet - Buried",is_missing,is_illegible,"St Steven Colemanstreet - Plague",is_missing,is_illegible,"St Steven Walbrook - Buried",is_missing,is_illegible,"St Steven Walbrook - Plague",is_missing,is_illegible,"St Swithin - Buried",is_missing,is_illegible,"St Swithin - Plague",is_missing,is_illegible,"St Thomas Apostles - Buried",is_missing,is_illegible,"St Thomas Apostles - Plague",is_missing,is_illegible,"Trinity Parish - Buried",is_missing,is_illegible,"Trinity Parish - Plague",is_missing,is_illegible,"Christened in the 97 Parishes within the Walls",is_missing,is_illegible,"Buried in the 97 Parishes within the Walls",is_missing,is_illegible,"Plague in the 97 Parishes within the Walls",is_missing,is_illegible,"St Andrew Holborn - Buried",is_missing,is_illegible,"St Andrew Holborn - Plague",is_missing,is_illegible,"St Bartholomew Great - Buried",is_missing,is_illegible,"St Bartholomew Great - Plague",is_missing,is_illegible,"St Bartholomew Less - Buried",is_missing,is_illegible,"St Bartholomew Less - Plague",is_missing,is_illegible,"St Bridget - Buried",is_missing,is_illegible,"St Bridget - Plague",is_missing,is_illegible,"Bridewel Precinct - Buried",is_missing,is_illegible,"Bridewel Precinct - Plague",is_missing,is_illegible,"St Botolph Aldersgate - Buried",is_missing,is_illegible,"St Botolph Aldersgate - Plague",is_missing,is_illegible,"St Botolph Aldgate - Buried",is_missing,is_illegible,"St Botolph Aldgate - Plague",is_missing,is_illegible,"St Botolph Bishopsgate - Buried",is_missing,is_illegible,"St Botolph Bishopsgate - Plague",is_missing,is_illegible,"Christ Church in Surry - Buried",is_missing,is_illegible,"Christ Church in Surry - Plague",is_missing,is_illegible,"St Dunstan West - Buried",is_missing,is_illegible,"St Dunstan West - Plague",is_missing,is_illegible,"St George Southwark - Buried",is_missing,is_illegible,"St George Southwark - Plague",is_missing,is_illegible,"St Giles Cripplegate - Buried",is_missing,is_illegible,"St Giles Cripplegate - Plague",is_missing,is_illegible,"St Olave Southwark - Buried",is_missing,is_illegible,"St Olave Southwark - Plague",is_missing,is_illegible,"Saviours Southwark - Buried",is_missing,is_illegible,"Saviours Southwark - Plague",is_missing,is_illegible,"S Sepulchres Parish - Buried",is_missing,is_illegible,"S Sepulchres Parish - Plague",is_missing,is_illegible,"St Thomas Southwark - Buried",is_missing,is_illegible,"St Thomas Southwark - Plague",is_missing,is_illegible,"Trinity Minories - Buried",is_missing,is_illegible,"Trinity Minories - Plague",is_missing,is_illegible,"Christened in the parishes without the Walls",is_missing,is_illegible,"Buried in the 16 Parishes without the Walls",is_missing,is_illegible,"Plague in the 16 Parishes without the Walls",is_missing,is_illegible,"Pesthouse Without the Walls - Buried",is_missing,is_illegible,"Pesthouse Without the Walls - Plague",is_missing,is_illegible,"St Giles in the Field - Buried",is_missing,is_illegible,"St Giles in the Field - Plague",is_missing,is_illegible,"Hackney Parish - Buried",is_missing,is_illegible,"Hackney Parish - Plague",is_missing,is_illegible,"St James Clerkenwel - Buried",is_missing,is_illegible,"St James Clerkenwel - Plague",is_missing,is_illegible,"St Katharine Tower - Buried",is_missing,is_illegible,"St Katharine Tower - Plague",is_missing,is_illegible,"Lambeth Parish - Buried",is_missing,is_illegible,"Lambeth Parish - Plague",is_missing,is_illegible,"St Leonard Shoreditch - Buried",is_missing,is_illegible,"St Leonard Shoreditch - Plague",is_missing,is_illegible,"St Magdalen Bermondsey - Buried",is_missing,is_illegible,"St Magdalen Bermondsey - Plague",is_missing,is_illegible,"St Mary Newington - Buried",is_missing,is_illegible,"St Mary Newington - Plague",is_missing,is_illegible,"St Mary Islington - Buried",is_missing,is_illegible,"St Mary Islington - Plague",is_missing,is_illegible,"St Mary Whitechappel - Buried",is_missing,is_illegible,"St Mary Whitechappel - Plague",is_missing,is_illegible,"St Pauls Shadwel - Buried",is_missing,is_illegible,"St Pauls Shadwel - Plague",is_missing,is_illegible,"Rothorith Parish - Buried",is_missing,is_illegible,"Rothorith Parish - Plague",is_missing,is_illegible,"Stepney Parish - Buried",is_missing,is_illegible,"Stepney Parish - Plague",is_missing,is_illegible,"Christened in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Buried in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Plague in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"St Clement Danes - Buried",is_missing,is_illegible,"St Clement Danes - Plague",is_missing,is_illegible,"St James in Westminster - Buried",is_missing,is_illegible,"St James in Westminster - Plague",is_missing,is_illegible,"St Paul Covent Garden - Buried",is_missing,is_illegible,"St Paul Covent Garden - Plague",is_missing,is_illegible,"St Martin in the fields - Buried",is_missing,is_illegible,"St Martin in the fields - Plague",is_missing,is_illegible,"St Mary Savoy - Buried",is_missing,is_illegible,"St Mary Savoy - Plague",is_missing,is_illegible,"St Margaret Westminster - Buried",is_missing,is_illegible,"St Margaret Westminster - Plague",is_missing,is_illegible,"Pesthouse in Westminster - Buried",is_missing,is_illegible,"Pesthouse in Westminster - Plague",is_missing,is_illegible,"Christened in the Parishes in the City and Liberties of Westminster",is_missing,is_illegible,"Buried in the Parishes in the City and Liberties of Westminster",is_missing,is_illegible,"Plague in the Parishes in the City and Liberties of Westminster",is_missing,is_illegible
41750,39642,12455,1,Guildhall-1628-1629-GeneralBill,,,,1,,,1,,1628,,,17,,,December,,,1629,,,29,,,,,,93,,,,,,8,,,,,,78,,,,,,8,,,,,,41,,,,,,18,,,,,,22,,,,,,25,,,,,,23,,,,,,18,,,,,,30,,,,,,53,,,,,,34,,,,,,82,,,,,,21,,,,,,22,,,,,,14,,,,,,10,,,,,,8,,,,,,52,,,,,,9,,,,,,23,,,,,,91,,,,,,11,,,,,,11,,,,,,12,,,,,,60,,,,,,24,,,,,,30,,,,,,23,,,,,,32,,,,,,17,,,,,,6,,,,,,66,,,,,,25,,,,,,27,,,,,,35,,,,,,19,,,,,,7,,,,,,23,,,,,,34,,,,,,67,,,,,,25,,,,,,36,,,,,,13,,,,,,35,,,,,,38,,,,,,26,,,,,,8,,,,,,17,,,,,,10,,,,,,30,,,,,,13,,,,,,24,,,,,,18,,,,,,11,,,,,,7,,,,,,25,,,,,,14,,,,,,49,,,,,,9,,,,,,14,,,,,,21,,,,,,7,,,,,,36,,,,,,20,,,,,,11,,,,,,68,,,,,,7,,,,,,5,,,,,,41,,,,,,37,,,,,,32,,,,,,28,,,,,,37,,,,,,13,,,,,,17,,,,,,32,,,,,,12,,,,,,21,,,,,,16,,,,,,13,,,,,,23,,,,,,34,,,,,,8,,,,,,25,,,,,,10,,,,,,14,,,,,,14,,,,,,21,,,,,,10,,,,,,69,,,,,,15,,,,,,14,,,,,,22,,,,,,20,,,,,,,,,2536,,,0,,,413,,,,,,58,,,,,,21,,,,,,250,,,,,,28,,,,,,68,,,,,,436,,,,,,271,,,,,,,,,,,,191,,,,,,232,,,,,,544,,,,,,519,,,,,,351,,,,,,550,,,,,,48,,,,,,12,,,,,,,,,3992,,,0,,,0,,,,,,251,,,,,,,1,,,1,,188,,,,,,189,,,,,,,1,,,1,,199,,,,,,145,,,,,,,1,,,1,,,1,,,,,494,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,2243,,,0,,,319,,,,,,,,,,,,,1,,,1,,393,,,,,,65,,,,,,,1,,,1,,,,,,,,575,,,508,,,0,,
41756,39643,12457,1,Guildhall-1629-1630-GeneralBill,,,,1,,,1,,1629,,,16,,,December,,,1630,,,23,,,2,,,63,,,2,,,7,,,,,,63,,,3,,,6,,,,,,42,,,4,,,18,,,,,,37,,,8,,,54,,,11,,,44,,,5,,,33,,,,,,43,,,,,,80,,,6,,,27,,,,,,66,,,,,,19,,,,,,12,,,,,,19,,,,,,10,,,2,,,6,,,,,,60,,,3,,,4,,,,,,13,,,3,,,107,,,10,,,13,,,,,,18,,,,,,16,,,1,,,79,,,4,,,20,,,,,,28,,,3,,,26,,,,,,24,,,4,,,17,,,4,,,6,,,,,,63,,,4,,,20,,,,,,31,,,1,,,40,,,1,,,29,,,4,,,5,,,1,,,30,,,1,,,39,,,12,,,73,,,5,,,23,,,,,,35,,,4,,,7,,,,,,57,,,3,,,36,,,2,,,19,,,,,,11,,,,,,22,,,,,,6,,,1,,,23,,,3,,,22,,,,,,31,,,2,,,15,,,,,,9,,,,,,7,,,,,,33,,,6,,,21,,,6,,,39,,,2,,,7,,,,,,14,,,,,,15,,,2,,,11,,,,,,45,,,,,,18,,,2,,,12,,,1,,,74,,,5,,,8,,,,,,7,,,,,,31,,,1,,,28,,,,,,26,,,1,,,28,,,2,,,37,,,3,,,11,,,1,,,16,,,,,,28,,,,,,22,,,2,,,19,,,2,,,13,,,,,,30,,,2,,,11,,,,,,60,,,8,,,13,,,,,,23,,,2,,,9,,,,,,24,,,2,,,16,,,1,,,20,,,,,,14,,,3,,,82,,,8,,,12,,,,,,18,,,,,,33,,,9,,,12,,,,,,,,,2696,,,190,,,370,,,27,,,65,,,7,,,26,,,1,,,278,,,12,,,24,,,1,,,94,,,5,,,577,,,168,,,344,,1,31,,,,,,,,,200,,,14,,,454,,,95,,,646,,,66,,,639,,,62,,,469,,,35,,,563,,,63,,,48,,,5,,,16,,,1,,,,,,4813,,,603,,,56,,,49,,,353,,,50,,,,1,,,1,,257,,,17,,,190,,,23,,,,1,,,1,,300,,,44,,,243,,,61,,,,1,,,1,,,1,,,1,,846,,,226,,,,,,,,,,1,,,1,,,1,,,1,,,,,3045,,,524,,,301,,,11,,,,,,,,,,1,,,1,,449,,,42,,,50,,,1,,,,1,,,1,,,,,,,,566,,,466,,,31,,
41762,39644,12458,1,Guildhall-1630-1631-GeneralBill,,,,1,,,1,,1630,,,15,,,December,,,1631,,,36,,,,,,88,,,4,,,10,,,1,,,60,,,1,,,4,,,,,,45,,,,,,17,,,,,,26,,,,,,34,,,,,,23,,,,,,23,,,,,,29,,,,,,77,,,,,,27,,,1,,,100,,,,,,20,,,,,,16,,,,,,17,,,,,,14,,,,,,11,,,,,,64,,,,,,2,,,,,,29,,,,,,196,,,,,,10,,,,,,16,,,2,,,17,,,,,,71,,,1,,,12,,,,,,19,,,,,,32,,,,,,15,,,,,,10,,,,,,7,,,,,,56,,,,,,25,,,,,,21,,,,,,23,,,,,,21,,,1,,,4,,,,,,27,,,3,,,24,,,1,,,56,,,,,,42,,,3,,,25,,,,,,10,,,,,,48,,,,,,44,,,,,,24,,,,,,9,,,,,,19,,,,,,19,,,2,,,19,,,,,,20,,,,,,27,,,,,,23,,,,,,8,,,,,,7,,,,,,29,,,2,,,10,,,,,,37,,,,,,7,,,,,,18,,,,,,15,,,1,,,6,,,,,,62,,,3,,,19,,,,,,19,,,,,,60,,,10,,,14,,,,,,11,,,1,,,26,,,,,,28,,,1,,,19,,,,,,20,,,,,,28,,,1,,,15,,,,,,16,,,,,,29,,,,,,9,,,,,,19,,,,,,10,,,1,,,18,,,,,,16,,,,,,25,,,,,,12,,,,,,27,,,,,,5,,,,,,12,,,1,,,32,,,,,,24,,,,,,12,,,,,,51,,,,,,10,,,,,,12,,,,,,23,,,,,,16,,,1,,,,,,2501,,,42,,,342,,,7,,,54,,,1,,,23,,,,,,304,,,1,,,26,,,,,,105,,,2,,,348,,,20,,,230,,,12,,,,,,,,,182,,,1,,,204,,,4,,,553,,,13,,,480,,,16,,,407,,,15,,,407,,,21,,,47,,,,,,10,,,2,,,,,,3812,,,115,,,28,,,23,,,261,,,1,,,,1,,,1,,192,,,1,,,153,,,9,,,,1,,,1,,208,,,17,,,139,,,5,,,,1,,,1,,,1,,,1,,467,,,12,,,,,,,,,,1,,,1,,,1,,,1,,,,,2249,,,117,,,311,,,11,,,,,,,,,,1,,,1,,443,,,38,,,47,,,,,,,1,,,1,,,,,,,,494,,,449,,,1,,
41768,39645,12459,1,Guildhall-1631-1632-GeneralBill,,,,1,,,1,,1631,,,20,,,December,,,1632,,,26,,,,,,80,,,,,,14,,,,,,73,,,,,,6,,,,,,53,,,,,,15,,,,,,37,,,,,,37,,,,,,34,,,,,,16,,,,,,31,,,,,,72,,,,,,31,,,,,,71,,,,,,32,,,,,,19,,,,,,14,,,,,,13,,,,,,10,,,,,,55,,,,,,8,,,,,,17,,,,,,119,,,,,,10,,,,,,15,,,,,,19,,,,,,64,,,,,,27,,,,,,25,,,,,,38,,,,,,29,,,,,,16,,,,,,8,,,,,,50,,,,,,16,,,,,,38,,,,,,40,,,,,,22,,,,,,4,,,,,,26,,,,,,39,,,,,,64,,,,,,22,,,,,,39,,,,,,14,,,,,,70,,,,,,46,,,,,,22,,,,,,13,,,,,,18,,,,,,19,,,,,,29,,,,,,34,,,,,,9,,,,,,19,,,,,,19,,,,,,8,,,,,,35,,,,,,13,,,,,,45,,,,,,10,,,,,,21,,,,,,17,,,,,,8,,,,,,59,,,,,,15,,,,,,9,,,,,,70,,,,,,5,,,,,,9,,,,,,30,,,,,,24,,,,,,23,,,,,,24,,,,,,32,,,,,,7,,,,,,22,,,,,,24,,,,,,10,,,,,,15,,,,,,13,,,,,,21,,,,,,20,,,,,,37,,,,,,10,,,,,,27,,,,,,3,,,,,,16,,,,,,19,,,,,,22,,,,,,20,,,,,,63,,,,,,15,,,,,,24,,,,,,27,,,,,,14,,,,,,,,,2704,,,0,,,413,,,,,,75,,,,,,23,,,,,,341,,,,,,25,,,,,,101,,,,,,418,,,3,,,294,,,,,,,,,,,,187,,,,,,229,,,2,,,637,,,,,,551,,,,,,439,,,1,,,577,,,1,,,59,,,,,,10,,,,,,,,,4419,,,7,,,0,,,,,,302,,,,,,,1,,,1,,197,,,,,,160,,,,,,,1,,,1,,226,,,,,,158,,,,,,,1,,,1,,,1,,,1,,449,,,1,,,,,,,,,,1,,,1,,,1,,,1,,,,,2412,,,1,,,363,,,,,,,,,,,,,1,,,1,,493,,,,,,158,,,,,,,1,,,1,,,,,,,,566,,,543,,,0,,
41770,39646,12460,1,Guildhall-1632-1633-GeneralBill,,,,1,,,1,,1632,,,19,,,December,,,1633,,,22,,,,,,73,,,,,,17,,,,,,66,,,,,,3,,,,,,32,,,,,,19,,,,,,25,,,,,,27,,,,,,25,,,,,,23,,,,,,37,,,,,,61,,,,,,39,,,,,,66,,,,,,23,,,,,,19,,,,,,15,,,,,,18,,,,,,13,,,,,,42,,,,,,7,,,,,,13,,,,,,93,,,,,,15,,,,,,14,,,,,,12,,,,,,47,,,,,,15,,,,,,26,,,,,,16,,,,,,22,,,,,,5,,,,,,4,,,,,,48,,,,,,17,,,,,,35,,,,,,22,,,,,,23,,,,,,6,,,,,,13,,,,,,33,,,,,,49,,,,,,20,,,,,,32,,,,,,12,,,,,,45,,,,,,32,,,,,,19,,,,,,11,,,,,,17,,,,,,6,,,,,,23,,,,,,22,,,,,,29,,,,,,14,,,,,,11,,,,,,9,,,,,,24,,,,,,12,,,,,,56,,,,,,8,,,,,,12,,,,,,20,,,,,,5,,,,,,57,,,,,,18,,,,,,11,,,,,,51,,,,,,5,,,,,,6,,,,,,33,,,,,,47,,,,,,24,,,,,,20,,,,,,47,,,,,,10,,,,,,20,,,,,,33,,,,,,16,,,,,,17,,,,,,3,,,,,,23,,,,,,14,,,,,,47,,,,,,16,,,,,,25,,,,,,5,,,,,,20,,,,,,24,,,,,,19,,,,,,18,,,,,,56,,,,,,6,,,,,,14,,,,,,17,,,,,,17,,,,,,,,,2378,,,0,,,402,,,,,,61,,,,,,19,,,,,,263,,,,,,26,,,,,,102,,,,,,359,,,,,,254,,,,,,,,,,,,142,,,,,,234,,,,,,570,,,,,,483,,,,,,388,,,,,,559,,,,,,58,,,,,,10,,,,,,,,,3936,,,0,,,0,,,,,,268,,,,,,,1,,,1,,174,,,,,,168,,,,,,,1,,,1,,204,,,,,,126,,,,,,,1,,,1,,,1,,,1,,424,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,2078,,,0,,,276,,,,,,,,,,,,,1,,,1,,422,,,,,,46,,,,,,,1,,,1,,,,,,,,589,,,503,,,0,,
